Date,ACWI ex JAPAN SMALL CAP
2007-05-31,1000.0
2007-06-01,1008.9208878526766
2007-06-04,1007.2617163738155
2007-06-05,1000.5936145696036
2007-06-06,990.6328195333432
2007-06-07,976.9937179181348
2007-06-08,985.861319235816
2007-06-11,989.379494371541
2007-06-12,983.2208933294878
2007-06-13,990.419791012862
2007-06-14,998.7216085143477
2007-06-15,1005.5073088252608
2007-06-18,1003.8907666811112
2007-06-19,1004.2000647671936
2007-06-20,997.9466131989647
2007-06-21,998.5920629501574
2007-06-22,992.8661537630003
2007-06-25,985.0576944761522
2007-06-26,980.5557634294449
2007-06-27,986.0952628488967
2007-06-28,990.5524839247558
2007-06-29,988.9091879730516
2007-07-02,991.3926206857213
2007-07-03,998.7209758077574
2007-07-04,1000.8958361148982
2007-07-05,1003.4434711046399
2007-07-06,1006.1254469208653
2007-07-09,1009.6912032530771
2007-07-10,993.7240108147738
2007-07-11,991.3772354676496
2007-07-12,1005.2880525268409
2007-07-13,1008.8252881531034
2007-07-16,1004.664090286747
2007-07-17,1003.4924027791857
2007-07-18,998.7988750086422
2007-07-19,1004.4937334475218
2007-07-20,996.5533760728131
2007-07-23,997.9155767289438
2007-07-24,980.3905353998608
2007-07-25,982.422683907095
2007-07-26,958.6614131919262
2007-07-27,945.8867572641553
2007-07-30,949.8531856503494
2007-07-31,952.3463326864481
2007-08-01,944.147221517779
2007-08-02,949.9391153183724
2007-08-03,927.3450992364508
2007-08-06,923.4762160768533
2007-08-07,930.5615370867976
2007-08-08,945.40330515299
2007-08-09,935.6897868820039
2007-08-10,927.1864567810967
2007-08-13,932.8808965690832
2007-08-14,918.8332263082123
2007-08-15,907.0913737160399
2007-08-16,894.1508201349062
2007-08-17,900.9750112865268
2007-08-20,914.1331293640642
2007-08-21,914.0718345881974
2007-08-22,928.8924193048828
2007-08-23,926.9017505535858
2007-08-24,932.2937936046096
2007-08-27,930.3192996582688
2007-08-28,911.9556191194248
2007-08-29,923.9203656061774
2007-08-30,927.0409087699461
2007-08-31,941.2253680675558
2007-09-03,945.1913380036003
2007-09-04,953.9981823996036
2007-09-05,940.6751972192852
2007-09-06,941.6897379701879
2007-09-07,924.5791339879759
2007-09-10,914.2049575357704
2007-09-11,924.2654457263367
2007-09-12,920.8946251382596
2007-09-13,922.9806539604133
2007-09-14,923.1535409154567
2007-09-17,913.3083638440748
2007-09-18,931.6778428653164
2007-09-19,941.5721524227034
2007-09-20,930.5722503835304
2007-09-21,934.7425659277009
2007-09-24,932.2059802312313
2007-09-25,925.5990383487743
2007-09-26,932.0610659791665
2007-09-27,938.1008003175021
2007-09-28,933.0850461400778
2007-10-01,944.1292457580981
2007-10-02,955.5805685807858
2007-10-03,954.4387216734282
2007-10-04,955.8496113800076
2007-10-05,968.6586771662376
2007-10-08,970.4265664490923
2007-10-09,974.0159939221472
2007-10-10,972.5230030149615
2007-10-11,967.6438880622825
2007-10-12,972.3854810343443
2007-10-15,963.9909245708645
2007-10-16,958.835459717129
2007-10-17,960.3703473212614
2007-10-18,955.3132488622962
2007-10-19,940.1053607821173
2007-10-22,940.4865214404151
2007-10-23,949.0679994280705
2007-10-24,945.0073812762814
2007-10-25,943.1144807972925
2007-10-26,950.1571203206205
2007-10-29,954.8929875381582
2007-10-30,949.1283851429062
2007-10-31,960.5378873834245
2007-11-01,943.0599418369637
2007-11-02,937.7262336946073
2007-11-05,929.929198119862
2007-11-06,936.1608209769527
2007-11-07,914.699015691313
2007-11-08,909.4379554444827
2007-11-09,897.4631001253838
2007-11-12,888.178374801803
2007-11-13,896.7396679000301
2007-11-14,895.2442596415854
2007-11-15,884.954238390705
2007-11-16,879.3832163562297
2007-11-19,859.0012885483435
2007-11-20,852.2271451816518
2007-11-21,832.2529589371336
2007-11-22,830.7192997982531
2007-11-23,843.6694928174958
2007-11-26,834.5706901779976
2007-11-27,834.97567815779
2007-11-28,860.791109751704
2007-11-29,862.3610448085095
2007-11-30,875.0030137845529
2007-12-03,871.5859594066399
2007-12-04,858.370275894628
2007-12-05,873.183622717025
2007-12-06,887.1560566583247
2007-12-07,888.9344031841323
2007-12-10,890.4103592210605
2007-12-11,877.4527892915346
2007-12-12,879.8726023688837
2007-12-13,874.2548879041302
2007-12-14,871.8141177205613
2007-12-17,854.0619106651025
2007-12-18,858.0657604852038
2007-12-19,859.5398071801975
2007-12-20,866.3847966536565
2007-12-21,879.2688816781299
2007-12-24,885.3829367873283
2007-12-25,885.6170866327024
2007-12-26,882.0274539218958
2007-12-27,871.2053945032991
2007-12-28,866.8913849579902
2007-12-31,869.5955200355298
2008-01-01,869.8631359534392
2008-01-02,857.1180831034669
2008-01-03,850.1669723054349
2008-01-04,829.2169421590456
2008-01-07,824.7409805312268
2008-01-08,816.0647679378175
2008-01-09,814.0919708071341
2008-01-10,811.1407567023986
2008-01-11,799.0270119951418
2008-01-14,801.7825855954713
2008-01-15,785.9447178118196
2008-01-16,783.4839876731118
2008-01-17,771.945801899752
2008-01-18,767.6877152974582
2008-01-21,754.9442607312051
2008-01-22,746.6704432633356
2008-01-23,758.9001740298442
2008-01-24,765.8303959975818
2008-01-25,770.9699864026543
2008-01-28,771.4322226744334
2008-01-29,781.7390335680027
2008-01-30,774.771920054042
2008-01-31,783.5826187276513
2008-02-01,800.8799191710592
2008-02-04,802.6139549596408
2008-02-05,789.1821825021084
2008-02-06,780.9050509030288
2008-02-07,788.0162114068755
2008-02-08,788.9501290658524
2008-02-11,787.5852726140142
2008-02-12,793.1788453358711
2008-02-13,803.1087516951676
2008-02-14,798.1479671631358
2008-02-15,790.7812191593312
2008-02-18,795.5388753556786
2008-02-19,795.4029496237102
2008-02-20,800.1468925179327
2008-02-21,791.4377947931334
2008-02-22,789.903794636927
2008-02-25,802.4987934675269
2008-02-26,808.1031486484667
2008-02-27,800.4949271783044
2008-02-28,788.9922753415217
2008-02-29,773.6924895436276
2008-03-03,766.186896387785
2008-03-04,760.0520623315978
2008-03-05,763.8712421008063
2008-03-06,747.8790582599063
2008-03-07,739.0498414341728
2008-03-10,721.5046294661634
2008-03-11,741.0977523409755
2008-03-12,736.4704844004882
2008-03-13,733.7110749649441
2008-03-14,722.3649855457785
2008-03-17,695.6957142867006
2008-03-18,715.0456638515909
2008-03-19,707.6639554741386
2008-03-20,719.8956410887531
2008-03-21,720.4267657157187
2008-03-24,734.0857554398283
2008-03-25,739.5196748176468
2008-03-26,732.6430937822716
2008-03-27,730.5376752137241
2008-03-28,727.6482003178501
2008-03-31,728.3911521271244
2008-04-01,754.168108999341
2008-04-02,758.5590365943585
2008-04-03,758.0654631694578
2008-04-04,755.7514896564993
2008-04-07,759.9772056503087
2008-04-08,755.8191755729198
2008-04-09,745.5481621028732
2008-04-10,748.0865276304747
2008-04-11,736.2292238800615
2008-04-14,731.5433471632468
2008-04-15,737.7537376279117
2008-04-16,749.3464825752069
2008-04-17,749.43111218802
2008-04-18,765.5369205619963
2008-04-21,757.3446627642355
2008-04-22,748.0254862517398
2008-04-23,753.9255256697205
2008-04-24,763.1241086252828
2008-04-25,771.6331611546501
2008-04-28,775.968239953092
2008-04-29,771.2626900867191
2008-04-30,775.3400143134239
2008-05-01,786.4632542036869
2008-05-02,793.1493465973027
2008-05-05,790.2949213191599
2008-05-06,791.2278589945618
2008-05-07,792.2071522821609
2008-05-08,793.3374911486422
2008-05-09,790.3282382207233
2008-05-12,795.1065510388053
2008-05-13,797.5613427668466
2008-05-14,799.3869376913264
2008-05-15,805.4614916449117
2008-05-16,805.4863158025045
2008-05-19,808.8045358542014
2008-05-20,797.6176896942744
2008-05-21,785.8220064053907
2008-05-22,789.8834519614469
2008-05-23,779.8260397394951
2008-05-26,776.9589581612498
2008-05-27,781.7775911079336
2008-05-28,790.0390810108441
2008-05-29,797.9270184191231
2008-05-30,800.0330627743407
2008-06-02,795.1507839494537
2008-06-03,797.387634155316
2008-06-04,797.2669978542186
2008-06-05,803.3018732604669
2008-06-06,781.627806160194
2008-06-09,775.2165746606315
2008-06-10,776.5868098455182
2008-06-11,763.6510828651515
2008-06-12,767.1056876997487
2008-06-13,778.6173386083273
2008-06-16,779.2629484626474
2008-06-17,777.9823478141001
