Date,ACWI ex EMU SMALL CAP
2007-05-31,1000.0
2007-06-01,1009.3866344844814
2007-06-04,1008.1114618662098
2007-06-05,1001.4218287354917
2007-06-06,994.6674358018596
2007-06-07,982.3373745417135
2007-06-08,990.6457228901703
2007-06-11,992.5871740076796
2007-06-12,986.6508460262003
2007-06-13,993.1332299836006
2007-06-14,1000.7414339313204
2007-06-15,1006.8795205788768
2007-06-18,1005.8205005820356
2007-06-19,1005.4693015837837
2007-06-20,998.8122425072299
2007-06-21,1000.9871317549031
2007-06-22,994.2649259494106
2007-06-25,985.969669143258
2007-06-26,982.4687731371445
2007-06-27,988.0271205661086
2007-06-28,991.9852704914935
2007-06-29,989.9096746161141
2007-07-02,992.37698422899
2007-07-03,999.0631787917665
2007-07-04,1000.1939474065574
2007-07-05,1003.5508320859594
2007-07-06,1004.767437061734
2007-07-09,1008.4123340064393
2007-07-10,992.8861848387234
2007-07-11,989.9045804635643
2007-07-12,1001.6241566715453
2007-07-13,1005.6651993446404
2007-07-16,1001.8657148211588
2007-07-17,1000.6425460905327
2007-07-18,996.0647342070234
2007-07-19,1001.1485831282743
2007-07-20,994.5620990014322
2007-07-23,994.4512596439222
2007-07-24,979.0045226712268
2007-07-25,983.3985251104722
2007-07-26,961.5328794138599
2007-07-27,948.3840564579568
2007-07-30,953.3128283212782
2007-07-31,953.7179261230474
2007-08-01,945.9074785551717
2007-08-02,951.1146305301863
2007-08-03,928.6856594804001
2007-08-06,926.9948288128354
2007-08-07,932.5294051026405
2007-08-08,944.5077844629823
2007-08-09,939.4894551604979
2007-08-10,931.4579122435133
2007-08-13,935.6615108281309
2007-08-14,923.1354538426045
2007-08-15,911.0785820628741
2007-08-16,903.7856136516209
2007-08-17,904.2742497383841
2007-08-20,917.5420243192626
2007-08-21,919.9148253494732
2007-08-22,931.3755827466119
2007-08-23,930.0121814836895
2007-08-24,934.5947544747106
2007-08-27,932.2713291115862
2007-08-28,916.0918370138368
2007-08-29,925.5753992170511
2007-08-30,927.836502875584
2007-08-31,943.141599570979
2007-09-03,946.7509140979445
2007-09-04,954.3959151212892
2007-09-05,940.5201535348356
2007-09-06,940.5241091823038
2007-09-07,926.2740509268698
2007-09-10,915.2942466384953
