Date,AC EUROPE SMALL CAP
1998-12-31,355.5970141073176
1999-01-01,355.52306352600675
1999-01-04,360.69303083342675
1999-01-05,361.3004036198274
1999-01-06,364.43622586904115
1999-01-07,363.7465751998817
1999-01-08,365.66996954198896
1999-01-11,366.1294366440803
1999-01-12,364.48699448722977
1999-01-13,355.2320552092373
1999-01-14,357.5500972077082
1999-01-15,357.54136030784366
1999-01-18,361.0187352360111
1999-01-19,361.4645479043652
1999-01-20,361.77091622438786
1999-01-21,360.528640038577
1999-01-22,357.5158717894094
1999-01-25,357.1679004504539
1999-01-26,359.4048076911269
1999-01-27,361.28577620988494
1999-01-28,362.7076604972224
1999-01-29,364.82439694205806
1999-02-01,367.9823689876492
1999-02-02,368.3847928498531
1999-02-03,368.3399009267537
1999-02-04,371.1866833597546
1999-02-05,371.7040315118198
1999-02-08,372.25223326840455
1999-02-09,370.5916390514672
1999-02-10,367.4530118636037
1999-02-11,369.66606083671513
1999-02-12,372.5260459618654
1999-02-15,372.9211498286736
1999-02-16,374.1177076759062
1999-02-17,372.51164488306785
1999-02-18,371.55624263051834
1999-02-19,372.74479222803507
1999-02-22,374.5256615129018
1999-02-23,374.41163539012973
1999-02-24,376.0562010881088
1999-02-25,375.2743878465466
1999-02-26,376.2696789876463
1999-03-01,377.8826494801523
1999-03-02,377.67318882979964
1999-03-03,378.53007861051486
1999-03-04,377.74055576015905
1999-03-05,380.41489228581656
1999-03-08,381.36825063819754
1999-03-09,382.16371056725245
1999-03-10,381.8168706192183
1999-03-11,385.332963700628
1999-03-12,386.9389412865629
1999-03-15,386.2367282782573
1999-03-16,386.6870588690893
1999-03-17,385.818968446073
1999-03-18,385.5835452580332
1999-03-19,388.3021366865367
1999-03-22,387.73969085770096
1999-03-23,386.1277255174519
1999-03-24,382.1722131522468
1999-03-25,384.3167462484105
1999-03-26,385.64569407173605
1999-03-29,386.35730681217444
1999-03-30,385.94862173362395
1999-03-31,385.57874549395274
1999-04-01,383.7802813015992
1999-04-02,384.5774121402211
1999-04-05,384.565483517008
1999-04-06,385.0867411961967
1999-04-07,386.6594316398696
1999-04-08,388.3500911316075
1999-04-09,389.46186037243103
1999-04-12,388.797813126605
1999-04-13,391.0137377077761
1999-04-14,393.2166509742282
1999-04-15,394.44976249808616
1999-04-16,396.6005292110764
1999-04-19,399.65221546050657
1999-04-20,396.16161209629587
1999-04-21,397.0810029174724
1999-04-22,398.8904677753468
1999-04-23,399.9151892658157
1999-04-26,401.06674269970364
1999-04-27,402.7050136598434
1999-04-28,403.2577288513393
1999-04-29,403.7579173786227
1999-04-30,406.2194190879323
1999-05-03,408.0038292136855
1999-05-04,410.4685986879627
1999-05-05,409.29222577772924
1999-05-06,410.5365977555305
1999-05-07,409.9755098027523
1999-05-10,409.98647870537786
1999-05-11,411.6032774226456
1999-05-12,411.3481363627379
1999-05-13,412.1867426201302
1999-05-14,411.04843194055036
1999-05-17,407.36613364408623
1999-05-18,408.86485289059755
1999-05-19,409.6862495592047
1999-05-20,411.60209686775613
1999-05-21,412.58039604835335
1999-05-24,412.06188822564866
1999-05-25,409.39853144186196
1999-05-26,409.827782600843
1999-05-27,410.0752426775571
1999-05-28,409.37992050519375
1999-05-31,410.6493931301773
1999-06-01,412.27626960318474
1999-06-02,412.6942059984606
1999-06-03,413.6031811885533
1999-06-04,415.68469099868554
1999-06-07,417.02488533077576
1999-06-08,416.2067527491576
1999-06-09,416.31223104545245
1999-06-10,415.8328327149342
1999-06-11,416.96973901094395
1999-06-14,417.9486224896778
1999-06-15,417.0001855583142
1999-06-16,418.7696017966781
1999-06-17,420.3972729688185
1999-06-18,420.6650059450631
1999-06-21,423.600127325311
1999-06-22,423.19083114691915
1999-06-23,421.49474056553123
1999-06-24,421.11432664696304
1999-06-25,419.2114188553537
1999-06-28,420.34208557307335
1999-06-29,421.22409353423774
1999-06-30,422.1476904307034
1999-07-01,425.60863338754
1999-07-02,426.7347551765168
1999-07-05,430.17821097267415
1999-07-06,429.7953994744112
1999-07-07,429.7938378539547
1999-07-08,430.5081379268142
1999-07-09,430.89475090555817
1999-07-12,433.2535954946194
1999-07-13,431.04417689534046
1999-07-14,432.03182282926133
1999-07-15,433.1325874705406
1999-07-16,433.9225477525727
1999-07-19,435.65816033952694
1999-07-20,431.9173770819324
1999-07-21,427.7955025632619
1999-07-22,428.22680664433915
1999-07-23,427.6501376437222
1999-07-26,424.8622302260799
1999-07-27,423.68121553532495
1999-07-28,425.26081871076155
1999-07-29,423.6418548983406
1999-07-30,424.3888347760652
1999-08-02,423.1195694021414
1999-08-03,423.914278884829
1999-08-04,424.3973362868117
1999-08-05,421.1216472327461
1999-08-06,422.6765120934971
1999-08-09,424.63380639205565
1999-08-10,423.3661735216985
1999-08-11,424.5953283761266
1999-08-12,427.63485002065556
1999-08-13,430.7987919537339
1999-08-16,433.04808371066275
1999-08-17,434.90822233655524
1999-08-18,436.7892186537599
1999-08-19,436.4269085550293
1999-08-20,438.34315796291025
1999-08-23,441.7769316496624
1999-08-24,440.9622814139081
1999-08-25,443.31474798134536
1999-08-26,444.15894294918473
1999-08-27,445.563131737462
1999-08-30,447.8906588026
1999-08-31,446.91750639353876
1999-09-01,449.0093622368193
1999-09-02,447.2411438998094
1999-09-03,450.1237279445203
1999-09-06,455.32349000003813
1999-09-07,456.7224284615701
1999-09-08,457.1397271240393
1999-09-09,459.1331460356503
1999-09-10,462.53469662218254
1999-09-13,465.0723355756308
1999-09-14,463.4656523079407
1999-09-15,464.6138773174244
1999-09-16,464.87555388732926
1999-09-17,465.5210528263703
1999-09-20,463.91345957544127
1999-09-21,458.0790581222108
1999-09-22,455.7219284480669
1999-09-23,454.8389356823002
1999-09-24,447.32669274487154
1999-09-27,444.9385817944302
1999-09-28,446.33744191982163
1999-09-29,444.342021278497
1999-09-30,446.2325676490309
1999-10-01,446.6839539495215
1999-10-04,448.77905324802003
1999-10-05,453.0061203062405
1999-10-06,455.5445364354233
1999-10-07,457.09500149706065
1999-10-08,458.7895202562886
1999-10-11,461.9414391241886
1999-10-12,463.1713910653883
1999-10-13,459.46884990135226
1999-10-14,456.43631254819184
1999-10-15,451.04735160066275
1999-10-18,442.9596812298698
1999-10-19,446.0242568409183
1999-10-20,451.51451722201216
1999-10-21,451.354300940629
1999-10-22,452.2086053449267
1999-10-25,452.45066994007743
1999-10-26,451.34262518983655
1999-10-27,449.19429278836685
1999-10-28,449.8550887903236
1999-10-29,452.82827551252143
1999-11-01,455.736773394687
1999-11-02,456.5342848856176
1999-11-03,457.34726939405243
1999-11-04,459.8561728040531
1999-11-05,462.0171290586712
1999-11-08,465.6528563912228
1999-11-09,466.97575352295985
1999-11-10,468.06479642771404
1999-11-11,469.4566875012491
1999-11-12,472.08829426907465
1999-11-15,475.7197571881554
1999-11-16,476.9222112039181
1999-11-17,478.71684946721257
1999-11-18,480.1052382400997
1999-11-19,481.8621152834576
1999-11-22,482.02466730254827
1999-11-23,481.06771546270664
1999-11-24,478.64781415314917
1999-11-25,481.8610771247571
1999-11-26,484.860920081971
1999-11-29,487.30523472436994
1999-11-30,485.392693324137
1999-12-01,486.40392954085326
1999-12-02,490.2999522876801
1999-12-03,495.07207910638937
1999-12-06,495.20832742729885
1999-12-07,493.50457447408087
1999-12-08,492.4533473806013
1999-12-09,492.7580776429967
1999-12-10,496.0089188103256
1999-12-13,503.34413293813077
1999-12-14,503.1546004276099
1999-12-15,495.96847411695643
1999-12-16,493.66734261308517
1999-12-17,498.4164124744478
1999-12-20,496.6328406252923
1999-12-21,495.2390714413864
1999-12-22,497.77628312401623
1999-12-23,496.7528732108969
1999-12-24,496.50781700062583
1999-12-27,503.000700205005
1999-12-28,505.9943898907745
1999-12-29,511.66489419091164
1999-12-30,518.593455462409
1999-12-31,518.8125052738721
2000-01-03,524.1959091367619
2000-01-04,515.8108894228806
2000-01-05,505.18937546187954
2000-01-06,508.33555071015405
2000-01-07,516.9367701441936
2000-01-10,524.8088658766992
2000-01-11,523.7926217631294
2000-01-12,524.3307315488795
2000-01-13,529.3023059665594
2000-01-14,537.2437981886477
2000-01-17,544.5438432464479
2000-01-18,541.8320810154771
2000-01-19,538.7517431437218
2000-01-20,544.0367585230273
2000-01-21,544.7116872180023
2000-01-24,548.7088542130281
2000-01-25,541.7184875686182
2000-01-26,544.6090040988908
2000-01-27,548.2309439151242
2000-01-28,549.346740482036
2000-01-31,542.3218606117465
2000-02-01,546.53131930382
2000-02-02,548.1527087959321
2000-02-03,552.4737426404885
2000-02-04,558.9022767185237
2000-02-07,563.0791418541619
2000-02-08,569.3560287876882
2000-02-09,569.2011911463131
2000-02-10,566.5990377922086
2000-02-11,571.6121799574055
2000-02-14,571.4953715439063
2000-02-15,569.3824426674893
2000-02-16,567.9636575793984
2000-02-17,569.6451693839965
2000-02-18,575.551202061906
2000-02-21,570.7157845150376
2000-02-22,567.7006258921658
2000-02-23,571.205385411687
2000-02-24,578.74181670837
2000-02-25,584.8070146770993
2000-02-28,579.0762415018797
2000-02-29,581.4201364429671
2000-03-01,589.5167557017901
2000-03-02,595.6551435554637
2000-03-03,602.201910782974
2000-03-06,604.9399615568735
2000-03-07,601.8597211023298
2000-03-08,595.8987298223363
2000-03-09,598.0490524337838
2000-03-10,603.3217657864723
2000-03-13,594.1632219739195
2000-03-14,591.1576047106523
2000-03-15,578.2059217477373
2000-03-16,577.0525388906686
2000-03-17,586.0042701594984
2000-03-20,590.1652565363057
2000-03-21,580.5734454735955
2000-03-22,580.1302206701698
2000-03-23,573.7876824928866
2000-03-24,577.6209889698631
2000-03-27,579.7896499314738
2000-03-28,579.0199779947169
2000-03-29,581.8202628067893
2000-03-30,570.6901239020938
2000-03-31,567.6573950041308
2000-04-03,562.297826176386
2000-04-04,552.6116108864479
2000-04-05,539.0187085280928
2000-04-06,553.0737479762009
2000-04-07,561.4792562674189
2000-04-10,562.9359135448473
2000-04-11,553.094668147259
2000-04-12,552.9418168891071
2000-04-13,547.4292467418754
2000-04-14,539.5962360143344
2000-04-17,520.7316344675769
2000-04-18,524.2320114919345
2000-04-19,532.485262434188
2000-04-20,535.0208011859656
2000-04-21,536.4704329237053
2000-04-24,535.9613348321908
2000-04-25,538.0451183963902
2000-04-26,543.8490565219371
2000-04-27,543.627678072865
2000-04-28,548.1034117573439
2000-05-01,548.4071418802766
2000-05-02,557.9930755603455
2000-05-03,558.5430471309438
2000-05-04,555.5415618299809
2000-05-05,557.6387742410034
2000-05-08,558.1233207735162
2000-05-09,553.489470283946
2000-05-10,546.3023123908723
2000-05-11,544.965729632478
2000-05-12,551.3056377166888
2000-05-15,549.5663138001398
