Date,ACFM EUROPE + CIS (E+C) SMALL CAP
2010-11-30,1000.0
2010-12-01,1020.567171139662
2010-12-02,1041.0195488095344
2010-12-03,1041.888913311764
2010-12-06,1049.350127168035
2010-12-07,1060.2775335915023
2010-12-08,1061.5200659617503
2010-12-09,1061.9885518138017
2010-12-10,1063.7740522752567
2010-12-13,1068.1286996676793
2010-12-14,1070.1176962860586
2010-12-15,1069.6106621089114
2010-12-16,1071.3043420140034
2010-12-17,1073.389316695692
2010-12-20,1079.178100464841
2010-12-21,1086.595654801003
2010-12-22,1090.7855306944562
2010-12-23,1093.2855095112634
2010-12-24,1089.1994552511362
2010-12-27,1083.2462968295122
2010-12-28,1086.091139126541
2010-12-29,1095.5642301273774
2010-12-30,1089.0934776962597
2010-12-31,1092.0044833634272
2011-01-03,1097.001344450564
2011-01-04,1104.2026736960145
2011-01-05,1102.6592988753082
2011-01-06,1106.5827296568893
2011-01-07,1106.0140903418664
2011-01-10,1098.3219763837299
2011-01-11,1115.63920744549
2011-01-12,1124.007589691853
2011-01-13,1114.9309515966502
2011-01-14,1113.322623763527
2011-01-17,1116.4717632922543
2011-01-18,1122.2759601389791
2011-01-19,1109.4726835539166
2011-01-20,1088.8117167028033
2011-01-21,1092.583326029168
2011-01-24,1088.313413644871
2011-01-25,1082.2484014207241
2011-01-26,1093.8014500633444
2011-01-27,1096.429545554727
2011-01-28,1092.886035984997
2011-01-31,1087.3721807579
2011-02-01,1102.5910175095196
2011-02-02,1099.1125667690908
2011-02-03,1100.9097808140925
2011-02-04,1107.7775441625135
2011-02-07,1122.1511588380577
2011-02-08,1118.6057559472372
2011-02-09,1115.208012600248
2011-02-10,1108.091326494122
2011-02-11,1112.777779329318
2011-02-14,1122.0904651064425
2011-02-15,1118.7721819564567
2011-02-16,1118.8920383421555
2011-02-17,1117.6947748167188
2011-02-18,1119.414376230533
2011-02-21,1105.0740304599808
2011-02-22,1096.880245940368
2011-02-23,1084.8836303669295
2011-02-24,1071.7116446861537
2011-02-25,1089.5718829114576
2011-02-28,1100.0930589529487
2011-03-01,1099.905213079221
2011-03-02,1092.9439224542996
2011-03-03,1095.7886434100258
2011-03-04,1097.2825432687155
2011-03-07,1098.9532683124853
2011-03-08,1100.743002439947
2011-03-09,1103.5859009682206
2011-03-10,1087.4546823229978
2011-03-11,1073.9374465967385
2011-03-14,1066.9327159087975
2011-03-15,1041.268187507601
2011-03-16,1035.1892599590642
2011-03-17,1051.3123985843267
2011-03-18,1060.8113558869024
2011-03-21,1080.2006071190424
2011-03-22,1077.6468022042582
2011-03-23,1078.2750778638397
2011-03-24,1086.8847781721586
2011-03-25,1090.1314985527101
2011-03-28,1091.8011856757912
2011-03-29,1090.4331069914813
2011-03-30,1096.9384148707916
2011-03-31,1089.7091283626073
2011-04-01,1100.65551263275
2011-04-04,1107.209703420609
2011-04-05,1109.793659743852
2011-04-06,1111.0428949365532
2011-04-07,1106.1050394696501
2011-04-08,1107.6672995379854
2011-04-11,1104.146359087498
2011-04-12,1084.8326452551441
2011-04-13,1094.1620918984472
2011-04-14,1094.9781916513962
2011-04-15,1097.1781664401074
2011-04-18,1081.9694041424652
2011-04-19,1090.554290010919
2011-04-20,1103.4673091907846
2011-04-21,1111.8023802684252
2011-04-22,1112.0435217948157
2011-04-25,1110.2506652551112
2011-04-26,1111.4917449825025
2011-04-27,1113.4797055630725
2011-04-28,1118.3204631568929
2011-04-29,1122.626116741512
2011-05-02,1124.0891383691976
2011-05-03,1116.104416937944
2011-05-04,1103.2832389119135
2011-05-05,1103.6041730797724
2011-05-06,1115.135868189696
2011-05-09,1119.7452300235173
2011-05-10,1128.810165911832
2011-05-11,1131.835591719349
2011-05-12,1123.0399979052884
2011-05-13,1121.3461581348072
2011-05-16,1117.550811539639
2011-05-17,1109.166415904332
2011-05-18,1107.943681068346
2011-05-19,1114.1530155802332
2011-05-20,1118.1073311890007
2011-05-23,1100.9409460794911
2011-05-24,1103.9188005443125
2011-05-25,1106.7494457919304
2011-05-26,1108.0608521969282
2011-05-27,1114.7765269155964
2011-05-30,1116.04052353405
2011-05-31,1121.5525467528669
2011-06-01,1118.837913879879
2011-06-02,1110.4826704790182
2011-06-03,1104.8528105551216
2011-06-06,1100.123960727552
2011-06-07,1097.7944535511585
2011-06-08,1082.2611021479338
2011-06-09,1091.0549524004687
2011-06-10,1080.777013659882
2011-06-13,1080.3505561109669
2011-06-14,1085.7987506060015
2011-06-15,1077.0873780000243
2011-06-16,1065.2791640261944
2011-06-17,1063.4575161613946
2011-06-20,1051.3393463691868
2011-06-21,1063.522322027071
2011-06-22,1057.6325644889328
2011-06-23,1044.722713301984
2011-06-24,1044.9563259976533
2011-06-27,1040.2415980101377
2011-06-28,1044.4371157375565
2011-06-29,1064.6182756911187
2011-06-30,1075.8422181811632
2011-07-01,1085.3377370151568
2011-07-04,1092.4909627790553
2011-07-05,1094.3165420062696
2011-07-06,1092.2883227377865
2011-07-07,1096.2608324624598
2011-07-08,1091.1857611371854
2011-07-11,1072.6353297273743
2011-07-12,1065.1393443963586
2011-07-13,1071.9889817856265
2011-07-14,1061.9539663420462
2011-07-15,1057.9194439494452
2011-07-18,1036.427426477782
2011-07-19,1043.7527001956162
2011-07-20,1054.1094692915
2011-07-21,1059.849604144883
2011-07-22,1068.865513060222
2011-07-25,1066.9934468927433
2011-07-26,1061.3830613740126
2011-07-27,1050.6953541790863
2011-07-28,1046.5049081989084
2011-07-29,1041.5464671109182
2011-08-01,1033.3372214646986
2011-08-02,1003.4540901861741
2011-08-03,979.6068586548452
2011-08-04,937.2305833829005
2011-08-05,916.8718122693897
2011-08-08,866.1678466793433
2011-08-09,884.5014662082724
2011-08-10,870.9487101963018
2011-08-11,888.5716358577347
2011-08-12,919.9931654443645
2011-08-15,928.2984165168261
2011-08-16,919.1177617990485
2011-08-17,921.2098366804561
2011-08-18,875.4980730984307
2011-08-19,865.0270745435135
2011-08-22,869.482699499434
2011-08-23,873.2819245012623
2011-08-24,883.9754320815218
2011-08-25,881.647942565152
2011-08-26,877.1048457412202
2011-08-29,890.0944317232668
2011-08-30,901.5361394087993
2011-08-31,929.4558362448535
2011-09-01,933.850564540024
2011-09-02,916.5726154562574
2011-09-05,883.0021551224884
2011-09-06,873.1764971913417
2011-09-07,897.8657580781348
2011-09-08,906.0430581233842
2011-09-09,890.8181253882536
2011-09-12,867.9123250119851
2011-09-13,868.8456218778782
2011-09-14,878.2843144186949
2011-09-15,893.0688537794938
2011-09-16,905.7055195200107
2011-09-19,887.4223134682693
2011-09-20,894.4663773061008
2011-09-21,886.4129755941411
2011-09-22,848.9016127595421
2011-09-23,842.2037020578811
2011-09-26,846.8786195922363
2011-09-27,877.6755316714213
2011-09-28,871.712843409866
2011-09-29,872.7692270164415
2011-09-30,863.891466958359
2011-10-03,854.6641837745336
2011-10-04,823.2370096469474
2011-10-05,840.312890346525
2011-10-06,861.5292048925122
2011-10-07,868.9906160850575
2011-10-10,883.1536706528672
2011-10-11,882.6397241444876
2011-10-12,899.1626770777781
2011-10-13,893.5276748623178
2011-10-14,902.3642601602043
2011-10-17,895.1092011213423
2011-10-18,892.417487565086
2011-10-19,895.160822420128
2011-10-20,882.9220613071321
2011-10-21,900.1579101189611
2011-10-24,916.8174836684516
2011-10-25,912.5481406967384
2011-10-26,913.8574910190483
2011-10-27,936.8171009280711
2011-10-28,936.0136133306354
2011-10-31,921.3987483280415
2011-11-01,890.2661602281704
2011-11-02,895.4785227883783
2011-11-03,914.6307566659829
2011-11-04,912.5399942685189
2011-11-07,906.2023496053024
2011-11-08,912.4164148780986
2011-11-09,900.0000930055304
2011-11-10,891.1270061542104
2011-11-11,912.068328619276
2011-11-14,904.4485881126623
2011-11-15,896.4709354702566
2011-11-16,894.076509190702
2011-11-17,880.9282740836854
2011-11-18,873.0755495467815
2011-11-21,843.2338620490285
2011-11-22,835.8651744865502
2011-11-23,823.4249050987885
2011-11-24,827.0863552359898
2011-11-25,828.6718169962467
2011-11-28,854.73987837542
2011-11-29,863.9082068540474
2011-11-30,893.0440111909736
2011-12-01,880.2298582624306
2011-12-02,890.3313140564485
2011-12-05,901.2298618318639
2011-12-06,894.8290731254759
2011-12-07,895.211695405738
2011-12-08,877.2374214519318
2011-12-09,880.7716132026972
2011-12-12,862.5822573152417
2011-12-13,867.1716692073763
2011-12-14,848.5149680238296
2011-12-15,855.6859446503277
2011-12-16,854.3092146440653
2011-12-19,852.6052857791283
2011-12-20,871.1076845227525
2011-12-21,870.5334660536867
2011-12-22,877.6373885274113
2011-12-23,884.506317547504
2011-12-26,884.4946699273701
2011-12-27,884.6927549783056
2011-12-28,881.4725936847835
2011-12-29,884.7063780945491
2011-12-30,893.303843521978
2012-01-02,901.7075870238982
2012-01-03,918.8058211372511
2012-01-04,914.7162969877767
2012-01-05,907.1111101605637
2012-01-06,911.5212773627383
2012-01-09,910.0573436792121
2012-01-10,920.7643027886141
2012-01-11,923.7434961257403
2012-01-12,930.0638774204606
2012-01-13,932.7567368146696
2012-01-16,938.2251920811891
2012-01-17,945.9299853516251
2012-01-18,951.7246528496057
2012-01-19,965.8349448847111
2012-01-20,967.0010359541855
2012-01-23,972.5761428333126
2012-01-24,963.9569012141909
2012-01-25,966.9232966422286
2012-01-26,979.2749342261284
2012-01-27,977.0289666950121
2012-01-30,963.2020114900827
2012-01-31,976.0388665623263
2012-02-01,996.9848873492933
2012-02-02,1004.6946071468317
2012-02-03,1018.9560926324137
2012-02-06,1022.7064431993974
2012-02-07,1016.0904232143314
2012-02-08,1016.7021229513032
2012-02-09,1019.1722538909236
2012-02-10,1015.0751974916627
2012-02-13,1022.2328477695751
2012-02-14,1018.4273289213621
2012-02-15,1024.8434485584837
2012-02-16,1020.4581055738017
2012-02-17,1031.1194543177435
2012-02-20,1042.6679991744302
2012-02-21,1036.3364061619534
2012-02-22,1029.6525769273346
2012-02-23,1024.5323541121588
2012-02-24,1030.6918351164493
2012-02-27,1027.6039932862013
2012-02-28,1029.6370832171012
2012-02-29,1034.2042603874738
2012-03-01,1041.5410789324208
2012-03-02,1044.3268325777815
2012-03-05,1034.467622253248
2012-03-06,1003.1671608602109
2012-03-07,1012.7780388163496
2012-03-08,1029.7319624708136
2012-03-09,1035.8670580221944
2012-03-12,1031.516973953145
2012-03-13,1051.3296111749162
2012-03-14,1053.2759424431697
2012-03-15,1053.3518630648957
2012-03-16,1059.6294019472673
2012-03-19,1058.0242828801972
2012-03-20,1045.6834108206967
2012-03-21,1045.6309089803924
2012-03-22,1031.5444790422341
