Date,ACFM EUROPE + CIS (E+C) SMALL CAP
2012-03-23,1035.2791231379172
2012-03-26,1050.9019927450656
2012-03-27,1048.779752560463
2012-03-28,1037.1502397982576
2012-03-29,1024.6540335364955
2012-03-30,1035.1638466576594
2012-04-02,1045.2768244403157
2012-04-03,1041.7535395971959
2012-04-04,1021.4309789072648
2012-04-05,1022.8063635967442
2012-04-06,1022.6788280233521
2012-04-09,1022.3505145041681
2012-04-10,997.8799197942133
2012-04-11,1006.9029095555564
2012-04-12,1023.5410478028107
2012-04-13,1015.4909105949499
2012-04-16,1010.8669661879239
2012-04-17,1028.4075616206183
2012-04-18,1029.9978585957197
2012-04-19,1026.8763439743882
2012-04-20,1027.6709253551044
2012-04-23,1004.6953118490678
2012-04-24,1013.9305514924646
2012-04-25,1026.7792525255775
2012-04-26,1026.9801837740079
2012-04-27,1037.9177156653816
2012-04-30,1037.5983128827195
2012-05-01,1040.0727165680603
2012-05-02,1039.907034342551
2012-05-03,1039.5567988248815
2012-05-04,1015.7827230197217
2012-05-07,1021.1490144755215
2012-05-08,999.893289085925
2012-05-09,990.8535500649912
2012-05-10,1005.0616056091259
2012-05-11,1008.754318509938
2012-05-14,990.038417170947
2012-05-15,980.2118013515158
2012-05-16,975.6035976437189
2012-05-17,966.4357637914059
2012-05-18,950.478728631851
2012-05-21,956.2973735462457
2012-05-22,975.8902950587592
2012-05-23,959.4421359341278
2012-05-24,963.5726509267533
2012-05-25,963.211964476977
2012-05-28,968.6991255776891
2012-05-29,979.9769443678291
2012-05-30,965.2255572857093
2012-05-31,962.8377691303481
2012-06-01,939.2645291960431
2012-06-04,930.7468998568175
2012-06-05,932.8984704751607
2012-06-06,955.1458147335716
2012-06-07,970.9408551472212
2012-06-08,965.7663542577972
2012-06-11,962.8253911016059
2012-06-12,956.5328635044355
2012-06-13,947.7894234618623
2012-06-14,947.3667650536635
2012-06-15,963.456710620504
2012-06-18,965.9820640278542
2012-06-19,977.8488643444832
2012-06-20,988.9814452865182
2012-06-21,987.2838010894501
2012-06-22,977.9982674722767
2012-06-25,959.9154832615372
2012-06-26,956.265340810403
2012-06-27,964.6253208100809
2012-06-28,958.4153803015881
2012-06-29,984.8191717083059
2012-07-02,1001.0312627989547
2012-07-03,1011.0111564247604
2012-07-04,1012.4119482738156
2012-07-05,1012.0482860749066
2012-07-06,1002.6650450579256
2012-07-09,997.3944050247214
2012-07-10,1006.1228398111164
2012-07-11,1001.4880254294197
2012-07-12,990.7323116927246
2012-07-13,1004.502593801496
2012-07-16,1010.7409790528837
2012-07-17,1011.1232124793132
2012-07-18,1015.9139108560569
2012-07-19,1032.7856441267613
2012-07-20,1024.9630801606288
2012-07-23,995.194946390321
2012-07-24,995.898266977913
2012-07-25,994.4094285444792
2012-07-26,1011.3723046547545
2012-07-27,1017.2370821550243
2012-07-30,1029.5931268148681
2012-07-31,1020.4738689487596
2012-08-01,1020.6254953307916
2012-08-02,1010.0543411112635
2012-08-03,1026.8094581359985
2012-08-06,1036.3462802842234
2012-08-07,1041.16482771166
2012-08-08,1041.9983218498023
2012-08-09,1046.5834866336504
2012-08-10,1047.3155988647238
2012-08-13,1041.421276867882
2012-08-14,1046.4896253191746
2012-08-15,1048.1622278086925
2012-08-16,1050.928652159003
2012-08-17,1062.146910358565
2012-08-20,1056.7453306003117
2012-08-21,1061.2328645320647
2012-08-22,1051.5645116421344
2012-08-23,1045.0168526481984
2012-08-24,1043.07607274719
2012-08-27,1045.3101876617186
2012-08-28,1037.5191494709989
2012-08-29,1040.520107008801
2012-08-30,1035.3220587268193
2012-08-31,1042.899743277282
2012-09-03,1050.9765141245648
2012-09-04,1045.6019947436507
2012-09-05,1047.349525876757
2012-09-06,1065.5663248863582
2012-09-07,1074.450314674127
2012-09-10,1077.1758582346038
2012-09-11,1075.9718707114769
2012-09-12,1082.3823062700624
2012-09-13,1079.719021137471
2012-09-14,1094.9539040956813
2012-09-17,1092.7781593695063
2012-09-18,1086.8220369974163
2012-09-19,1089.6227346823564
2012-09-20,1088.541001708235
2012-09-21,1093.4953708240143
2012-09-24,1088.8537979995522
2012-09-25,1092.69023130665
2012-09-26,1074.6631195094517
2012-09-27,1079.0549290168472
2012-09-28,1076.4942728793142
2012-10-01,1086.4228730315067
2012-10-02,1087.6756072685698
2012-10-03,1084.0625817255302
2012-10-04,1088.1471403701485
2012-10-05,1098.7437225537228
2012-10-08,1089.6574056157324
2012-10-09,1086.7562745713697
2012-10-10,1077.4357885773236
2012-10-11,1081.6795649915155
2012-10-12,1079.6624397106452
2012-10-15,1082.5149442841418
2012-10-16,1092.3223891763266
2012-10-17,1097.6667097926515
2012-10-18,1101.1412054741777
2012-10-19,1096.1263170792931
2012-10-22,1093.9849045365222
2012-10-23,1080.139015702178
2012-10-24,1084.6299799773863
2012-10-25,1092.5150524557907
2012-10-26,1090.9092534782803
2012-10-29,1086.0128094142494
2012-10-30,1089.1622389944728
2012-10-31,1088.4528071139302
2012-11-01,1100.5857984995341
2012-11-02,1105.4495254724302
2012-11-05,1100.4144856106136
2012-11-06,1104.2859494153495
2012-11-07,1096.037287722679
2012-11-08,1091.240900402502
2012-11-09,1085.232972943561
2012-11-12,1079.2109729420233
2012-11-13,1076.4232774861548
2012-11-14,1070.2178340627213
2012-11-15,1059.0673694899479
2012-11-16,1051.8397236751255
2012-11-19,1067.9251727287249
2012-11-20,1072.1925965217072
2012-11-21,1074.5351799536456
2012-11-22,1082.435814624478
2012-11-23,1086.096900671729
2012-11-26,1082.6840022963268
2012-11-27,1086.244451984645
2012-11-28,1084.5890620785656
2012-11-29,1095.5755519642203
2012-11-30,1095.029595117922
2012-12-03,1096.6364906212875
2012-12-04,1097.0229604839637
2012-12-05,1102.394349129115
2012-12-06,1112.2031587663055
2012-12-07,1113.7652169053706
2012-12-10,1113.4459123003876
2012-12-11,1116.753737929319
2012-12-12,1119.382395565314
2012-12-13,1116.5802856647551
2012-12-14,1118.0577880363344
2012-12-17,1118.2401106467105
2012-12-18,1125.9781990170982
2012-12-19,1135.2269436551373
2012-12-20,1137.6456449415093
2012-12-21,1132.5544016724732
2012-12-24,1130.7815962231673
2012-12-25,1130.9039777792066
2012-12-26,1130.2424514425577
2012-12-27,1133.0499472088322
2012-12-28,1130.1327122271305
2012-12-31,1135.837116657546
2013-01-01,1135.837116657546
2013-01-02,1157.9689701254329
2013-01-03,1165.5672622950617
2013-01-04,1168.9889906137585
2013-01-07,1172.4515538782455
2013-01-08,1170.031270730892
2013-01-09,1177.7329021146923
2013-01-10,1176.8893463050836
2013-01-11,1173.8520074607252
2013-01-14,1168.2249471206615
2013-01-15,1166.0671216298642
2013-01-16,1166.1886522966504
2013-01-17,1173.2408676076082
2013-01-18,1177.8367124729614
2013-01-21,1180.4538777372431
2013-01-22,1181.845068111943
2013-01-23,1184.3353554791054
2013-01-24,1184.154553360259
2013-01-25,1185.458405187411
2013-01-28,1183.3553246405518
2013-01-29,1179.1781974456146
2013-01-30,1171.1955863509424
2013-01-31,1168.5812984540942
2013-02-01,1179.1217888547662
2013-02-04,1169.3244338352597
2013-02-05,1172.624694314791
2013-02-06,1177.7769629225115
2013-02-07,1183.548428605388
2013-02-08,1196.645252943691
2013-02-11,1190.3193259740456
2013-02-12,1195.7567024256964
2013-02-13,1205.8005896708323
2013-02-14,1203.298116369569
2013-02-15,1206.2380138884632
2013-02-18,1200.7695377808675
2013-02-19,1214.3007485310059
2013-02-20,1212.4854488820522
2013-02-21,1197.0820311510051
2013-02-22,1208.267418267456
2013-02-25,1202.9179432744522
2013-02-26,1195.059442853931
2013-02-27,1203.3489369745425
2013-02-28,1212.5484052700454
2013-03-01,1208.7165161582418
2013-03-04,1203.1500515503244
2013-03-05,1222.550952650022
2013-03-06,1222.5492849888642
2013-03-07,1220.9010080136682
2013-03-08,1226.6524758088863
2013-03-11,1223.3765873722082
2013-03-12,1225.453286630769
2013-03-13,1226.3375725951728
2013-03-14,1237.338734195831
2013-03-15,1238.398972364294
2013-03-18,1239.8284588096992
2013-03-19,1233.9934006908559
2013-03-20,1234.916316891551
2013-03-21,1232.2571544790985
2013-03-22,1227.4551173550517
2013-03-25,1229.034744909015
2013-03-26,1230.2772867827987
2013-03-27,1222.612353227071
2013-03-28,1227.604850883375
2013-03-29,1227.7226683555689
2013-04-01,1228.8871397199282
2013-04-02,1235.3791891193353
2013-04-03,1229.099464196636
2013-04-04,1215.3527359938296
2013-04-05,1192.079978406191
2013-04-08,1192.9910628961966
2013-04-09,1197.431609354735
2013-04-10,1218.5485398876258
2013-04-11,1231.9625339002002
2013-04-12,1225.5693734249344
2013-04-15,1209.7196241893835
2013-04-16,1200.065313265372
2013-04-17,1185.470799601743
2013-04-18,1183.7888943224743
2013-04-19,1189.075151710717
2013-04-22,1191.156153988622
2013-04-23,1212.070452982769
2013-04-24,1220.3066794187127
2013-04-25,1236.5439705585627
2013-04-26,1234.51693739151
2013-04-29,1236.314081180197
2013-04-30,1234.9764028254665
2013-05-01,1237.8768037209252
2013-05-02,1240.5538414645641
2013-05-03,1252.758781300663
2013-05-06,1255.6938034947716
2013-05-07,1256.5770460725682
2013-05-08,1268.1776241864823
2013-05-09,1273.8038578287942
2013-05-10,1277.4400223541268
2013-05-13,1276.8965355984972
2013-05-14,1278.8717538653025
2013-05-15,1292.1406003513537
2013-05-16,1297.652684279021
2013-05-17,1302.6134300064089
2013-05-20,1306.3288943213963
2013-05-21,1307.5333745354594
2013-05-22,1305.538605419856
2013-05-23,1277.5691469761791
2013-05-24,1276.2846202344488
2013-05-27,1280.4495487254421
2013-05-28,1298.675905976785
2013-05-29,1280.0032946969447
2013-05-30,1282.7601462210523
2013-05-31,1279.24636299066
2013-06-03,1268.093643373425
2013-06-04,1270.443370877326
2013-06-05,1254.765867606187
2013-06-06,1241.509838172173
2013-06-07,1252.2648773511467
2013-06-10,1252.7190404773378
2013-06-11,1233.4381849757897
2013-06-12,1232.8394329334626
2013-06-13,1229.351190325858
2013-06-14,1240.6442068570548
2013-06-17,1247.8294860488636
2013-06-18,1246.8667030279507
2013-06-19,1248.1099409440494
2013-06-20,1217.374795088943
2013-06-21,1202.8940917167918
2013-06-24,1177.4156647461562
2013-06-25,1194.4855801047593
2013-06-26,1212.481595223768
2013-06-27,1223.5874868048993
2013-06-28,1220.792475061769
2013-07-01,1234.980141773038
2013-07-02,1232.899766916465
2013-07-03,1230.8740748125995
2013-07-04,1253.082815435347
2013-07-05,1244.2644122617082
2013-07-08,1259.0314233006495
2013-07-09,1269.4429004124945
2013-07-10,1267.5900272026706
2013-07-11,1275.1951507090891
2013-07-12,1277.5987205105782
2013-07-15,1281.7403558984795
2013-07-16,1275.1295250764263
2013-07-17,1282.8764614116137
2013-07-18,1296.2496932860715
2013-07-19,1296.985861172103
2013-07-22,1301.2104230499208
2013-07-23,1299.1969040386296
2013-07-24,1302.0578524330706
2013-07-25,1297.1466913721604
2013-07-26,1294.259134313143
2013-07-29,1295.8566017903552
2013-07-30,1300.8437553427561
2013-07-31,1297.8934160995395
2013-08-01,1315.0268635467023
2013-08-02,1320.2480918361393
2013-08-05,1332.639419179152
2013-08-06,1325.8033604662132
2013-08-07,1324.449111634391
2013-08-08,1335.1953813113946
2013-08-09,1341.4095810634929
2013-08-12,1343.868056947262
2013-08-13,1348.8443389739182
2013-08-14,1354.9973373869639
2013-08-15,1334.6408603366306
2013-08-16,1341.5682351138091
2013-08-19,1344.0305327289673
2013-08-20,1327.6489593332083
2013-08-21,1326.387357513352
2013-08-22,1336.0656213802988
2013-08-23,1341.0075128118708
2013-08-26,1337.5217739595637
2013-08-27,1312.7155567241712
2013-08-28,1305.6882140504715
2013-08-29,1320.0706975444045
2013-08-30,1309.2937730600759
2013-09-02,1334.5395874192843
2013-09-03,1335.0914868443067
2013-09-04,1337.011012894073
2013-09-05,1347.946179424649
2013-09-06,1353.413320970026
2013-09-09,1359.0254021199396
2013-09-10,1379.887587579025
2013-09-11,1383.817568606423
2013-09-12,1381.7493025319143
2013-09-13,1386.0767356679778
2013-09-16,1393.4723154329936
2013-09-17,1385.1650851672612
2013-09-18,1386.4972323888153
2013-09-19,1390.9186234879273
2013-09-20,1383.9701364678535
2013-09-23,1378.2208682396763
2013-09-24,1383.3649068555762
2013-09-25,1383.6126308553544
2013-09-26,1383.0858559212716
2013-09-27,1381.4156595210604
2013-09-30,1379.67352494243
2013-10-01,1392.949526616925
2013-10-02,1387.6210489835273
2013-10-03,1384.2320565084162
2013-10-04,1384.6827393442939
2013-10-07,1380.8066320617536
2013-10-08,1373.8841607808033
2013-10-09,1365.7624658245736
2013-10-10,1388.0308083275431
2013-10-11,1392.358214352366
2013-10-14,1396.9345537046017
2013-10-15,1410.514416702777
2013-10-16,1413.2364366711556
2013-10-17,1416.927229646766
2013-10-18,1430.639969747682
2013-10-21,1443.457378922887
2013-10-22,1441.3537346393916
2013-10-23,1433.8428246087292
2013-10-24,1436.2504508686854
2013-10-25,1433.716098872752
2013-10-28,1426.2212027740532
2013-10-29,1432.7890735638948
2013-10-30,1435.5767908589432
2013-10-31,1443.5097482701433
2013-11-01,1442.1718063342882
2013-11-04,1444.3770078233842
2013-11-05,1444.3839828142982
2013-11-06,1453.9359108393724
2013-11-07,1456.9822593259905
2013-11-08,1449.646242682803
2013-11-11,1456.2809423524925
2013-11-12,1444.8561193489618
2013-11-13,1432.3047887811854
2013-11-14,1442.7033736988215
2013-11-15,1443.527411294079
2013-11-18,1449.458422425528
2013-11-19,1441.123009016219
2013-11-20,1440.2465629213475
2013-11-21,1437.1906093264156
2013-11-22,1442.0193748053946
2013-11-25,1450.0298360882898
2013-11-26,1450.694903824144
2013-11-27,1461.0512738012892
2013-11-28,1466.4536027493662
2013-11-29,1469.9724102270086
2013-12-02,1465.9136317373914
2013-12-03,1444.481388067208
2013-12-04,1437.7460661611046
2013-12-05,1431.307031664956
2013-12-06,1440.7557536273407
2013-12-09,1446.3697367036611
2013-12-10,1444.4559874235201
2013-12-11,1437.7839523606651
2013-12-12,1420.108037679264
2013-12-13,1419.9094812312226
2013-12-16,1430.4283141355704
2013-12-17,1425.740720697487
2013-12-18,1437.037073587181
2013-12-19,1458.4309235259716
2013-12-20,1466.2106443829375
2013-12-23,1474.705522289131
2013-12-24,1479.498196958378
2013-12-25,1478.90700000054
2013-12-26,1478.8176642295443
2013-12-27,1489.239860559593
2013-12-30,1493.591750845046
2013-12-31,1498.4689817897006
2014-01-01,1498.4689817897006
2014-01-02,1500.4829076179744
2014-01-03,1515.088389013615
2014-01-06,1516.7449382993814
2014-01-07,1525.4233540342786
2014-01-08,1525.7307472786597
2014-01-09,1525.166935554962
2014-01-10,1541.293153880235
2014-01-13,1546.3964428225609
2014-01-14,1546.0479458471486
2014-01-15,1557.3451009209418
2014-01-16,1550.8019799433764
2014-01-17,1559.9327222441832
2014-01-20,1557.997533358565
2014-01-21,1555.3063253886696
2014-01-22,1559.0015663492368
2014-01-23,1540.4102619366486
2014-01-24,1502.3264257560072
2014-01-27,1486.976571075717
2014-01-28,1508.944961104535
2014-01-29,1504.1758333960233
2014-01-30,1509.144102609685
2014-01-31,1508.1845087385948
2014-02-03,1487.0645187609393
2014-02-04,1485.6368420619858
2014-02-05,1488.3246369725641
2014-02-06,1509.9078137293984
2014-02-07,1519.193237892834
2014-02-10,1521.4437269207774
2014-02-11,1538.11691335768
2014-02-12,1552.5274504028216
2014-02-13,1549.3849970016524
2014-02-14,1561.0400810341896
2014-02-17,1570.8687435956197
2014-02-18,1568.8175631006134
2014-02-19,1573.1119394006062
2014-02-20,1571.2346851084972
2014-02-21,1579.522289373797
2014-02-24,1587.85077664594
2014-02-25,1591.0977274548209
2014-02-26,1589.176089608264
2014-02-27,1590.8317305181286
2014-02-28,1605.734663940188
2014-03-03,1565.5126326102518
2014-03-04,1599.656903036886
2014-03-05,1603.9398578612147
2014-03-06,1606.897711495309
2014-03-07,1594.656373781842
2014-03-10,1582.6702260070003
2014-03-11,1585.0180119888853
2014-03-12,1565.141370191227
2014-03-13,1552.4041839843844
2014-03-14,1538.489855391437
2014-03-17,1563.2233033169362
2014-03-18,1570.6742339302564
2014-03-19,1573.272733002771
2014-03-20,1563.625923971527
2014-03-21,1556.3843947020864
2014-03-24,1536.5375299679147
2014-03-25,1551.5805783785277
2014-03-26,1566.2300156976105
2014-03-27,1569.889338248369
2014-03-28,1575.3387013266674
2014-03-31,1587.3011582995653
2014-04-01,1599.8025929602293
2014-04-02,1603.882593219328
2014-04-03,1602.0147117954532
2014-04-04,1611.4200140948117
2014-04-07,1592.735771740748
2014-04-08,1571.1033827854317
2014-04-09,1585.8889611964173
2014-04-10,1578.639700647577
2014-04-11,1550.327496093299
2014-04-14,1532.1530809994247
2014-04-15,1515.3120116216012
2014-04-16,1539.1959988034403
2014-04-17,1552.2989014356071
2014-04-18,1552.4135455119172
2014-04-21,1553.3769055385746
2014-04-22,1576.7392127247838
2014-04-23,1568.0350687384996
2014-04-24,1569.99766977495
2014-04-25,1557.3315908277061
2014-04-28,1552.397000436037
2014-04-29,1566.1384396504927
2014-04-30,1568.6903201518007
2014-05-01,1571.5740278055648
2014-05-02,1579.7672592793115
2014-05-05,1574.9092378200853
