Date,AC FAR EAST ex JAPAN SMALL CAP
1998-12-31,431.0512821303175
1999-01-01,431.06763192568314
1999-01-04,437.43326283360506
1999-01-05,442.0262262558665
1999-01-06,458.0180632779119
1999-01-07,469.1300894319274
1999-01-08,475.2194458604133
1999-01-11,482.56714799371866
1999-01-12,482.9590851601465
1999-01-13,467.69216719075234
1999-01-14,452.72137240735356
1999-01-15,463.7016913602679
1999-01-18,467.80811200698133
1999-01-19,463.04112622393046
1999-01-20,460.72877744220114
1999-01-21,447.48933804321746
1999-01-22,433.34761868170045
1999-01-25,417.57231184545566
1999-01-26,417.3043479557244
1999-01-27,430.65989951580536
1999-01-28,431.1759354844495
1999-01-29,434.0570912362329
1999-02-01,437.59195343105324
1999-02-02,431.6340826477266
1999-02-03,426.43735252831107
1999-02-04,424.5888381988759
1999-02-05,421.36518432456046
1999-02-08,421.3046121461938
1999-02-09,411.37989596656496
1999-02-10,412.4994901682898
1999-02-11,418.84187925427244
1999-02-12,426.59235923900536
1999-02-15,429.68495013533845
1999-02-16,431.5710051561406
1999-02-17,428.59647272127853
1999-02-18,425.13163597171956
1999-02-19,424.0726843734636
1999-02-22,422.14578343035004
1999-02-23,421.4155368481282
1999-02-24,419.73207615071374
1999-02-25,415.98765938548877
1999-02-26,427.695524161854
1999-03-01,431.39881257626394
1999-03-02,431.02259521595744
1999-03-03,430.755010077983
1999-03-04,434.5749364745958
1999-03-05,435.963585589065
1999-03-08,441.73659244853815
1999-03-09,440.69233995453334
1999-03-10,440.05328291486654
1999-03-11,448.6646698620091
1999-03-12,447.4408993270946
1999-03-15,450.68563601090545
1999-03-16,453.0214991754987
1999-03-17,449.0422118943609
1999-03-18,447.38457704647624
1999-03-19,458.7966031289674
1999-03-22,462.03911958137115
1999-03-23,465.3615404826031
1999-03-24,462.4371796690682
1999-03-25,467.67648059854116
1999-03-26,474.0118971518012
1999-03-29,471.07803581443767
1999-03-30,472.6711427441168
1999-03-31,472.04245275985545
1999-04-01,477.96964233416895
1999-04-02,482.7196062665706
1999-04-05,488.1774962589194
1999-04-06,494.24625871498193
1999-04-07,497.14379219738834
1999-04-08,503.15392715326107
1999-04-09,512.58778389418
1999-04-12,509.8366954181213
1999-04-13,519.0512399275748
1999-04-14,524.5036767101302
1999-04-15,541.3395657040073
1999-04-16,551.1821123976026
1999-04-19,571.5945052958765
1999-04-20,572.0168895716363
1999-04-21,575.8333854854997
1999-04-22,581.0065453932818
1999-04-23,582.0092984763704
1999-04-26,596.0675800512355
1999-04-27,600.6172509632065
1999-04-28,603.0093081094118
1999-04-29,602.5082307496689
1999-04-30,618.2376191486654
1999-05-03,630.6611699742383
1999-05-04,648.231620995262
1999-05-05,651.9325262243514
1999-05-06,656.5415870054356
1999-05-07,644.9862691117136
1999-05-10,648.7987386860856
1999-05-11,647.5107689210174
1999-05-12,645.3662267197441
1999-05-13,635.3983063316601
1999-05-14,627.8985154708511
1999-05-17,616.8936164101494
1999-05-18,622.5422869122768
1999-05-19,621.3345422396615
1999-05-20,614.8314825992977
1999-05-21,621.8670584667982
1999-05-24,623.728040306177
1999-05-25,619.9091076949992
1999-05-26,634.2605222543423
1999-05-27,639.2015528999858
1999-05-28,637.8154078045073
1999-05-31,638.2959749743795
1999-06-01,636.58552179429
1999-06-02,647.6520189794231
1999-06-03,647.6949197625823
1999-06-04,651.1862390424252
1999-06-07,663.8058913761434
1999-06-08,672.1926911634896
1999-06-09,670.7552692547694
1999-06-10,675.8135216607233
1999-06-11,683.9835784933413
1999-06-14,690.3606885970809
1999-06-15,681.0785226288373
1999-06-16,692.8387475431745
1999-06-17,700.4101375084379
1999-06-18,696.7779352580445
1999-06-21,718.4654410933902
1999-06-22,730.9026996952803
1999-06-23,739.9810484431249
1999-06-24,740.4725191281531
1999-06-25,728.9995285168503
1999-06-28,737.2921018348243
1999-06-29,743.7739844970968
1999-06-30,741.6001045184714
1999-07-01,754.6249802342935
1999-07-02,766.6527482535151
1999-07-05,776.1118501125806
1999-07-06,769.8424270889942
1999-07-07,765.7626490133754
1999-07-08,777.7700541502328
1999-07-09,782.2622393096048
1999-07-12,778.4188838314544
1999-07-13,761.7518654146954
1999-07-14,744.4608340558287
1999-07-15,740.5710323288166
1999-07-16,732.8258919774262
