Date,ACWI + FRONTIER MKTS (ACWI FM) SMALL CAP
2010-11-30,1000.0
2010-12-01,1014.4592167670681
2010-12-02,1023.1059893900036
2010-12-03,1016.8920874678373
2010-12-06,1027.8676847395884
2010-12-07,1027.9882937910957
2010-12-08,1033.4108341566405
2010-12-09,1038.7668127832267
2010-12-10,1041.7657954062265
2010-12-13,1033.8479332954123
2010-12-14,1036.134951732197
2010-12-15,1035.9043075864797
2010-12-16,1047.3730527341838
2010-12-17,1053.5355667624322
2010-12-20,1058.1048152654544
2010-12-21,1065.2603527268423
2010-12-22,1069.9880642919702
2010-12-23,1072.524464567574
2010-12-24,1068.3020666619655
2010-12-27,1066.4433103050608
2010-12-28,1068.4387369011702
2010-12-29,1074.1198511495786
2010-12-30,1065.0709631523737
2010-12-31,1056.5572798546766
2011-01-03,1070.121780784713
2011-01-04,1068.6183026669698
2011-01-05,1081.944633662766
2011-01-06,1088.5060574642687
2011-01-07,1089.8331635428945
2011-01-10,1092.3750956794918
2011-01-11,1099.3839670607742
2011-01-12,1099.7635905548086
2011-01-13,1081.025886378873
2011-01-14,1081.3887070112416
2011-01-17,1086.1883074312263
2011-01-18,1083.0729455024693
2011-01-19,1065.0924389453705
2011-01-20,1055.028074253622
2011-01-21,1040.8855105697476
2011-01-24,1039.8007682282225
2011-01-25,1039.387542134894
2011-01-26,1048.759438365752
2011-01-27,1048.5847718899445
2011-01-28,1041.5067895095845
2011-01-31,1037.8745040936483
2011-02-01,1049.2303255281022
2011-02-02,1048.5690330784885
2011-02-03,1061.835515489219
2011-02-04,1070.8889940815402
2011-02-07,1080.3996810189783
2011-02-08,1075.239695054058
2011-02-09,1066.5892339712275
2011-02-10,1071.0629511678296
2011-02-11,1079.2555918572004
2011-02-14,1093.0329212978509
2011-02-15,1085.4887915846723
2011-02-16,1091.2752016308827
2011-02-17,1091.943226205398
2011-02-18,1089.7956074695735
2011-02-21,1084.2415532711073
2011-02-22,1061.364129700612
2011-02-23,1044.9147503333384
2011-02-24,1039.025500261651
2011-02-25,1059.738828232635
2011-02-28,1061.2667701499365
2011-03-01,1053.160889593643
2011-03-02,1049.0590058482205
2011-03-03,1057.9676217726508
2011-03-04,1054.976194817504
2011-03-07,1044.3485169358835
2011-03-08,1056.5397180896543
2011-03-09,1054.29126172528
2011-03-10,1041.3671147398336
2011-03-11,1038.054801207024
2011-03-14,1015.7020544605165
2011-03-15,992.5368961293083
2011-03-16,995.0418915985241
2011-03-17,996.6080921899384
2011-03-18,1000.1700534711251
2011-03-21,1015.3196018472236
2011-03-22,1016.2422340735707
2011-03-23,1022.5247134688084
2011-03-24,1026.0069046189758
2011-03-25,1034.7692505162167
2011-03-28,1034.459931319414
2011-03-29,1041.6877976511971
2011-03-30,1051.5680502905168
2011-03-31,1048.83364223919
2011-04-01,1056.1632755889964
2011-04-04,1055.2455132595544
2011-04-05,1058.6826088428143
2011-04-06,1050.702909616701
2011-04-07,1050.3257718227046
2011-04-08,1041.2029855579995
2011-04-11,1034.7639321362549
2011-04-12,1017.8086341031556
2011-04-13,1022.6735688459596
2011-04-14,1028.723801712063
2011-04-15,1035.3902968889613
2011-04-18,1034.8987394016638
2011-04-19,1031.7952217208958
2011-04-20,1037.032144560236
2011-04-21,1042.4745328325328
2011-04-22,1042.7579725725063
2011-04-25,1041.815064384352
2011-04-26,1042.6620550548091
2011-04-27,1044.5581603531896
2011-04-28,1039.8350544426544
2011-04-29,1041.9315184957225
2011-05-02,1035.678543874645
2011-05-03,1027.7854546153271
2011-05-04,1016.0553778602955
2011-05-05,1027.8369418672823
2011-05-06,1037.9440938403347
2011-05-09,1057.8541008230873
2011-05-10,1062.4249663029993
2011-05-11,1058.4174966392313
2011-05-12,1061.9377537287737
2011-05-13,1053.681331098622
2011-05-16,1041.5558279522534
2011-05-17,1039.4064845957107
2011-05-18,1045.7998913390904
2011-05-19,1047.1425996958133
2011-05-20,1049.8619489179462
2011-05-23,1039.9695918256577
2011-05-24,1034.9212754506113
2011-05-25,1041.523366992015
2011-05-26,1048.8608950114894
2011-05-27,1046.8486477254128
2011-05-30,1047.696513734314
2011-05-31,1051.7752753845857
2011-06-01,1034.347446775591
2011-06-02,1027.6843510931824
2011-06-03,1012.2334903556191
2011-06-06,1000.1503667863998
2011-06-07,997.8625595474535
2011-06-08,991.2305640207501
2011-06-09,1000.993470170176
2011-06-10,997.5611518681588
2011-06-13,992.7554261475235
2011-06-14,1000.6398675652348
2011-06-15,1000.2412356640783
2011-06-16,1000.2463053414456
2011-06-17,991.3835818155685
2011-06-20,990.1604874788563
2011-06-21,1003.7438359034949
2011-06-22,999.2643025579174
2011-06-23,1009.9212692601452
2011-06-24,1006.292545390842
2011-06-27,999.4169016906071
2011-06-28,1005.7821089197716
2011-06-29,1015.3784473007294
2011-06-30,1020.2782930781292
