Date,ACWI FM ex JAPAN SMALL CAP
2010-11-30,1000.0
2010-12-01,1016.0489245798606
2010-12-02,1024.703044951958
2010-12-03,1017.7700665870644
2010-12-06,1028.1637597841952
2010-12-07,1029.0607401731666
2010-12-08,1034.4773625565724
2010-12-09,1039.6203462348656
2010-12-10,1043.4105541328638
2010-12-13,1034.347201831707
2010-12-14,1035.862666682273
2010-12-15,1035.0425869060794
2010-12-16,1047.1617372052588
2010-12-17,1053.3219510438341
2010-12-20,1058.133029372151
2010-12-21,1065.7861202625288
2010-12-22,1070.801533755595
2010-12-23,1072.8802384290218
2010-12-24,1069.004035999634
2010-12-27,1066.8930348018664
2010-12-28,1067.994471842326
2010-12-29,1073.2479536170167
2010-12-30,1064.5792344514816
2010-12-31,1055.504546247198
2011-01-03,1070.6042532335814
2011-01-04,1067.4378745633207
2011-01-05,1081.9080756740982
2011-01-06,1087.2361926351373
2011-01-07,1087.9577308472908
2011-01-10,1090.085803562747
2011-01-11,1097.8512683549334
2011-01-12,1099.2685196829286
2011-01-13,1079.5682109638767
2011-01-14,1080.5301830261246
2011-01-17,1085.0654879042922
2011-01-18,1082.1798136148202
2011-01-19,1061.9342653227375
2011-01-20,1052.417576881242
2011-01-21,1039.8441595470679
2011-01-24,1038.331024473323
2011-01-25,1036.5436609465137
2011-01-26,1047.196128222136
2011-01-27,1047.5967294283553
2011-01-28,1039.103571850721
2011-01-31,1036.0852095485943
2011-02-01,1047.9046980630299
2011-02-02,1046.3128706060986
2011-02-03,1059.9318301502892
2011-02-04,1068.6039824306245
2011-02-07,1078.5186687931407
2011-02-08,1073.2888427539954
2011-02-09,1064.8832305223584
2011-02-10,1069.6301355503172
2011-02-11,1078.4385910174915
2011-02-14,1091.8492189814262
2011-02-15,1084.1146363530554
2011-02-16,1090.4194210203932
2011-02-17,1090.4244681960195
2011-02-18,1088.4489109387143
2011-02-21,1082.438220440694
2011-02-22,1058.9421248071644
2011-02-23,1041.6351875199891
2011-02-24,1036.2130522508417
2011-02-25,1057.5601112486877
2011-02-28,1058.4755654993835
2011-03-01,1048.9481926820845
2011-03-02,1046.4251903218517
2011-03-03,1056.5942059727474
2011-03-04,1053.2403334516378
2011-03-07,1042.5657034706837
2011-03-08,1056.1164717791264
2011-03-09,1053.5032621815933
2011-03-10,1040.441644226215
2011-03-11,1037.2428565851612
2011-03-14,1022.2142629680808
2011-03-15,1005.6869144374873
2011-03-16,1001.9100044048664
2011-03-17,1001.9637844410444
2011-03-18,1005.750727860732
2011-03-21,1022.5461193976822
2011-03-22,1019.2948312470486
2011-03-23,1025.9845950546296
2011-03-24,1030.5478465877088
2011-03-25,1039.7982882587057
2011-03-28,1039.5655202866487
2011-03-29,1047.0220679724714
2011-03-30,1056.740605081653
2011-03-31,1053.5213179121868
2011-04-01,1063.8976692463093
2011-04-04,1063.4575766526657
2011-04-05,1069.3165368791601
2011-04-06,1063.350800764432
2011-04-07,1062.8107137243321
2011-04-08,1052.4095938650607
2011-04-11,1044.8329128943315
2011-04-12,1027.0001716137726
2011-04-13,1032.0981329263286
2011-04-14,1036.6764886776245
2011-04-15,1044.0541204093781
2011-04-18,1041.244171379635
2011-04-19,1039.4863953243398
2011-04-20,1045.7322285290186
2011-04-21,1051.094539504203
2011-04-22,1051.1299111965336
2011-04-25,1050.25960970255
2011-04-26,1051.832526893575
2011-04-27,1054.6537482158164
2011-04-28,1047.786723575458
2011-04-29,1049.80952987683
2011-05-02,1042.1660206301465
2011-05-03,1033.0203047014354
2011-05-04,1020.278407069471
2011-05-05,1030.7589624304326
2011-05-06,1042.2610945361803
2011-05-09,1063.1005379632873
2011-05-10,1068.142114763699
2011-05-11,1063.8761235537127
2011-05-12,1067.4630894623922
2011-05-13,1059.8047753516244
2011-05-16,1047.8741891781765
2011-05-17,1045.9408630299476
2011-05-18,1052.2481832716808
2011-05-19,1054.7522559227903
2011-05-20,1057.0549238003223
2011-05-23,1046.4603855041198
2011-05-24,1041.710104575708
2011-05-25,1048.872029200989
2011-05-26,1055.5573748901536
2011-05-27,1053.89748090892
2011-05-30,1054.528662744528
2011-05-31,1059.1135433249208
2011-06-01,1039.386178750141
2011-06-02,1033.3472958330303
2011-06-03,1017.9853494410931
2011-06-06,1005.0614669984732
2011-06-07,1002.4436019969025
2011-06-08,994.1698129273701
2011-06-09,1004.4807466465564
2011-06-10,999.5349302130119
2011-06-13,994.4800145178068
2011-06-14,1003.321030026347
2011-06-15,1001.6288225102458
2011-06-16,1001.7315047956271
2011-06-17,993.5485413320152
2011-06-20,992.0524514288654
2011-06-21,1006.1874097827641
2011-06-22,1000.100918030346
2011-06-23,1010.7408796542467
2011-06-24,1006.1952774653549
2011-06-27,1000.6656532064358
2011-06-28,1007.4313203808657
2011-06-29,1017.0357364879782
2011-06-30,1022.0218823973983
2011-07-01,1035.0605648901794
2011-07-04,1037.7609143744635
2011-07-05,1041.8147744617409
2011-07-06,1053.075846358361
2011-07-07,1059.706915157322
2011-07-08,1060.43383718707
2011-07-11,1054.56654372325
2011-07-12,1047.2935273659336
2011-07-13,1046.3055345991481
2011-07-14,1036.028833060235
2011-07-15,1040.772028120931
2011-07-18,1033.0316235251564
2011-07-19,1038.311889136061
2011-07-20,1041.3924949712218
2011-07-21,1038.7151249197655
2011-07-22,1045.7780761433062
2011-07-25,1039.960540093844
2011-07-26,1028.477199749
2011-07-27,1014.965156917708
2011-07-28,1015.3369087477982
2011-07-29,1006.454688923679
2011-08-01,1012.3225475743305
2011-08-02,985.5986253237014
2011-08-03,975.7970952790021
2011-08-04,934.3434615319152
2011-08-05,909.2499605780465
2011-08-08,845.2983417656709
2011-08-09,874.1754773061357
2011-08-10,858.2433177991361
2011-08-11,882.9405934185551
2011-08-12,896.1116706929413
2011-08-15,904.8146927789503
2011-08-16,897.592500817885
2011-08-17,895.2159343308521
2011-08-18,859.1349069948451
2011-08-19,838.2652033263269
2011-08-22,839.0916060285756
2011-08-23,862.0385903754385
2011-08-24,868.5287667561948
2011-08-25,859.7026504912735
2011-08-26,870.3045423044279
2011-08-29,890.2208711872867
2011-08-30,902.195609105545
2011-08-31,913.7991260324885
2011-09-01,912.0512876570385
2011-09-02,892.8876029431283
2011-09-05,885.8923991870695
2011-09-06,881.9637252220825
2011-09-07,910.062168558572
2011-09-08,905.922724767311
2011-09-09,900.0198264451985
2011-09-12,897.5818352928303
2011-09-13,902.6621018525185
2011-09-14,909.7441667966597
2011-09-15,912.6053202639582
2011-09-16,922.5694289219157
2011-09-19,914.3867648273165
2011-09-20,902.8857203418481
2011-09-21,882.416497171323
2011-09-22,855.9693588127956
2011-09-23,853.046807870064
2011-09-26,859.7177282241792
2011-09-27,875.5167519406249
2011-09-28,856.3598642563888
2011-09-29,858.8752323646587
2011-09-30,853.2399855675675
2011-10-03,828.3059064190513
2011-10-04,839.4982264499031
2011-10-05,853.6354155311604
2011-10-06,870.9165264766162
2011-10-07,861.961552899882
2011-10-10,877.6154476130379
2011-10-11,883.9287923458108
2011-10-12,890.9207500489211
2011-10-13,894.9755237049646
2011-10-14,899.6926908396802
2011-10-17,890.3646663584078
2011-10-18,903.8284259600874
2011-10-19,890.6345418896282
2011-10-20,890.7147140869382
2011-10-21,897.3971114104088
2011-10-24,922.3257854206307
2011-10-25,906.2780097440614
2011-10-26,919.794979547692
2011-10-27,939.3930964683489
2011-10-28,938.0925125996151
2011-10-31,930.4211868072991
2011-11-01,914.9540998018792
2011-11-02,922.9844984918376
2011-11-03,942.66530534873
2011-11-04,942.6286303251347
2011-11-07,941.3469328984513
2011-11-08,946.1558265878535
2011-11-09,929.2795125922398
2011-11-10,926.2289232772821
2011-11-11,938.4601062255417
2011-11-14,936.3568802602479
2011-11-15,944.6820450831004
2011-11-16,933.1990128930711
2011-11-17,921.1069788597267
2011-11-18,915.8335390048165
2011-11-21,896.7831812717408
2011-11-22,889.7917316952364
2011-11-23,875.0826029713821
2011-11-24,877.255226283256
2011-11-25,875.1767788810532
2011-11-28,900.7300733993295
2011-11-29,905.0776815819174
2011-11-30,934.3850406266256
2011-12-01,931.7294937270914
2011-12-02,938.7909300302748
2011-12-05,947.7627554443893
2011-12-06,947.969417526427
2011-12-07,948.0735132563672
2011-12-08,930.9089438709074
2011-12-09,940.6856410319429
2011-12-12,934.6380395003526
2011-12-13,929.9940376753076
2011-12-14,921.9283131736962
2011-12-15,923.8102034978072
2011-12-16,927.8841517286749
2011-12-19,914.7180582207002
2011-12-20,936.2219126494999
2011-12-21,943.9075902137278
2011-12-22,948.9995131185747
2011-12-23,957.2232560580153
2011-12-26,957.379310064563
2011-12-27,956.8390902989009
2011-12-28,950.3623703689026
2011-12-29,960.6689576173953
2011-12-30,957.7203151283817
2012-01-02,959.3809004963107
2012-01-03,970.43178600256
2012-01-04,976.1039567239555
2012-01-05,984.8361858252886
2012-01-06,989.1083759986301
2012-01-09,990.322993658565
2012-01-10,1001.2350188322386
2012-01-11,1010.1266518257876
2012-01-12,1007.0442396812454
2012-01-13,1011.4011551453727
2012-01-16,1012.3114352134862
2012-01-17,1014.5171993876327
2012-01-18,1021.4430241499981
2012-01-19,1025.2029644633828
2012-01-20,1025.0105501636906
2012-01-23,1018.8333165585033
2012-01-24,1023.3863098092197
2012-01-25,1031.8677359686187
2012-01-26,1022.9547348474433
2012-01-27,1028.9698114448524
2012-01-30,1021.997874731266
2012-01-31,1027.759520332396
2012-02-01,1039.2654491335209
2012-02-02,1047.3371047536716
2012-02-03,1066.5893083636715
2012-02-06,1069.2412871640247
2012-02-07,1057.4532053097496
2012-02-08,1060.3064963243746
2012-02-09,1058.7771872904466
2012-02-10,1056.0689442178907
2012-02-13,1064.3975914847074
2012-02-14,1065.1546438490875
2012-02-15,1070.0347781400167
2012-02-16,1079.020075448057
2012-02-17,1074.627759060183
2012-02-20,1072.3550332345599
2012-02-21,1069.3006496136704
2012-02-22,1066.0423032879098
2012-02-23,1067.7693282614418
2012-02-24,1059.7612223243261
2012-02-27,1061.7861757919206
2012-02-28,1060.8375451330594
2012-02-29,1060.546364183848
2012-03-01,1068.3439168851635
2012-03-02,1070.7697647264972
2012-03-05,1062.330668955768
2012-03-06,1045.4611170561068
2012-03-07,1053.1836203297537
