Date,ACWI ex AUSTRALIA SMALL CAP
2007-05-31,1000.0
2007-06-01,1008.6821561329385
2007-06-04,1006.8755197039836
2007-06-05,1000.5324790507946
2007-06-06,991.9194257184915
2007-06-07,979.0626810164885
2007-06-08,986.8988138888832
2007-06-11,990.1798170724594
2007-06-12,983.9075505604482
2007-06-13,990.156787388729
2007-06-14,998.4296376223335
2007-06-15,1004.8871653611645
2007-06-18,1003.8478730312003
2007-06-19,1003.3680213519355
2007-06-20,997.3339461818291
2007-06-21,998.2433107956946
2007-06-22,991.8911391682564
2007-06-25,983.8968368034742
2007-06-26,980.1559649995822
2007-06-27,985.8279607483656
2007-06-28,990.0233160072888
2007-06-29,988.7653040640221
2007-07-02,991.4159686292811
2007-07-03,998.1873457971218
2007-07-04,999.7101123662105
2007-07-05,1002.1403567283672
2007-07-06,1003.9503917894962
2007-07-09,1007.7220068015001
2007-07-10,993.2738697976238
2007-07-11,990.2934819776965
2007-07-12,1001.9047115148865
2007-07-13,1005.5298294066315
2007-07-16,1001.5380450638962
2007-07-17,1000.1314710751669
2007-07-18,995.0601961555398
2007-07-19,1000.2592912752636
2007-07-20,993.2207796703265
2007-07-23,993.3221077940229
2007-07-24,977.5819321638487
2007-07-25,980.2969419431199
2007-07-26,958.1062526688387
2007-07-27,946.6467555760925
2007-07-30,951.6978953468489
2007-07-31,953.4708985169149
2007-08-01,945.6936407253106
2007-08-02,950.661212872798
2007-08-03,929.4326016101318
2007-08-06,926.9187750583994
2007-08-07,932.1868610579851
2007-08-08,943.859033358517
2007-08-09,936.9316775238824
2007-08-10,928.3456209800626
2007-08-13,933.5124672779615
2007-08-14,921.805254956816
2007-08-15,911.1064515475008
2007-08-16,901.7850857907096
2007-08-17,903.1430951258548
2007-08-20,914.8023496919569
2007-08-21,916.6583978055769
2007-08-22,929.2377203476651
2007-08-23,927.4653754205483
2007-08-24,932.3158529996919
2007-08-27,929.794317120314
2007-08-28,913.6672357936276
2007-08-29,923.5782137207954
2007-08-30,926.3745458558983
2007-08-31,941.4066533141234
2007-09-03,944.865241346786
2007-09-04,952.2828321884416
2007-09-05,938.1776587943075
2007-09-06,938.3231397066527
2007-09-07,923.3459040395753
2007-09-10,912.4628693539578
2007-09-11,920.8649732417464
2007-09-12,917.1024962950169
2007-09-13,917.693124616423
2007-09-14,918.3408441847438
2007-09-17,909.4542367368053
2007-09-18,924.6859543637036
2007-09-19,934.269999681803
2007-09-20,923.9094675078176
2007-09-21,926.3127943101196
2007-09-24,923.718165152024
2007-09-25,918.5764504288813
2007-09-26,925.0122995376104
2007-09-27,932.4145606211537
2007-09-28,927.8146926375116
2007-10-01,937.0671343072843
2007-10-02,949.150883691491
2007-10-03,948.7553043093868
2007-10-04,949.9408724584421
2007-10-05,961.4229916171332
2007-10-08,962.6939562325041
2007-10-09,967.0829698846642
2007-10-10,964.6481914023587
2007-10-11,960.2096360272571
2007-10-12,964.2159580715681
2007-10-15,956.1174036844967
2007-10-16,951.167606312669
2007-10-17,950.9881897623411
2007-10-18,947.8213451629852
2007-10-19,933.4108372372278
2007-10-22,934.4079279741387
2007-10-23,941.0574956564095
2007-10-24,937.6294827682991
2007-10-25,934.4492930380522
2007-10-26,940.8844547298869
2007-10-29,945.2607285524207
2007-10-30,940.3506176311218
2007-10-31,951.08048123673
2007-11-01,935.372618709375
2007-11-02,929.5849488676266
2007-11-05,921.2733191464889
2007-11-06,926.7736357258807
2007-11-07,905.0165095107116
2007-11-08,899.3437020764572
2007-11-09,889.5193678035623
2007-11-12,882.000591744626
2007-11-13,888.4855809564839
2007-11-14,887.6520130820938
2007-11-15,879.1375034520493
2007-11-16,873.182086938891
2007-11-19,852.7714876629174
2007-11-20,846.614210565778
2007-11-21,828.9365049683473
2007-11-22,827.4592990271328
2007-11-23,840.048797944743
2007-11-26,831.8438939983407
2007-11-27,832.9614509023553
2007-11-28,856.5613684489689
2007-11-29,859.6525926717944
2007-11-30,871.0708166432939
2007-12-03,868.8398431998124
2007-12-04,856.011039986577
2007-12-05,870.1897476081431
2007-12-06,883.1611224149199
2007-12-07,884.4173685895577
2007-12-10,885.0682156459794
2007-12-11,873.2297004665351
2007-12-12,875.3922497153764
2007-12-13,869.1544072379326
2007-12-14,866.9550204368219
2007-12-17,849.7354353473827
2007-12-18,853.8303100240788
2007-12-19,854.0781140045476
2007-12-20,860.058490869875
2007-12-21,871.089650673889
2007-12-24,875.8369074612848
2007-12-25,876.843372937812
2007-12-26,874.5711766862205
2007-12-27,863.5241022441768
2007-12-28,858.4456853531777
2007-12-31,862.1686274909032
2008-01-01,862.4175488359014
2008-01-02,851.543108908134
2008-01-03,845.4033924486574
2008-01-04,823.058808942623
2008-01-07,818.7740608935073
2008-01-08,809.5667113771502
2008-01-09,809.4179827948045
2008-01-10,805.2235273140763
2008-01-11,792.6609056351232
2008-01-14,795.4990284524835
2008-01-15,779.2872657953459
2008-01-16,775.4651696172075
2008-01-17,766.0143611598811
2008-01-18,764.7308624034673
2008-01-21,752.7436991945799
2008-01-22,741.6822658095241
2008-01-23,754.8586078828835
2008-01-24,761.6531414811495
2008-01-25,767.5530158776518
2008-01-28,765.7611247308415
2008-01-29,777.282644163984
2008-01-30,770.2736604658841
2008-01-31,781.1216148684764
2008-02-01,795.660530036185
2008-02-04,797.5429859086661
2008-02-05,785.8384924808096
2008-02-06,775.7336537153639
2008-02-07,783.2087138723717
2008-02-08,782.2008755920726
2008-02-11,781.6815981265759
2008-02-12,784.868939674574
2008-02-13,793.6520380431581
2008-02-14,790.5091355549769
2008-02-15,784.6764568537832
2008-02-18,788.980413303611
2008-02-19,789.1684531928194
2008-02-20,791.7875380816589
2008-02-21,784.8949212668953
2008-02-22,783.6140206514591
2008-02-25,795.676560852253
2008-02-26,799.267759034532
2008-02-27,793.0281129836268
2008-02-28,782.5735537492542
2008-02-29,768.8996064873305
2008-03-03,760.3138192191697
2008-03-04,754.3803051722211
2008-03-05,756.432354902342
2008-03-06,743.413513309132
2008-03-07,734.17355975498
2008-03-10,718.0699145942118
2008-03-11,736.443810105807
2008-03-12,732.3334292200954
2008-03-13,729.2773912916291
2008-03-14,717.291487238159
2008-03-17,693.5556019203619
2008-03-18,711.1370659598338
2008-03-19,705.5537216243393
2008-03-20,719.3161752109165
2008-03-21,721.8215208359843
2008-03-24,732.7918078490989
2008-03-25,737.5934299647859
2008-03-26,731.1775234948782
2008-03-27,728.2341636501023
2008-03-28,726.7041231454917
2008-03-31,726.2833548639575
2008-04-01,750.2273799860039
2008-04-02,755.0496797954942
2008-04-03,754.9047012859922
2008-04-04,752.0089228265235
2008-04-07,755.8899534295856
2008-04-08,750.9012506679352
2008-04-09,740.2840924936523
2008-04-10,742.4078481048093
2008-04-11,733.427059555397
2008-04-14,728.4713697575951
2008-04-15,734.0795243097173
2008-04-16,744.6526576827441
2008-04-17,744.6306965823651
2008-04-18,759.2727124838502
2008-04-21,751.5288246587642
2008-04-22,742.4396274635226
2008-04-23,747.8085928790846
2008-04-24,756.5515683112167
2008-04-25,765.6938026561281
2008-04-28,770.0759667679334
2008-04-29,766.6439452522776
2008-04-30,769.8784626193492
2008-05-01,780.4072876197653
2008-05-02,786.8694127745425
2008-05-05,783.7902327587159
2008-05-06,785.0570516120594
2008-05-07,786.9170977022658
2008-05-08,789.1674695280079
2008-05-09,784.9287231379152
2008-05-12,788.7798733798145
2008-05-13,791.398545181625
2008-05-14,794.1734171610296
2008-05-15,800.9901267422183
2008-05-16,800.5240601299024
2008-05-19,803.4437419669929
2008-05-20,792.8861031126222
2008-05-21,780.7774734595804
2008-05-22,784.908531188478
2008-05-23,776.0676118480807
2008-05-26,771.9336849837308
2008-05-27,776.8761480995876
2008-05-28,783.2793677709054
2008-05-29,791.8027682153637
2008-05-30,794.8201105181249
2008-06-02,791.7440462120313
2008-06-03,792.4785667817277
2008-06-04,793.5819005358268
2008-06-05,799.1488789974931
2008-06-06,778.2675442925429
2008-06-09,770.6862962752699
2008-06-10,772.2157759401018
2008-06-11,760.3333297988158
2008-06-12,762.9258289539962
2008-06-13,773.4891976473399
2008-06-16,774.6249625452934
2008-06-17,773.3567695251837
2008-06-18,766.716536758306
2008-06-19,766.8117685864773
2008-06-20,750.8776739534741
2008-06-23,750.1560470489593
2008-06-24,737.9236729052922
2008-06-25,745.6474031694962
2008-06-26,725.9231523927957
2008-06-27,722.1137511862895
2008-06-30,718.1896065285993
2008-07-01,712.8518151438308
2008-07-02,693.960986306775
2008-07-03,692.4426899485651
2008-07-04,691.8022507966003
2008-07-07,690.1106461400032
2008-07-08,692.3894421490515
2008-07-09,686.9916490784163
2008-07-10,685.4869740922629
2008-07-11,679.6133882372404
2008-07-14,675.7342575068271
2008-07-15,666.3675289271155
2008-07-16,681.7949661030976
2008-07-17,689.7489485916122
2008-07-18,690.2496587116542
2008-07-21,695.8415991728483
2008-07-22,703.8180444918437
2008-07-23,714.7902458680857
2008-07-24,703.9474805889957
2008-07-25,703.8809292239315
2008-07-28,694.3928164608545
2008-07-29,705.6697478511211
2008-07-30,716.2859407198939
2008-07-31,712.440720016126
2008-08-01,711.2461976964908
2008-08-04,698.7791590580546
2008-08-05,712.0365160143941
2008-08-06,721.4345361188105
2008-08-07,714.8585733548225
2008-08-08,736.7696593145753
2008-08-11,746.5259679456293
2008-08-12,743.7770397598244
2008-08-13,742.1686684098408
2008-08-14,744.5541453617428
2008-08-15,753.8150679564803
2008-08-18,747.1279455623705
2008-08-19,735.7241108174154
2008-08-20,737.4215922678258
2008-08-21,730.7749351929331
2008-08-22,739.0299185327987
2008-08-25,732.6639993067173
2008-08-26,737.5795335768719
2008-08-27,740.7885883804161
2008-08-28,749.0221321583298
2008-08-29,750.1155087866648
2008-09-01,751.6196391021291
2008-09-02,750.0984821984697
2008-09-03,749.6313201332941
2008-09-04,734.9768723991596
2008-09-05,735.6071407701103
2008-09-08,751.4044552872052
2008-09-09,732.8023139145671
2008-09-10,739.0820390666406
2008-09-11,741.2225010993587
2008-09-12,737.2465521359387
2008-09-15,712.6122583653041
2008-09-16,713.5722641698239
2008-09-17,690.7175135599249
2008-09-18,702.101560589355
2008-09-19,730.675174151899
2008-09-22,702.8335904513875
2008-09-23,689.9787182446267
2008-09-24,686.4153685644682
2008-09-25,689.7391873785783
2008-09-26,684.9135949756845
2008-09-29,652.1092000982244
2008-09-30,677.5307415172311
2008-10-01,676.4332358333133
2008-10-02,658.1030673807587
2008-10-03,645.8850814901778
2008-10-06,624.0371917523397
2008-10-07,593.4463172103896
2008-10-08,571.4784198283122
2008-10-09,546.2308882843995
2008-10-10,543.0530232228693
2008-10-13,578.9649052970534
2008-10-14,584.3702119926336
2008-10-15,546.7976524483736
2008-10-16,552.0658114454732
2008-10-17,550.9969268228946
2008-10-20,573.1235823114284
2008-10-21,568.7246670961749
2008-10-22,548.4013569659579
2008-10-23,536.5191263093742
2008-10-24,520.8337259575258
2008-10-27,505.47637456367295
2008-10-28,531.1891280153916
2008-10-29,533.8681713768765
2008-10-30,557.7995050684292
2008-10-31,577.9933093113127
2008-11-03,579.9528280027251
2008-11-04,589.234536176702
2008-11-05,570.4624946818237
2008-11-06,556.1095049193783
2008-11-07,561.238377491277
2008-11-10,557.7126034614165
2008-11-11,553.2448454927412
2008-11-12,531.5801863628072
2008-11-13,546.6826077649623
2008-11-14,524.5334764049237
2008-11-17,518.6943417861797
2008-11-18,513.2715383324705
2008-11-19,487.46507559865745
2008-11-20,464.9026096459606
2008-11-21,479.68776062446466
2008-11-24,492.6268111296599
2008-11-25,494.80056972273627
2008-11-26,513.0317816975964
2008-11-27,518.5051931211135
2008-11-28,530.3745702923112
2008-12-01,495.6293641316763
2008-12-02,501.4802076280279
2008-12-03,510.341057539588
2008-12-04,499.4422112494314
2008-12-05,510.37716621145927
2008-12-08,522.525095771244
2008-12-09,517.9966959756584
2008-12-10,526.1997635072453
2008-12-11,507.8867223422058
2008-12-12,506.01227032689553
2008-12-15,494.2529389009003
2008-12-16,507.83524438860616
2008-12-17,495.7831439091238
2008-12-18,486.94400406516866
2008-12-19,503.3947790313416
2008-12-22,494.9470339585116
2008-12-23,490.3569651578808
2008-12-24,489.40349300940113
2008-12-25,490.1983133614402
2008-12-26,492.11653855371327
2008-12-29,485.6324528218644
2008-12-30,500.2239367045478
2008-12-31,516.0486232451377
2009-01-01,516.3086488069728
2009-01-02,525.3960488114577
2009-01-05,537.6292408168068
2009-01-06,554.615428792497
2009-01-07,536.177207820251
2009-01-08,533.5984210142474
2009-01-09,531.2680882278923
2009-01-12,525.4752818984484
2009-01-13,528.2006509244779
2009-01-14,514.1684244580957
2009-01-15,517.9176273034404
2009-01-16,518.9281917374881
2009-01-19,520.1515588144197
2009-01-20,504.52236088061363
2009-01-21,519.3990692482917
2009-01-22,508.99882382589755
2009-01-23,512.8453527487414
2009-01-26,506.00960956186697
2009-01-27,511.66769785766
2009-01-28,523.9377169081076
2009-01-29,516.5311633824521
2009-01-30,518.7307965016075
2009-02-02,516.0498746619469
2009-02-03,514.3213306883969
2009-02-04,520.1094864140199
2009-02-05,524.9510102474783
2009-02-06,537.3110081494432
2009-02-09,529.8758571893078
2009-02-10,515.5896297907092
2009-02-11,520.9889564341345
2009-02-12,523.5932241546385
2009-02-13,519.2979701198246
2009-02-16,522.0203336338931
2009-02-17,510.9563036640908
2009-02-18,506.46959092918513
2009-02-19,495.9192154774455
2009-02-20,489.56547542983446
2009-02-23,474.3835731542851
2009-02-24,480.4619474577513
2009-02-25,478.36245465200295
2009-02-26,473.0138346922522
2009-02-27,471.87701098284026
2009-03-02,453.6516272758413
2009-03-03,448.22610478877465
2009-03-04,460.5605360405288
2009-03-05,446.76555060778827
2009-03-06,440.5346454436954
2009-03-09,433.98339648943784
2009-03-10,450.0891358543205
2009-03-11,453.0922586351326
2009-03-12,464.728256471678
2009-03-13,467.3684929544609
2009-03-16,465.692107179304
2009-03-17,475.9943365869918
2009-03-18,480.63247709923525
2009-03-19,466.90646576497426
2009-03-20,462.4654838774106
2009-03-23,486.64992814399506
2009-03-24,482.45433368699236
2009-03-25,488.4118922000354
2009-03-26,500.78319483556197
2009-03-27,500.2277345656366
2009-03-30,488.11072715660816
2009-03-31,490.05425360491427
2009-04-01,500.32763842056835
2009-04-02,514.9310959666497
2009-04-03,521.6223747781287
2009-04-06,518.0445512999663
2009-04-07,512.0841438660715
2009-04-08,517.5693081808994
2009-04-09,541.6092036251338
2009-04-10,542.2599233096644
2009-04-13,540.9945298554297
2009-04-14,540.1178775933208
2009-04-15,547.9583315038319
2009-04-16,556.9551799518695
2009-04-17,567.2110157427481
2009-04-20,550.1033874805863
2009-04-21,558.3861388331725
2009-04-22,559.7876591391182
2009-04-23,561.3229994914246
2009-04-24,565.4348385598287
2009-04-27,563.1184246188933
2009-04-28,560.7433576871571
2009-04-29,569.7271451926282
2009-04-30,575.1391367271884
2009-05-01,576.14821175472
2009-05-04,592.2267713133169
2009-05-05,593.6137616990949
2009-05-06,601.3371291209403
2009-05-07,592.3570712867456
2009-05-08,604.8179734900568
2009-05-11,591.8453708872327
2009-05-12,587.7735933500873
2009-05-13,570.9499137573076
2009-05-14,576.0644075231243
2009-05-15,577.6054257350952
2009-05-18,595.9320136209569
2009-05-19,598.3021225962145
2009-05-20,595.5044623508488
2009-05-21,588.6430865804201
2009-05-22,580.7777158926461
2009-05-25,581.8897691088816
2009-05-26,593.1997710175439
2009-05-27,592.5018126020865
2009-05-28,592.964148916321
2009-05-29,593.324607697089
2009-06-01,611.509834398398
2009-06-02,610.168314252674
2009-06-03,607.7299186132166
2009-06-04,612.0733234742147
2009-06-05,617.9575652197468
2009-06-08,617.2142052739988
2009-06-09,616.0952461259388
2009-06-10,618.774913722745
2009-06-11,620.9848409342507
2009-06-12,622.5428488060029
2009-06-15,614.455488340459
2009-06-16,604.873123682094
2009-06-17,602.1969251324722
2009-06-18,598.5517487628603
2009-06-19,603.4207525537674
2009-06-22,588.5685984104452
2009-06-23,579.9583248669915
2009-06-24,588.7777853825952
2009-06-25,602.3599755124093
2009-06-26,602.9179838047974
2009-06-29,605.2229157575587
2009-06-30,603.7204408795577
2009-07-01,607.6094646569218
2009-07-02,598.8169434745322
2009-07-03,598.8220576471662
2009-07-06,596.1323546008297
2009-07-07,586.8629379951541
2009-07-08,583.0833721902511
2009-07-09,582.5424205938453
2009-07-10,582.5142366628897
2009-07-13,585.8871797396997
2009-07-14,594.539174390854
2009-07-15,606.148945573482
2009-07-16,610.195815592102
2009-07-17,610.6065174782743
2009-07-20,616.3131435392968
2009-07-21,619.5035949259536
2009-07-22,622.675189346638
2009-07-23,633.2226998920419
2009-07-24,638.690520442865
2009-07-27,641.2631896746337
2009-07-28,641.9615365308384
2009-07-29,643.0382353817259
2009-07-30,651.7646525700472
2009-07-31,651.8779017744591
2009-08-03,655.9230558771239
2009-08-04,659.5043118819648
2009-08-05,658.6780031305459
2009-08-06,656.3300609939695
2009-08-07,668.766434995968
2009-08-10,671.000360767734
2009-08-11,665.6190808644304
2009-08-12,668.0392090520816
2009-08-13,673.7622157826191
2009-08-14,671.9126411193149
2009-08-17,658.0865856886794
2009-08-18,664.4685391445175
2009-08-19,661.6693966553948
2009-08-20,670.2945572237509
2009-08-21,677.9959058355893
2009-08-24,682.4597212850952
2009-08-25,684.1789951256841
2009-08-26,687.2672053240631
2009-08-27,686.3877429050133
2009-08-28,684.3908686775391
2009-08-31,678.5016282509426
2009-09-01,669.2469636886303
2009-09-02,665.9770104819579
2009-09-03,672.7463076625288
2009-09-04,681.8154721699889
2009-09-07,682.7434528692796
2009-09-08,683.9256308630991
2009-09-09,688.0787574690181
2009-09-10,695.7733889482228
2009-09-11,696.608255007969
2009-09-14,696.0645447298023
2009-09-15,702.6288091019121
2009-09-16,711.1953939805801
2009-09-17,709.0659986576815
2009-09-18,709.2185142233282
2009-09-21,707.1763027431881
2009-09-22,709.1262610885422
2009-09-23,704.2417555367007
2009-09-24,696.5685405501112
2009-09-25,694.5195191102599
2009-09-28,705.3621708579747
2009-09-29,709.3260031978763
2009-09-30,706.3800408004595
2009-10-01,692.4205133866075
2009-10-02,681.7937358644062
2009-10-05,689.5839037694906
2009-10-06,697.9584715413778
2009-10-07,702.92040923834
2009-10-08,708.5735500390006
2009-10-09,712.4223795611595
2009-10-12,712.5391776113506
2009-10-13,710.3575533254378
2009-10-14,719.3261086460251
2009-10-15,718.1653176526769
2009-10-16,714.4331214489105
2009-10-19,718.7682796794286
2009-10-20,714.152068549667
2009-10-21,707.2291850807433
2009-10-22,707.7010571166201
2009-10-23,700.6205785325832
2009-10-26,695.9616177904398
2009-10-27,691.3792292247019
2009-10-28,673.4387521082647
2009-10-29,683.1112703875187
2009-10-30,674.9334676846628
2009-11-02,671.1942138568087
2009-11-03,678.696696831176
2009-11-04,677.0931212668297
2009-11-05,685.3082721625328
2009-11-06,687.2138447564323
2009-11-09,694.7698518254691
2009-11-10,693.4380789669711
2009-11-11,697.3716471426023
2009-11-12,693.1350166172615
2009-11-13,698.4048542462814
2009-11-16,707.055833396434
2009-11-17,709.0183007725508
2009-11-18,703.0500580770342
2009-11-19,694.5302441306163
2009-11-20,692.4415055406648
2009-11-23,695.699099327303
2009-11-24,693.1554607836405
2009-11-25,692.0370572321971
2009-11-26,687.908834103261
2009-11-27,679.7217718459037
2009-11-30,680.7282550258279
2009-12-01,691.7949015958169
2009-12-02,697.4178990031298
2009-12-03,694.4314378631485
2009-12-04,707.0178057984346
2009-12-07,709.8774081355738
2009-12-08,707.8457960611548
2009-12-09,705.2110608009956
2009-12-10,706.4319632969256
2009-12-11,714.1654760308061
2009-12-14,720.4364701920982
2009-12-15,722.4578242016812
2009-12-16,726.5160784781775
2009-12-17,728.0858107385591
2009-12-18,732.9574885072219
2009-12-21,737.0555769713562
2009-12-22,744.7776831773384
2009-12-23,746.1225518227669
2009-12-24,748.2089188017459
2009-12-25,748.2426775955898
2009-12-28,748.4923487496962
2009-12-29,748.7527421396738
2009-12-30,752.252737403204
2009-12-31,747.0889839308365
2010-01-01,747.0889839308365
2010-01-04,758.2652337243567
2010-01-05,762.883225400961
