Date,AC PACIFIC ex JAPAN SMALL CAP
1998-12-31,340.8591144943282
1999-01-01,340.867845208977
1999-01-04,344.6218347352217
1999-01-05,347.85418644242844
1999-01-06,359.02114651896545
1999-01-07,367.411857820783
1999-01-08,371.5863192519526
1999-01-11,377.4677447906347
1999-01-12,377.7901681985806
1999-01-13,365.644365181411
1999-01-14,357.6390514279792
1999-01-15,364.9225535179107
1999-01-18,367.8297428098824
1999-01-19,366.60744463805736
1999-01-20,366.69181744772203
1999-01-21,359.3976319028074
1999-01-22,350.37960618674686
1999-01-25,341.28798690444114
1999-01-26,340.81372930564515
1999-01-27,349.1605907045277
1999-01-28,350.05388061175455
1999-01-29,353.57937926834444
1999-02-01,357.3899855005691
1999-02-02,354.4974986536766
1999-02-03,352.56209166400737
1999-02-04,353.7876664034449
1999-02-05,352.7723141093612
1999-02-08,353.3840925622187
1999-02-09,346.7591087532352
1999-02-10,345.5123192177555
1999-02-11,350.4860741815262
1999-02-12,354.68345117633515
1999-02-15,356.7211122402226
1999-02-16,356.74728217357557
1999-02-17,354.46348606633694
1999-02-18,353.6079532902674
1999-02-19,355.9888370989546
1999-02-22,356.2450432044683
1999-02-23,356.3602510594847
1999-02-24,354.25629538941115
1999-02-25,348.71464024190345
1999-02-26,355.0205359939781
1999-03-01,356.98538809903437
1999-03-02,357.57894185637105
1999-03-03,358.5976750618975
1999-03-04,360.81611838179396
1999-03-05,362.8991580491044
1999-03-08,366.6481350303519
1999-03-09,366.87219542147676
1999-03-10,365.815670013157
1999-03-11,371.8913614763887
1999-03-12,370.98282044534824
1999-03-15,372.5116445548116
1999-03-16,372.7314390575838
1999-03-17,369.4244215666749
1999-03-18,369.7920371132381
1999-03-19,376.82095508299017
1999-03-22,379.5940983228949
1999-03-23,382.87334284227023
1999-03-24,380.40628710755965
1999-03-25,383.19898176766134
1999-03-26,388.1623718193704
1999-03-29,387.23136480816896
1999-03-30,386.7214959864044
1999-03-31,386.424734835186
1999-04-01,390.26523019152523
1999-04-02,392.4210567093141
1999-04-05,395.83986842611176
1999-04-06,398.10633683074394
1999-04-07,398.9636310391408
1999-04-08,401.6972770744956
1999-04-09,409.16104325497537
1999-04-12,407.383940389772
1999-04-13,413.9890680215069
1999-04-14,417.3609765650747
1999-04-15,427.1143829000887
1999-04-16,435.4110006773383
1999-04-19,449.73926001943425
1999-04-20,448.30018448730453
1999-04-21,450.29272957292704
1999-04-22,455.0920244805087
1999-04-23,455.32093497346983
1999-04-26,462.5803506876523
1999-04-27,464.59116389139325
1999-04-28,466.387510604082
1999-04-29,468.06390128862796
1999-04-30,477.5855587665503
1999-05-03,484.42777420782267
1999-05-04,493.6484952693328
1999-05-05,493.7640809968836
1999-05-06,497.2487002914255
1999-05-07,489.6966517647856
1999-05-10,490.89611348961375
1999-05-11,491.2255722386156
1999-05-12,490.1591789526677
1999-05-13,485.53132366403185
1999-05-14,481.6151539096869
1999-05-17,474.35514760713824
1999-05-18,479.3996534333846
1999-05-19,476.7769555228069
1999-05-20,472.60895071271005
1999-05-21,477.1057777966541
1999-05-24,477.90026579935795
1999-05-25,473.88605764709
1999-05-26,480.66498172076973
1999-05-27,483.1752217634191
1999-05-28,482.8738927109261
1999-05-31,483.15392854418354
1999-06-01,480.13200572203357
1999-06-02,486.16755854447825
1999-06-03,487.3587137812607
1999-06-04,491.2688868470328
1999-06-07,498.99060017949654
1999-06-08,502.46197724537626
1999-06-09,502.5230468910221
1999-06-10,504.40069958893775
1999-06-11,509.42007051047165
1999-06-14,513.1310976942426
1999-06-15,506.8143767589332
1999-06-16,514.4142063975089
1999-06-17,519.2255067827106
1999-06-18,515.4279596568183
1999-06-21,526.8130629398232
1999-06-22,534.2669273429709
1999-06-23,540.0991445049393
1999-06-24,539.3617973792059
1999-06-25,531.9994513192906
1999-06-28,537.2754912499045
1999-06-29,540.4564019312705
1999-06-30,541.465850436695
1999-07-01,551.483344911385
1999-07-02,559.6985969088959
1999-07-05,564.6349416153244
1999-07-06,561.5142984915742
1999-07-07,558.3896225556639
1999-07-08,566.121530461732
1999-07-09,568.2523497955754
1999-07-12,566.9923840632646
1999-07-13,556.9047356777106
1999-07-14,548.0266970026217
1999-07-15,546.5042897860176
1999-07-16,541.4568793357578
1999-07-19,539.923644909369
1999-07-20,533.9178701143641
1999-07-21,521.6357348815702
1999-07-22,520.3364725250041
1999-07-23,512.1997161803495
1999-07-26,490.3445201015135
1999-07-27,495.7491580417843
1999-07-28,506.95651357444405
1999-07-29,506.565528324206
1999-07-30,505.17040799229625
1999-08-02,504.60937940083176
1999-08-03,507.9682558593285
1999-08-04,503.0001593800793
1999-08-05,491.7383865536014
1999-08-06,490.8559930313274
1999-08-09,492.08970855621357
1999-08-10,482.5728892430786
1999-08-11,477.02620550918175
1999-08-12,483.58177577411107
1999-08-13,482.3493927252913
1999-08-16,486.84533476384627
1999-08-17,481.447087251117
1999-08-18,486.30882400707577
1999-08-19,487.2923239787521
1999-08-20,490.92174551303475
1999-08-23,501.54704773544256
1999-08-24,502.284047588462
1999-08-25,506.65196753362187
1999-08-26,505.1904157066943
1999-08-27,501.75699855457003
1999-08-30,499.5955574878636
1999-08-31,493.79769333199357
1999-09-01,489.9958644399767
1999-09-02,481.8725271830535
1999-09-03,483.24611697877447
1999-09-06,485.60348268177796
1999-09-07,485.3769179354607
1999-09-08,480.50948834258804
1999-09-09,487.3286995578867
1999-09-10,496.40074362279233
1999-09-13,505.6770196365406
1999-09-14,502.09416767543445
1999-09-15,498.1878556887139
1999-09-16,491.9360409039122
1999-09-17,493.08019561757663
1999-09-20,491.2028778908209
1999-09-21,487.181712370638
1999-09-22,481.58575588907314
1999-09-23,484.18193173540516
1999-09-24,479.52390988318166
1999-09-27,475.1232396496563
1999-09-28,471.92736380354063
1999-09-29,466.35176903227983
1999-09-30,464.1279924032065
1999-10-01,464.99688743971
1999-10-04,465.6383108976077
1999-10-05,467.3816763271995
1999-10-06,469.6673180353062
1999-10-07,472.8416698171438
1999-10-08,474.926029390751
1999-10-11,475.18139614868073
1999-10-12,471.910098767857
1999-10-13,466.48763393801994
1999-10-14,465.4351427797308
1999-10-15,457.8220569750267
1999-10-18,448.79128150316865
1999-10-19,449.41954284219753
1999-10-20,457.9800432701135
1999-10-21,459.01874905281204
1999-10-22,466.2634112625481
1999-10-25,464.9644440462973
1999-10-26,466.69099112337585
1999-10-27,465.38164917042826
1999-10-28,469.58608317560856
1999-10-29,472.1984492637624
1999-11-01,480.4024149106917
1999-11-02,480.50044269957937
1999-11-03,482.25699768821056
1999-11-04,485.3703430691078
1999-11-05,488.7788039234292
1999-11-08,489.1049547124021
1999-11-09,490.1270655956854
1999-11-10,492.18111667239145
1999-11-11,499.025059622438
1999-11-12,505.750094208706
1999-11-15,511.1359598475689
1999-11-16,513.2623675321229
1999-11-17,505.1081317007191
1999-11-18,507.3863867096744
1999-11-19,510.0091722096613
1999-11-22,507.7423039012462
1999-11-23,507.35474839617166
1999-11-24,509.26296521400366
1999-11-25,508.04772146498124
1999-11-26,507.84927962709617
1999-11-29,510.0645964187662
1999-11-30,511.3024964963616
1999-12-01,509.3130962662877
1999-12-02,510.44977389245025
1999-12-03,514.3834044039057
1999-12-06,505.4170514737101
1999-12-07,502.57435361675607
1999-12-08,504.3495000758019
1999-12-09,509.44468573952315
1999-12-10,513.2596745325382
1999-12-13,517.7274849529019
1999-12-14,520.7285252830953
1999-12-15,516.1344770603833
1999-12-16,510.1296004661913
1999-12-17,514.6445627173663
1999-12-20,514.3130474487599
1999-12-21,510.5748299890127
1999-12-22,514.8352970263659
1999-12-23,511.68283682974754
1999-12-24,515.8862471076318
1999-12-27,520.3747696420745
1999-12-28,521.3299541365476
1999-12-29,525.6161209676358
1999-12-30,532.1047543157024
1999-12-31,532.193025972971
2000-01-03,532.2564167435266
2000-01-04,529.1469853357246
2000-01-05,510.9141508848914
2000-01-06,502.02741417926035
2000-01-07,509.0844730943815
2000-01-10,518.6557965698552
2000-01-11,513.2298264515161
2000-01-12,514.770569952878
2000-01-13,514.7166181974935
2000-01-14,521.900831278901
2000-01-17,526.4470535630746
2000-01-18,523.1443389711433
2000-01-19,515.6337760596496
2000-01-20,517.2540821125648
2000-01-21,516.432989535273
2000-01-24,517.45666440569
2000-01-25,511.35686765725535
2000-01-26,516.5131865958393
2000-01-27,532.1668643719553
2000-01-28,531.9136698526572
2000-01-31,530.233815964047
2000-02-01,535.0203882424103
2000-02-02,538.9116651974063
2000-02-03,536.3195768191824
2000-02-04,540.4901031893726
2000-02-07,542.9675207477943
2000-02-08,535.2574418933885
2000-02-09,535.4842844581625
2000-02-10,537.9687425914462
2000-02-11,537.2747611210192
2000-02-14,535.6350171725197
2000-02-15,532.760704297471
2000-02-16,535.2831746473815
2000-02-17,538.9235178719348
2000-02-18,537.2930593176078
2000-02-21,530.0586289134775
2000-02-22,510.6503572671109
2000-02-23,516.4526814283746
2000-02-24,514.0934333819313
2000-02-25,523.7828046154467
2000-02-28,521.1868371217716
2000-02-29,523.8251836616625
2000-03-01,521.5060594037102
2000-03-02,525.9912315131054
2000-03-03,526.2345880263863
2000-03-06,529.8280329816763
2000-03-07,531.2376418933557
2000-03-08,534.3780569545503
2000-03-09,532.7894803313324
2000-03-10,538.1414043658273
2000-03-13,529.379656047486
2000-03-14,525.6854560023554
2000-03-15,514.0377858763451
2000-03-16,508.296865012133
2000-03-17,513.3576565505628
2000-03-20,509.1894009375297
2000-03-21,512.5376829159095
2000-03-22,522.7651481274166
2000-03-23,524.4098364865656
2000-03-24,527.259109513202
2000-03-27,535.619977145101
2000-03-28,539.5094873572705
2000-03-29,543.4486156770247
2000-03-30,535.2022723298657
2000-03-31,531.3764211859923
2000-04-03,524.3778421278786
2000-04-04,518.4346732578592
2000-04-05,509.590740601474
2000-04-06,514.3908613229042
2000-04-07,519.6699387141676
2000-04-10,525.247006507746
2000-04-11,518.2824747527889
2000-04-12,521.5702550316237
2000-04-13,516.5341048951886
2000-04-14,515.4659936760105
2000-04-17,478.38254526288125
2000-04-18,491.3350137511919
2000-04-19,498.59408452263574
2000-04-20,497.0546102125135
2000-04-21,499.24259564946743
2000-04-24,495.08353641868223
2000-04-25,499.820265793217
2000-04-26,495.5346714642272
2000-04-27,498.1646129063687
2000-04-28,503.4246875557317
2000-05-01,501.20605619772067
2000-05-02,504.19300133598443
2000-05-03,509.7687365246919
2000-05-04,508.836965645571
2000-05-05,514.2516614476668
2000-05-08,509.3367982875723
2000-05-09,498.98575432250834
2000-05-10,489.4278031865345
2000-05-11,487.8480501013981
2000-05-12,488.6517252841006
2000-05-15,477.56510104431055
2000-05-16,487.8805602858451
2000-05-17,491.22661450561657
2000-05-18,484.9285666602488
2000-05-19,485.4949360112706
2000-05-22,468.7708057780275
2000-05-23,461.8043238375072
2000-05-24,454.711474172289
2000-05-25,456.2508988297145
2000-05-26,440.3002489072384
2000-05-29,443.5791298391828
2000-05-30,444.784664467552
2000-05-31,450.35507283744624
2000-06-01,448.2907411447284
2000-06-02,448.91896091823855
2000-06-05,456.46830327797295
2000-06-06,451.0133203935631
2000-06-07,453.72078975647355
2000-06-08,453.7121737579034
2000-06-09,455.5088531491466
2000-06-12,454.1670468044935
2000-06-13,447.53066597466045
2000-06-14,450.81523769352947
2000-06-15,450.6166024132192
2000-06-16,448.01453015522253
2000-06-19,441.2480195253017
2000-06-20,443.7978966240804
2000-06-21,449.43905811408933
2000-06-22,452.6579977783746
2000-06-23,452.5067225593418
2000-06-26,450.558657018688
2000-06-27,450.4424870625251
2000-06-28,452.15383185151774
2000-06-29,447.92235465035225
2000-06-30,447.4568389324533
2000-07-03,449.54772242397235
2000-07-04,448.2617364708208
2000-07-05,447.4913452149733
2000-07-06,447.76272301690915
2000-07-07,453.765059047572
2000-07-10,455.99914479264834
2000-07-11,456.50306499989256
2000-07-12,462.0794248929863
2000-07-13,465.3574055306859
2000-07-14,464.6087067354353
2000-07-17,466.33344640126364
2000-07-18,460.7516508929717
2000-07-19,464.630800672098
2000-07-20,464.11171626144886
2000-07-21,464.0715161007166
2000-07-24,458.04268892355356
2000-07-25,451.0642528726376
2000-07-26,451.3768047768071
2000-07-27,449.2304093694602
2000-07-28,453.38266578035365
2000-07-31,451.166554638984
2000-08-01,454.9014410203019
2000-08-02,461.47876979388167
2000-08-03,467.056391266903
2000-08-04,465.42479853686103
2000-08-07,462.78869511372477
2000-08-08,467.6805136555878
2000-08-09,470.6376209227678
2000-08-10,466.0339957016782
2000-08-11,468.7008300828785
