Date,KUKJE (ACWI ex KOREA) SMALL CAP
2002-05-31,1000.0
2002-06-03,982.8335127893773
2002-06-04,972.2112368651625
2002-06-05,978.2789987572899
2002-06-06,961.9191924112027
2002-06-07,961.8397107358235
2002-06-10,962.4330286771186
2002-06-11,955.5120385279523
2002-06-12,947.7103721114364
2002-06-13,939.1152951965594
2002-06-14,932.0015170396842
2002-06-17,949.2433822106894
2002-06-18,945.4447221785105
2002-06-19,927.170340853688
2002-06-20,912.6487081439025
2002-06-21,906.4900060896132
2002-06-24,895.1819146485954
2002-06-25,893.7014800438184
2002-06-26,872.1361455800007
2002-06-27,885.6179891453655
2002-06-28,892.8231375098021
2002-07-01,881.5441715570377
2002-07-02,863.19727001903
2002-07-03,861.440177689247
2002-07-04,863.0371222030242
2002-07-05,886.6685604554111
2002-07-08,871.5677906965909
2002-07-09,859.9951044404321
2002-07-10,849.0971313121903
2002-07-11,838.7762165841915
2002-07-12,837.2060234129258
2002-07-15,815.8569031559247
2002-07-16,806.8465568783392
2002-07-17,811.8171091991919
2002-07-18,804.1254310125673
2002-07-19,784.766317247198
2002-07-22,771.039943508067
2002-07-23,761.1470108516808
2002-07-24,770.3837655933589
2002-07-25,767.7143711938892
2002-07-26,774.6520028460924
2002-07-29,809.7978197835844
2002-07-30,808.8346860528311
2002-07-31,809.1668119994963
2002-08-01,797.9068379883548
2002-08-02,780.8670133838028
2002-08-05,762.284878073197
2002-08-06,785.784744701628
2002-08-07,788.7101593844294
2002-08-08,800.4307414252008
2002-08-09,802.1497414253583
2002-08-12,796.3248468045485
2002-08-13,786.0385950082853
2002-08-14,793.7003511154385
2002-08-15,805.943378298391
2002-08-16,807.7422918863224
2002-08-19,820.3579143833255
2002-08-20,817.1609583412328
2002-08-21,824.1079424847669
2002-08-22,837.282232948108
2002-08-23,826.4531302556092
2002-08-26,834.2986540513738
2002-08-27,821.7259736750491
2002-08-28,808.4348580274861
2002-08-29,807.4260972169786
2002-08-30,807.6914409592213
2002-09-02,803.4996994242456
2002-09-03,777.6129567567287
2002-09-04,785.153850764453
2002-09-05,776.862515323956
2002-09-06,791.9705614849713
2002-09-09,796.1413988187325
2002-09-10,805.1235008630821
2002-09-11,808.3019240686928
2002-09-12,794.5220340752443
2002-09-13,792.0878213289275
2002-09-16,791.0708421318551
2002-09-17,786.1441902137171
2002-09-18,773.082193943725
2002-09-19,757.0423233166099
2002-09-20,755.1277287226046
2002-09-23,741.4700753789681
2002-09-24,734.1216835395003
2002-09-25,745.2941818189042
2002-09-26,757.3619238736571
2002-09-27,749.9197210187461
2002-09-30,735.7053497104386
2002-10-01,743.0613357282144
2002-10-02,732.3462005326415
2002-10-03,723.4967846136223
2002-10-04,714.2345298480674
2002-10-07,696.9707709705664
2002-10-08,700.959864114478
2002-10-09,679.5887816596392
2002-10-10,692.115299020857
2002-10-11,709.4144245673765
2002-10-14,710.3081645432524
2002-10-15,737.8314027442646
2002-10-16,726.6506230836962
2002-10-17,750.0522046440321
2002-10-18,752.4786305244684
2002-10-21,759.8935514272079
2002-10-22,748.9098147473758
2002-10-23,755.6285343957198
2002-10-24,753.5037822962364
2002-10-25,759.3850082907688
2002-10-28,753.6822005719846
2002-10-29,745.9246588892385
2002-10-30,754.2538176412495
2002-10-31,752.5951864477822
2002-11-01,758.1257602163762
2002-11-04,766.3027635550304
2002-11-05,764.1507312542562
2002-11-06,773.0501128012852
2002-11-07,756.7667739458476
2002-11-08,747.2898803463255
2002-11-11,734.9093526328622
2002-11-12,741.3385779791272
2002-11-13,741.2869072748327
2002-11-14,754.2563136917879
2002-11-15,756.9122090121866
2002-11-18,752.6017323475313
2002-11-19,744.0750969379748
2002-11-20,757.5079374790671
2002-11-21,775.3607907799612
2002-11-22,780.2262131109504
2002-11-25,790.0403938096266
2002-11-26,779.5452844020658
2002-11-27,795.9413230998376
2002-11-28,796.3466755448993
2002-11-29,796.3083602717174
2002-12-02,798.5711221787438
2002-12-03,785.945612952972
2002-12-04,778.5725386467426
2002-12-05,774.157681018937
2002-12-06,770.5166087336625
2002-12-09,758.511191557316
2002-12-10,763.7710265563235
2002-12-11,765.468981839268
2002-12-12,760.7956928769878
2002-12-13,749.851711152433
2002-12-16,758.428955567854
2002-12-17,748.7372143049788
2002-12-18,740.2052752268178
2002-12-19,740.2681430085555
2002-12-20,744.5196251326438
2002-12-23,746.6026448701199
2002-12-24,742.8120931877878
2002-12-25,742.8115167788632
2002-12-26,744.2144480849595
2002-12-27,734.6454760809546
2002-12-30,732.3259904018207
2002-12-31,733.1284950971193
2003-01-01,733.1026524395995
2003-01-02,752.8574741261947
2003-01-03,750.994344357481
2003-01-06,757.4141498485826
2003-01-07,755.324711859308
2003-01-08,749.7110928490596
2003-01-09,752.730584384822
2003-01-10,751.6613538147288
2003-01-13,750.5594644733669
2003-01-14,752.0740973021494
2003-01-15,749.3594562381113
2003-01-16,749.4154229387223
2003-01-17,736.9869929702493
2003-01-20,735.2418945242484
2003-01-21,728.6873900295541
2003-01-22,722.0760832842315
2003-01-23,724.1796041466672
2003-01-24,711.6270565001491
2003-01-27,697.9844952976454
2003-01-28,699.9987241007652
2003-01-29,697.9965079116744
2003-01-30,698.6744037274057
2003-01-31,703.5407579459189
2003-02-03,704.7946563542865
2003-02-04,694.9634707241756
2003-02-05,695.9542909775572
2003-02-06,691.1024382014381
2003-02-07,685.5106650798356
2003-02-10,689.6816892736587
2003-02-11,691.6751745670907
2003-02-12,684.8618639001143
2003-02-13,677.6793757639655
2003-02-14,683.239620019949
2003-02-17,688.9196175149298
2003-02-18,699.9918194634062
2003-02-19,693.2015764084322
2003-02-20,687.9038230172705
2003-02-21,692.3819805853188
2003-02-24,688.2222553305864
2003-02-25,686.7170071840209
2003-02-26,680.8494584963203
2003-02-27,686.554909990384
2003-02-28,687.5251478995034
2003-03-03,684.1537731572529
2003-03-04,675.2938723049975
2003-03-05,670.6052012034584
2003-03-06,666.7881345997397
2003-03-07,661.3685967815057
2003-03-10,649.954772707408
2003-03-11,644.7648825083711
2003-03-12,643.3834791572835
2003-03-13,663.2005991061361
2003-03-14,671.7748247909325
2003-03-17,686.9995304691264
2003-03-18,696.5193152644785
2003-03-19,700.3095269346298
2003-03-20,703.138521227007
2003-03-21,716.6984117797024
2003-03-24,698.2791897917697
2003-03-25,701.1535731512076
2003-03-26,700.6768430596939
2003-03-27,698.3540550040605
2003-03-28,696.0539387159154
2003-03-31,680.6792419672131
2003-04-01,685.2722171928172
2003-04-02,702.702155490066
2003-04-03,704.4965477351697
2003-04-04,706.3792761030348
2003-04-07,717.8065895306925
2003-04-08,711.7252180669625
2003-04-09,707.9941353467545
2003-04-10,703.0229984668891
2003-04-11,706.6551846522561
2003-04-14,711.6181505403258
2003-04-15,716.8216099862248
2003-04-16,712.4015876861274
2003-04-17,716.5127631563732
2003-04-18,716.9615751483832
2003-04-21,721.0757928590403
2003-04-22,723.3802401431373
2003-04-23,730.8218637486367
2003-04-24,723.2788149112354
2003-04-25,717.2044214585735
2003-04-28,726.4161208518285
2003-04-29,728.7238375778534
2003-04-30,726.1187764079458
2003-05-01,722.3260024972866
2003-05-02,733.3858118743069
2003-05-05,734.8361434120899
2003-05-06,737.6408393622162
2003-05-07,736.7802406341074
2003-05-08,726.3306970304372
2003-05-09,730.8005365605723
2003-05-12,734.9032415939926
2003-05-13,738.0479383828576
2003-05-14,741.4783482669955
2003-05-15,746.5254715059824
2003-05-16,742.7181145020012
2003-05-19,722.7992333757521
2003-05-20,724.5623171733185
2003-05-21,722.5679193550683
2003-05-22,729.4328734931433
2003-05-23,728.8531928184402
2003-05-26,725.3293755620344
2003-05-27,732.4324597756266
2003-05-28,742.784775112821
2003-05-29,740.9568947742998
2003-05-30,753.203276815485
2003-06-02,761.8093481642031
2003-06-03,760.6701873205859
2003-06-04,772.3805677936884
2003-06-05,771.9942057737779
2003-06-06,781.7041556468502
2003-06-09,769.358979208161
2003-06-10,778.007163795333
2003-06-11,782.7468880197218
2003-06-12,787.0445115914999
2003-06-13,777.4978586083729
2003-06-16,783.3707390773894
2003-06-17,788.4150326753718
2003-06-18,794.4305810644662
2003-06-19,787.4086015248976
2003-06-20,790.211185332956
2003-06-23,785.8568570693802
2003-06-24,783.9952946916318
2003-06-25,785.6194786877646
2003-06-26,795.5705865686652
2003-06-27,797.7111398717432
2003-06-30,793.3675840741988
2003-07-01,790.2170143130355
2003-07-02,807.5684844413806
2003-07-03,806.3763942740405
2003-07-04,808.8356971230322
2003-07-07,829.2808612563575
2003-07-08,838.1787255911652
2003-07-09,837.8424814718046
2003-07-10,828.4676397419147
2003-07-11,833.7963456951752
2003-07-14,844.5141529017786
2003-07-15,843.4479602651957
2003-07-16,840.296852463529
2003-07-17,827.7971602169351
2003-07-18,830.9479473421989
2003-07-21,819.0101359831394
2003-07-22,821.0624825661182
2003-07-23,820.2346622175589
2003-07-24,818.8231375823835
2003-07-25,819.9321403053017
2003-07-28,828.7435515741662
2003-07-29,826.7744978776607
2003-07-30,832.5357618393135
2003-07-31,842.631168953591
2003-08-01,839.7727266053896
2003-08-04,831.2296484405218
2003-08-05,823.3517729138229
2003-08-06,816.6506907454257
2003-08-07,816.8566984154061
2003-08-08,823.4047818603909
2003-08-11,828.6205500420892
2003-08-12,838.5646961086235
2003-08-13,841.9202371215483
2003-08-14,848.6838825349934
2003-08-15,851.5388050006032
2003-08-18,867.5073529840105
2003-08-19,879.6247451093163
2003-08-20,880.6396194977335
