Date,ACWI SMALL CAP
1998-12-31,403.0136919642776
1999-01-01,402.98949986716696
1999-01-04,402.964321147595
1999-01-05,404.27877460670396
1999-01-06,410.6794185532188
1999-01-07,413.4279770558311
1999-01-08,418.52794420391797
1999-01-11,422.2772285949755
1999-01-12,417.6843586024804
1999-01-13,406.66448268684417
1999-01-14,405.2802963736853
1999-01-15,410.99292778926684
1999-01-18,412.5031307933916
1999-01-19,414.46173589302833
1999-01-20,415.92091122213117
1999-01-21,411.82401318205905
1999-01-22,408.91584948951544
1999-01-25,408.6345252336901
1999-01-26,410.73752568904956
1999-01-27,411.5672891641897
1999-01-28,415.0717849182856
1999-01-29,418.99280220090543
1999-02-01,422.3078018480309
1999-02-02,420.0847224538149
1999-02-03,420.9098433738042
1999-02-04,420.7282188362121
1999-02-05,417.7830725508712
1999-02-08,417.6078005740392
1999-02-09,410.8494737186586
1999-02-10,406.89121436818823
1999-02-11,412.3734648435352
1999-02-12,410.5792794378747
1999-02-15,411.60694425856974
1999-02-16,411.72286953072967
1999-02-17,406.0544328766429
1999-02-18,406.1647050161363
1999-02-19,409.9581965493313
1999-02-22,415.2691315415734
1999-02-23,417.14609897523485
1999-02-24,416.2674104551451
1999-02-25,412.76958824212164
1999-02-26,415.6311556359735
1999-03-01,418.17038273418734
1999-03-02,417.49733622963885
1999-03-03,416.50676183429124
1999-03-04,418.86482400050966
1999-03-05,423.2421597777507
1999-03-08,424.0835908483348
1999-03-09,424.4762611448493
1999-03-10,425.0680741201438
1999-03-11,430.1874054199615
1999-03-12,427.44914342938216
1999-03-15,429.2576274394186
1999-03-16,431.03350987699037
1999-03-17,428.2001571827281
1999-03-18,429.06621194810356
1999-03-19,432.1264147797756
1999-03-22,431.22211554176835
1999-03-23,426.3433616693755
1999-03-24,424.29471949241923
1999-03-25,431.08232116563124
1999-03-26,435.2237022647611
1999-03-29,439.4381025350434
1999-03-30,437.858831641853
1999-03-31,438.5896020463079
1999-04-01,438.6675334315197
1999-04-02,440.15795393662205
1999-04-05,443.16005192159844
1999-04-06,442.04568934932087
1999-04-07,440.8538236407876
