Date,AC AMERICAS SMALL CAP
2007-05-31,1000.0
2007-06-01,1009.9410106270075
2007-06-04,1008.9445742938045
2007-06-05,999.3718675650016
2007-06-06,990.9904428062927
2007-06-07,974.1037169334613
2007-06-08,990.9481100318674
2007-06-11,991.726591127051
2007-06-12,982.2006480360468
2007-06-13,994.7658221507158
2007-06-14,1000.9237371642403
2007-06-15,1007.2040499432533
2007-06-18,1003.2889627473617
2007-06-19,1004.4348921998558
2007-06-20,992.3788236821283
2007-06-21,997.4316323347213
2007-06-22,988.1741195283782
2007-06-25,978.7605006579163
2007-06-26,974.0761740335223
2007-06-27,987.828945735195
2007-06-28,987.6558504796827
2007-06-29,982.3365755805662
2007-07-02,985.8068901193486
2007-07-03,990.8358712069626
2007-07-04,990.7799483291003
2007-07-05,994.8648663549606
2007-07-06,997.7429233300817
2007-07-09,999.8266330554966
2007-07-10,977.8845159057819
2007-07-11,977.0076882773632
2007-07-12,993.3582020030299
2007-07-13,995.5816965501459
2007-07-16,988.6843362054283
2007-07-17,987.9151436556259
2007-07-18,983.9122252036663
2007-07-19,988.7767798889274
2007-07-20,974.9301610428205
2007-07-23,974.9535171657748
2007-07-24,950.7779379266498
2007-07-25,957.5531840960224
2007-07-26,932.6406777248724
2007-07-27,923.0191027620474
2007-07-30,929.3727547292655
2007-07-31,920.7243756078371
2007-08-01,921.6642916014449
2007-08-02,929.5433147076603
2007-08-03,895.5981333208772
2007-08-06,902.6329391925302
2007-08-07,909.9050944634947
2007-08-08,923.4543737523478
2007-08-09,911.9679690828245
2007-08-10,916.2128797808249
2007-08-13,918.2135155538589
2007-08-14,900.1354675722152
2007-08-15,889.5403072581473
2007-08-16,898.082149299791
2007-08-17,911.0956629079704
2007-08-20,917.9429190687006
2007-08-21,920.163564604581
2007-08-22,932.708958847337
2007-08-23,922.1590067048166
2007-08-24,930.5847493640102
2007-08-27,921.6653629627
2007-08-28,897.6914300072626
2007-08-29,917.5694034762632
2007-08-30,915.3855879281873
2007-08-31,928.8713415073498
2007-09-03,930.8425541660072
2007-09-04,942.1877063505392
2007-09-05,928.1099534970695
2007-09-06,928.946366574545
2007-09-07,908.0522280745072
2007-09-10,898.8979136836272
2007-09-11,908.8617555276671
2007-09-12,903.7228391305338
2007-09-13,907.7260250165081
2007-09-14,911.8928040810692
2007-09-17,904.8821747144698
2007-09-18,934.009406183528
2007-09-19,936.8704384594629
2007-09-20,922.6218621069443
2007-09-21,924.8205918401914
2007-09-24,918.7314734039959
2007-09-25,914.7788250742616
2007-09-26,921.818054283476
2007-09-27,926.1554670523263
2007-09-28,916.6112767974669
2007-10-01,931.1893621585285
2007-10-02,942.4129206769624
2007-10-03,938.5941310532762
2007-10-04,940.7043479946979
2007-10-05,957.549140453763
2007-10-08,958.8189188442476
2007-10-09,963.9590251822947
2007-10-10,958.5495955502978
2007-10-11,945.9765061045466
2007-10-12,955.3281742908665
2007-10-15,942.7736958675836
2007-10-16,939.0358132503925
2007-10-17,937.8433469244129
2007-10-18,934.0473909302324
2007-10-19,912.3804210863472
2007-10-22,925.3700808218472
2007-10-23,928.8954034087412
