Date,AC ASIA SMALL CAP
1998-12-31,448.32511590317745
1999-01-01,448.32978463079735
1999-01-04,445.57583691066344
1999-01-05,447.67698973999535
1999-01-06,454.445449905355
1999-01-07,464.6426668040001
1999-01-08,468.0549632881005
1999-01-11,478.33656245579306
1999-01-12,469.1878038823952
1999-01-13,454.20542447236676
1999-01-14,452.4298068826572
1999-01-15,456.8207176466516
1999-01-18,459.0479306671119
1999-01-19,460.96985854387884
1999-01-20,464.4353383366268
1999-01-21,463.3717306822969
1999-01-22,455.0668777309873
1999-01-25,452.95054087767255
1999-01-26,455.1241076607186
1999-01-27,458.648187246919
1999-01-28,457.72217326329167
1999-01-29,462.05945257463634
1999-02-01,468.0725002009825
1999-02-02,471.7261250629136
1999-02-03,468.0969701680434
1999-02-04,468.46625743533616
1999-02-05,463.35474296534767
1999-02-08,462.1225469560276
1999-02-09,454.8933991967917
1999-02-10,454.84983575007584
1999-02-11,458.17368250208966
1999-02-12,461.4828485135757
1999-02-15,462.11852826665995
1999-02-16,459.6421317976702
1999-02-17,454.7336437538386
1999-02-18,451.8086019044869
1999-02-19,452.72574962112276
1999-02-22,458.25608728044193
1999-02-23,460.2165124113183
1999-02-24,459.7818949629701
1999-02-25,461.6369888770174
1999-02-26,471.669186182445
1999-03-01,473.05129229581667
1999-03-02,469.0289494319982
1999-03-03,467.6321874063912
1999-03-04,466.18142565190357
1999-03-05,477.8590693710735
1999-03-08,479.263223398661
1999-03-09,481.72281810779094
1999-03-10,487.25198638734133
1999-03-11,493.6536315970813
1999-03-12,493.60393756993636
1999-03-15,502.03952866043596
1999-03-16,513.0955790391338
1999-03-17,510.2032388536464
1999-03-18,508.14578502509147
1999-03-19,523.6587649588392
1999-03-22,523.7206579940505
1999-03-23,524.4337492762461
1999-03-24,520.1098079019185
1999-03-25,528.6886543232339
1999-03-26,531.1542907962871
1999-03-29,534.0608342147567
1999-03-30,531.9662454760671
1999-03-31,541.2003214078155
1999-04-01,544.5182738023786
1999-04-02,549.2446893220653
1999-04-05,554.8838202061133
1999-04-06,559.2466131726684
1999-04-07,561.7845476430825
1999-04-08,568.9272126301369
1999-04-09,578.1731021626691
1999-04-12,573.1980635368377
1999-04-13,580.0969910679929
1999-04-14,585.5457719402383
1999-04-15,592.5172988183587
1999-04-16,601.8562759045902
1999-04-19,607.224749504118
1999-04-20,600.9741638771137
1999-04-21,595.0338528196677
1999-04-22,600.138661184147
1999-04-23,604.7266998187358
1999-04-26,613.9411551078076
1999-04-27,610.6673624975259
1999-04-28,616.1962154715272
1999-04-29,618.4164385653903
1999-04-30,623.6220135329846
1999-05-03,625.3616241513654
1999-05-04,626.4948988824351
1999-05-05,624.4473341646857
1999-05-06,630.2005903985306
1999-05-07,625.5418844904336
1999-05-10,630.4031063644223
1999-05-11,629.3364018600539
1999-05-12,632.7958695367738
1999-05-13,628.2319408303665
1999-05-14,622.1811181271977
1999-05-17,609.0086116502297
1999-05-18,609.4852527358657
1999-05-19,600.8524990642511
1999-05-20,600.8773701956598
1999-05-21,605.3971989228862
1999-05-24,605.775432321787
1999-05-25,604.0908704343008
1999-05-26,614.3366381358163
1999-05-27,616.1124169432625
1999-05-28,613.3195680918082
1999-05-31,612.1421777678997
1999-06-01,619.7165668714781
1999-06-02,630.7066879860945
1999-06-03,629.7478750020509
1999-06-04,635.272307905568
1999-06-07,646.2169396014594
1999-06-08,647.86644585496
1999-06-09,653.9511961107141
1999-06-10,661.2070576120736
1999-06-11,666.8988714864266
1999-06-14,663.9592002007406
1999-06-15,659.2626885351344
1999-06-16,671.6494583678495
1999-06-17,682.1957650722322
1999-06-18,677.3018936135312
1999-06-21,689.8116045815244
1999-06-22,699.2433562061651
1999-06-23,701.9009777789312
1999-06-24,696.8527629777643
1999-06-25,688.4544625060093
1999-06-28,700.2163328419952
1999-06-29,708.5643256523744
1999-06-30,711.13593514864
1999-07-01,728.4351833437082
1999-07-02,737.9011796895029
1999-07-05,743.4041338779734
1999-07-06,742.077285479355
1999-07-07,742.202745429591
1999-07-08,740.8701655897195
1999-07-09,741.7738406068403
1999-07-12,752.7602183753318
1999-07-13,751.6288196412092
1999-07-14,751.5874139148046
1999-07-15,751.4251641928279
1999-07-16,744.58059626622
1999-07-19,756.6423912034646
1999-07-20,741.292840560329
1999-07-21,734.0620122238766
1999-07-22,725.263856951308
1999-07-23,719.4493136120094
1999-07-26,702.4903795237126
1999-07-27,701.1732953029688
1999-07-28,710.6635213386336
1999-07-29,714.6777273816464
1999-07-30,714.7886832797799
1999-08-02,715.761205458424
1999-08-03,715.4634145287171
1999-08-04,710.3698688930964
1999-08-05,693.3545550934837
1999-08-06,688.3277420479492
1999-08-09,691.4686728224267
1999-08-10,690.3704333165354
1999-08-11,688.4785564962285
1999-08-12,695.1306668857735
1999-08-13,699.053327895592
1999-08-16,716.3610791438066
1999-08-17,721.5641661683096
1999-08-18,730.7085578035513
1999-08-19,727.4777669322403
1999-08-20,732.1874314767942
1999-08-23,741.8751398812445
1999-08-24,747.9307779278412
1999-08-25,756.2143300794651
1999-08-26,751.7978855360075
1999-08-27,748.7924071419465
1999-08-30,752.5225943944366
1999-08-31,749.7923641955208
1999-09-01,752.1814186973668
1999-09-02,744.7362231843189
1999-09-03,748.9939694297442
1999-09-06,759.5746554988817
1999-09-07,751.3102872807823
1999-09-08,746.9625980155012
1999-09-09,765.97952257089
1999-09-10,779.9488385732337
1999-09-13,809.9173461886837
1999-09-14,807.7696851123123
1999-09-15,814.1095059409394
1999-09-16,795.9776314479176
1999-09-17,786.1881525482723
1999-09-20,788.612176862536
1999-09-21,791.7253524295458
1999-09-22,775.4106705103791
1999-09-23,779.317153153762
1999-09-24,758.2132636483052
1999-09-27,745.9938733501979
1999-09-28,750.5971744890154
1999-09-29,739.622067236065
1999-09-30,752.1966139214122
1999-10-01,759.719762095205
1999-10-04,754.3737326184203
1999-10-05,748.9200167784933
1999-10-06,746.4277773853943
1999-10-07,749.7258112362479
1999-10-08,755.4927718354144
1999-10-11,758.910471044007
1999-10-12,755.240316267079
1999-10-13,739.6714341741854
1999-10-14,738.744936983397
1999-10-15,727.3661014301358
1999-10-18,709.4697413566334
1999-10-19,711.1001392165726
1999-10-20,728.40826964458
1999-10-21,724.6476457699595
1999-10-22,735.0432031602938
1999-10-25,740.7917302913393
1999-10-26,745.3428828456273
1999-10-27,749.1778864902719
1999-10-28,745.654383585499
1999-10-29,757.649481788835
1999-11-01,759.1552988748697
1999-11-02,764.4596962202244
1999-11-03,760.3813830024328
1999-11-04,771.7158187625528
1999-11-05,766.8769337288908
1999-11-08,771.3264292914517
1999-11-09,773.6559601986593
1999-11-10,774.186748879037
1999-11-11,766.8919519826073
1999-11-12,770.1023600828778
1999-11-15,766.1795705441967
1999-11-16,761.8227519501186
1999-11-17,762.1133215216171
1999-11-18,774.3420004699294
1999-11-19,778.8088993968921
1999-11-22,784.6485116701365
1999-11-23,789.765852762746
1999-11-24,788.8685203553827
1999-11-25,777.281128659218
1999-11-26,792.2456284021985
1999-11-29,797.7228621791669
1999-11-30,794.4689211116042
1999-12-01,788.009178252427
1999-12-02,782.5757212616032
1999-12-03,788.554966744513
1999-12-06,772.6342852053093
1999-12-07,775.1541460543991
1999-12-08,767.5377690372253
1999-12-09,770.8402592449346
1999-12-10,781.1068295678709
1999-12-13,781.7879838439146
1999-12-14,777.1122971965301
1999-12-15,772.9654634362191
1999-12-16,760.9922780377966
1999-12-17,760.1108308148148
1999-12-20,756.9359573760568
1999-12-21,754.5088522897911
1999-12-22,763.8267852339686
1999-12-23,756.9661254530008
1999-12-24,760.5344371696502
1999-12-27,762.4543649077511
1999-12-28,763.5576149449568
1999-12-29,765.555728082879
1999-12-30,773.6439814602495
1999-12-31,773.6844125437532
2000-01-03,774.1773583996735
2000-01-04,760.4080891753483
2000-01-05,739.5096413192103
2000-01-06,722.1697766123647
2000-01-07,726.0662591753452
2000-01-10,731.9786972097204
2000-01-11,735.9817766706783
2000-01-12,735.7313173316417
2000-01-13,738.0167457371602
2000-01-14,749.659617433702
2000-01-17,772.1326657161535
2000-01-18,767.1786157700261
2000-01-19,759.0696492762249
2000-01-20,762.510578964704
2000-01-21,762.2892824557382
2000-01-24,766.2731943196221
2000-01-25,759.3572241825113
2000-01-26,769.3043998008712
2000-01-27,790.7689792363732
2000-01-28,795.3476775883238
2000-01-31,793.1000498968066
2000-02-01,795.486029411732
2000-02-02,799.8477976294295
2000-02-03,790.1679483552041
2000-02-04,797.5239400176195
2000-02-07,797.6784969958272
2000-02-08,781.9552003413786
2000-02-09,781.4365565953801
2000-02-10,786.6002226577631
2000-02-11,783.8714368838854
2000-02-14,783.360080883982
2000-02-15,770.9495338525759
2000-02-16,767.5857869880008
2000-02-17,764.1858449109488
2000-02-18,766.6720233846618
2000-02-21,755.8526426744493
2000-02-22,733.5218906844152
2000-02-23,737.3250536892637
2000-02-24,748.7999227034613
2000-02-25,768.7533198123327
2000-02-28,787.3165163402224
2000-02-29,788.5505053469534
2000-03-01,800.6652506918497
2000-03-02,802.5347361169678
2000-03-03,801.3772900893891
2000-03-06,797.5164187601406
2000-03-07,800.2571931488873
2000-03-08,800.8512395362915
2000-03-09,796.455790493435
2000-03-10,802.7636442005133
2000-03-13,781.0267138596943
2000-03-14,784.089154389645
2000-03-15,780.5532138149882
2000-03-16,781.5092345852853
2000-03-17,792.5527182369442
2000-03-20,786.7951202590043
2000-03-21,789.042856129475
2000-03-22,800.9557069639462
2000-03-23,789.787941554979
2000-03-24,789.3977480901951
2000-03-27,800.3462366388328
2000-03-28,809.3874404944623
2000-03-29,831.3797401619281
2000-03-30,824.6769537143934
2000-03-31,837.3410069149119
2000-04-03,821.8709970537232
2000-04-04,809.8464495588837
2000-04-05,797.8350106672559
2000-04-06,797.0593986903139
2000-04-07,802.8212022264338
2000-04-10,806.9237403358707
2000-04-11,800.4853275021062
2000-04-12,812.3621934233552
2000-04-13,804.0541500987816
2000-04-14,801.894681302001
2000-04-17,749.3582191975004
2000-04-18,764.144749482642
2000-04-19,779.4459629590575
2000-04-20,783.8969824174344
2000-04-21,780.9946994982218
2000-04-24,784.1500560484368
2000-04-25,790.3967776057352
2000-04-26,790.3159249739327
2000-04-27,793.5300059370719
2000-04-28,788.5188746450622
2000-05-01,796.4690965027311
2000-05-02,801.5576128636712
2000-05-03,812.3565875201584
2000-05-04,817.3679951078113
2000-05-05,816.9240211025092
2000-05-08,817.7196844924284
2000-05-09,803.677235917545
2000-05-10,794.1368797093631
2000-05-11,792.0556066725713
2000-05-12,797.4521856447446
2000-05-15,785.6890811416134
2000-05-16,801.0700035039079
2000-05-17,815.5644271224595
2000-05-18,807.4371046998244
2000-05-19,816.2388489724908
2000-05-22,784.5812198130634
2000-05-23,777.9022488783338
2000-05-24,766.6905772484502
2000-05-25,773.3495089342512
2000-05-26,754.4714307991222
2000-05-29,756.9820363389098
2000-05-30,758.1755540375937
2000-05-31,761.4396911004603
2000-06-01,756.0356690775174
2000-06-02,753.6210272210243
2000-06-05,769.7246266731568
2000-06-06,767.7066624197302
2000-06-07,772.6311157611384
2000-06-08,773.4132256057977
2000-06-09,775.1826838918187
2000-06-12,778.7026173719934
