Date,AC ASIA PACIFIC ex JAPAN SMALL CAP
1998-12-31,321.11757119669835
1999-01-01,321.12500748371195
1999-01-04,324.96457639926183
1999-01-05,327.97760072838173
1999-01-06,337.8182108333456
1999-01-07,345.29884334821
1999-01-08,350.05523112527976
1999-01-11,355.99481743440487
1999-01-12,355.5458118653765
1999-01-13,344.6793493269529
1999-01-14,337.44951459742515
1999-01-15,343.2394015140331
1999-01-18,346.189739434231
1999-01-19,344.7279813375853
1999-01-20,344.90113783399886
1999-01-21,339.4272513352814
1999-01-22,331.56083891294867
1999-01-25,323.92452362082446
1999-01-26,323.46023140263645
1999-01-27,331.39490779345334
1999-01-28,331.80993058929306
1999-01-29,334.7334117706259
1999-02-01,337.61816803977547
1999-02-02,334.4342059152743
1999-02-03,333.1367483800971
1999-02-04,333.91443005640514
1999-02-05,332.83180680019416
1999-02-08,333.33043900404834
1999-02-09,327.8233124080928
1999-02-10,327.18830646679123
1999-02-11,331.83648405909935
1999-02-12,335.74515780603974
1999-02-15,337.8202054270775
1999-02-16,338.70024735856515
1999-02-17,337.0530197917257
1999-02-18,336.3350583555335
1999-02-19,338.3361533609251
1999-02-22,338.2418363930645
1999-02-23,338.3394717033712
1999-02-24,336.4793556869705
1999-02-25,331.3278427632475
1999-02-26,336.18192804201686
1999-03-01,340.8651889612889
1999-03-02,341.439057061662
1999-03-03,342.98510881461965
1999-03-04,344.47634494900126
1999-03-05,346.4414180521969
1999-03-08,350.1384358632665
1999-03-09,350.57809648199026
1999-03-10,349.9976348734334
1999-03-11,354.67908906816194
1999-03-12,353.65944584357976
1999-03-15,355.80992168717813
1999-03-16,355.8893249659043
1999-03-17,352.4723858502924
1999-03-18,352.88267284550426
1999-03-19,359.2108521811871
1999-03-22,363.11834977379345
1999-03-23,366.2770943753173
1999-03-24,363.18644463463795
1999-03-25,365.69590807354336
1999-03-26,369.3273170053432
1999-03-29,368.5977185739958
1999-03-30,368.49324589275744
1999-03-31,368.99214997371325
1999-04-01,372.1259652384213
1999-04-02,374.03055079139324
1999-04-05,375.4199173909593
1999-04-06,377.0257835371617
1999-04-07,377.35692645735116
1999-04-08,378.98841901952255
1999-04-09,384.5309690481901
1999-04-12,382.7930387094544
1999-04-13,388.01435561808
1999-04-14,390.84975272412527
1999-04-15,398.2153890065842
1999-04-16,406.92993228296444
1999-04-19,418.2493555218956
1999-04-20,417.218936089532
1999-04-21,419.5918839037533
1999-04-22,423.4784084863365
1999-04-23,423.0050054528233
1999-04-26,427.3835835479329
1999-04-27,428.95915391090847
1999-04-28,431.1011993282649
1999-04-29,433.47269573279027
1999-04-30,441.62497084170064
1999-05-03,447.9597990780043
1999-05-04,456.7262698193645
1999-05-05,456.9168330637045
1999-05-06,459.6081635089596
1999-05-07,453.76564907810473
1999-05-10,455.8916131346641
1999-05-11,457.1447402242542
1999-05-12,455.3746904288831
1999-05-13,452.5457189935068
1999-05-14,449.4241738595113
1999-05-17,442.954589822799
1999-05-18,447.87435286945765
1999-05-19,446.96395933273874
1999-05-20,443.6365590482023
1999-05-21,446.6586564223521
1999-05-24,447.9266044096226
1999-05-25,444.75451984003973
1999-05-26,449.91833891652703
1999-05-27,450.90345590182096
1999-05-28,449.455399100398
1999-05-31,451.47278549745596
1999-06-01,448.0821460738075
1999-06-02,453.7276335475596
1999-06-03,455.1505744763897
1999-06-04,459.28422598131556
1999-06-07,466.28333303939036
1999-06-08,469.18514890105564
1999-06-09,469.25491280098726
1999-06-10,470.94754308831267
1999-06-11,474.45692161136185
1999-06-14,477.08001508638665
1999-06-15,470.77163474270753
1999-06-16,478.3670118842517
1999-06-17,483.0257239628173
1999-06-18,479.44061720640497
1999-06-21,490.47928190929775
