Date,AC ASIA PACIFIC SMALL CAP
1998-12-31,402.93891385497255
1999-01-01,402.9426205976531
1999-01-04,400.9082351791519
1999-01-05,402.90772679438714
1999-01-06,409.39750370125773
1999-01-07,418.53661930573736
1999-01-08,421.63715385309666
1999-01-11,430.63117426773294
1999-01-12,423.416469163062
1999-01-13,409.8257078391899
1999-01-14,408.40985923683047
1999-01-15,412.49828059073417
1999-01-18,414.5696823100041
1999-01-19,416.6619593680486
1999-01-20,419.9775680629955
1999-01-21,419.04735679060633
1999-01-22,411.83525667974976
1999-01-25,409.8825424676518
1999-01-26,411.47010672806533
1999-01-27,414.7759297087174
1999-01-28,414.3012626192851
1999-01-29,418.5901312548462
1999-02-01,424.18334186332385
1999-02-02,427.2164424065575
1999-02-03,424.69459021288327
1999-02-04,425.92886865134915
1999-02-05,422.1685636166367
1999-02-08,421.4628819849776
1999-02-09,415.1642568758177
1999-02-10,414.3438060836774
1999-02-11,417.65338072062076
1999-02-12,420.2990079784147
1999-02-15,420.96374056164535
1999-02-16,418.57389971759545
1999-02-17,414.37895080883845
1999-02-18,412.48084611580447
1999-02-19,414.46475018713636
1999-02-22,419.4157241204042
1999-02-23,421.19195622375463
1999-02-24,420.3377962577425
1999-02-25,420.31761977476367
1999-02-26,428.3004204444408
1999-03-01,429.39463773411
1999-03-02,426.5314211610696
1999-03-03,425.90821699492284
1999-03-04,424.8294547521512
1999-03-05,434.6802894940349
1999-03-08,436.076682887057
1999-03-09,438.3613273184769
1999-03-10,442.4609153985172
1999-03-11,448.1718302492235
1999-03-12,448.02565026661756
1999-03-15,454.6511917840094
1999-03-16,463.026509481678
1999-03-17,460.2297473662401
1999-03-18,459.11923834016966
1999-03-19,471.8502845618012
1999-03-22,472.336262690876
1999-03-23,473.53301680561475
1999-03-24,469.7130879223676
1999-03-25,476.53720354895177
1999-03-26,479.1575929957477
1999-03-29,481.7409462217133
1999-03-30,479.50102463197885
1999-03-31,486.8718828699039
1999-04-01,489.79176409466436
1999-04-02,493.3913937501312
1999-04-05,498.08878232912167
1999-04-06,501.14999331678484
1999-04-07,502.87954027209634
1999-04-08,508.3631516571876
1999-04-09,516.7346477781928
1999-04-12,512.6458887373584
1999-04-13,518.8382061248792
1999-04-14,523.3661668128724
1999-04-15,529.2244972322719
1999-04-16,537.9270145032167
1999-04-19,543.6214465966713
1999-04-20,537.9463986470251
1999-04-21,533.1936151969675
1999-04-22,538.1075095970705
1999-04-23,541.6322998195253
1999-04-26,548.8535539825046
1999-04-27,546.065704656765
1999-04-28,550.6844321092781
1999-04-29,553.2733644196386
1999-04-30,557.8553655913203
1999-05-03,559.296162621
1999-05-04,560.086903992339
1999-05-05,557.6612223350318
1999-05-06,562.6687304438926
1999-05-07,558.401557100944
1999-05-10,561.9163879700037
1999-05-11,561.4974902542666
1999-05-12,564.293297612636
1999-05-13,560.971635505868
1999-05-14,556.201394705852
1999-05-17,545.1434646873606
1999-05-18,546.3649592994458
1999-05-19,538.6501928212672
1999-05-20,538.3928375420516
