Date,ACWI ex CANADA SMALL CAP
1998-12-31,694.3858362238151
1999-01-01,694.3427085215216
1999-01-04,694.178138046743
1999-01-05,696.2831308784243
1999-01-06,707.1933084748115
1999-01-07,711.7993198240795
1999-01-08,720.5095770521099
1999-01-11,726.9744967377875
1999-01-12,719.0913272747329
1999-01-13,700.4369381727046
1999-01-14,697.9192173052729
1999-01-15,707.7744649574656
1999-01-18,710.3750980817024
1999-01-19,713.9521093995241
1999-01-20,716.4418455855842
1999-01-21,709.2301138959151
1999-01-22,704.1857369842197
1999-01-25,703.7659407182264
1999-01-26,707.6157493391498
1999-01-27,709.2117728809501
1999-01-28,715.2405098084431
1999-01-29,721.9628123940663
1999-02-01,727.510123677052
1999-02-02,723.7723727827502
1999-02-03,725.1597091175266
1999-02-04,724.4683538074172
1999-02-05,719.2361284770624
1999-02-08,718.9266232934873
1999-02-09,707.4056680845991
1999-02-10,700.5383878439615
1999-02-11,710.0804239525406
1999-02-12,706.8700892489624
1999-02-15,708.6329696257234
1999-02-16,708.9391557425029
1999-02-17,699.187603994806
1999-02-18,699.209210695096
1999-02-19,705.6554099060328
1999-02-22,714.9334651230248
1999-02-23,718.3611594487065
1999-02-24,716.9564554704139
1999-02-25,711.0939190963926
1999-02-26,716.1361367275372
1999-03-01,720.6698309643098
1999-03-02,719.477082881649
1999-03-03,717.7925376061633
1999-03-04,721.6384086912694
1999-03-05,729.081317748573
1999-03-08,730.4378734991893
1999-03-09,731.1399427945663
1999-03-10,732.2157172469834
1999-03-11,740.9348567969241
1999-03-12,736.2576231717165
1999-03-15,739.516933882997
1999-03-16,742.5542347718982
1999-03-17,737.6350495457739
1999-03-18,738.8869191537569
1999-03-19,744.153701787907
1999-03-22,742.4201323168742
1999-03-23,734.0291504678331
1999-03-24,730.3301362061421
1999-03-25,742.3049757512596
1999-03-26,749.3557151436718
1999-03-29,756.5904788329574
1999-03-30,753.9370628421397
1999-03-31,755.2270220314497
1999-04-01,755.2750723884957
1999-04-02,757.776194457906
1999-04-05,762.8039168084736
1999-04-06,761.0895310810502
1999-04-07,759.0490118777466
1999-04-08,762.52415751369
1999-04-09,773.0956451773129
1999-04-12,774.0087434630026
1999-04-13,783.9587974342008
1999-04-14,786.0062613554363
1999-04-15,792.5684399265602
1999-04-16,802.0494225500894
1999-04-19,801.8427976874902
1999-04-20,798.651108238912
1999-04-21,808.4458930694849
1999-04-22,814.0118493768024
1999-04-23,815.8940948506513
1999-04-26,823.1198582943626
1999-04-27,821.2566936071643
1999-04-28,823.4031336828928
1999-04-29,825.9895582137214
1999-04-30,829.4151230396037
1999-05-03,833.2191636277284
1999-05-04,831.7014359970568
1999-05-05,828.5815791159604
1999-05-06,826.2135488363763
1999-05-07,826.2009775682772
1999-05-10,831.4302251514812
1999-05-11,839.3811302357246
1999-05-12,844.2964087241268
1999-05-13,847.204698671536
1999-05-14,835.9655898277646
1999-05-17,829.0507415948309
1999-05-18,831.2665419773176
1999-05-19,831.8187030019301
1999-05-20,836.3792985696533
1999-05-21,842.2543235737787
1999-05-24,833.7040183280333
1999-05-25,824.1844952147217
1999-05-26,832.1398704883543
1999-05-27,831.7071988764059
1999-05-28,835.8530973741885
1999-05-31,837.5504928856758
1999-06-01,838.0437618186929
1999-06-02,844.4763176197173
1999-06-03,845.3982682581122
1999-06-04,855.1194360250183
1999-06-07,863.0439369675753
1999-06-08,855.0732972524794
1999-06-09,858.2158910725062
1999-06-10,855.4117996253073
1999-06-11,855.4157419613463
1999-06-14,853.3037657578874
1999-06-15,852.7494086240373
1999-06-16,866.85158352873
1999-06-17,872.9157572719882
1999-06-18,870.2932403271107
1999-06-21,881.6457853020485
1999-06-22,883.3867165150878
1999-06-23,883.4550094885242
1999-06-24,877.1119026834688
1999-06-25,869.3154860617865
1999-06-28,882.1563572226439
1999-06-29,890.8298227348947
1999-06-30,902.1016979326018
1999-07-01,911.7085412370587
1999-07-02,918.9423269918216
1999-07-05,921.9907402584353
1999-07-06,921.1433395388917
1999-07-07,918.8447801452676
1999-07-08,923.2320712443319
1999-07-09,925.7951324528998
1999-07-12,933.5251151069273
1999-07-13,928.7654176938164
1999-07-14,931.6444433909439
1999-07-15,935.1341372891546
1999-07-16,934.9283998046084
1999-07-19,938.0758297477657
1999-07-20,913.2906225951342
1999-07-21,905.9757002998438
1999-07-22,900.8158304180826
1999-07-23,897.7574422601391
1999-07-26,877.3332518352612
1999-07-27,880.7777229085932
1999-07-28,885.4766132412989
1999-07-29,876.8454753699054
1999-07-30,879.9308864270107
1999-08-02,878.3743350293411
1999-08-03,873.1962615898743
1999-08-04,861.7929400113914
1999-08-05,853.1062069851055
1999-08-06,851.6699821278826
1999-08-09,854.6970483865273
1999-08-10,848.9633226766847
1999-08-11,856.9160435952591
1999-08-12,862.4219728786824
1999-08-13,873.2496862772992
1999-08-16,879.6753885241792
1999-08-17,886.9437954791568
1999-08-18,887.5177412760568
1999-08-19,881.4458141814657
1999-08-20,884.5203484421135
1999-08-23,895.7218307885147
1999-08-24,898.8095996213071
1999-08-25,906.3484872152608
1999-08-26,905.4855056280196
1999-08-27,900.9581792343776
1999-08-30,899.5006003867526
1999-08-31,893.9869636545933
1999-09-01,898.0415260309296
