Date,CROATIA IMI
2010-11-30,1000.0
2010-12-01,999.7036537523023
2010-12-02,998.7070001015583
2010-12-03,1006.3661984102608
2010-12-06,1005.9978205348398
2010-12-07,1003.1885565119716
2010-12-08,1011.8347787453524
2010-12-09,1023.5120419571236
2010-12-10,1024.1570469422531
2010-12-13,1025.7340830759786
2010-12-14,1093.1814035212967
2010-12-15,1106.9821884009903
2010-12-16,1090.2645267376581
2010-12-17,1084.5368786925194
2010-12-20,1106.3996538644255
2010-12-21,1096.968672739118
2010-12-22,1097.6917445485617
2010-12-23,1107.505543689909
2010-12-24,1121.4684193243174
2010-12-27,1124.537130099265
2010-12-28,1123.6332034769578
2010-12-29,1128.724409225867
2010-12-30,1126.915256119302
2010-12-31,1131.6576718636438
2011-01-03,1141.554771892477
2011-01-04,1153.7791973138617
2011-01-05,1159.1350505974574
2011-01-06,1158.2170744258738
2011-01-07,1154.413134086168
2011-01-10,1156.993910410271
2011-01-11,1169.3143189994983
2011-01-12,1177.32982803106
2011-01-13,1190.6219897182118
2011-01-14,1183.8291759646056
2011-01-17,1188.4014476633813
2011-01-18,1211.1487663937642
2011-01-19,1216.1975085305623
2011-01-20,1196.854175413959
2011-01-21,1210.2609026993985
2011-01-24,1211.9719629030903
2011-01-25,1215.2324489681816
2011-01-26,1214.259827855857
2011-01-27,1211.6995359772236
2011-01-28,1211.5042166107662
2011-01-31,1207.5713971945356
2011-02-01,1204.730575529541
2011-02-02,1205.399085606171
2011-02-03,1207.2901264729092
2011-02-04,1210.2926525864725
2011-02-07,1218.0701575572723
2011-02-08,1220.1671311046018
2011-02-09,1220.8222353506308
2011-02-10,1223.70245933684
2011-02-11,1228.970884477276
2011-02-14,1200.3691499568752
2011-02-15,1183.6122513822045
2011-02-16,1168.1004711460007
2011-02-17,1170.620077201803
2011-02-18,1164.2490346451586
2011-02-21,1167.9972980869093
2011-02-22,1153.0141888852122
2011-02-23,1153.219467427904
2011-02-24,1155.478014584268
2011-02-25,1150.7483563312496
2011-02-28,1151.2628018999055
2011-03-01,1158.6307491846853
2011-03-02,1155.3702370410804
2011-03-03,1145.110294915126
2011-03-04,1152.1737484856096
2011-03-07,1153.674098838399
2011-03-08,1152.832202319044
2011-03-09,1158.7600204817486
2011-03-10,1165.6356190493336
2011-03-11,1162.9740494248047
2011-03-14,1169.6542783502243
2011-03-15,1159.6824711813215
2011-03-16,1166.168159552259
2011-03-17,1169.5926492036615
2011-03-18,1172.6905098608438
2011-03-21,1180.967695171448
2011-03-22,1198.4257627448644
2011-03-23,1197.2995547390722
2011-03-24,1197.1067321429525
2011-03-25,1207.5593635949137
2011-03-28,1202.074250760806
2011-03-29,1192.794337663695
2011-03-30,1200.167419257964
2011-03-31,1206.245791137493
2011-04-01,1192.3427231320225
2011-04-04,1182.917632007105
2011-04-05,1180.7155048407972
2011-04-06,1182.626964717167
2011-04-07,1177.887424543159
2011-04-08,1179.170361772116
2011-04-11,1158.5401535675574
2011-04-12,1156.9471524302546
2011-04-13,1161.930910404385
2011-04-14,1159.4504411582539
2011-04-15,1157.2823812723339
2011-04-18,1156.474001006525
2011-04-19,1155.4131161422017
2011-04-20,1153.492287988608
2011-04-21,1158.1910684227469
2011-04-22,1173.107138668333
2011-04-25,1172.954158749704
2011-04-26,1178.738665851244
2011-04-27,1180.4574559289258
2011-04-28,1169.899037330412
2011-04-29,1165.2996887900954
2011-05-02,1154.3202728218498
2011-05-03,1157.10063969675
2011-05-04,1164.7005390845811
2011-05-05,1161.2099708976978
2011-05-06,1162.865478540059
2011-05-09,1163.0562566823323
2011-05-10,1167.2174625552702
2011-05-11,1164.0825231013382
2011-05-12,1165.3478009146827
2011-05-13,1171.1118651862228
2011-05-16,1169.8061101268534
2011-05-17,1164.2720967552866
2011-05-18,1164.1195237691536
2011-05-19,1170.966194607423
2011-05-20,1175.4183393350374
2011-05-23,1169.4870134682749
2011-05-24,1162.5250766861282
2011-05-25,1160.426218082715
2011-05-26,1163.0764295331496
2011-05-27,1164.583331397113
2011-05-30,1163.4257844515614
2011-05-31,1162.3457485658648
2011-06-01,1165.6835180344538
2011-06-02,1157.6310126702128
2011-06-03,1157.2406659385017
2011-06-06,1156.7066649899068
2011-06-07,1159.1434220512172
2011-06-08,1166.9572965540915
2011-06-09,1166.8612911877492
2011-06-10,1177.433196653803
2011-06-13,1170.6101309892051
2011-06-14,1169.7472826540227
2011-06-15,1168.6616461915878
2011-06-16,1164.438915134956
2011-06-17,1167.2255003950254
2011-06-20,1169.03838966706
2011-06-21,1166.4532566794528
2011-06-22,1166.3157064043342
2011-06-23,1170.2073583373542
2011-06-24,1169.0505162292995
2011-06-27,1165.865131986122
2011-06-28,1167.6776671810894
2011-06-29,1167.9278053036678
2011-06-30,1163.1263176043897
2011-07-01,1165.3454283988297
2011-07-04,1162.882462311439
2011-07-05,1165.0186065283572
2011-07-06,1161.659961139414
2011-07-07,1163.8961517865998
2011-07-08,1167.4667363485269
2011-07-11,1159.5372410672692
2011-07-12,1149.9657900044238
2011-07-13,1147.4834513269022
2011-07-14,1147.654074938172
2011-07-15,1152.6737178644903
2011-07-18,1146.6716765133885
2011-07-19,1144.3171387427276
2011-07-20,1140.6797894691235
2011-07-21,1147.2199696055113
2011-07-22,1147.0979228353003
2011-07-25,1135.4542830198966
2011-07-26,1133.6956846813582
2011-07-27,1128.1555952627252
2011-07-28,1121.7366645249729
2011-07-29,1127.825938490947
2011-08-01,1131.4419785742227
2011-08-02,1131.5769743157425
2011-08-03,1123.8379566851193
2011-08-04,1121.8114532095597
2011-08-05,1121.6020586981044
2011-08-08,1074.861159187841
2011-08-09,1030.8635325697646
2011-08-10,1068.2328277442864
2011-08-11,1046.0432922871778
2011-08-12,1072.876722981651
2011-08-15,1071.9375246748587
2011-08-16,1076.6130023226835
2011-08-17,1075.5731176173267
2011-08-18,1069.0883157937503
2011-08-19,1049.6179807395904
2011-08-22,1056.57104964331
2011-08-23,1064.7090720248882
2011-08-24,1067.7600106341897
2011-08-25,1072.45131561121
2011-08-26,1070.274519482747
2011-08-29,1071.8459036833128
2011-08-30,1082.8192094226492
2011-08-31,1093.7792779788147
2011-09-01,1093.585690507841
2011-09-02,1089.6668436295922
2011-09-05,1077.7643080157686
2011-09-06,1076.747610076739
2011-09-07,1080.60803447437
2011-09-08,1081.365617558775
2011-09-09,1077.786198316201
2011-09-12,1067.8341293734175
2011-09-13,1056.87912267657
2011-09-14,1053.4612346083807
2011-09-15,1052.6993973016076
2011-09-16,1056.7878185388222
2011-09-19,1053.9065796543312
2011-09-20,1051.8736384652686
2011-09-21,1049.4970045343462
2011-09-22,1046.7565382537289
2011-09-23,1039.1831005645447
2011-09-26,1034.7838431750822
2011-09-27,1038.1312989930973
2011-09-28,1040.2042866887875
2011-09-29,1037.8349761838458
2011-09-30,1043.4905078601714
2011-10-03,1029.8468333374637
2011-10-04,1024.3032507973
2011-10-05,1025.2475714923612
2011-10-06,1031.0495844024438
2011-10-07,1027.6964905670577
2011-10-10,1021.4925080817255
2011-10-11,1019.9969603889443
2011-10-12,1024.4798200214088
2011-10-13,1027.2259857490901
2011-10-14,1036.1119190490815
2011-10-17,1045.2141207407335
2011-10-18,1042.080054389564
2011-10-19,1039.378588167767
2011-10-20,1036.7755555097153
2011-10-21,1033.8032076991617
2011-10-24,1030.709672290633
2011-10-25,1034.669485097136
2011-10-26,1037.0324237034135
2011-10-27,1044.1042081108226
2011-10-28,1040.5455755743683
