Date,PAKISTAN IMI
2010-11-30,1000.0
2010-12-01,995.9808370691632
2010-12-02,998.0580577194198
2010-12-03,992.7409624832922
2010-12-06,1008.3683796832942
2010-12-07,1003.9305506835739
2010-12-08,1032.239830628968
2010-12-09,1026.565856821822
2010-12-10,1026.0090540185925
2010-12-13,1009.2809902917224
2010-12-14,1018.0690468195833
2010-12-15,1031.6028794197214
2010-12-16,1042.1186691261862
2010-12-17,1045.6452304019367
2010-12-20,1057.837663908901
2010-12-21,1052.4592512030954
2010-12-22,1056.5044712075298
2010-12-23,1050.4475519586078
2010-12-24,1053.2846086924235
2010-12-27,1057.9335226804278
2010-12-28,1054.925749369933
2010-12-29,1058.3931667244515
2010-12-30,1065.6981394055936
2010-12-31,1054.9689965438406
2011-01-03,1039.8325531639068
2011-01-04,1069.5143331017641
2011-01-05,1085.1582875728573
2011-01-06,1108.7702878571629
2011-01-07,1118.327968226562
2011-01-10,1118.0981367326374
2011-01-11,1120.1464114608893
2011-01-12,1122.2404543687462
2011-01-13,1119.4165172209864
2011-01-14,1121.4505859223393
2011-01-17,1138.119310070872
2011-01-18,1120.3047762931183
2011-01-19,1106.762365760825
2011-01-20,1093.8851660078426
2011-01-21,1080.8077148473062
2011-01-24,1068.6070900754032
2011-01-25,1078.025343953497
2011-01-26,1078.789189850636
2011-01-27,1074.3023980028174
2011-01-28,1086.1280850020912
2011-01-31,1062.6360598381455
2011-02-01,1048.344119932156
2011-02-02,1048.038858090152
2011-02-03,1075.9545541956102
2011-02-04,1086.1860550920833
2011-02-07,1087.7154165775014
2011-02-08,1072.724428997736
2011-02-09,1064.056850275619
2011-02-10,1060.202678791806
2011-02-11,1044.9822059218222
2011-02-14,1050.391020901104
2011-02-15,1057.87767120773
2011-02-16,1057.5646317636886
2011-02-17,1049.318255083445
2011-02-18,1043.149509726175
2011-02-21,1031.0633801602962
2011-02-22,1001.444156800801
2011-02-23,983.4101350189545
2011-02-24,984.116226422155
2011-02-25,958.6159406050385
2011-02-28,964.6648354850666
2011-03-01,998.4055666163921
2011-03-02,1002.4919672607576
2011-03-03,1005.2952360457654
2011-03-04,1027.5424086668843
2011-03-07,1026.757581201463
2011-03-08,1035.506902893488
2011-03-09,1050.0795545401443
2011-03-10,1055.8597768799398
2011-03-11,1048.4719469028391
2011-03-14,1036.0022921180623
2011-03-15,1012.6316654742169
2011-03-16,1011.2581867480528
2011-03-17,1016.7473803256537
2011-03-18,989.7260187870859
2011-03-21,968.8021352965309
2011-03-22,981.369728893848
2011-03-23,987.48439849718
2011-03-24,987.9459665264775
2011-03-25,994.5218625465965
2011-03-28,994.0046086846654
2011-03-29,1008.836510445381
2011-03-30,1018.5044917200023
2011-03-31,1014.7710786834068
2011-04-01,1030.898727137293
2011-04-04,1020.1208835066894
2011-04-05,1026.6461414970172
2011-04-06,1018.6411504059724
2011-04-07,1020.5103515255414
2011-04-08,1019.4813803126522
2011-04-11,1015.7914381612637
2011-04-12,1009.8331262768411
2011-04-13,1009.1650776129552
2011-04-14,1002.4962576101154
2011-04-15,1012.606674167555
2011-04-18,1026.3480060340544
2011-04-19,1002.6335111643018
2011-04-20,1005.3868306082929
2011-04-21,1013.1875604179475
2011-04-22,1016.4724363707626
2011-04-25,1010.5269629464887
2011-04-26,1008.3993536475491
2011-04-27,1008.6154570512152
2011-04-28,992.7841070824494
2011-04-29,1000.3565430994122
2011-05-02,996.6727614970018
2011-05-03,994.30947391275
2011-05-04,966.9627334517676
2011-05-05,1004.6399883774824
2011-05-06,1009.9577487800265
