Date,TUNISIA IMI
2010-11-30,1000.0
2010-12-01,994.6169399163477
2010-12-02,995.4412892066605
2010-12-03,985.7809869419007
2010-12-06,987.6694828202455
2010-12-07,988.2091179832263
2010-12-08,986.7017571406374
2010-12-09,988.2982186627049
2010-12-10,982.3843855401145
2010-12-13,972.153161451958
2010-12-14,961.9516913874589
2010-12-15,968.6379447815933
2010-12-16,973.5113549970739
2010-12-17,972.5539567814299
2010-12-20,969.140073498181
2010-12-21,972.1367313063427
2010-12-22,972.5029503661298
2010-12-23,973.5542923709208
2010-12-24,978.8626181612086
2010-12-27,967.3548050581221
2010-12-28,954.6641281593064
2010-12-29,945.250772688163
2010-12-30,948.597641737524
2010-12-31,950.5999007760652
2011-01-03,957.1574804823471
2011-01-04,971.528690862765
2011-01-05,982.3432354786986
2011-01-06,982.85571265816
2011-01-07,986.3501215404243
2011-01-10,959.6921446220783
2011-01-11,929.1303052107723
2011-01-12,891.0817000514612
2011-01-13,844.5335084395176
2011-01-14,852.2319047245126
2011-01-17,860.0255452022473
2011-01-18,856.2165509905416
2011-01-19,853.7457496890629
2011-01-20,850.4138350228668
2011-01-21,850.2063668233644
2011-01-24,850.8154886407586
2011-01-25,848.6805680327251
2011-01-26,845.0497298601598
2011-01-27,844.0489988627376
2011-01-28,848.6959083238858
2011-01-31,827.5542174921072
2011-02-01,805.3159885082782
2011-02-02,785.1834243261632
2011-02-03,798.7298930688871
2011-02-04,826.3634856140923
2011-02-07,842.6841446142216
2011-02-08,846.5240127105794
2011-02-09,851.3263111879832
2011-02-10,839.439377325787
2011-02-11,829.2033722982408
2011-02-14,816.9585212522557
2011-02-15,816.3492611957842
2011-02-16,803.3697466964492
2011-02-17,803.6731176839236
2011-02-18,806.6448959212206
2011-02-21,790.0917154783297
2011-02-22,773.9059588779791
2011-02-23,751.5255513657429
2011-02-24,733.3389476396875
2011-02-25,710.3197109742721
2011-02-28,708.382507302724
2011-03-01,708.9708941411488
2011-03-02,709.5196428481634
2011-03-03,707.3248188699044
2011-03-04,708.03780420689
2011-03-07,728.2673699514874
2011-03-08,757.1981865180165
2011-03-09,756.4891816823916
2011-03-10,762.8383102641975
2011-03-11,767.222994882422
2011-03-14,762.7997012366363
2011-03-15,755.8191556296903
2011-03-16,754.4182834930705
2011-03-17,754.5419893805599
2011-03-18,769.3338345860301
2011-03-21,766.201883314684
2011-03-22,770.8801735534419
2011-03-23,778.3266009098219
2011-03-24,775.1144862522191
2011-03-25,773.7481561249281
2011-03-28,777.1084566267018
2011-03-29,766.9064538512249
2011-03-30,761.2279960717997
2011-03-31,758.4118312884513
2011-04-01,761.4981053123738
2011-04-04,754.3446150642127
2011-04-05,753.8943530106897
2011-04-06,752.1139375406656
2011-04-07,750.5923676798657
2011-04-08,745.8014207125201
2011-04-11,739.299468418336
2011-04-12,734.9409653128359
2011-04-13,726.8405979337912
2011-04-14,713.3715298749706
2011-04-15,705.9000680025067
2011-04-18,708.2803697844676
2011-04-19,716.4658792823406
2011-04-20,720.1804707271485
2011-04-21,722.52844475737
2011-04-22,731.0867679959766
2011-04-25,739.5357862793467
2011-04-26,740.8217619735393
2011-04-27,730.6654431979204
2011-04-28,724.9366169520068
2011-04-29,717.4741554645489
2011-05-02,718.6605744633891
2011-05-03,718.5828821714678
2011-05-04,716.9938094618722
2011-05-05,711.3965386321261
2011-05-06,717.2917403396598
2011-05-09,714.7003573893027
2011-05-10,714.3894167746627
2011-05-11,715.6144024211831
2011-05-12,717.4755817815737
2011-05-13,711.6462978372103
2011-05-16,720.4492387577843
2011-05-17,720.4863686639783
2011-05-18,715.4267748463476
2011-05-19,728.5969993673821
2011-05-20,733.2661414449251
2011-05-23,733.0396588386411
2011-05-24,740.9007917818208
2011-05-25,732.2980838312197
2011-05-26,727.0903129094237
2011-05-27,725.9030240195923
2011-05-30,726.581228308425
2011-05-31,727.5846647310826
2011-06-01,727.9259798028556
2011-06-02,729.1653917411518
2011-06-03,730.0755742196767
2011-06-06,727.5700060200744
2011-06-07,726.5647391957424
2011-06-08,733.7329582717534
2011-06-09,733.1928092650907
2011-06-10,733.3731006553087
2011-06-13,739.145771485646
2011-06-14,744.8309371395512
2011-06-15,752.982936759288
2011-06-16,756.4355170657142
2011-06-17,748.8401773743122
2011-06-20,746.876174469892
2011-06-21,746.5036980550673
2011-06-22,746.8411449785482
2011-06-23,765.7990877476894
2011-06-24,772.4805396233877
2011-06-27,769.034113180601
2011-06-28,767.9862419260243
2011-06-29,768.3358883926691
2011-06-30,763.4557365084631
2011-07-01,761.3958263224854
2011-07-04,760.1728934268981
2011-07-05,761.5440190700174
2011-07-06,773.275484431137
2011-07-07,779.5118320317853
2011-07-08,790.0152851687232
2011-07-11,790.0715217341871
2011-07-12,794.5448657807943
2011-07-13,791.9083796281672
2011-07-14,787.0680874154303
2011-07-15,790.560397720731
2011-07-18,794.4740659518296
2011-07-19,788.9074737908816
2011-07-20,792.4792847423463
2011-07-21,797.5399673011873
2011-07-22,797.0500541374506
2011-07-25,795.4474104625832
2011-07-26,797.9838192177468
2011-07-27,799.4578076490346
2011-07-28,799.6941501158145
2011-07-29,800.3441574585358
2011-08-01,798.7006307090933
2011-08-02,801.8560082141568
2011-08-03,800.4378489036256
2011-08-04,808.4918082808148
2011-08-05,810.2401038327262
2011-08-08,803.2985179254216
2011-08-09,783.9514888766506
2011-08-10,797.885403746024
2011-08-11,792.9916894455979
2011-08-12,791.6507093305426
2011-08-15,793.4300155632463
2011-08-16,797.3542819442877
2011-08-17,802.6039225455038
2011-08-18,812.5717466411865
2011-08-19,806.4956437058257
2011-08-22,803.0017856562794
