Date,GHANA IMI
2010-11-30,1000.0
2010-12-01,999.0519258504888
2010-12-02,997.1886877463916
2010-12-03,981.3171248478313
2010-12-06,983.7221576411226
2010-12-07,1029.4187769103748
2010-12-08,1057.6948461819366
2010-12-09,1066.7199734646233
2010-12-10,1051.9622708272254
2010-12-13,1027.4160006013637
2010-12-14,1045.1437987313222
2010-12-15,1022.0641284343594
2010-12-16,1078.8764043926346
2010-12-17,1077.8350406944792
2010-12-20,1100.8197783938647
2010-12-21,1080.0358951966289
2010-12-22,1073.1346849912516
2010-12-23,1061.0459589099846
2010-12-24,1057.898991985776
2010-12-27,1058.095253115982
2010-12-28,1059.5858685730823
2010-12-29,1063.0422638006878
2010-12-30,1066.362786625255
2010-12-31,1072.9312571832256
2011-01-03,1076.8648209166622
2011-01-04,1079.736768480569
2011-01-05,1075.5151511019064
2011-01-06,1086.702254297754
2011-01-07,1090.7442463488587
2011-01-10,1097.7020650054044
2011-01-11,1097.2038952317716
2011-01-12,1097.0028155680798
2011-01-13,1072.9155516599676
2011-01-14,1072.9977089986082
2011-01-17,1077.1464224248164
2011-01-18,1067.517852613062
2011-01-19,1057.0517516247342
2011-01-20,1055.7237062712843
2011-01-21,1041.290598470409
2011-01-24,1028.5357203046299
2011-01-25,1030.5956843281333
2011-01-26,1025.615210641362
2011-01-27,1025.7385077622519
2011-01-28,1040.6873687141779
2011-01-31,1027.1012439567407
2011-02-01,1018.1065789789802
2011-02-02,1018.0359494305594
2011-02-03,1032.0005647853015
2011-02-04,1046.245421529922
2011-02-07,1062.6442448212438
2011-02-08,1070.738202444096
2011-02-09,1061.075648604154
2011-02-10,1072.2891119607846
2011-02-11,1069.3167187970084
2011-02-14,1074.5722926725564
2011-02-15,1065.1725204720083
2011-02-16,1053.869252215715
2011-02-17,1056.942008038931
2011-02-18,1052.9076125704441
2011-02-21,1044.7685590671279
2011-02-22,1037.1995791437907
2011-02-23,1026.777747081986
2011-02-24,1024.8254963355184
2011-02-25,1026.662917157389
2011-02-28,1017.7600270804359
2011-03-01,1008.2167765778003
2011-03-02,1004.3561354810236
2011-03-03,981.4421083252282
2011-03-04,979.9028452571588
2011-03-07,977.4208898895179
2011-03-08,999.3349176446212
2011-03-09,1003.7508955792681
2011-03-10,1021.0902244135552
2011-03-11,1014.3898116160036
2011-03-14,1008.9351721222488
2011-03-15,1005.8127803844794
2011-03-16,1018.3839315210944
2011-03-17,1018.5275309492216
2011-03-18,1009.9338830212091
2011-03-21,1003.8258811792944
2011-03-22,1001.0807602658142
2011-03-23,1005.1686441583926
2011-03-24,997.3587785546299
2011-03-25,999.8113018563997
2011-03-28,1001.823147350697
2011-03-29,1004.5358431121589
2011-03-30,1008.1773870703526
2011-03-31,1017.3718863543054
2011-04-01,1024.6771296635845
2011-04-04,1012.9235371378329
2011-04-05,1011.2931421461346
2011-04-06,999.505892809709
2011-04-07,1011.2524816555448
2011-04-08,1013.5816804730681
2011-04-11,1002.2604949815027
2011-04-12,997.6522693028132
2011-04-13,994.5188304337944
2011-04-14,1011.1795890481584
2011-04-15,1014.5206937124515
2011-04-18,1059.0021182568823
2011-04-19,1074.1255305599193
2011-04-20,1061.392118414993
2011-04-21,1060.1510117151022
2011-04-22,1060.1510117151022
2011-04-25,1058.7951262189656
2011-04-26,1076.0522516159515
2011-04-27,1071.543805652257
2011-04-28,1097.2294370702277
2011-04-29,1073.2207368871577
2011-05-02,1069.2208879198115
2011-05-03,1087.2973106645934
2011-05-04,1114.0024745552712
2011-05-05,1139.2466353809702
2011-05-06,1168.4053977150968
2011-05-09,1199.091499295556
2011-05-10,1191.7336562772846
2011-05-11,1199.8920937765763
2011-05-12,1206.4128459752233
2011-05-13,1215.0974309101045
2011-05-16,1239.6849027242004
2011-05-17,1246.8294334453003
2011-05-18,1274.3353362783184
2011-05-19,1271.1541346352897
2011-05-20,1280.608546296247
2011-05-23,1295.1067849597355
2011-05-24,1291.468943133607
2011-05-25,1292.827536581211
2011-05-26,1278.3358584543207
2011-05-27,1251.9406834770787
2011-05-30,1254.3133762236591
2011-05-31,1243.6529607961934
2011-06-01,1236.6440601942313
2011-06-02,1238.7460363771677
2011-06-03,1223.980252249092
2011-06-06,1217.7144774168676
2011-06-07,1203.9333674741886
2011-06-08,1209.760154580934
2011-06-09,1216.3832366223564
2011-06-10,1238.1128698313457
2011-06-13,1238.5645331207043
2011-06-14,1229.8327250825193
2011-06-15,1246.7474028057131
2011-06-16,1260.5869760461462
2011-06-17,1245.5943613444792
2011-06-20,1236.9878467572955
2011-06-21,1238.9757730120584
2011-06-22,1234.9600131495454
2011-06-23,1262.478199060807
2011-06-24,1261.9396870278088
2011-06-27,1250.0305830425905
2011-06-28,1243.496593072661
2011-06-29,1241.055305659606
2011-06-30,1231.4472121409733
2011-07-01,1231.3860031366003
2011-07-04,1233.319970129493
2011-07-05,1233.3673734899737
2011-07-06,1249.4599900888304
2011-07-07,1244.1982819901025
2011-07-08,1252.794900382907
2011-07-11,1275.2853840276905
2011-07-12,1272.3386281741919
2011-07-13,1255.7881858795633
2011-07-14,1252.2270786438366
2011-07-15,1255.4871749207093
2011-07-18,1262.8926957647886
2011-07-19,1243.9731412040874
2011-07-20,1245.503353761771
2011-07-21,1230.6664786546546
2011-07-22,1232.0696497266686
2011-07-25,1233.6230250112098
2011-07-26,1213.5710932486568
2011-07-27,1222.5826501636586
2011-07-28,1219.9924268952611
2011-07-29,1210.4945439044982
2011-08-01,1227.9164970752329
2011-08-02,1222.0501430272393
2011-08-03,1217.394826549804
2011-08-04,1226.8378965972468
2011-08-05,1222.6350723353323
2011-08-08,1228.6877939294213
2011-08-09,1212.362320130543
2011-08-10,1210.2537722540292
2011-08-11,1202.995495782583
2011-08-12,1207.8644451602045
2011-08-15,1187.2370366232797
2011-08-16,1199.4712872632572
2011-08-17,1197.8505350401244
2011-08-18,1203.184080940605
2011-08-19,1191.486275355429
2011-08-22,1194.2473470578432
2011-08-23,1193.4589828165083
2011-08-24,1169.6204952393518
2011-08-25,1174.743332553363
2011-08-26,1173.521836599181
2011-08-29,1128.2228371792016
2011-08-30,1130.3735439165052
2011-08-31,1133.2718553774728
2011-09-01,1144.8894106255134
2011-09-02,1118.4307063527867
2011-09-05,1122.1409320814905
2011-09-06,1127.2736258796576
2011-09-07,1127.458272594158
2011-09-08,1122.8454211475425
2011-09-09,1129.2110446235367
2011-09-12,1138.1878854510678
2011-09-13,1131.5700255695422
2011-09-14,1116.8053708339528
2011-09-15,1091.6240527125585
2011-09-16,1096.2417938809754
2011-09-19,1101.846996665257
2011-09-20,1090.554235853061
2011-09-21,1082.3006707287063
2011-09-22,1099.2035999868142
2011-09-23,1083.561251633361
2011-09-26,1073.211854791427
2011-09-27,1052.4119407278897
2011-09-28,1044.9006230164316
2011-09-29,1033.16396764573
2011-09-30,1057.6199134163446
2011-10-03,1063.5094330867298
2011-10-04,1011.7179991186111
2011-10-05,970.6059729978742
2011-10-06,922.4720913715643
2011-10-07,891.0548588999785
2011-10-10,871.0640764183787
2011-10-11,838.347067725142
2011-10-12,833.0446009436431
2011-10-13,825.3262599474907
2011-10-14,812.9705868239528
2011-10-17,826.7724598373367
2011-10-18,847.5148746738957
2011-10-19,845.6060648056168
2011-10-20,854.965640397189
2011-10-21,866.8591899913085
2011-10-24,867.4149736308797
2011-10-25,867.6261097605221
2011-10-26,882.2015063933359
2011-10-27,861.5702573402052
2011-10-28,858.3265752456786
2011-10-31,885.3746827400422
2011-11-01,899.2427489513907
2011-11-02,894.4710468894156
2011-11-03,905.1006760122362
2011-11-04,902.6954241979773
2011-11-07,902.180013897201
2011-11-08,895.298010684335
2011-11-09,908.0954152321182
2011-11-10,906.0021682067727
2011-11-11,898.0155083812742
2011-11-14,898.6636098131577
2011-11-15,911.4466676259917
2011-11-16,909.6492329496925
2011-11-17,907.2112042851865
2011-11-18,903.6934543840711
2011-11-21,893.9927247615094
2011-11-22,894.3657162341469
2011-11-23,894.0542529579094
2011-11-24,893.0169741459197
2011-11-25,891.1042769926185
2011-11-28,882.5838839628532
2011-11-29,877.2782911110894
2011-11-30,864.8600712100863
2011-12-01,873.6080240093369
2011-12-02,876.1773637173424
2011-12-05,884.8981334085482
2011-12-06,888.9126429802806
2011-12-07,875.2737451103328
2011-12-08,878.7691090563587
2011-12-09,863.9796373217399
2011-12-12,873.643826600254
2011-12-13,882.2554299953357
2011-12-14,891.5024503909598
2011-12-15,886.1291402355276
2011-12-16,846.1924772091203
2011-12-19,848.5954372215806
2011-12-20,843.717920310979
2011-12-21,847.7594891953964
2011-12-22,878.7131466612643
2011-12-23,878.9616617357369
2011-12-26,878.9616617357369
2011-12-27,877.1453472655958
2011-12-28,886.0523174731838
2011-12-29,894.240080565282
2011-12-30,890.141950350228
2012-01-02,890.141950350228
2012-01-03,876.682865310842
2012-01-04,887.3367927620068
2012-01-05,906.200101852829
2012-01-06,914.4169074505265
2012-01-09,913.82886160092
2012-01-10,903.3141596090642
2012-01-11,906.2106070224715
2012-01-12,888.8872765476372
2012-01-13,892.8795561226624
2012-01-16,880.1245087367129
2012-01-17,868.6892640257225
2012-01-18,855.4876372462772
2012-01-19,848.2119383965311
2012-01-20,849.5913132336055
2012-01-23,865.3327048292155
2012-01-24,865.6848513212767
2012-01-25,864.2298640031258
2012-01-26,854.5686755397779
2012-01-27,860.8915808346252
2012-01-30,861.1059499615974
2012-01-31,854.6024324837097
2012-02-01,845.9484177931424
2012-02-02,844.025705558721
2012-02-03,848.0351804194022
2012-02-06,851.039823390559
2012-02-07,855.9151823047523
2012-02-08,855.3803809703612
2012-02-09,846.8089729892869
2012-02-10,849.3002349034175
2012-02-13,843.2566390321844
2012-02-14,855.1070180271762
2012-02-15,859.411343826126
2012-02-16,862.510007934877
2012-02-17,854.4559714113493
2012-02-20,849.0044113592184
2012-02-21,849.1644257606957
2012-02-22,845.0798964572014
2012-02-23,845.2654254780318
2012-02-24,836.1557673809972
2012-02-27,842.8234308017032
2012-02-28,843.565630578414
2012-02-29,845.8799821218738
2012-03-01,853.6382733685888
2012-03-02,857.2617548221605
2012-03-05,862.0845775434007
2012-03-06,868.9098176169948
2012-03-07,867.4643137530967
2012-03-08,858.2631352720639
2012-03-09,867.9371753546219
2012-03-12,866.3308807240008
2012-03-13,862.4678168756593
2012-03-14,862.6820913151613
2012-03-15,858.2571151566561
2012-03-16,849.1486666566277
2012-03-19,837.6136494092314
2012-03-20,839.0711751510022
2012-03-21,840.7247728197926
2012-03-22,838.7704595649093
2012-03-23,834.53304578691
2012-03-26,822.6121300087294
2012-03-27,822.761324632313
2012-03-28,826.553458798124
2012-03-29,829.5107389542504
2012-03-30,823.97836232484
2012-04-02,825.4053879527149
2012-04-03,819.0629864418413
2012-04-04,831.9605998604566
2012-04-05,834.4456571824556
2012-04-06,834.4456571824556
2012-04-09,838.4501569825048
2012-04-10,827.5500544016969
2012-04-11,825.7644415928338
2012-04-12,819.6663190013178
2012-04-13,824.8582717407967
2012-04-16,824.5815027714197
2012-04-17,821.0985705074138
2012-04-18,832.7088762690107
2012-04-19,833.506067569485
2012-04-20,826.2403055715482
2012-04-23,834.5010388831911
2012-04-24,835.6111042925195
2012-04-25,821.4996251323088
2012-04-26,820.8767970781405
2012-04-27,815.2666199983115
2012-04-30,814.785215570888
2012-05-01,815.432114985897
2012-05-02,821.9899935094927
2012-05-03,814.2563204252115
2012-05-04,821.1752014274025
2012-05-07,826.3748875909438
2012-05-08,822.911658209233
2012-05-09,827.6998992700588
2012-05-10,826.0283307662523
2012-05-11,820.2738691394167
2012-05-14,828.2166119565164
2012-05-15,827.7098671616103
2012-05-16,823.9054644969156
2012-05-17,828.2216400903052
2012-05-18,829.5935857761799
2012-05-21,824.9855485980903
2012-05-22,825.2996994438878
2012-05-23,833.2389269877499
2012-05-24,831.6176844486894
2012-05-25,835.8624214475972
2012-05-28,822.5506122132233
2012-05-29,825.8056777757773
2012-05-30,830.6761391966157
2012-05-31,832.6012327427703
2012-06-01,828.208209012557
2012-06-04,810.5632828785778
2012-06-05,782.1684044114384
2012-06-06,779.6768996530209
2012-06-07,776.8805875114509
2012-06-08,782.8628235266191
2012-06-11,782.8568670775779
2012-06-12,778.8813035623871
2012-06-13,773.8261682925449
2012-06-14,773.6697972047397
2012-06-15,769.9209000296829
2012-06-18,772.7057007730629
2012-06-19,766.7929919831771
2012-06-20,766.215066698886
2012-06-21,775.6255376686096
2012-06-22,777.9695978528588
2012-06-25,781.4293184202335
2012-06-26,779.9542844119208
2012-06-27,783.2946159917242
2012-06-28,784.81146725845
2012-06-29,758.4903229292966
2012-07-02,764.9095234531339
2012-07-03,761.6142058924712
2012-07-04,774.432494116221
2012-07-05,779.6888684960633
2012-07-06,783.4893723921172
2012-07-09,784.9709283764637
2012-07-10,791.8446930706226
2012-07-11,792.2325512002134
2012-07-12,791.3988596544474
2012-07-13,787.5207208452946
2012-07-16,789.9111730697873
2012-07-17,795.9330928570394
2012-07-18,794.719712618324
2012-07-19,797.7697235486893
2012-07-20,800.99192798711
2012-07-23,807.085246192395
2012-07-24,818.7954348493455
2012-07-25,818.3888269118249
2012-07-26,839.5301059229668
2012-07-27,834.6728115378332
2012-07-30,842.5098357285448
2012-07-31,883.7942102865419
2012-08-01,895.119107305954
2012-08-02,937.7289544131726
2012-08-03,928.2494528767621
2012-08-06,924.0667081827288
2012-08-07,925.8828423213237
2012-08-08,929.9852686357059
2012-08-09,933.1425004475476
2012-08-10,932.6682357643709
2012-08-13,935.688255676834
2012-08-14,938.7034907579296
2012-08-15,947.0475596878326
2012-08-16,940.7459662008954
2012-08-17,945.940968875798
2012-08-20,942.5199034183584
2012-08-21,933.9908060837014
2012-08-22,934.7827669195894
2012-08-23,927.97082201576
2012-08-24,936.876690947396
2012-08-27,935.4596574411811
2012-08-28,933.684756325528
2012-08-29,936.8340354517375
2012-08-30,936.7474125943708
2012-08-31,928.7956495521181
2012-09-03,951.4542420431553
2012-09-04,951.4198681859001
2012-09-05,950.2886285462276
2012-09-06,949.8489525687985
2012-09-07,946.8651214730347
2012-09-10,953.220278779164
2012-09-11,946.8829332979359
2012-09-12,942.8915497742776
2012-09-13,941.5400743213588
2012-09-14,927.7340669998432
2012-09-17,927.4959133357903
2012-09-18,929.8519771765698
2012-09-19,922.6316355196601
2012-09-20,928.7297399548323
2012-09-21,926.084193694279
2012-09-24,939.9438409737338
2012-09-25,949.0473955246329
2012-09-26,965.9811564307254
2012-09-27,965.8429590409415
2012-09-28,965.8500977280609
2012-10-01,966.2678478747489
2012-10-02,964.0267937242857
2012-10-03,970.3654195298993
2012-10-04,971.7589927411232
2012-10-05,967.666592695123
2012-10-08,974.9716265953009
2012-10-09,983.6107166444542
2012-10-10,990.3740132727352
2012-10-11,983.6079656398792
2012-10-12,983.0044151683103
2012-10-15,988.4923703527315
2012-10-16,987.0892491733686
2012-10-17,1007.7794504537421
2012-10-18,1010.0117758481173
2012-10-19,1018.692480964814
2012-10-22,1049.8527265304263
2012-10-23,1049.5713653837265
2012-10-24,1056.3457928959776
2012-10-25,1057.226616041302
2012-10-26,1059.5157816639412
2012-10-29,1061.6914630443434
2012-10-30,1062.1439517939075
2012-10-31,1067.3595114207956
2012-11-01,1072.3087585856747
2012-11-02,1078.5176259120558
2012-11-05,1087.6669176570085
2012-11-06,1086.0373398924617
2012-11-07,1090.1705094317615
2012-11-08,1101.5128010209096
2012-11-09,1100.7599389125514
2012-11-12,1103.3693766833876
2012-11-13,1103.545746468663
2012-11-14,1097.912418557379
2012-11-15,1092.694677294829
2012-11-16,1096.2083107940502
2012-11-19,1081.83414237548
2012-11-20,1082.6037537743011
2012-11-21,1079.5527692962746
2012-11-22,1068.4933040541753
2012-11-23,1058.8542816496295
2012-11-26,1056.8205202949725
2012-11-27,1064.9107560977266
2012-11-28,1063.1053866961938
