Date,UKRAINE IMI
2010-11-30,1000.0
2010-12-01,1017.565692926597
2010-12-02,1018.7644615353917
2010-12-03,1023.9239925213458
2010-12-06,1027.1348718598163
2010-12-07,1032.6302956579573
2010-12-08,1045.0324843456358
2010-12-09,1055.9030016650506
2010-12-10,1058.9011720386352
2010-12-13,1059.906445408297
2010-12-14,1091.1450027119072
2010-12-15,1097.525853840136
2010-12-16,1103.9406654824616
2010-12-17,1123.9330027001029
2010-12-20,1113.957708488045
2010-12-21,1112.2281576753662
2010-12-22,1116.7603297142625
2010-12-23,1144.724487450565
2010-12-24,1179.9386358626473
2010-12-27,1171.078106347427
2010-12-28,1184.8783471845775
2010-12-29,1190.763375813905
2010-12-30,1173.8299383020035
2010-12-31,1168.4356289131306
2011-01-03,1173.113918551422
2011-01-04,1177.0338411626883
2011-01-05,1210.9059545732935
2011-01-06,1240.5456198958543
2011-01-07,1245.6100464588797
2011-01-10,1255.3909666763184
2011-01-11,1280.648427569293
2011-01-12,1278.9130918142564
2011-01-13,1259.0951938090807
2011-01-14,1240.7678809100134
2011-01-17,1256.4850727806895
2011-01-18,1260.8101597117497
2011-01-19,1258.6664357017128
2011-01-20,1257.1005159609142
2011-01-21,1245.9374451303277
2011-01-24,1255.0952384294592
2011-01-25,1276.6526007012037
2011-01-26,1276.2608670439797
2011-01-27,1264.368181067725
2011-01-28,1279.6758265624221
2011-01-31,1270.0181532917854
2011-02-01,1290.3730915008364
2011-02-02,1314.742343108131
2011-02-03,1344.067932755441
2011-02-04,1350.5007456486962
2011-02-07,1356.783941291896
2011-02-08,1353.9062971243957
2011-02-09,1357.3033876158115
2011-02-10,1350.1170960796205
2011-02-11,1350.5301391557034
2011-02-14,1401.6093464623793
2011-02-15,1388.7613591659533
2011-02-16,1395.8435812018558
2011-02-17,1410.282637886892
2011-02-18,1414.7917230454689
2011-02-21,1422.2511259802845
2011-02-22,1395.0617933658823
2011-02-23,1383.8488556578939
2011-02-24,1341.7938206720646
2011-02-25,1364.0229150881596
2011-02-28,1395.0196335328783
2011-03-01,1399.716162244031
2011-03-02,1362.5565501029605
2011-03-03,1362.4485166163922
2011-03-04,1359.9496747429403
2011-03-07,1357.6206614566672
2011-03-08,1368.8535829666694
2011-03-09,1348.5455538776546
2011-03-10,1337.428004994692
2011-03-11,1313.2288309126827
2011-03-14,1259.3222812514725
2011-03-15,1240.4277952206917
2011-03-16,1258.9472114543516
2011-03-17,1264.148868113969
2011-03-18,1268.5432509985833
2011-03-21,1288.6762638566556
2011-03-22,1306.8857910776885
2011-03-23,1344.1898600850775
2011-03-24,1341.5546692209582
2011-03-25,1359.556904494953
2011-03-28,1345.6664934003368
2011-03-29,1314.1712566472847
2011-03-30,1321.4391482441056
2011-03-31,1302.3989614709906
2011-04-01,1308.7890184760427
2011-04-04,1306.2422665166755
2011-04-05,1286.7209259384692
2011-04-06,1272.040955941975
2011-04-07,1273.8375325348973
2011-04-08,1262.1831936370154
2011-04-11,1245.3672329314309
2011-04-12,1228.3978665268132
2011-04-13,1238.7457489258106
2011-04-14,1238.8191858042735
2011-04-15,1251.798330974063
2011-04-18,1238.5289421773268
2011-04-19,1220.8488351188937
2011-04-20,1223.6070949704244
2011-04-21,1205.8877737919138
2011-04-22,1201.9904350407558
2011-04-25,1206.7918702301088
2011-04-26,1189.632945797953
2011-04-27,1207.2739959998528
