Date,ARGENTINA IMI
2010-11-30,1000.0
2010-12-01,1025.1401058222457
2010-12-02,1028.5754012181762
2010-12-03,1006.0936094245475
2010-12-06,1028.435708720022
2010-12-07,1015.1756175586929
2010-12-08,1022.8373634746525
2010-12-09,1031.7811044846342
2010-12-10,1047.2690620353428
2010-12-13,1032.8578818742146
2010-12-14,1025.860686851523
2010-12-15,1004.1563804054234
2010-12-16,1013.8619818903044
2010-12-17,1016.9069302180625
2010-12-20,1026.4540116940188
2010-12-21,1030.5485089903639
2010-12-22,1038.5607533877544
2010-12-23,1031.1419725131368
2010-12-24,1027.0942716415773
2010-12-27,1018.116165219809
2010-12-28,1015.5774240147913
2010-12-29,1023.4339092291126
2010-12-30,1020.4358646480575
2010-12-31,1019.1214005654294
2011-01-03,1045.9316461593232
2011-01-04,1044.2670617648737
2011-01-05,1044.9913951023116
2011-01-06,1057.2205025058527
2011-01-07,1060.065041482143
2011-01-10,1056.9460971060123
2011-01-11,1059.1176479368303
2011-01-12,1057.4183972962287
2011-01-13,1024.0195798575585
2011-01-14,1014.2172949035768
2011-01-17,1019.8654044627931
2011-01-18,1033.8781138094416
2011-01-19,1049.5104884424884
2011-01-20,1046.2473395933237
2011-01-21,1023.8071924330786
2011-01-24,1012.5816424699183
2011-01-25,1004.3197643599335
2011-01-26,1016.3975777534275
2011-01-27,1003.9022125548133
2011-01-28,981.25068315365
2011-01-31,985.0594120677109
2011-02-01,982.9762867628843
2011-02-02,978.4725829214025
2011-02-03,989.624915739887
2011-02-04,977.7046303919955
2011-02-07,969.3419945894965
2011-02-08,968.5330359847533
2011-02-09,950.2659038107101
2011-02-10,931.9338085880152
2011-02-11,943.475915810181
2011-02-14,964.0944841148303
2011-02-15,947.7438789944999
2011-02-16,953.724670864208
2011-02-17,943.0103549768467
2011-02-18,942.7191628374998
2011-02-21,940.4433960215789
2011-02-22,924.4989095940825
2011-02-23,886.5884677645624
2011-02-24,878.6774209356686
2011-02-25,901.9594467439033
2011-02-28,901.6141675191393
2011-03-01,888.9242821083579
2011-03-02,873.7678679156656
2011-03-03,892.4664885086767
2011-03-04,891.6627139532794
2011-03-07,885.5753881047445
2011-03-08,899.4875787007988
2011-03-09,893.5349507891557
2011-03-10,882.0747013477927
2011-03-11,877.011387717437
2011-03-14,859.6568210035823
2011-03-15,847.0359191988524
2011-03-16,832.973835316558
2011-03-17,841.5501074071352
2011-03-18,841.0724523093701
2011-03-21,850.8799230985999
2011-03-22,844.3910093981616
2011-03-23,846.4208669746575
2011-03-24,851.7026859800517
2011-03-25,850.451192310115
2011-03-28,856.772792434325
2011-03-29,858.2349640316303
2011-03-30,869.0712113435931
2011-03-31,855.7032786988312
2011-04-01,881.0721463389953
2011-04-04,897.2072696717186
2011-04-05,904.4280452968586
2011-04-06,894.8370517724956
2011-04-07,885.7075856725245
2011-04-08,877.2398697081767
2011-04-11,865.2159613429549
2011-04-12,853.2463314108874
2011-04-13,851.4671795100728
2011-04-14,841.4071894878908
2011-04-15,841.9994458753227
2011-04-18,834.5499545188799
2011-04-19,830.2067808625435
2011-04-20,828.7896015933255
2011-04-21,829.5506723834285
2011-04-22,829.5506723834285
2011-04-25,827.8235821163788
2011-04-26,816.3803629504966
2011-04-27,811.4647561779085
2011-04-28,795.3946358589371
2011-04-29,803.1790015649669
2011-05-02,796.6825790166026
2011-05-03,796.1540987965736
2011-05-04,788.9949721070678
2011-05-05,797.3056684145726
2011-05-06,806.1296581578735
2011-05-09,843.1273680479054
2011-05-10,869.4668720239431
2011-05-11,852.6220653224317
2011-05-12,853.0681858109209
2011-05-13,841.6623077768425
2011-05-16,833.0292855276148
2011-05-17,842.584478272625
2011-05-18,852.85111436575
2011-05-19,849.6668304063156
2011-05-20,850.223093706933
2011-05-23,844.8871800500629
2011-05-24,839.0453530932018
2011-05-25,843.4972365688193
2011-05-26,847.7655361759031
2011-05-27,843.5953822962123
2011-05-30,842.9746786408316
2011-05-31,838.10122748318
2011-06-01,806.7721227459946
2011-06-02,805.7376575708688
2011-06-03,800.3182807378886
2011-06-06,791.1301192702099
2011-06-07,786.0475878751315
2011-06-08,778.5114227013165
2011-06-09,797.7483507950274
2011-06-10,800.1387290834035
2011-06-13,804.5156552847313
2011-06-14,813.7558785913707
2011-06-15,820.3292113021653
2011-06-16,818.8693857655254
2011-06-17,830.4114023128894
2011-06-20,835.0511936001022
