Date,BULGARIA IMI
2010-11-30,1000.0
2010-12-01,991.2800190126233
2010-12-02,983.1530928523899
2010-12-03,985.0829457656575
2010-12-06,991.9407145426262
2010-12-07,980.1067287115454
2010-12-08,983.2947841651547
2010-12-09,985.8195201306754
2010-12-10,980.3791926352012
2010-12-13,985.1278887694124
2010-12-14,987.720005508805
2010-12-15,985.7849733140941
2010-12-16,978.7735568959808
2010-12-17,980.206328148764
2010-12-20,982.85300432882
2010-12-21,982.5273949741176
2010-12-22,987.1618080574716
2010-12-23,988.0817776274868
2010-12-24,988.164613407305
2010-12-27,984.0161972437048
2010-12-28,980.6061747331574
2010-12-29,979.9365547681563
2010-12-30,971.0007327820939
2010-12-31,971.0972422782706
2011-01-03,980.3828453840985
2011-01-04,990.0284767353347
2011-01-05,987.6027278648198
2011-01-06,991.8057174170792
2011-01-07,985.2871915369396
2011-01-10,970.8922863750098
2011-01-11,972.9381642026078
2011-01-12,973.1086998424806
2011-01-13,975.8497710190354
2011-01-14,982.9208348823836
2011-01-17,989.8179721314078
2011-01-18,994.5685455896238
2011-01-19,995.9994309163604
2011-01-20,997.5109645297792
2011-01-21,1000.8974856788127
2011-01-24,1009.1387401710101
2011-01-25,1018.6054943718468
2011-01-26,1025.040503478548
2011-01-27,1031.117097463741
2011-01-28,1040.8176206899457
2011-01-31,1025.7111248107728
2011-02-01,1053.7844667636193
2011-02-02,1092.3137809791679
2011-02-03,1157.8254165272244
2011-02-04,1116.5685062916045
2011-02-07,1081.2385848884735
2011-02-08,1099.6954003944434
2011-02-09,1115.522608891418
2011-02-10,1139.2606209755304
2011-02-11,1136.8728706903528
2011-02-14,1170.617428655901
2011-02-15,1214.5736706012271
2011-02-16,1227.5794059796842
2011-02-17,1229.6418810495
2011-02-18,1245.034857094257
2011-02-21,1237.6030890654017
2011-02-22,1229.560804956221
2011-02-23,1196.871549501326
2011-02-24,1152.5215562808658
2011-02-25,1201.3004212163016
2011-02-28,1226.7379684469709
2011-03-01,1216.4291388957938
2011-03-02,1208.9185768231762
2011-03-03,1208.863225224018
2011-03-04,1208.7641199078926
2011-03-07,1209.931524635921
2011-03-08,1215.9287819515762
2011-03-09,1222.28638708848
2011-03-10,1216.2516417838656
2011-03-11,1186.2267105972019
2011-03-14,1179.805209131943
2011-03-15,1143.5555127938414
2011-03-16,1184.0769197379964
2011-03-17,1180.6795555971078
2011-03-18,1206.7967184659647
2011-03-21,1198.8724287194634
2011-03-22,1205.7826021278304
2011-03-23,1205.3340219182435
2011-03-24,1209.6194260225752
2011-03-25,1211.703015650282
2011-03-28,1221.2368750713292
2011-03-29,1215.570129981612
2011-03-30,1225.809587762991
2011-03-31,1220.9895623974212
2011-04-01,1230.0951783469986
2011-04-04,1230.4576647119347
2011-04-05,1221.8441750920717
2011-04-06,1210.3456624796406
2011-04-07,1212.8891328255509
2011-04-08,1196.201239111916
2011-04-11,1209.7742293249312
2011-04-12,1201.0394249090768
2011-04-13,1189.438935977791
2011-04-14,1207.0625965803288
2011-04-15,1204.0946578232122
2011-04-18,1187.914005961827
2011-04-19,1191.1501384393043
2011-04-20,1189.60474934905
2011-04-21,1194.7535525881856
2011-04-22,1194.7535525881856
2011-04-25,1194.6806274031594
2011-04-26,1185.5992371219286
2011-04-27,1196.919548978442
2011-04-28,1199.6886312170202
2011-04-29,1205.796096830277
2011-05-02,1205.8848044441106
2011-05-03,1194.572582900729
2011-05-04,1209.4626755642378
2011-05-05,1197.723371643041
2011-05-06,1197.7044339372014
2011-05-09,1196.246392069301
2011-05-10,1207.6154673346564
2011-05-11,1208.7824869017563
2011-05-12,1197.6075631599963
2011-05-13,1195.035970021887
2011-05-16,1189.0276638192684
2011-05-17,1181.0289264554108
2011-05-18,1184.4241956622373
2011-05-19,1185.2730067087973
2011-05-20,1187.378030886781
2011-05-23,1187.3874566013712
2011-05-24,1187.3362089293275
2011-05-25,1169.8994332731324
2011-05-26,1180.3348762085047
2011-05-27,1162.5698202067722
2011-05-30,1139.9905194567257
2011-05-31,1167.4918464379011
2011-06-01,1151.8579813384833
2011-06-02,1155.6800521003447
2011-06-03,1129.62011590014
