Date,LITHUANIA IMI
2010-11-30,1000.0
2010-12-01,1009.9486653283743
2010-12-02,1010.5455782506535
2010-12-03,1004.9298828400953
2010-12-06,1002.0079323931275
2010-12-07,1000.0743271203063
2010-12-08,1000.733629725375
2010-12-09,989.6239158481396
2010-12-10,989.6720454043488
2010-12-13,994.4122147101903
2010-12-14,994.2703078825492
2010-12-15,999.8507999299213
2010-12-16,998.7350980473619
2010-12-17,1003.44539638656
2010-12-20,995.3666727628212
2010-12-21,997.1786197206254
2010-12-22,994.5775701519426
2010-12-23,996.3901291610097
2010-12-24,996.3901291610097
2010-12-27,998.8284113381644
2010-12-28,1003.6663658448492
2010-12-29,1010.9812123763135
2010-12-30,1019.5955708012034
2010-12-31,1019.5955708012032
2011-01-03,1007.9214134668554
2011-01-04,1006.5359831306349
2011-01-05,1006.3376089304477
2011-01-06,1010.6880038505487
2011-01-07,1005.7305606265272
2011-01-10,1000.229793347923
2011-01-11,1004.7293369653853
2011-01-12,1007.7836836938484
2011-01-13,1005.4984987481747
2011-01-14,1000.4417129228885
2011-01-17,996.9403467803464
2011-01-18,1006.5763951472312
2011-01-19,1002.6259520467993
2011-01-20,1004.0086206488011
2011-01-21,1001.8794368948282
2011-01-24,1004.8162418277525
2011-01-25,997.4822531336847
2011-01-26,992.3024368202226
2011-01-27,1004.7413981131352
2011-01-28,1004.2274578120347
2011-01-31,1004.889986131951
2011-02-01,1001.3151241204499
2011-02-02,1003.9050823640382
2011-02-03,1003.9994144693837
2011-02-04,1005.6664515605814
2011-02-07,1009.3674810997646
2011-02-08,1011.621283060463
2011-02-09,1012.929911217
2011-02-10,1013.3737363742237
2011-02-11,1009.2974650346329
2011-02-14,1013.1366382405954
2011-02-15,1009.1080407020454
2011-02-16,1009.1080407020454
2011-02-17,1008.4478183611791
2011-02-18,1010.0358418136174
2011-02-21,1005.0757790813791
2011-02-22,1002.56239449696
2011-02-23,1002.9990010169953
2011-02-24,1000.7236343020023
2011-02-25,997.8626836727781
2011-02-28,988.9961234020824
2011-03-01,990.7409241873206
2011-03-02,984.3562584100255
2011-03-03,988.0114108949015
2011-03-04,985.7901862095274
2011-03-07,979.8528899538668
2011-03-08,980.227974869977
2011-03-09,977.5588954400686
2011-03-10,969.7397873199257
2011-03-11,969.7397873199257
2011-03-14,946.1254324008631
2011-03-15,904.9363742636107
2011-03-16,952.6750483184871
2011-03-17,953.6633427700682
2011-03-18,962.3190515647499
2011-03-21,962.2157135083271
2011-03-22,965.9776698465489
2011-03-23,964.6436201044681
2011-03-24,956.7716480303486
2011-03-25,955.9294297800488
2011-03-28,974.0277094047508
2011-03-29,963.3679384146548
2011-03-30,965.3477341341584
2011-03-31,967.1868603210659
2011-04-01,967.1494104092504
2011-04-04,962.0598856327182
2011-04-05,961.7012552581173
2011-04-06,961.9650900450378
2011-04-07,957.5222071283142
2011-04-08,951.4765540301906
2011-04-11,946.0076216051268
2011-04-12,943.2947379397319
2011-04-13,944.8106012820589
2011-04-14,943.6581553559001
2011-04-15,939.0638234770853
2011-04-18,940.3237250018619
2011-04-19,927.462380124158
2011-04-20,926.1401046023395
2011-04-21,941.5990486999654
2011-04-22,941.5990486999654
2011-04-25,941.5990486999654
2011-04-26,930.7495122289447
2011-04-27,937.2142185201399
2011-04-28,935.88868467979
2011-04-29,934.3015089471622
2011-05-02,928.250400028772
2011-05-03,927.8652696268721
2011-05-04,919.4862087113723
2011-05-05,917.0433938737658
2011-05-06,907.4755943505994
2011-05-09,895.350839908701
2011-05-10,891.9751569810859
2011-05-11,891.0973417862741
2011-05-12,889.3262816309175
2011-05-13,894.7351481272474
2011-05-16,882.1033606497041
2011-05-17,882.8582030903374
2011-05-18,877.3300552686718
2011-05-19,883.9871746386698
2011-05-20,894.441408725397
2011-05-23,886.4465446473396
2011-05-24,977.8418399857186
2011-05-25,991.6284677060594
2011-05-26,994.5721202920597
2011-05-27,999.6704613782434
2011-05-30,999.7267190260807
2011-05-31,994.092170403038
2011-06-01,990.277959997932
2011-06-02,990.277959997932
2011-06-03,994.7697403926177
2011-06-06,995.1754933022162
2011-06-07,997.526148707165
2011-06-08,1003.1243753959375
2011-06-09,999.4161905703783
2011-06-10,1000.5403483494913
2011-06-13,995.0213927895554
2011-06-14,1013.225384484033
2011-06-15,1034.9923309926935
2011-06-16,1022.096216526459
2011-06-17,1028.05096041442
2011-06-20,1031.5682575386868
2011-06-21,1042.6472883864983
2011-06-22,1045.2837514619796
2011-06-23,1057.4240641523836
2011-06-24,1057.4240641523836
2011-06-27,1046.9506351087175
2011-06-28,1036.2499352741809
2011-06-29,1034.4320475869795
2011-06-30,1034.53030894843
2011-07-01,1035.8718983260926
2011-07-04,1043.1845434894865
2011-07-05,1063.1217960899116
2011-07-06,1063.1217960899116
2011-07-07,1060.279323729567
2011-07-08,1056.3231573366324
2011-07-11,1051.5187772149109
2011-07-12,1035.1502432247464
2011-07-13,1040.459417174289
2011-07-14,1043.0601569822345
2011-07-15,1044.8822139230429
2011-07-18,1048.905729923416
2011-07-19,1048.0085429813903
2011-07-20,1045.8316309861304
2011-07-21,1044.496509246449
2011-07-22,1040.6056330051742
2011-07-25,1032.3773143524515
2011-07-26,1031.0074136499952
2011-07-27,1037.658567442866
2011-07-28,1035.0125349741134
2011-07-29,1031.8796079766287
2011-08-01,1032.3286152979467
2011-08-02,1029.6019431478292
2011-08-03,1019.1240373047099
2011-08-04,1005.9247158640211
2011-08-05,981.901850838979
2011-08-08,941.991953814868
2011-08-09,945.5686368069178
2011-08-10,988.3768391869754
2011-08-11,983.1334302770852
2011-08-12,987.2018114920115
2011-08-15,987.2018114920114
2011-08-16,994.7256132421462
2011-08-17,1001.3702565669988
2011-08-18,992.1975506774495
2011-08-19,983.9206134526314
2011-08-22,977.358135425043
2011-08-23,986.8012324195703
2011-08-24,980.5773940403059
2011-08-25,988.1849166288453
2011-08-26,978.643626432984
2011-08-29,987.0489199482881
2011-08-30,992.1437903909465
2011-08-31,994.7818017243472
2011-09-01,991.5427591625782
2011-09-02,984.4459541932707
2011-09-05,973.0348279822701
2011-09-06,969.4792723055793
2011-09-07,979.0372546717227
2011-09-08,971.021484256862
2011-09-09,972.3057892772383
2011-09-12,963.3998710703252
2011-09-13,967.9796724960785
2011-09-14,962.8701709991817
2011-09-15,970.3333855550704
2011-09-16,966.8318485821271
2011-09-19,956.087452834798
2011-09-20,953.6320791351403
2011-09-21,953.0617927880556
2011-09-22,938.8648961899383
2011-09-23,937.5708519692381
2011-09-26,940.886400341599
2011-09-27,952.8942394933898
2011-09-28,955.095708709417
2011-09-29,951.5827651745082
2011-09-30,947.6685713599876
2011-10-03,945.7388419468306
2011-10-04,930.8930630178586
2011-10-05,927.9242079052294
2011-10-06,934.5317947448929
2011-10-07,943.7246974023549
2011-10-10,956.5324064839508
2011-10-11,953.9410340198411
2011-10-12,956.4732557907333
2011-10-13,958.4852811048972
2011-10-14,954.5511908550932
2011-10-17,962.6802998053821
2011-10-18,953.9143070362043
2011-10-19,964.8771551208002
2011-10-20,967.31102933087
2011-10-21,967.392190912782
2011-10-24,962.8979715508527
2011-10-25,964.0578825643403
2011-10-26,976.356268211941
2011-10-27,981.9798735451122
2011-10-28,981.4373348397698
2011-10-31,981.4373348397698
2011-11-01,981.4373348397698
2011-11-02,968.4896712633044
2011-11-03,960.6783916990734
2011-11-04,968.316641578418
2011-11-07,971.3808267850576
2011-11-08,965.9676067273721
2011-11-09,965.7133396865809
2011-11-10,959.6313923565169
2011-11-11,967.6989357702461
2011-11-14,965.6065828033336
2011-11-15,962.2055836186166
2011-11-16,968.9358592165312
2011-11-17,955.8181543648581
2011-11-18,957.855839287694
2011-11-21,953.7870801513372
2011-11-22,948.0005644812429
2011-11-23,939.61551635162
2011-11-24,936.085711507965
2011-11-25,923.3483398425143
2011-11-28,934.7750684814533
2011-11-29,933.9728885394328
2011-11-30,941.8673264942826
2011-12-01,943.3879672600488
2011-12-02,950.6372098815727
2011-12-05,950.9389611412295
2011-12-06,945.97632841681
2011-12-07,950.1502190237578
2011-12-08,946.9062279559805
2011-12-09,944.8679065044133
2011-12-12,941.4162000536832
2011-12-13,940.5005622561156
2011-12-14,934.3663303131032
2011-12-15,930.3346390649835
2011-12-16,935.0550713259813
2011-12-19,940.8526047010597
2011-12-20,938.7634087242576
2011-12-21,944.8055637512074
2011-12-22,943.4815848232747
2011-12-23,941.7173716040186
2011-12-26,941.7173716040186
2011-12-27,940.1035258839127
2011-12-28,946.4417165990121
2011-12-29,950.4326661274519
2011-12-30,946.1037285969579
2012-01-02,947.3463870380345
2012-01-03,951.5539720867916
2012-01-04,959.1855782866899
2012-01-05,951.4724902040923
2012-01-06,954.2699846367437
2012-01-09,957.3653488899945
2012-01-10,963.7417426548116
2012-01-11,961.4034602471336
2012-01-12,965.7816433951591
2012-01-13,972.8684982445533
2012-01-16,967.8836832206264
2012-01-17,980.357149372528
2012-01-18,989.813478969099
2012-01-19,989.1980919823022
2012-01-20,989.2231963396854
2012-01-23,983.5460560651624
2012-01-24,981.5142371931358
2012-01-25,981.7093985820843
2012-01-26,983.7343351172825
2012-01-27,978.1407182420476
2012-01-30,975.9042345037615
2012-01-31,978.3928844105897
2012-02-01,991.3588480510141
2012-02-02,998.3126346937097
2012-02-03,1006.0491982259874
2012-02-06,1008.7365148341598
2012-02-07,1006.7630821524394
2012-02-08,1010.352279316629
2012-02-09,1009.6149528775221
2012-02-10,1005.921546832796
2012-02-13,1004.2960275745454
2012-02-14,1006.2989468367055
2012-02-15,1002.486024516658
2012-02-16,1002.486024516658
2012-02-17,1007.5684137521371
2012-02-20,1005.8953969076573
2012-02-21,1009.0408084798314
2012-02-22,1010.1802998920746
2012-02-23,1009.7230431971161
2012-02-24,1009.5606591410387
2012-02-27,1010.2408064388646
2012-02-28,1011.9845085385595
2012-02-29,1007.8699101681245
2012-03-01,1011.5473503542761
2012-03-02,1015.4849195391178
2012-03-05,1011.6576053765631
2012-03-06,1010.6581929666638
2012-03-07,1015.7792494682081
2012-03-08,1009.8062771736221
2012-03-09,1008.5357187875651
2012-03-12,1005.554281537554
2012-03-13,1007.470995663715
2012-03-14,1012.619322867423
2012-03-15,1016.2925479309527
2012-03-16,1015.2732020368476
2012-03-19,1016.120656681511
2012-03-20,1012.713905516422
2012-03-21,1018.8719486666446
2012-03-22,1024.1680221435927
2012-03-23,1024.7074302477715
2012-03-26,1020.7291595415278
2012-03-27,1029.6553865477367
2012-03-28,1029.0177310748584
2012-03-29,1023.2708210119716
2012-03-30,1024.7145235139383
2012-04-02,1024.5402513597514
2012-04-03,1036.8432901434455
