Date,BAHRAIN DOMESTIC IMI
2002-05-31,536.2821554177968
2002-06-03,534.1381702548792
2002-06-04,530.9682107874912
2002-06-05,531.829000455268
2002-06-06,527.586551270723
2002-06-07,527.6088052445455
2002-06-10,524.4411801296253
2002-06-11,516.7119305815739
2002-06-12,514.5827356644963
2002-06-13,517.4506704645596
2002-06-14,516.0320257203113
2002-06-17,509.99045613684626
2002-06-18,509.91630560222416
2002-06-19,500.04749030509095
2002-06-20,499.27016422927153
2002-06-21,496.8486485470286
2002-06-24,463.52301146188626
2002-06-25,467.10621346762133
2002-06-26,475.49308530541174
2002-06-27,473.9728791695535
2002-06-28,472.12517201604715
2002-07-01,470.92794025854266
2002-07-02,470.32613180042955
2002-07-03,472.867916748469
2002-07-04,473.54392520700856
2002-07-05,476.4386561413916
2002-07-08,468.7117017022793
2002-07-09,464.59172128455293
2002-07-10,467.31324323753677
2002-07-11,455.82976032330436
2002-07-12,455.99108335896153
2002-07-15,448.1959766315609
2002-07-16,455.50976854165464
2002-07-17,466.1784091137509
2002-07-18,465.9826148447669
2002-07-19,462.974201136982
2002-07-22,473.59382142655096
2002-07-23,480.6360199910367
2002-07-24,480.0794482228464
2002-07-25,476.10035952677134
2002-07-26,482.1915550241303
2002-07-29,490.0470915948691
2002-07-30,478.32872346308613
2002-07-31,483.60507008772515
2002-08-01,487.3385101849145
2002-08-02,485.95332306836013
2002-08-05,485.3374750896147
2002-08-06,496.435360940207
2002-08-07,485.8725919514726
2002-08-08,486.82557835046913
2002-08-09,484.9731980132656
2002-08-12,489.73210460539264
2002-08-13,487.4031042665599
2002-08-14,482.8592439440668
2002-08-15,488.907134750774
2002-08-16,486.7207424416944
2002-08-19,490.5096163969918
2002-08-20,489.67496512100735
2002-08-21,484.6574249285014
2002-08-22,483.95949729073715
2002-08-23,483.83510529534027
2002-08-26,483.79334765144455
2002-08-27,482.67895577884843
2002-08-28,479.55343856166326
2002-08-29,481.80292857673777
2002-08-30,483.44873240128356
2002-09-02,488.7353337269872
2002-09-03,487.6927833695592
2002-09-04,489.1159874669396
2002-09-05,487.7274137866862
2002-09-06,491.1193959019599
2002-09-09,492.8129723519057
2002-09-10,498.80934952602775
2002-09-11,499.895024053633
2002-09-12,497.5652869242219
2002-09-13,496.43904297521686
2002-09-16,498.59764557209047
2002-09-17,500.0638822639137
2002-09-18,494.655310622565
2002-09-19,491.9876198097443
2002-09-20,491.6374328822272
2002-09-23,491.50492289740606
2002-09-24,492.9909083538376
2002-09-25,493.77127590688946
2002-09-26,464.18875978524756
2002-09-27,464.61700014587154
2002-09-30,467.8510023508617
2002-10-01,479.0793837588565
2002-10-02,477.01171512456233
2002-10-03,475.5218938770107
2002-10-04,478.111776939458
2002-10-07,473.32903545335233
2002-10-08,475.2396682161552
2002-10-09,471.29780768376634
2002-10-10,469.6897059141074
2002-10-11,469.3635456379961
2002-10-14,471.2141379302094
2002-10-15,470.9759203963979
2002-10-16,473.4849672009359
2002-10-17,478.26454227684366
2002-10-18,478.6336874931734
2002-10-21,478.84191677210754
2002-10-22,478.1058234149726
2002-10-23,478.54663193935244
2002-10-24,483.45622111748884
2002-10-25,481.8895202479416
2002-10-28,486.17011065990897
2002-10-29,485.0439512040245
2002-10-30,485.88223180896205
2002-10-31,482.6194661404479
2002-11-01,479.64078209532386
2002-11-04,480.29148559831725
2002-11-05,476.5875148091757
2002-11-06,473.33068865678683
2002-11-07,468.375944632052
2002-11-08,466.08678495005285
2002-11-11,470.6591590362251
2002-11-12,467.86669162392525
2002-11-13,467.8356062585386
2002-11-14,469.0578346828833
2002-11-15,468.0231289849694
2002-11-18,465.40530046497173
2002-11-19,462.9978318307982
2002-11-20,467.92987835706265
2002-11-21,469.4360532075412
2002-11-22,470.1311299117401
2002-11-25,495.8424944759336
2002-11-26,495.1507289159094
2002-11-27,496.4981886824864
2002-11-28,486.64291929735737
2002-11-29,486.74076155305926
2002-12-02,486.78473386684345
2002-12-03,485.07316124488864
2002-12-04,485.9177124445257
2002-12-05,485.6315136929809
2002-12-06,482.1090509420833
2002-12-09,480.18607743265426
2002-12-10,479.54616023895994
2002-12-11,479.07043423850035
2002-12-12,473.80234993739003
2002-12-13,470.95077245330236
2002-12-16,471.45401222728646
2002-12-17,466.99370341118316
2002-12-18,468.7872252701143
2002-12-19,470.1520991002704
2002-12-20,469.46534464642843
2002-12-23,468.85500116578686
2002-12-24,466.99993700771364
2002-12-25,466.99993700771364
2002-12-26,465.1735479431295
2002-12-27,462.0845756579187
2002-12-30,449.1861558052133
2002-12-31,450.81641567965073
2003-01-01,450.81641567965073
2003-01-02,455.9768379864755
2003-01-03,454.0288737671697
2003-01-06,453.0966900997249
2003-01-07,455.4917589134391
