Date,VIETNAM IMI
2010-11-30,1000.0
2010-12-01,991.2090478239131
2010-12-02,1003.3402668874512
2010-12-03,1007.2281567960873
2010-12-06,1016.4794218270465
2010-12-07,998.4393563064556
2010-12-08,988.6935915554749
2010-12-09,1012.3949743434222
2010-12-10,1040.016499853681
2010-12-13,1068.8355656866056
2010-12-14,1069.3379916146466
2010-12-15,1085.5760360110578
2010-12-16,1068.6941997417107
2010-12-17,1095.361070143369
2010-12-20,1081.400996128173
2010-12-21,1077.6628365360864
2010-12-22,1070.9843582169472
2010-12-23,1063.6522123304185
2010-12-24,1049.5697539254425
2010-12-27,1045.9955946849068
2010-12-28,1061.2584803987966
2010-12-29,1059.6400594589209
2010-12-30,1054.9809403665947
2010-12-31,1057.6745590816263
2011-01-03,1061.9093733991585
2011-01-04,1058.3722933495328
2011-01-05,1062.1766800072141
2011-01-06,1069.5416910073675
2011-01-07,1068.7445559559396
2011-01-10,1069.529583313424
2011-01-11,1057.7361157586383
2011-01-12,1046.9687229074339
2011-01-13,1040.0145506415936
2011-01-14,1050.9239070074343
2011-01-17,1064.9224920249621
2011-01-18,1051.3652713674198
2011-01-19,1064.278082991604
2011-01-20,1071.1956796202705
2011-01-21,1071.8909310251306
2011-01-24,1049.6325740230825
2011-01-25,1036.088114608712
2011-01-26,1038.3674674034432
2011-01-27,1049.837889326692
2011-01-28,1076.089487023379
2011-01-31,1069.417889182607
2011-02-01,1063.1960158346133
2011-02-02,1061.887135229994
2011-02-03,1075.753756172767
2011-02-04,1081.8650915147548
2011-02-07,1082.743812330428
2011-02-08,1101.6958740878893
2011-02-09,1099.0633841781246
2011-02-10,1102.6294558852464
2011-02-11,1035.2886944053325
2011-02-14,1025.3632420425952
2011-02-15,1030.9595369523986
2011-02-16,1016.8666737765161
2011-02-17,1000.1726730351407
2011-02-18,980.1847110752433
2011-02-21,933.5277598583273
2011-02-22,905.2911987819448
2011-02-23,912.393935858947
2011-02-24,894.1984963510637
2011-02-25,912.6409864714153
2011-02-28,893.9763650305882
2011-03-01,899.9444268111644
2011-03-02,874.0724980170062
2011-03-03,860.3494292723615
2011-03-04,866.4590782696649
2011-03-07,878.9359710324919
2011-03-08,897.0637484212708
2011-03-09,887.3949007178329
2011-03-10,923.4977560195122
2011-03-11,947.425649911437
2011-03-14,903.7536052870006
2011-03-15,881.7295878281786
2011-03-16,878.0780772493689
2011-03-17,873.8918611962757
2011-03-18,874.6905832119168
2011-03-21,885.890640471274
2011-03-22,868.8456888187218
2011-03-23,885.1972993494026
2011-03-24,871.4190376116628
2011-03-25,868.9095244815929
2011-03-28,874.8272010472338
2011-03-29,875.5669187260542
2011-03-30,877.0554997713225
2011-03-31,870.8191181456137
2011-04-01,866.3897802039002
2011-04-04,857.4731117898724
2011-04-05,864.188751779044
2011-04-06,873.2317362119253
2011-04-07,872.2378689345956
2011-04-08,866.6238121872658
2011-04-11,865.5744493287099
2011-04-12,863.0365456311268
2011-04-13,854.0045615224342
2011-04-14,854.6354465422314
2011-04-15,852.6878266090896
2011-04-18,855.3606783333857
2011-04-19,844.0845222066926
2011-04-20,839.4707546566841
2011-04-21,831.4234452702113
2011-04-22,819.657110088209
2011-04-25,835.8446872537423
2011-04-26,824.147117738915
2011-04-27,834.707475105259
2011-04-28,824.5710225891396
2011-04-29,828.4545427225422
2011-05-02,825.3669271619135
2011-05-03,828.9785118488518
2011-05-04,831.4860238457411
2011-05-05,840.3567360725017
2011-05-06,842.5297774636108
2011-05-09,860.1052510598954
2011-05-10,856.2021870621743
2011-05-11,860.026076132711
2011-05-12,864.3959700955555
2011-05-13,859.6716764935163
2011-05-16,844.3335471300932
2011-05-17,827.2907724624752
2011-05-18,803.0310843749066
2011-05-19,784.9275485837541
2011-05-20,773.0516997124979
2011-05-23,752.5917432980337
2011-05-24,717.5861567210998
2011-05-25,686.122783307236
2011-05-26,705.5835595796083
2011-05-27,724.0085390861083
2011-05-30,722.8601580913416
2011-05-31,735.359803360086
2011-06-01,763.0955801256572
2011-06-02,795.6546338426556
2011-06-03,778.5418852380636
2011-06-06,761.6284717919236
2011-06-07,778.1801945357404
2011-06-08,770.5520376607476
2011-06-09,784.0778706346581
2011-06-10,797.2384564646143
2011-06-13,796.9435150535907
2011-06-14,789.21333814996
2011-06-15,796.2851854140855
2011-06-16,819.7721300763994
2011-06-17,794.4513795301308
2011-06-20,781.46756932628
2011-06-21,802.0610367345986
2011-06-22,794.343038603667
2011-06-23,799.8431841379011
2011-06-24,797.2533137013418
2011-06-27,788.7249560664966
2011-06-28,779.5317237244341
2011-06-29,781.2272921485225
2011-06-30,772.5798418796193
2011-07-01,753.6998167138092
2011-07-04,749.9118351747304
2011-07-05,766.6419262882857
2011-07-06,768.2340133988496
2011-07-07,765.4163033551148
2011-07-08,766.941882624586
2011-07-11,771.8220915615026
2011-07-12,760.9539531145053
2011-07-13,750.9654657054202
2011-07-14,752.7508674435716
2011-07-15,744.2836916963522
2011-07-18,754.7155931059016
2011-07-19,737.2778760912053
2011-07-20,755.6728946761875
2011-07-21,737.7489448230053
2011-07-22,730.6818944314695
2011-07-25,730.7375973703391
2011-07-26,723.223065373305
2011-07-27,735.1902773037382
2011-07-28,737.9343195156047
2011-07-29,725.1005746036221
2011-08-01,722.403159949062
2011-08-02,705.2022825692508
2011-08-03,692.1314393582193
2011-08-04,702.7231429411963
2011-08-05,706.0079328031801
2011-08-08,692.9390626363898
2011-08-09,666.9103963937471
2011-08-10,664.8428109147262
2011-08-11,657.0578368055931
2011-08-12,661.337020281401
2011-08-15,653.2333951444618
2011-08-16,658.7162240908609
2011-08-17,671.841599723022
2011-08-18,697.7893859025631
2011-08-19,681.8617639408507
2011-08-22,700.2035357740283
2011-08-23,694.734263336968
2011-08-24,678.5336268327067
2011-08-25,693.2433451529391
2011-08-26,695.8510198840196
2011-08-29,707.4024982923872
2011-08-30,726.6519062137126
2011-08-31,741.2870523258108
2011-09-01,768.035393928903
2011-09-02,770.3056889315432
2011-09-05,764.5286568121003
2011-09-06,762.3645517751123
2011-09-07,778.2299967454427
2011-09-08,797.4362769651018
2011-09-09,823.7716339292216
2011-09-12,825.0044903235262
2011-09-13,825.4821312701108
2011-09-14,806.4671562213389
2011-09-15,793.3990791738771
2011-09-16,771.1223070110092
2011-09-19,798.5962091605626
2011-09-20,785.8365098233118
2011-09-21,778.0279652656501
2011-09-22,798.9708153867871
2011-09-23,779.6586724702343
2011-09-26,772.056403687627
2011-09-27,764.7784625008023
2011-09-28,761.6033146578618
2011-09-29,748.501991197179
2011-09-30,759.0469749420444
2011-10-03,753.1171220813687
2011-10-04,746.7376853819883
2011-10-05,740.8790532010071
2011-10-06,745.194074528693
2011-10-07,733.3095975569873
2011-10-10,725.3683613080959
2011-10-11,723.3962596714489
2011-10-12,701.596346131168
2011-10-13,708.4223771839823
2011-10-14,703.5075579602335
2011-10-17,703.9988468819025
2011-10-18,697.5618287810634
2011-10-19,684.1685777430298
2011-10-20,689.0042385525171
2011-10-21,694.7425331846738
2011-10-24,695.6139150620411
2011-10-25,686.4486442936302
2011-10-26,696.7512257559972
2011-10-27,683.9787647413254
2011-10-28,698.0125342124487
2011-10-31,704.6854203106789
2011-11-01,705.012691760763
2011-11-02,682.8042320683138
2011-11-03,682.7376732880186
2011-11-04,679.7793233996258
2011-11-07,670.6131702644168
2011-11-08,665.4563579492384
2011-11-09,668.697692429014
2011-11-10,660.7943997880925
2011-11-11,644.5951331002633
2011-11-14,632.7806796855893
2011-11-15,629.1063357924108
2011-11-16,638.8003725810738
2011-11-17,634.6557337955309
2011-11-18,623.9192915037878
2011-11-21,618.6731956031475
2011-11-22,621.3495113563041
2011-11-23,640.1485496476568
2011-11-24,630.7311131653751
2011-11-25,634.9821468861365
2011-11-28,632.5784516731967
2011-11-29,631.4843377625936
2011-11-30,619.2716642077
2011-12-01,621.2858197242625
2011-12-02,633.8310099649896
2011-12-05,651.8781015408616
2011-12-06,652.8952113799061
2011-12-07,648.096974249464
2011-12-08,635.0492667770895
2011-12-09,621.751214956168
2011-12-12,625.975346811454
2011-12-13,628.7521663207381
2011-12-14,631.6983789108873
2011-12-15,627.7218702918589
2011-12-16,634.5606538438965
2011-12-19,638.0114798783908
2011-12-20,625.5355590786288
2011-12-21,633.1246501875929
2011-12-22,617.8266947098133
2011-12-23,609.1624337997501
2011-12-26,598.0983433116726
2011-12-27,586.5527394967817
2011-12-28,607.6514845664875
2011-12-29,608.4253190785614
2011-12-30,614.6240456278248
2012-01-02,614.6240456278248
2012-01-03,605.1168656489677
2012-01-04,608.1111936294457
2012-01-05,597.5523179297046
2012-01-06,593.7640468644721
2012-01-09,601.8941721159749
2012-01-10,608.9230186207873
2012-01-11,609.3352214445415
2012-01-12,607.3672040715953
2012-01-13,623.9249868837221
2012-01-16,625.9078402816264
2012-01-17,627.6951171466809
2012-01-18,636.303381415272
2012-01-19,657.1380612888215
2012-01-20,656.9682216837928
2012-01-23,650.5480907521852
2012-01-24,653.8808936515358
2012-01-25,653.2946111118056
2012-01-26,644.1831448855368
2012-01-27,645.409506340162
2012-01-30,669.5225472993947
2012-01-31,676.3996356406066
2012-02-01,683.4237871727955
2012-02-02,705.8241548513286
2012-02-03,709.0623041706194
2012-02-06,712.2886793091616
2012-02-07,708.3014829705456
2012-02-08,724.3172260901877
2012-02-09,720.3601948636574
2012-02-10,713.5781444947529
2012-02-13,693.1942705629151
2012-02-14,714.5258128739007
2012-02-15,712.8837831156446
2012-02-16,717.8788120757052
2012-02-17,720.0732663461672
2012-02-20,733.2328907283234
2012-02-21,731.2647235219067
2012-02-22,752.6878461820085
2012-02-23,761.5933627534238
2012-02-24,751.6628648097453
2012-02-27,766.3268699435367
2012-02-28,747.27308404867
2012-02-29,744.2488837311696
2012-03-01,748.7984462992894
2012-03-02,779.7658269014911
2012-03-05,814.2043457058143
2012-03-06,799.7339128559819
2012-03-07,803.084637426986
2012-03-08,767.24153234803
2012-03-09,779.5483524021162
2012-03-12,761.362368615627
2012-03-13,762.9741631475583
2012-03-14,773.9004846661734
2012-03-15,789.135810675472
2012-03-16,768.1177928371734
2012-03-19,766.6653070019157
2012-03-20,779.1655911101188
2012-03-21,790.955601524226
2012-03-22,791.7756769441352
2012-03-23,798.9753756660052
2012-03-26,805.6357058090659
2012-03-27,777.551325029488
2012-03-28,777.405662903364
2012-03-29,763.0412447796791
2012-03-30,763.0791473690483
2012-04-02,763.9970683041588
2012-04-03,775.9572701926388
2012-04-04,774.1480311283071
2012-04-05,788.261280611674
2012-04-06,793.6168469371479
2012-04-09,800.0579775395004
2012-04-10,799.4991995151782
2012-04-11,817.7047684550436
2012-04-12,831.4523361013472
2012-04-13,833.0765309399567
2012-04-16,852.0310324990193
2012-04-17,854.2489831279762
2012-04-18,851.4479144724914
2012-04-19,834.4254339922973
2012-04-20,830.0362329807335
2012-04-23,834.426932193874
2012-04-24,832.6754265845967
2012-04-25,845.3536293462984
2012-04-26,834.702259372404
2012-04-27,841.1487835390507
2012-04-30,842.6740429402777
2012-05-01,843.3430847135006
2012-05-02,844.3851428663189
2012-05-03,832.9486966124462
2012-05-04,849.3677650891952
2012-05-07,871.3647813326526
2012-05-08,883.803967378377
2012-05-09,889.2675242820449
2012-05-10,885.1194721877633
2012-05-11,873.7869978083073
2012-05-14,857.5575510435385
2012-05-15,835.9989605920136
2012-05-16,834.7528276068192
2012-05-17,822.2213708823572
2012-05-18,804.6014880384083
2012-05-21,830.7850934308872
2012-05-22,830.3672411410516
2012-05-23,821.469876132589
2012-05-24,810.3818500260537
2012-05-25,840.0453561697888
2012-05-28,839.0134577895022
2012-05-29,834.4464661330575
2012-05-30,847.9064466614175
2012-05-31,835.1666375143409
2012-06-01,836.1656327277291
2012-06-04,802.1795263464456
2012-06-05,812.569667629207
2012-06-06,821.8674048629737
2012-06-07,831.9456650428759
2012-06-08,834.8934458433872
2012-06-11,835.5624692898225
2012-06-12,834.2286814327534
2012-06-13,822.5765899461525
2012-06-14,813.2834064223222
2012-06-15,825.3524489637791
2012-06-18,833.3095227316263
2012-06-19,815.9639701004437
2012-06-20,818.1841679477388
2012-06-21,820.0758380730084
2012-06-22,815.8657828609745
2012-06-25,816.6786576692526
2012-06-26,808.5670466748521
2012-06-27,809.2479667608849
2012-06-28,810.8421742183157
2012-06-29,797.3133110230698
2012-07-02,795.4500575331718
2012-07-03,781.6811101051044
2012-07-04,782.2625869092795
2012-07-05,800.3471155177477
2012-07-06,807.1868789497595
2012-07-09,790.5740829061475
2012-07-10,786.0557416133456
2012-07-11,790.1274519505679
2012-07-12,799.0183554723177
2012-07-13,816.182749911018
2012-07-16,808.5500186527164
2012-07-17,821.2353542559088
2012-07-18,816.197680212081
2012-07-19,837.7401612276471
2012-07-20,830.6900228569202
2012-07-23,831.4077906725404
2012-07-24,817.3024849637538
2012-07-25,809.641553067425
2012-07-26,802.0202829433022
2012-07-27,793.4898050919793
2012-07-30,804.293320747391
2012-07-31,798.6682009007475
2012-08-01,795.4217935615875
2012-08-02,810.6872092613809
2012-08-03,799.2063230349592
2012-08-06,803.0355620979237
2012-08-07,798.1956148080283
2012-08-08,808.9176109827922
2012-08-09,818.285161964979
2012-08-10,815.2730348336329
2012-08-13,811.1648245653016
2012-08-14,815.4559743368096
2012-08-15,816.2052169707654
2012-08-16,810.9201525024142
2012-08-17,819.6055495449746
2012-08-20,823.7951150110385
2012-08-21,777.4442271815703
2012-08-22,761.3694164591719
2012-08-23,717.1544777920315
2012-08-24,733.8509224693976
2012-08-27,705.8668004239369
2012-08-28,701.2286538915214
2012-08-29,717.6488987731752
2012-08-30,733.4540886917323
