Date,BOSNIA AND HERZEGOVINA IMI
2010-11-30,1000.0
2010-12-01,994.1630710192928
2010-12-02,997.4430678378093
2010-12-03,1016.4424023661114
2010-12-06,1047.9287205194628
2010-12-07,1048.55873613805
2010-12-08,1016.4285730556646
2010-12-09,1029.5169624260134
2010-12-10,1031.8250919604525
2010-12-13,1034.3399330430839
2010-12-14,1042.008551191251
2010-12-15,1039.362581831091
2010-12-16,1042.9961903020223
2010-12-17,1047.9215474242833
2010-12-20,1048.5573931648119
2010-12-21,1056.4143285761954
2010-12-22,1045.9283184591663
2010-12-23,1042.2968495870086
2010-12-24,1043.264973555475
2010-12-27,1034.1178548608857
2010-12-28,1090.790052696813
2010-12-29,1070.5655516624065
2010-12-30,1096.41497339792
2010-12-31,1073.4142421776269
2011-01-03,1073.4415770315543
2011-01-04,1073.3983855269
2011-01-05,1057.7039538767006
2011-01-06,1097.1234174943936
2011-01-07,1096.43026917159
2011-01-10,1096.9750234987966
2011-01-11,1081.5400892828193
2011-01-12,1090.562264335208
2011-01-13,1081.3581243117317
2011-01-14,1113.5248625605993
2011-01-17,1126.9748540695161
2011-01-18,1112.8526439695659
2011-01-19,1152.8608785971644
2011-01-20,1144.2553328818817
2011-01-21,1144.9379170670143
2011-01-24,1169.2954182072663
2011-01-25,1177.1609919845273
2011-01-26,1190.7751883562416
2011-01-27,1190.7676008292847
2011-01-28,1185.9544775678182
2011-01-31,1212.9659448460407
2011-02-01,1212.9814988438866
2011-02-02,1225.743228696295
2011-02-03,1234.736818919073
2011-02-04,1221.5962273770199
2011-02-07,1218.3293870974758
2011-02-08,1219.165293237731
2011-02-09,1207.621294595215
2011-02-10,1220.7260278550043
2011-02-11,1212.0718078293883
2011-02-14,1209.4433203604317
2011-02-15,1224.9641784576997
2011-02-16,1225.0248917964977
2011-02-17,1225.0224599529638
2011-02-18,1238.6571271110085
2011-02-21,1225.1458844913943
2011-02-22,1222.8942162087285
2011-02-23,1211.663034941581
2011-02-24,1223.4168853523202
2011-02-25,1213.176133854991
2011-02-28,1224.6965175425598
2011-03-01,1224.6612826395738
2011-03-02,1225.2940745001897
2011-03-03,1223.9389407374667
2011-03-04,1228.9397850127268
2011-03-07,1225.01590200964
2011-03-08,1217.7284230535492
2011-03-09,1230.5643571803191
2011-03-10,1238.7530660224834
2011-03-11,1239.2833025504194
2011-03-14,1238.0109760366495
2011-03-15,1228.3115660517801
2011-03-16,1241.4199754057538
2011-03-17,1248.660929739993
2011-03-18,1249.4785159840042
2011-03-21,1258.122071867745
2011-03-22,1273.545555703824
2011-03-23,1257.4788484064243
2011-03-24,1241.4161004054597
2011-03-25,1247.9899791078199
2011-03-28,1248.0125805369662
2011-03-29,1248.6209637864488
2011-03-30,1277.9839412484778
2011-03-31,1281.281584313926
2011-04-01,1274.696019595744
2011-04-04,1261.0936547698311
2011-04-05,1257.8143402617236
2011-04-06,1251.9640690508747
2011-04-07,1255.1942566961056
2011-04-08,1251.2972943953553
2011-04-11,1249.964549579211
2011-04-12,1249.2909705067464
2011-04-13,1259.1060936986917
2011-04-14,1268.9689337545499
2011-04-15,1259.1530123878965
2011-04-18,1257.865975665735
2011-04-19,1227.6520847996874
2011-04-20,1210.3233182238932
2011-04-21,1197.6907572853545
2011-04-22,1220.8901828076503
2011-04-25,1220.9065796776256
2011-04-26,1197.5840246242913
2011-04-27,1218.3858636714738
2011-04-28,1234.9197437974458
2011-04-29,1234.9139696034974
2011-05-02,1234.9015121770697
2011-05-03,1234.9194596641678
2011-05-04,1235.6324339780274
2011-05-05,1235.615802493995
2011-05-06,1235.5976078789915
2011-05-09,1252.064889498559
2011-05-10,1255.8606332577424
2011-05-11,1238.1770195031631
2011-05-12,1237.1751537653988
2011-05-13,1225.3930088326633
2011-05-16,1235.5690677356151
2011-05-17,1234.528706147503
2011-05-18,1222.5759597089955
2011-05-19,1229.4724728762246
2011-05-20,1233.083863277975
2011-05-23,1229.6474251412358
2011-05-24,1247.353762568328
2011-05-25,1236.323909508301
2011-05-26,1260.1138799676487
2011-05-27,1266.9953096604931
