Date,LEBANON IMI
2010-11-30,1000.0
2010-12-01,991.4839564587287
2010-12-02,988.4862656755071
2010-12-03,976.8417122389716
2010-12-06,986.0648344969568
2010-12-07,981.7790418182635
2010-12-08,992.625020755972
2010-12-09,997.0990394094824
2010-12-10,995.1974343789828
2010-12-13,978.1185158948945
2010-12-14,971.484554434037
2010-12-15,982.5364700668827
2010-12-16,992.5520943970198
2010-12-17,992.8957856736234
2010-12-20,996.0320294128505
2010-12-21,997.1527608075622
2010-12-22,1008.2085465633081
2010-12-23,1011.1761764917821
2010-12-24,1006.1197356196217
2010-12-27,1004.0418010135365
2010-12-28,996.2282270654047
2010-12-29,995.022994616814
2010-12-30,1001.9917847188113
2010-12-31,992.0207882401143
2011-01-03,1003.5279045665167
2011-01-04,1002.2559983378244
2011-01-05,1021.3881303639648
2011-01-06,1029.9287545218162
2011-01-07,1045.2482055699554
2011-01-10,1086.1316932860973
2011-01-11,1095.6389514442833
2011-01-12,1029.5664079124065
2011-01-13,1002.6406986905955
2011-01-14,1013.5510900736516
2011-01-17,1012.267967231496
2011-01-18,998.9587434440128
2011-01-19,986.7685877989387
2011-01-20,979.8608238242285
2011-01-21,967.2341406545955
2011-01-24,988.4135970692623
2011-01-25,990.4118602363825
2011-01-26,1026.3774231864898
2011-01-27,1000.1782611940413
2011-01-28,1014.8745120743921
2011-01-31,990.7236809707753
2011-02-01,980.3028108469042
2011-02-02,988.8849154709267
2011-02-03,986.7100586944595
2011-02-04,993.6376563364039
2011-02-07,993.3157829457977
2011-02-08,983.5443186389805
2011-02-09,981.0328973832451
2011-02-10,990.1342144693216
2011-02-11,995.0646697254921
2011-02-14,1001.7176539224532
2011-02-15,997.8259769452876
2011-02-16,990.677672478141
2011-02-17,980.4529856865213
2011-02-18,976.9568689768089
2011-02-21,945.9457981280435
2011-02-22,961.0345773927572
2011-02-23,950.3508575855632
2011-02-24,940.5014650305052
2011-02-25,940.6064986298169
2011-02-28,936.9421697275432
2011-03-01,938.3366918565332
2011-03-02,930.1148777805266
2011-03-03,927.4090897680866
2011-03-04,918.5489460596893
2011-03-07,912.3258447283665
2011-03-08,919.5696019416413
2011-03-09,923.0965791596543
2011-03-10,926.039166717288
2011-03-11,923.8453171820461
2011-03-14,917.0046281181135
2011-03-15,916.9964086806575
2011-03-16,924.2449362618953
2011-03-17,920.8175157522865
2011-03-18,917.8371788464718
2011-03-21,907.0518456627564
2011-03-22,905.5192364167892
2011-03-23,910.7245988871528
2011-03-24,907.9843859271468
2011-03-25,911.5793467311569
2011-03-28,917.8889821948928
2011-03-29,921.2318958824214
2011-03-30,921.3821460131629
2011-03-31,910.890771971353
2011-04-01,913.4437789320383
2011-04-04,907.0177793606621
2011-04-05,908.0346957182413
2011-04-06,898.2568450276882
2011-04-07,910.7463433610089
2011-04-08,900.6004939712158
2011-04-11,899.4527250047163
2011-04-12,896.7948969567835
2011-04-13,896.9371018966033
2011-04-14,902.9317813923419
2011-04-15,902.9871483845924
2011-04-18,909.4796671743319
2011-04-19,897.5943003197486
2011-04-20,890.3009308759191
2011-04-21,894.2770831116837
2011-04-22,894.2770831116837
2011-04-25,894.921994469697
2011-04-26,890.8546617563397
2011-04-27,885.6942974206593
2011-04-28,868.3891553936397
2011-04-29,869.0919805564643
2011-05-02,865.852910958312
2011-05-03,868.560366455528
2011-05-04,867.1261736419722
2011-05-05,880.9060693865375
2011-05-06,891.0633207216498
2011-05-09,904.0115795455121
2011-05-10,900.6313937444527
2011-05-11,912.6637518981732
2011-05-12,927.479812015491
2011-05-13,925.6740941978378
2011-05-16,912.218540054166
2011-05-17,914.8408793510495
2011-05-18,907.9943417775714
