Date,ROMANIA IMI
2010-11-30,1000.0
2010-12-01,1001.0926452479955
2010-12-02,1003.2330228438485
2010-12-03,1014.815090982908
2010-12-06,997.4299016541216
2010-12-07,1010.5195063095919
2010-12-08,1015.0431509464536
2010-12-09,1008.1049369002108
2010-12-10,1016.1714530203418
2010-12-13,1012.7454017015411
2010-12-14,1012.9453568404259
2010-12-15,1009.3904288930339
2010-12-16,1007.4723404124894
2010-12-17,1005.549278852972
2010-12-20,1000.408713558568
2010-12-21,998.8024725692821
2010-12-22,997.9083952108174
2010-12-23,1005.9248006643305
2010-12-24,1006.0077229309237
2010-12-27,1001.5910467120805
2010-12-28,1008.2042588273067
2010-12-29,1008.3272421758915
2010-12-30,1019.0084247100776
2010-12-31,1030.4595856747565
2011-01-03,1042.1095662354392
2011-01-04,1054.8645627022981
2011-01-05,1055.24804901885
2011-01-06,1086.902987495759
2011-01-07,1092.1223574813234
2011-01-10,1099.9756788000761
2011-01-11,1119.823733612076
2011-01-12,1141.9826832654712
2011-01-13,1151.3843308947248
2011-01-14,1145.2485890456355
2011-01-17,1155.366583363081
2011-01-18,1165.9893596546353
2011-01-19,1176.2946829963944
2011-01-20,1162.570980259174
2011-01-21,1150.2931463235886
2011-01-24,1157.0904243492157
2011-01-25,1162.0709530602496
2011-01-26,1150.450820284312
2011-01-27,1155.706856717786
2011-01-28,1152.7879043933158
2011-01-31,1139.7317071869768
2011-02-01,1140.888891209529
2011-02-02,1154.7685951229519
2011-02-03,1143.9473978204321
2011-02-04,1142.7361656019261
2011-02-07,1154.2134118599724
2011-02-08,1158.7205026215076
2011-02-09,1160.4021773152972
2011-02-10,1146.4121904559804
2011-02-11,1132.1337180528506
2011-02-14,1139.523758374262
2011-02-15,1141.9810350174955
2011-02-16,1127.5507656616378
2011-02-17,1136.6377786987152
2011-02-18,1148.8949870563843
2011-02-21,1138.326612852098
2011-02-22,1137.2648193252987
2011-02-23,1159.599262826511
2011-02-24,1131.4702156919516
2011-02-25,1155.7708953116542
2011-02-28,1198.737149595637
2011-03-01,1179.7306946615904
2011-03-02,1176.6299223890821
2011-03-03,1195.9872849440624
2011-03-04,1193.8470257657789
2011-03-07,1208.0604944293332
2011-03-08,1203.166622510062
2011-03-09,1214.851233601873
2011-03-10,1225.226729009373
2011-03-11,1206.4562632686402
2011-03-14,1206.7820731834934
2011-03-15,1174.7597499044746
2011-03-16,1200.648899349034
2011-03-17,1219.602785640453
2011-03-18,1206.5537176167652
2011-03-21,1246.8515376515988
2011-03-22,1261.6698607211067
2011-03-23,1264.9334396828922
2011-03-24,1285.4582062479203
2011-03-25,1342.0341523030795
2011-03-28,1311.5875850579587
2011-03-29,1290.1971885976234
2011-03-30,1297.3531947195415
2011-03-31,1286.3025025592526
2011-04-01,1284.7462302859817
2011-04-04,1275.8331025521181
2011-04-05,1276.5278393074138
2011-04-06,1294.7237264321413
2011-04-07,1311.811243760074
2011-04-08,1330.2443593579103
2011-04-11,1310.3137092638772
2011-04-12,1299.0471950538679
2011-04-13,1306.661297644149
2011-04-14,1298.355561737935
2011-04-15,1304.889096796482
2011-04-18,1300.8061793749214
2011-04-19,1302.540015222981
2011-04-20,1317.4926471938986
2011-04-21,1294.3121626508682
2011-04-22,1307.342808842291
2011-04-25,1310.762311476235
2011-04-26,1308.2658588837712
2011-04-27,1320.3286094036282
2011-04-28,1331.5635547512582
2011-04-29,1333.4801643756953
2011-05-02,1325.57618694529
2011-05-03,1293.848167127545
2011-05-04,1295.6902992575297
2011-05-05,1292.7997542146343
2011-05-06,1288.5811142459422
2011-05-09,1290.888785959658
2011-05-10,1295.209487327433
2011-05-11,1281.283789335247
2011-05-12,1281.9040337374608
2011-05-13,1295.6607429406417
2011-05-16,1282.3047523364921
2011-05-17,1273.1512711156038
2011-05-18,1267.9853145316522
2011-05-19,1274.6663220613361
2011-05-20,1276.4030300112831
2011-05-23,1244.8334376428036
2011-05-24,1232.7584616506776
2011-05-25,1214.305628033653
2011-05-26,1217.3709262313132
2011-05-27,1226.9842187276386
2011-05-30,1223.632057756655
2011-05-31,1223.8047087569862
2011-06-01,1245.7761586100137
2011-06-02,1228.2868530504961
2011-06-03,1228.735319338664
2011-06-06,1245.1606897098052
2011-06-07,1239.779769636354
2011-06-08,1236.615435337743
2011-06-09,1240.9555724936442
2011-06-10,1228.9986871107812
2011-06-13,1229.299513173375
2011-06-14,1238.5607006410205
2011-06-15,1229.724496996996
2011-06-16,1203.2275336383595
2011-06-17,1198.9732480099285
2011-06-20,1190.8675497614772
2011-06-21,1200.2777826604015
2011-06-22,1213.690061004422
2011-06-23,1205.3869436480543
2011-06-24,1206.562124772876
2011-06-27,1183.9809699353593
2011-06-28,1193.905960072582
2011-06-29,1192.609035271849
2011-06-30,1209.1871581303446
2011-07-01,1199.6884221005207
2011-07-04,1223.4999517034573
2011-07-05,1252.6632771707966
2011-07-06,1238.1419605605265
2011-07-07,1244.4805576061055
2011-07-08,1230.736791147328
2011-07-11,1208.7808630317572
2011-07-12,1186.5880242265014
2011-07-13,1179.7244000843095
2011-07-14,1171.2750866710653
2011-07-15,1187.9279079190744
2011-07-18,1166.2835430649798
2011-07-19,1163.6589494192315
2011-07-20,1166.205178822913
2011-07-21,1162.851092970508
2011-07-22,1179.467890427358
2011-07-25,1178.3579414131775
2011-07-26,1183.3876969593566
2011-07-27,1176.5881541101166
