Date,OMAN IMI
2002-05-31,485.3233641929962
2002-06-03,490.32040989359155
2002-06-04,495.36769595713395
2002-06-05,495.99876151368534
2002-06-06,494.7197818771138
2002-06-07,494.61509589459746
2002-06-10,492.7935981190882
2002-06-11,494.116758403965
2002-06-12,493.71280523729087
2002-06-13,498.6311712568746
2002-06-14,497.26412212388794
2002-06-17,499.61864712535896
2002-06-18,500.3740166929919
2002-06-19,498.19402952622323
2002-06-20,494.0425030918652
2002-06-21,491.6463421460608
2002-06-24,477.81679917927767
2002-06-25,474.30587892826725
2002-06-26,470.25826877458206
2002-06-27,473.365439038404
2002-06-28,471.52009989269936
2002-07-01,466.8341054701851
2002-07-02,468.74065947600667
2002-07-03,474.23016351206593
2002-07-04,476.4855051970384
2002-07-05,479.3982177422919
2002-07-08,485.974320464307
2002-07-09,475.6979632123727
2002-07-10,474.30981394100934
2002-07-11,476.0173034628919
2002-07-12,476.185771086343
2002-07-15,468.045438866808
2002-07-16,464.3006458802514
2002-07-17,467.1199017208199
2002-07-18,467.6695736878053
2002-07-19,464.6502688653174
2002-07-22,469.07908569184025
2002-07-23,473.3483950238982
2002-07-24,476.6774290846454
2002-07-25,472.86436401110785
2002-07-26,478.9141584027544
2002-07-29,476.925147454545
2002-07-30,472.4791941091384
2002-07-31,475.61170610598595
2002-08-01,468.40148746167324
2002-08-02,467.0701260111681
2002-08-05,468.7309409759823
2002-08-06,480.1653874111449
2002-08-07,478.0663859351153
2002-08-08,479.0040613075493
2002-08-09,477.2434216526272
2002-08-12,446.28577344974246
2002-08-13,436.503231564433
2002-08-14,444.134640640132
2002-08-15,456.1017745034271
2002-08-16,454.0620877387
2002-08-19,457.1022828921583
2002-08-20,453.5693341598798
2002-08-21,452.73957615166756
2002-08-22,457.4845347369636
2002-08-23,457.3669475949451
2002-08-26,461.17289455622597
2002-08-27,455.0047795900646
2002-08-28,456.0644374750151
2002-08-29,443.802956590795
2002-08-30,445.3189552698805
2002-09-02,436.26936773028814
2002-09-03,419.7590662324038
2002-09-04,421.69285285275464
2002-09-05,434.9551550607555
2002-09-06,438.0370041857317
2002-09-09,440.6349720170663
2002-09-10,443.1129612368887
2002-09-11,439.18697092319115
2002-09-12,438.7221881481596
2002-09-13,437.6565941228444
2002-09-16,439.5492506453919
2002-09-17,431.27964903337727
2002-09-18,425.6224856273677
2002-09-19,420.18380258213807
2002-09-20,419.9392546563125
2002-09-23,409.0956836391981
2002-09-24,407.1440764922855
2002-09-25,402.9199691879648
2002-09-26,400.943217700894
2002-09-27,401.3131104751555
2002-09-30,399.9673375211469
2002-10-01,398.28076574264213
2002-10-02,395.1744726513979
2002-10-03,393.0757864671408
2002-10-04,395.21663494275845
2002-10-07,389.3342508191955
2002-10-08,390.4675155153835
2002-10-09,386.31284048167595
2002-10-10,388.38779039545335
2002-10-11,388.13170187470155
2002-10-14,394.2135620796014
2002-10-15,398.34479120356303
2002-10-16,401.0897493328603
2002-10-17,407.63296819491006
2002-10-18,407.9475969138008
2002-10-21,396.4412626541744
2002-10-22,402.27363613350263
2002-10-23,408.2276197032894
2002-10-24,409.1287381656736
2002-10-25,407.8419393185263
2002-10-28,398.9156453218838
2002-10-29,394.86933896543405
2002-10-30,395.55177466536924
2002-10-31,387.532114394808
2002-11-01,385.14030095356344
2002-11-04,390.3198216608468
2002-11-05,388.23254988725944
2002-11-06,386.0110238680921
2002-11-07,381.1656583965675
2002-11-08,379.30273382205814
2002-11-11,384.3633293657727
2002-11-12,383.702024709354
2002-11-13,387.11626183220847
2002-11-14,389.1520500571913
2002-11-15,388.28211253843443
2002-11-18,395.62614950953036
2002-11-19,398.8956066002604
2002-11-20,402.04080691971274
2002-11-21,403.1855288535904
2002-11-22,403.7706745015113
2002-11-25,411.398232814614
2002-11-26,412.0076965348294
2002-11-27,418.87687505591833
2002-11-28,417.4344651798569
2002-11-29,417.4099745171341
2002-12-02,424.28935701757916
2002-12-03,427.6658926381667
2002-12-04,427.5732458594798
2002-12-05,427.33820984406555
2002-12-06,424.22189290552615
2002-12-09,424.41138107050455
2002-12-10,423.64344590285765
2002-12-11,418.9836885284351
2002-12-12,417.0992864186125
2002-12-13,414.58897608786486
2002-12-16,408.2869393810473
2002-12-17,406.1468199055699
2002-12-18,405.2922539947763
2002-12-19,407.00062002036117
2002-12-20,406.4061113729462
2002-12-23,403.27415231627225
2002-12-24,402.551149000356
2002-12-25,401.2813445336841
2002-12-26,401.10319132471
2002-12-27,398.37255765719226
2002-12-30,392.3035987784844
2002-12-31,390.77087078630626
2003-01-01,390.77087078630626
2003-01-02,393.85139184641383
2003-01-03,392.1688317794848
2003-01-06,392.2129522535404
2003-01-07,393.68226403671747
2003-01-08,396.21884524597067
2003-01-09,394.4129948832763
2003-01-10,392.4977889106104
2003-01-13,390.3467438556849
2003-01-14,389.94820704093337
2003-01-15,390.62168126177403
2003-01-16,393.4151640168253
2003-01-17,390.3235749938831
2003-01-20,386.97948124333186
2003-01-21,389.67419748640987
2003-01-22,387.46991420221434
2003-01-23,383.7913488980205
2003-01-24,381.80380411249416
2003-01-27,379.2593459874329
2003-01-28,377.8162204057102
2003-01-29,375.69158668409483
2003-01-30,389.55039001405623
2003-01-31,390.2217157909784
2003-02-03,391.59150253625336
2003-02-04,386.0345821886267
2003-02-05,385.57430112238364
2003-02-06,382.7918888200489
2003-02-07,383.2163877264198
2003-02-10,384.4054010594474
2003-02-11,386.5047024001846
2003-02-12,385.72669449518935
2003-02-13,382.37843433427446
2003-02-14,383.586266930169
2003-02-17,385.4234070771374
2003-02-18,386.9614045332338
2003-02-19,384.0822722553296
2003-02-20,379.20383650380495
2003-02-21,379.5688210249719
2003-02-24,379.08794941991846
2003-02-25,380.30420624696745
2003-02-26,381.89998248424024
2003-02-27,385.09161190850693
2003-02-28,383.9341385331166
2003-03-03,389.6968833631726
2003-03-04,387.5529430549211
2003-03-05,387.7467687097425
2003-03-06,388.318627068208
2003-03-07,386.20568709993813
2003-03-10,388.48476001401787
2003-03-11,388.51764213695856
2003-03-12,389.1447056581196
2003-03-13,392.31028985952975
2003-03-14,396.6840748535506
2003-03-17,395.6249099192665
2003-03-18,396.48579396412697
2003-03-19,400.0205807449353
2003-03-20,399.492581316615
2003-03-21,402.31551570987
2003-03-24,400.91220920917505
2003-03-25,400.79703328829004
2003-03-26,403.93965250790797
2003-03-27,406.59918290494164
2003-03-28,405.3324598855689
2003-03-31,400.40828190303546
2003-04-01,401.385110017019
2003-04-02,409.5509166305001
2003-04-03,414.6298869741077
2003-04-04,416.0442786446268
2003-04-07,419.8641229716274
2003-04-08,417.8904557522725
2003-04-09,418.753511883864
2003-04-10,419.21335468117934
2003-04-11,421.86413654079627
2003-04-14,426.1194807965396
2003-04-15,437.8187733477044
2003-04-16,440.42192806470797
2003-04-17,434.7611355574833
2003-04-18,434.7611355574833
2003-04-21,432.11839478774465
2003-04-22,430.89133070042243
2003-04-23,435.70212080592364
2003-04-24,435.8747634917136
2003-04-25,435.8945436134913
2003-04-28,432.7489302216823
2003-04-29,440.8544189404558
2003-04-30,426.6460883513431
2003-05-01,421.6305914159261
2003-05-02,423.2088174165026
2003-05-05,411.38120953918104
2003-05-06,410.23100832902736
2003-05-07,409.20395979516434
2003-05-08,402.1835600531408
2003-05-09,400.83622623435053
2003-05-12,394.7546347366284
2003-05-13,397.01561378277785
2003-05-14,399.30729580380745
