Date,KAZAKHSTAN IMI
2010-11-30,1000.0
2010-12-01,1009.6851920323392
2010-12-02,1008.6961358564669
2010-12-03,992.4476293710052
2010-12-06,1002.6748654853093
2010-12-07,1001.2993004093757
2010-12-08,1011.3767783260131
2010-12-09,1021.1708341993353
2010-12-10,1007.5333970105219
2010-12-13,1002.3453809811833
2010-12-14,1004.7306525477284
2010-12-15,1011.2278627945092
2010-12-16,1006.3140806344385
2010-12-17,1000.4654750930143
2010-12-20,1028.859271370695
2010-12-21,1033.4266323128336
2010-12-22,1042.4955192567206
2010-12-23,1030.9103936797778
2010-12-24,1042.1398876274984
2010-12-27,1039.6832254080807
2010-12-28,1041.1479025075362
2010-12-29,1019.1513685305601
2010-12-30,1013.9078260630282
2010-12-31,1002.0322975630208
2011-01-03,1006.0443262952182
2011-01-04,1016.9710979461759
2011-01-05,1025.585825017848
2011-01-06,1029.7772174800748
2011-01-07,1044.4875866660748
2011-01-10,1040.1259973094166
2011-01-11,1041.86489606423
2011-01-12,1049.0148878000903
2011-01-13,1096.0808157583267
2011-01-14,1086.946882067155
2011-01-17,1149.9344852500228
2011-01-18,1132.0723367619823
2011-01-19,1131.112079723501
2011-01-20,1112.6941556119148
2011-01-21,1090.8725821073413
2011-01-24,1066.331923953593
2011-01-25,1055.6780923779172
2011-01-26,1065.3101068200492
2011-01-27,1076.2511740379878
2011-01-28,1095.5761532415167
2011-01-31,1051.3841063091268
2011-02-01,1052.6241965775769
2011-02-02,1067.4278811525721
2011-02-03,1097.0202943624754
2011-02-04,1137.6125914887125
2011-02-07,1137.6488241716456
2011-02-08,1136.9451072897173
2011-02-09,1131.261794579309
2011-02-10,1117.1111975555636
2011-02-11,1121.0733796179761
2011-02-14,1125.1664830409416
2011-02-15,1109.2038513002403
2011-02-16,1100.7155671458206
2011-02-17,1093.9971780203025
2011-02-18,1077.6451182218484
2011-02-21,1081.9375089299517
2011-02-22,1093.4227908708065
2011-02-23,1090.6889562836088
2011-02-24,1116.3326238330253
2011-02-25,1106.8631051091934
2011-02-28,1104.799187756091
2011-03-01,1101.5185788096962
2011-03-02,1105.189039057886
2011-03-03,1114.5522536886167
2011-03-04,1118.9562822726027
2011-03-07,1135.257530299411
2011-03-08,1152.3462776791382
2011-03-09,1135.4722836997234
2011-03-10,1127.052787756545
2011-03-11,1107.065750391102
2011-03-14,1099.3687060298155
2011-03-15,1054.4003244568514
2011-03-16,1041.2946404649251
2011-03-17,1074.0303197238188
2011-03-18,1052.659023036487
2011-03-21,1048.9182830967502
2011-03-22,1063.502072518191
2011-03-23,1081.5849806784042
2011-03-24,1076.0022739407007
2011-03-25,1070.399095860842
2011-03-28,1069.4244578780172
2011-03-29,1040.5041571356962
2011-03-30,1032.9635469416905
2011-03-31,1045.0363410670464
2011-04-01,1053.0646306993267
2011-04-04,1046.2964343074914
2011-04-05,1053.7663733725071
2011-04-06,1064.0634650441114
2011-04-07,1056.7668942584276
2011-04-08,1068.177684468431
2011-04-11,1059.662116778433
2011-04-12,1030.0585844353163
2011-04-13,1037.3598765103006
2011-04-14,1024.6693544477978
2011-04-15,1017.4661977555807
2011-04-18,1013.8905871242663
2011-04-19,1019.5986381469606
2011-04-20,1014.8134466236303
2011-04-21,1017.643770827216
2011-04-22,1017.643770827216
2011-04-25,1018.3776485465626
2011-04-26,1017.6844572907794
2011-04-27,1012.739076122151
2011-04-28,1001.5604084417045
2011-04-29,1000.682794171703
2011-05-02,996.9532910943414
2011-05-03,990.7861525870821
2011-05-04,976.0416214595098
2011-05-05,990.6908725375083
2011-05-06,972.7554436935256
2011-05-09,996.9956516990612
2011-05-10,992.7443431479245
2011-05-11,993.7519424133267
2011-05-12,1008.850716601706
2011-05-13,1003.0321349493717
2011-05-16,994.146980440545
2011-05-17,986.0926031390215
2011-05-18,983.4918023440831
2011-05-19,988.609214378112
2011-05-20,979.2014339583932
2011-05-23,948.019901149064
2011-05-24,954.1364839554595
2011-05-25,965.6126143286893
2011-05-26,993.1475648793846
2011-05-27,1011.5693713305953
2011-05-30,1010.8250751672534
2011-05-31,1010.5378641667237
2011-06-01,1007.5968481839008
2011-06-02,975.504515791845
2011-06-03,968.6312332777048
2011-06-06,968.7828311006176
2011-06-07,975.5033805484243
2011-06-08,978.1459477669956
2011-06-09,981.213349838967
2011-06-10,986.5710707859374
2011-06-13,988.4026120640216
2011-06-14,972.8582250420488
2011-06-15,991.8039014459378
2011-06-16,990.435894590416
2011-06-17,980.3767854639726
2011-06-20,962.9361978330317
2011-06-21,972.2302415098645
2011-06-22,969.3809260366236
2011-06-23,946.2990132804393
2011-06-24,939.9341615218896
2011-06-27,910.0115034521195
2011-06-28,911.2154765000382
2011-06-29,932.6666050838119
2011-06-30,930.0799781790818
2011-07-01,942.5833030766361
2011-07-04,965.1602007345043
2011-07-05,973.8982161588011
2011-07-06,976.3486638052823
2011-07-07,977.5457141729138
2011-07-08,974.5705344337255
2011-07-11,960.6420683830914
2011-07-12,954.3110967496976
2011-07-13,938.0768151662528
2011-07-14,936.1490306995165
2011-07-15,940.4323134298701
2011-07-18,936.8161829451607
2011-07-19,913.5821641926194
2011-07-20,920.8811346389316
2011-07-21,920.9613600028091
2011-07-22,926.6811766159535
2011-07-25,925.149894655391
2011-07-26,910.6269554027177
2011-07-27,899.7888762201403
2011-07-28,883.0398192520016
