Date,OMAN DOMESTIC IMI
2002-05-31,407.8174048757104
2002-06-03,409.86687239771743
2002-06-04,414.0165149173001
2002-06-05,415.296541751454
2002-06-06,414.62072656477335
2002-06-07,414.5329900728802
2002-06-10,411.34650000821887
2002-06-11,413.4803901385685
2002-06-12,412.6456529738573
2002-06-13,415.3893927329392
2002-06-14,414.2505595794562
2002-06-17,413.92265117637766
2002-06-18,413.58407007530843
2002-06-19,411.30678281623307
2002-06-20,407.76061934595083
2002-06-21,405.78293510785585
2002-06-24,397.1450691155474
2002-06-25,396.369762291856
2002-06-26,392.42218594666934
2002-06-27,395.0150644306881
2002-06-28,393.4751616380005
2002-07-01,389.8914568386955
2002-07-02,392.22177919303584
2002-07-03,393.65478796376806
2002-07-04,395.0574768590492
2002-07-05,397.4724272749442
2002-07-08,402.3798272588309
2002-07-09,394.8512347566271
2002-07-10,394.97779169814316
2002-07-11,396.7768915650665
2002-07-12,396.91731515781413
2002-07-15,390.13206661563413
2002-07-16,386.4050042967139
2002-07-17,386.1474587644136
2002-07-18,386.3739106179787
2002-07-19,383.8794558207309
2002-07-22,387.3105656835567
2002-07-23,391.6334449266541
2002-07-24,402.1748624791596
2002-07-25,396.68756621901025
2002-07-26,401.7627598601435
2002-07-29,398.9605903951331
2002-07-30,395.2414319883693
2002-07-31,397.8618617190143
2002-08-01,393.7428719345654
2002-08-02,392.6237164768284
2002-08-05,392.2017331608358
2002-08-06,401.52261297915766
2002-08-07,400.6381009025722
2002-08-08,401.42390909057156
2002-08-09,399.9484250396651
2002-08-12,381.4763288184562
2002-08-13,375.1853599711386
2002-08-14,377.9091197862549
2002-08-15,385.33352678136674
2002-08-16,383.61031556291164
2002-08-19,386.3106776478164
2002-08-20,385.66832887832805
2002-08-21,384.46223306045727
2002-08-22,388.23653101235146
2002-08-23,388.13674266839104
2002-08-26,391.3265074858294
2002-08-27,388.080767547086
2002-08-28,390.6772535673205
2002-08-29,383.73515661297665
2002-08-30,385.0459680483325
2002-09-02,380.7928192806813
2002-09-03,369.12530863617957
2002-09-04,371.63847739882203
2002-09-05,383.4556084680547
2002-09-06,386.1725605898417
2002-09-09,386.9529398005184
2002-09-10,388.29886493660024
2002-09-11,384.2839058706482
2002-09-12,383.33536336448515
2002-09-13,382.4042960879077
2002-09-16,385.57397590476154
2002-09-17,381.6161855664869
2002-09-18,377.30891896570415
2002-09-19,373.6003494247147
2002-09-20,373.3829131742499
2002-09-23,366.4318859687214
2002-09-24,365.8278860182294
2002-09-25,362.67354951950284
2002-09-26,362.0574401115125
2002-09-27,362.3914585586453
2002-09-30,358.64212530306366
2002-10-01,358.27250748173066
2002-10-02,356.6300367689971
2002-10-03,353.93855874107464
2002-10-04,355.8662501686067
2002-10-07,351.5011590258371
2002-10-08,353.9136971314615
2002-10-09,349.3531516676721
2002-10-10,350.6466697657284
2002-10-11,350.41546634176024
2002-10-14,355.76285126925495
2002-10-15,358.61315441430025
2002-10-16,362.3972240664223
2002-10-17,368.5288152548495
2002-10-18,368.8132617007084
2002-10-21,362.38731880648993
2002-10-22,366.101095896903
2002-10-23,370.5273054829224
2002-10-24,371.34520456586733
2002-10-25,370.1772431479736
2002-10-28,362.2505941246433
2002-10-29,359.7538803673191
2002-10-30,360.3756275300542
2002-10-31,356.2191826255398
2002-11-01,354.0206297898259
2002-11-04,356.9806714401272
2002-11-05,355.0716838923191
2002-11-06,355.4556732097992
2002-11-07,351.29761206669525
2002-11-08,349.58066579918915
2002-11-11,358.05875006883986
2002-11-12,356.68802493447475
2002-11-13,359.8559790297803
2002-11-14,362.6650094876352
2002-11-15,361.854282938855
2002-11-18,370.9531904056284
2002-11-19,372.1635223142689
2002-11-20,374.0381231891901
2002-11-21,374.0266780740548
2002-11-22,374.5695053017671
2002-11-25,381.95833549687933
2002-11-26,382.20969627402553
2002-11-27,387.5055465340086
2002-11-28,384.78968094162155
2002-11-29,384.7671055313926
2002-12-02,392.7267971136145
2002-12-03,397.42573515167413
2002-12-04,397.5055808243858
2002-12-05,397.28707293427186
2002-12-06,394.38990060957013
2002-12-09,394.56606365019184
2002-12-10,393.3919876228165
2002-12-11,388.81488600436813
2002-12-12,387.49039580520656
2002-12-13,385.15828646019304
2002-12-16,381.88648874340356
2002-12-17,381.0315106457279
2002-12-18,378.28432177965897
2002-12-19,380.139488071553
2002-12-20,379.58421566712485
2002-12-23,376.8703220033612
2002-12-24,376.4527161566258
2002-12-25,375.6383824702595
2002-12-26,375.23745846546944
2002-12-27,372.6829137508898
2002-12-30,367.52795281592125
2002-12-31,366.0920231355847
2003-01-01,366.0920231355847
2003-01-02,370.5127032437561
2003-01-03,368.9298476498092
2003-01-06,370.8577883139292
2003-01-07,373.75235240486757
2003-01-08,377.9755600821157
2003-01-09,378.30246372530314
2003-01-10,376.46548789691957
2003-01-13,374.89577677945096
2003-01-14,374.73927192810146
2003-01-15,375.1888353832208
2003-01-16,378.7490836410744
2003-01-17,375.772745623295
2003-01-20,373.95796054609826
2003-01-21,378.1530661940176
2003-01-22,375.9011497719071
2003-01-23,372.3214495750675
2003-01-24,370.3933040924574
2003-01-27,367.0814967417259
2003-01-28,365.6066636748021
2003-01-29,363.38656029387096
2003-01-30,382.7511408465507
2003-01-31,383.41074924018466
2003-02-03,386.3974892973468
2003-02-04,380.6660022669163
2003-02-05,379.74174321158694
2003-02-06,376.3598824721093
2003-02-07,376.7772485741021
2003-02-10,378.15407948412053
2003-02-11,380.21924132596337
2003-02-12,379.45388563029934
2003-02-13,376.16007592956544
2003-02-14,377.348266371772
2003-02-17,379.77417361413296
2003-02-18,381.34283916554364
2003-02-19,378.306287702886
2003-02-20,372.651193393466
2003-02-21,373.0098709813222
2003-02-24,373.72615422226244
2003-02-25,375.74207853559193
2003-02-26,377.72964617898197
2003-02-27,380.87027495093855
2003-02-28,379.7254896865999
2003-03-03,385.73806935531456
2003-03-04,383.61590869500657
2003-03-05,382.37520207143336
2003-03-06,381.17246981618536
2003-03-07,379.09841389885923
2003-03-10,381.97029550557613
2003-03-11,382.00262623128094
2003-03-12,383.8238808703278
2003-03-13,387.5687458706545
2003-03-14,391.8896683869808
2003-03-17,391.08433726903485
2003-03-18,389.1950767519214
2003-03-19,393.7225829083301
2003-03-20,393.5636737481862
2003-03-21,396.3447127023965
2003-03-24,396.5555388444921
2003-03-25,396.1865185871704
2003-03-26,399.52262402244446
2003-03-27,401.43276125327503
2003-03-28,400.182133753788
2003-03-31,395.0354572159019
2003-04-01,394.29019586976017
2003-04-02,402.5367831424391
2003-04-03,406.4795301784717
2003-04-04,407.86611923001504
2003-04-07,411.81812551943625
2003-04-08,411.0802956582543
2003-04-09,413.4447722966551
2003-04-10,415.16318958173144
2003-04-11,417.7883613216941
