Date,KENYA IMI
2010-11-30,1000.0
2010-12-01,994.8743608747154
2010-12-02,992.4553294217175
2010-12-03,974.7286042471799
2010-12-06,979.791947136695
2010-12-07,971.2304381499252
2010-12-08,982.9707916013099
2010-12-09,988.6630459991076
2010-12-10,983.0560409127631
2010-12-13,972.0357974635706
2010-12-14,973.8865341660381
2010-12-15,975.1708626955577
2010-12-16,982.6528609230721
2010-12-17,989.8207296136379
2010-12-20,987.7416483708295
2010-12-21,982.9527359225985
2010-12-22,988.2155762556491
2010-12-23,992.2186926799845
2010-12-24,990.1502517093323
2010-12-27,982.4479271930602
2010-12-28,985.6802068585715
2010-12-29,986.8393312082405
2010-12-30,980.2309217247036
2010-12-31,975.7641266716095
2011-01-03,998.5195709186598
2011-01-04,1001.9604625618709
2011-01-05,1023.1469503039854
2011-01-06,1066.1029602287547
2011-01-07,1074.1513805825375
2011-01-10,1063.2196447297479
2011-01-11,1056.5029214946364
2011-01-12,1034.6894279309802
2011-01-13,1021.2604435671519
2011-01-14,1017.0092250087796
2011-01-17,1018.2452175116756
2011-01-18,1007.8885601413319
2011-01-19,998.3099130649891
2011-01-20,1003.3311728272782
2011-01-21,989.977461648225
2011-01-24,980.9069610668475
2011-01-25,981.1213897482102
2011-01-26,981.166524935548
2011-01-27,976.6481708950608
2011-01-28,967.718062819154
2011-01-31,945.9188838094483
2011-02-01,935.0535495023031
2011-02-02,927.3057739534763
2011-02-03,936.4932529871484
2011-02-04,944.6027585998278
2011-02-07,945.8059925212875
2011-02-08,938.2322235880946
2011-02-09,935.9353904011356
2011-02-10,938.2171251680452
2011-02-11,942.3451403146437
2011-02-14,951.5663497294358
2011-02-15,942.9168044496929
2011-02-16,944.3946128045469
2011-02-17,939.1497215481402
2011-02-18,928.1700023817632
2011-02-21,913.2193722362337
2011-02-22,913.3925996881303
2011-02-23,910.8591029517303
2011-02-24,912.9252088178646
2011-02-25,916.5496870065282
2011-02-28,898.3288127715444
2011-03-01,882.3960394895769
2011-03-02,874.9004381338749
2011-03-03,871.6131780007347
2011-03-04,865.9787920075597
2011-03-07,854.5454163187253
2011-03-08,850.1129633740965
2011-03-09,825.9885494156383
2011-03-10,802.5734592419975
2011-03-11,800.5524018581604
2011-03-14,799.9409440956983
2011-03-15,812.3092051148244
2011-03-16,818.9751805806445
2011-03-17,817.6813177296517
2011-03-18,816.6443766018122
2011-03-21,797.0488347817962
2011-03-22,792.2203878964388
2011-03-23,797.0933353971099
2011-03-24,790.1465968497605
2011-03-25,802.5455114283495
2011-03-28,808.7618405337824
2011-03-29,816.7561748940346
2011-03-30,820.1258380413392
2011-03-31,821.0861209444088
2011-04-01,831.0269915446327
2011-04-04,832.1149555420819
2011-04-05,848.8087020271504
2011-04-06,840.1049559029832
2011-04-07,849.2470936741481
2011-04-08,852.7390458201057
2011-04-11,857.6550998060914
2011-04-12,853.6571454542888
2011-04-13,852.271780336813
2011-04-14,855.9943614234782
2011-04-15,865.2424346514641
2011-04-18,878.0256179583672
2011-04-19,869.0118251864021
2011-04-20,852.4873413506506
2011-04-21,852.3401593406562
2011-04-22,852.3401593406562
2011-04-25,854.9917347760792
2011-04-26,850.9218220880435
2011-04-27,852.7809670366497
2011-04-28,842.5790299252781
2011-04-29,845.5932645843723
2011-05-02,843.4537157920382
2011-05-03,851.3419380905472
2011-05-04,850.6815122419057
2011-05-05,869.7464539267811
2011-05-06,876.3846273719429
2011-05-09,882.1745844435976
2011-05-10,862.9780046566025
2011-05-11,854.2876883304867
2011-05-12,851.4767705535929
2011-05-13,857.9024407617768
2011-05-16,850.4544248474238
2011-05-17,848.5628743821213
2011-05-18,841.5459713480282
2011-05-19,849.7906315030582
2011-05-20,859.1026414583079
2011-05-23,859.0018743046469
2011-05-24,860.6244497307024
2011-05-25,867.1741232179861
2011-05-26,870.8037241525283
2011-05-27,861.4562046377127
2011-05-30,857.6221063631825
2011-05-31,853.3074744754529
2011-06-01,849.3906018636068
2011-06-02,847.0305914553837
2011-06-03,841.1507647031582
2011-06-06,832.4588722961702
2011-06-07,826.5104739491316
2011-06-08,830.9329228797445
2011-06-09,833.3793807191462
2011-06-10,834.2522815935389
2011-06-13,812.8641492046606
2011-06-14,804.6898118428267
2011-06-15,816.4195974968965
2011-06-16,808.0699141512646
2011-06-17,802.0285602670893
2011-06-20,791.371370397276
2011-06-21,782.5189331839038
2011-06-22,777.4581151603531
2011-06-23,801.7292051469881
2011-06-24,793.3643773397579
2011-06-27,781.8499837887891
2011-06-28,787.2130724088707
2011-06-29,793.2673895821844
2011-06-30,794.3733236208357
2011-07-01,794.2965492579352
2011-07-04,794.5852201306218
2011-07-05,790.7209850665254
2011-07-06,786.5018123295225
2011-07-07,783.0221434568624
2011-07-08,780.9848236864343
2011-07-11,789.0042623928325
2011-07-12,773.4907556300889
2011-07-13,763.5478840714378
2011-07-14,759.4394580312545
2011-07-15,766.5319909928251
2011-07-18,762.5817648085224
2011-07-19,752.5504910713028
2011-07-20,754.0411239497259
2011-07-21,741.0007817597138
2011-07-22,740.5823395138466
2011-07-25,741.7696551953163
2011-07-26,733.2563342641618
2011-07-27,735.4415085395825
2011-07-28,730.7428270652326
2011-07-29,725.1524732789857
2011-08-01,733.3752030802938
2011-08-02,731.604493218524
2011-08-03,727.0765563443036
2011-08-04,728.9219704816633
2011-08-05,712.7123827888254
2011-08-08,691.4768316633879
2011-08-09,646.0272841687079
2011-08-10,660.4601361849686
2011-08-11,664.0888729948016
2011-08-12,664.3171447989408
2011-08-15,653.9879764002845
2011-08-16,656.2002401630059
2011-08-17,654.767460500211
2011-08-18,661.4361671078012
2011-08-19,655.796285726853
2011-08-22,650.8315961440823
2011-08-23,652.1552408103635
2011-08-24,649.0256594567758
2011-08-25,640.1220595484798
2011-08-26,640.2197885557898
2011-08-29,624.8434838303123
2011-08-30,631.9514159522162
2011-08-31,634.5248078371648
2011-09-01,627.8883934180647
2011-09-02,628.5659651409841
2011-09-05,622.4141932664529
2011-09-06,628.4060967142258
2011-09-07,631.6899027036501
2011-09-08,641.8446708631084
2011-09-09,657.2288937563751
2011-09-12,652.9959127928164
2011-09-13,664.6612056785549
2011-09-14,669.9393006161522
2011-09-15,659.4908722034653
2011-09-16,660.5690281659816
2011-09-19,659.5776316475866
2011-09-20,648.7377837640925
2011-09-21,645.671828855299
2011-09-22,635.4603713723482
2011-09-23,632.4591543912362
2011-09-26,605.3836068086765
2011-09-27,583.2286782232286
2011-09-28,587.0561169740002
2011-09-29,584.1007215736224
2011-09-30,585.2589581072806
2011-10-03,591.9654773818908
2011-10-04,586.3851422093162
2011-10-05,585.2766147250089
2011-10-06,579.3127060863314
2011-10-07,567.208345670844
2011-10-10,556.8765444693476
