Date,MOROCCO IMI
1998-12-31,511.8261015599452
1999-01-01,511.8261015599452
1999-01-04,512.9849506668451
1999-01-05,512.0443766898694
1999-01-06,511.725563948339
1999-01-07,515.2619639733252
1999-01-08,519.2783153754714
1999-01-11,519.5417386908991
1999-01-12,518.8867487552757
1999-01-13,518.2345739991041
1999-01-14,518.7226717410102
1999-01-15,523.901566384077
1999-01-18,524.3922866273772
1999-01-19,522.8111188358773
1999-01-20,524.4826620553569
1999-01-21,533.2099481428161
1999-01-22,535.0649954542578
1999-01-25,535.0318216118393
1999-01-26,537.7219767687442
1999-01-27,541.9300976997337
1999-01-28,543.8022031098658
1999-01-29,547.5331675892022
1999-02-01,548.0659409789126
1999-02-02,547.0637690548502
1999-02-03,546.6455096617685
1999-02-04,546.631150554592
1999-02-05,547.0272616037224
1999-02-08,545.6513296197944
1999-02-09,541.0171758746569
1999-02-10,539.6510190140078
1999-02-11,539.6869665727883
1999-02-12,540.6664138254165
1999-02-15,539.2973745586197
1999-02-16,540.3565196602086
1999-02-17,540.289138241261
1999-02-18,540.23736856901
1999-02-19,541.7385962532742
1999-02-22,542.2009696863452
1999-02-23,542.1991657777736
1999-02-24,543.7620387564136
1999-02-25,541.058561904169
1999-02-26,541.6627727587569
1999-03-01,541.9369358854569
1999-03-02,541.6372341162936
1999-03-03,542.4814541127105
1999-03-04,543.2107195519394
1999-03-05,541.8621890146468
1999-03-08,539.6147567643384
1999-03-09,535.0967618389541
1999-03-10,527.7783618163282
1999-03-11,521.7429457012397
1999-03-12,506.5788270437586
1999-03-15,512.6687711699487
1999-03-16,516.4207661872966
1999-03-17,517.5039577963165
1999-03-18,522.9112606112559
1999-03-19,522.7816501668216
1999-03-22,520.3925162691362
1999-03-23,517.8794632472199
1999-03-24,518.9706069043566
1999-03-25,522.2985795604429
1999-03-26,522.3100499713731
1999-03-29,522.4929590758969
1999-03-30,519.4758200787932
1999-03-31,516.383942462836
1999-04-01,513.4954533372642
1999-04-02,515.4919639431703
1999-04-05,514.1316427447214
1999-04-06,513.609954831707
1999-04-07,509.193675257269
1999-04-08,507.3934233574173
1999-04-09,505.60384663629986
1999-04-12,497.8178545288478
1999-04-13,492.0067454054076
1999-04-14,489.9382245736638
1999-04-15,502.885879477753
1999-04-16,507.5590247307375
1999-04-19,510.9784120182163
1999-04-20,507.8823369538067
1999-04-21,510.7334464521389
1999-04-22,510.1722074064203
1999-04-23,509.7368567863434
1999-04-26,509.7482792421708
1999-04-27,504.0880440820424
1999-04-28,506.78686613902084
1999-04-29,507.54060486736614
1999-04-30,509.1254923902229
1999-05-03,508.2605961552618
1999-05-04,507.44792217671665
1999-05-05,503.81723563361146
1999-05-06,501.0499509664446
1999-05-07,501.4810046392359
1999-05-10,502.6184242679869
1999-05-11,502.9166390186766
1999-05-12,500.85629499469627
1999-05-13,501.0216659143374
1999-05-14,498.62749353412755
1999-05-17,498.7424194026166
1999-05-18,496.76581262682583
1999-05-19,497.1694506791829
1999-05-20,496.1050731785247
1999-05-21,496.8735434229508
1999-05-24,493.008380365366
1999-05-25,490.7871257126817
1999-05-26,492.0350260501125
1999-05-27,491.3781055964226
1999-05-28,490.23722638270596
1999-05-31,489.8033795093034
1999-06-01,486.82814518695034
1999-06-02,485.0964293233624
1999-06-03,482.71355186155154
1999-06-04,486.3028867808238
1999-06-07,489.09706412029954
1999-06-08,487.9187732032079
1999-06-09,485.631749917568
1999-06-10,483.5487223688478
1999-06-11,490.84209243414944
1999-06-14,497.28738056860544
1999-06-15,502.2555920347789
1999-06-16,507.1755575369329
1999-06-17,512.817699100428
1999-06-18,521.5053786755423
1999-06-21,525.0651401435529
1999-06-22,520.864829493742
1999-06-23,520.1149556461186
1999-06-24,520.6005271357529
1999-06-25,521.0893785286441
1999-06-28,521.8601721832496
1999-06-29,520.6608186425567
1999-06-30,517.3145518510387
1999-07-01,517.6133641229449
1999-07-02,518.5575150159441
1999-07-05,517.3232075660604
1999-07-06,516.5317278414897
1999-07-07,520.4701274200837
1999-07-08,521.1602259897999
1999-07-09,520.9217130653878
1999-07-12,521.5388967812152
1999-07-13,521.7911639228372
1999-07-14,518.1958589768518
