Date,RUSSIA IMI GROWTH
1998-12-31,36.80396160061131
1999-01-01,36.80396160061131
1999-01-04,36.81289282678215
1999-01-05,37.20223648163247
1999-01-06,39.32418609643586
1999-01-07,39.17085694885369
1999-01-08,39.580573547499604
1999-01-11,39.44909928777053
1999-01-12,38.86886152775606
1999-01-13,34.15268391423208
1999-01-14,34.865973361090866
1999-01-15,35.11338580689949
1999-01-18,35.53775854931386
1999-01-19,35.752221757152
1999-01-20,36.14901240723152
1999-01-21,37.229258378844655
1999-01-22,35.24746189883221
1999-01-25,31.445952667133675
1999-01-26,35.25796630102772
1999-01-27,35.77890012105487
1999-01-28,35.700927667245736
1999-01-29,36.23092317919196
1999-02-01,36.29213333280062
1999-02-02,35.867521010111126
1999-02-03,36.04459362909883
1999-02-04,36.5703272075852
1999-02-05,35.75387622057624
1999-02-08,36.66911611443188
1999-02-09,37.91400288076816
1999-02-10,41.52427621758285
1999-02-11,43.54915871752281
1999-02-12,42.375866224630286
1999-02-15,41.11879400698387
1999-02-16,42.568981909155944
1999-02-17,42.148029532951405
1999-02-18,43.06791377278853
1999-02-19,47.052715828614815
1999-02-22,51.25940759219709
1999-02-23,50.838633293519024
1999-02-24,51.337196851367516
1999-02-25,46.96442868218622
1999-02-26,47.499810892352336
1999-03-01,50.40946890726243
1999-03-02,52.20226691750533
1999-03-03,49.51963187372393
1999-03-04,48.42108788834117
1999-03-05,49.45696419684695
1999-03-08,49.4386447094472
1999-03-09,51.0550395295341
1999-03-10,52.855415936743185
1999-03-11,57.72348200642979
1999-03-12,58.79479432680381
1999-03-15,58.95194962155124
1999-03-16,61.51980359517529
1999-03-17,63.90286227301375
1999-03-18,63.72397718306317
1999-03-19,64.91465903499693
1999-03-22,61.98234297191092
1999-03-23,60.799930724646075
1999-03-24,57.309900087736466
1999-03-25,61.12467922492309
1999-03-26,60.95562106192379
1999-03-29,62.21403456365012
1999-03-30,62.55950618705212
1999-03-31,62.03662888845212
1999-04-01,60.657385589263335
1999-04-02,61.304278796435646
1999-04-05,61.583783839509316
1999-04-06,59.23299325576096
1999-04-07,57.52886579778198
1999-04-08,55.65664333182565
1999-04-09,53.35389169036305
1999-04-12,53.71453026722178
1999-04-13,55.58152866488344
1999-04-14,59.585596369575015
1999-04-15,60.63826130786552
1999-04-16,64.23465059427528
1999-04-19,66.85599550281381
1999-04-20,64.9402812244915
1999-04-21,63.14094407899729
1999-04-22,65.83837610490077
1999-04-23,67.55899697131339
1999-04-26,68.07645894098434
1999-04-27,67.15553821907257
1999-04-28,65.80703258920859
1999-04-29,68.78732129239074
1999-04-30,74.75421792854773
1999-05-03,75.54974727444286
1999-05-04,76.2133798872811
1999-05-05,84.5962347310043
1999-05-06,84.7689076940351
1999-05-07,81.92462084755535
1999-05-10,81.57927743572208
1999-05-11,79.1233956485241
1999-05-12,66.29294488146913
1999-05-13,70.24819182874788
1999-05-14,68.15491936893673
1999-05-17,76.47722132205598
1999-05-18,83.54057179480913
1999-05-19,80.6946106266574
1999-05-20,78.84381552704482
1999-05-21,80.39388620819025
1999-05-24,82.12476973227359
1999-05-25,78.84886218684905
1999-05-26,81.6747804499121
1999-05-27,82.06617284079903
1999-05-28,80.3050529612118
1999-05-31,79.23615480032082
1999-06-01,78.26915138673803
1999-06-02,77.14386146282386
1999-06-03,79.68196963306877
1999-06-04,81.04478503136954
1999-06-07,82.6368442598085
1999-06-08,83.39036834458918
1999-06-09,83.96953384229195
1999-06-10,85.49851312139566
1999-06-11,86.8861593304583
1999-06-14,87.52894820281475
1999-06-15,85.46367740003939
1999-06-16,89.8686507575452
1999-06-17,92.57199531636445
1999-06-18,93.64730313760195
1999-06-21,95.04914975933676
1999-06-22,94.36217361957223
1999-06-23,91.8618387513536
1999-06-24,92.48700883970528
1999-06-25,89.74791562962325
1999-06-28,90.43064960402964
1999-06-29,92.76275738298726
1999-06-30,93.45387355705824
1999-07-01,98.09380769417128
1999-07-02,98.1098907778882
1999-07-05,100.88548457210675
1999-07-06,105.19174340576038
1999-07-07,105.11221117721757
1999-07-08,106.69192665411288
1999-07-09,104.73864902422639
1999-07-12,103.7946980259579
1999-07-13,98.77038196111327
1999-07-14,101.42747470706405
1999-07-15,100.11010936067144
1999-07-16,98.41586570311371
1999-07-19,95.9797562140556
1999-07-20,91.05478169496018
1999-07-21,88.07573530211471
1999-07-22,87.88006424003422
1999-07-23,86.33278946757976
1999-07-26,85.39189774453791
1999-07-27,83.39431573095654
1999-07-28,83.42508918493742
1999-07-29,75.56721298510205
1999-07-30,77.89699970297268
1999-08-02,76.39559243601518
1999-08-03,75.54151627942062
1999-08-04,71.88494673680971
1999-08-05,68.91647546831932
1999-08-06,70.55558239752573
1999-08-09,70.9585856140256
1999-08-10,70.66129755449246
1999-08-11,70.78637964143164
1999-08-12,71.60415288333316
1999-08-13,71.09169688093361
1999-08-16,71.97720614244209
1999-08-17,72.04151834322802
1999-08-18,70.41153099873061
1999-08-19,70.28922105331836
1999-08-20,70.71952927470672
1999-08-23,78.02145352390359
1999-08-24,77.40067304694873
1999-08-25,77.62279337516412
1999-08-26,75.50714261658915
1999-08-27,72.30314004371606
1999-08-30,69.8546800595014
