Date,SRI LANKA IMI
2010-11-30,1000.0
2010-12-01,1010.5361419970291
2010-12-02,999.1255788542275
2010-12-03,983.1285568104847
2010-12-06,983.4180429924961
2010-12-07,972.0898680495909
2010-12-08,978.6242024034747
2010-12-09,980.2251803391118
2010-12-10,974.1550513148604
2010-12-13,967.4368805903064
2010-12-14,962.7859574136218
2010-12-15,965.4238787803513
2010-12-16,971.6574960198208
2010-12-17,977.7517872571874
2010-12-20,981.4462045289886
2010-12-21,976.0148970400398
2010-12-22,986.7170388068616
2010-12-23,998.926545874019
2010-12-24,999.4708836008141
2010-12-27,1001.6996035506975
2010-12-28,1006.0855695355657
2010-12-29,1005.7359027621908
2010-12-30,988.4691809182649
2010-12-31,977.5150868343485
2011-01-03,981.7182425978825
2011-01-04,988.7661843211451
2011-01-05,1010.7992192435531
2011-01-06,1025.9052991380086
2011-01-07,1042.1411996385739
2011-01-10,1041.5859911157897
2011-01-11,1041.7192350641371
2011-01-12,1031.8838457668392
2011-01-13,1009.132413422245
2011-01-14,1007.5929317599399
2011-01-17,1004.6225637885811
2011-01-18,997.1919385672094
2011-01-19,989.6536907547248
2011-01-20,1001.6620605936973
2011-01-21,987.3088930383623
2011-01-24,981.4524941411858
2011-01-25,976.0285826774833
2011-01-26,969.1794322202875
2011-01-27,968.9864084459541
2011-01-28,971.675581150084
2011-01-31,964.4618811541848
2011-02-01,958.4208098257498
2011-02-02,958.7406202638435
2011-02-03,969.4255614597284
2011-02-04,976.1657145124913
2011-02-07,977.4463444426972
2011-02-08,966.6835455455233
2011-02-09,961.8205280809202
2011-02-10,977.0777226335358
2011-02-11,995.8259319855979
2011-02-14,1022.2742782173774
2011-02-15,1004.5020018405503
2011-02-16,1004.2047569352526
2011-02-17,999.656661158574
2011-02-18,999.9561045228071
2011-02-21,992.2606323402305
2011-02-22,981.5231654442952
2011-02-23,974.7747403615434
2011-02-24,971.9501386039842
2011-02-25,979.6053704551066
2011-02-28,971.5606529623757
2011-03-01,969.8896598827909
2011-03-02,966.3259442737115
2011-03-03,953.6332699729894
2011-03-04,957.4769716567757
2011-03-07,950.7169587730436
2011-03-08,948.9972072290077
2011-03-09,934.4283570340028
2011-03-10,946.6280413804745
2011-03-11,936.9926718381201
2011-03-14,912.5801317177129
2011-03-15,895.9471767649655
2011-03-16,905.2043439152685
2011-03-17,911.6010178901777
2011-03-18,892.3623277174665
2011-03-21,881.1770597962015
2011-03-22,883.3673311387678
2011-03-23,895.6678422825503
2011-03-24,894.84682187091
2011-03-25,907.0134410687566
2011-03-28,910.7186075807206
2011-03-29,909.7835005310195
2011-03-30,911.5722865206195
2011-03-31,917.3582003789845
2011-04-01,941.5115671013352
2011-04-04,937.2556383531506
2011-04-05,939.3504410072525
2011-04-06,929.1116365581072
2011-04-07,934.1081810056754
2011-04-08,924.1410543011151
2011-04-11,923.527607022317
2011-04-12,928.2009566473878
2011-04-13,927.6889517068114
2011-04-14,930.4798137282676
2011-04-15,933.1580570539523
2011-04-18,943.857527688161
2011-04-19,927.9530746311076
2011-04-20,916.8343685341748
2011-04-21,913.1753277295845
2011-04-22,913.1753277295845
2011-04-25,900.4954982953104
2011-04-26,892.7134025516841
2011-04-27,888.902811498011
2011-04-28,880.5336723849364
2011-04-29,875.3579041800576
2011-05-02,872.0954817456492
2011-05-03,864.2123976380686
2011-05-04,856.9560059827569
2011-05-05,879.4325983840221
2011-05-06,882.9085540606571
2011-05-09,906.6703510941131
2011-05-10,896.1202048268831
2011-05-11,895.8362032179748
2011-05-12,907.2928202193016
2011-05-13,908.3898819861266
2011-05-16,911.0454877566605
2011-05-17,915.4504015319441
2011-05-18,910.1184915409154
2011-05-19,919.2646981634454
2011-05-20,922.6967154742161
2011-05-23,927.2798172233947
2011-05-24,920.648379860463
2011-05-25,923.8600914101706
2011-05-26,921.5609857402987
2011-05-27,909.8247091655829
2011-05-30,909.558296485997
2011-05-31,899.5693676363574
2011-06-01,896.2791640648177
2011-06-02,892.0490802985378
2011-06-03,886.697124097281
2011-06-06,884.63452102241
2011-06-07,875.295367802683
2011-06-08,878.5165793765382
2011-06-09,888.3549329805015
2011-06-10,895.0978447102584
2011-06-13,888.3881443639461
2011-06-14,877.4842372303033
2011-06-15,888.9662575481304
2011-06-16,888.0162051905837
2011-06-17,879.6623792790054
