Date,PALESTINE IMI
2013-05-31,1000.0
2013-06-03,992.7715703420628
2013-06-04,987.0215285704633
2013-06-05,987.0961308528014
2013-06-06,979.054488728102
2013-06-07,977.8070002848516
2013-06-10,977.6367136686624
2013-06-11,972.6387083295132
2013-06-12,968.1671003998871
2013-06-13,973.2637716980629
2013-06-14,970.5331978503467
2013-06-17,967.1454996951925
2013-06-18,965.4877051804393
2013-06-19,963.2708404911235
2013-06-20,980.0427050635974
2013-06-21,982.6879970198065
2013-06-24,984.4395054996714
2013-06-25,984.3629580471985
2013-06-26,993.1223116441352
2013-06-27,988.9322974324311
2013-06-28,988.9312111729233
2013-07-01,985.5253491545143
2013-07-02,987.1986006396725
2013-07-03,993.0828417220741
2013-07-04,999.1495957875028
2013-07-05,1005.6504438905149
2013-07-08,998.9347763315764
2013-07-09,1007.8410654869621
2013-07-10,1000.7113839236674
2013-07-11,987.9811885729965
2013-07-12,987.0351001785305
2013-07-15,989.1646858020578
2013-07-16,987.632977253044
2013-07-17,986.7013847080065
2013-07-18,992.0021926463395
2013-07-19,988.3783024490696
2013-07-22,990.1294522612342
2013-07-23,989.1014717707986
2013-07-24,986.5921824556224
2013-07-25,991.6292153457915
2013-07-26,990.1583399591643
2013-07-29,1023.8787370935152
2013-07-30,1032.291803321888
2013-07-31,1022.0039601631161
2013-08-01,1032.0374993008656
2013-08-02,1028.0345036100189
2013-08-05,1059.9066032922597
2013-08-06,1055.0953664604328
2013-08-07,1054.1023333978308
2013-08-08,1049.0249806126785
2013-08-09,1052.336856979006
2013-08-12,1059.8066055647064
2013-08-13,1065.303135776345
2013-08-14,1060.1440240192178
2013-08-15,1061.3148967732407
2013-08-16,1055.3074244955892
2013-08-19,1046.9342556391118
2013-08-20,1036.806604876506
2013-08-21,1037.9558134115337
2013-08-22,1039.4162199889645
2013-08-23,1034.8796549970332
2013-08-26,1033.1846689555252
2013-08-27,1012.6059867815305
2013-08-28,1015.315499190685
2013-08-29,1022.6920456413147
2013-08-30,1025.6780644307269
2013-09-02,1031.8872110241712
2013-09-03,1027.5839760969066
2013-09-04,1020.1985497330185
2013-09-05,1018.0750955899888
2013-09-06,1014.4897886520835
2013-09-09,1011.8820200667807
2013-09-10,1032.0543687872112
2013-09-11,1038.5325490926107
2013-09-12,1039.8091216400292
2013-09-13,1043.6900135483538
2013-09-16,1030.617568128258
2013-09-17,1031.795568223496
2013-09-18,1031.8155194919368
2013-09-19,1024.8830142349582
2013-09-20,1027.386522097555
2013-09-23,1022.1202326205058
2013-09-24,1020.3803180540765
2013-09-25,1017.2994555589097
2013-09-26,1012.0249757900764
2013-09-27,1008.25284469771
2013-09-30,1002.142089559143
2013-10-01,1006.7585900186706
2013-10-02,1001.4926602557982
2013-10-03,1002.1600458101505
2013-10-04,1004.4476240105838
2013-10-07,1004.493137749973
2013-10-08,1003.5135301695614
2013-10-09,1007.5208744241112
2013-10-10,1012.062328281762
2013-10-11,1009.7909743048484
2013-10-14,1007.3320207706557
2013-10-15,1013.5616892151755
2013-10-16,1014.8028232483471
2013-10-17,1001.5817355232821
2013-10-18,999.649730856008
2013-10-21,992.7710365111967
2013-10-22,986.0158540337416
2013-10-23,987.6139418410729
2013-10-24,986.3944449152685
2013-10-25,986.5939717990534
2013-10-28,993.5579865765552
2013-10-29,989.6444121229505
2013-10-30,998.2852189668341
2013-10-31,1016.6416580107931
2013-11-01,1024.5919230626125
2013-11-04,1019.3005594364768
2013-11-05,1022.1859459408405
2013-11-06,1018.0196051204226
2013-11-07,1029.126693484302
2013-11-08,1032.2873952932132
2013-11-11,1077.6313949802964
2013-11-12,1097.915468644265
2013-11-13,1118.0884117999303
2013-11-14,1105.0690251332812
2013-11-15,1104.4847554680823
2013-11-18,1095.7344257110713
2013-11-19,1100.4578653679528
2013-11-20,1130.840739053596
2013-11-21,1144.1693330369721
2013-11-22,1137.8249026640422
2013-11-25,1149.2876916869914
2013-11-26,1148.3122964735555
2013-11-27,1136.4238439694188
2013-11-28,1130.6101330887066
2013-11-29,1129.198630806111
2013-12-02,1132.6128126108695
2013-12-03,1132.6886331566104
2013-12-04,1129.0001242388394
2013-12-05,1117.746420480364
2013-12-06,1116.401061786291
2013-12-09,1115.2275455806616
2013-12-10,1118.6704903967652
2013-12-11,1121.468441411416
2013-12-12,1125.3165505196996
2013-12-13,1126.5353837399448
2013-12-16,1125.1924283899561
2013-12-17,1132.6105153184244
2013-12-18,1126.4599665957057
2013-12-19,1133.6614032291661
2013-12-20,1134.6275349421337
2013-12-23,1157.207658596989
2013-12-24,1163.1917333339636
2013-12-25,1163.1917333339636
2013-12-26,1163.3835796566984
2013-12-27,1156.712208752221
2013-12-30,1145.0503435641042
2013-12-31,1147.342491621672
2014-01-01,1147.342491621672
2014-01-02,1166.0943104608705
2014-01-03,1170.6359134955767
2014-01-06,1171.4316484056444
2014-01-07,1174.3128714508914
2014-01-08,1187.1047050490536
2014-01-09,1186.423786785664
2014-01-10,1179.4425097028732
2014-01-13,1178.6819780660699
2014-01-14,1181.6888687973037
2014-01-15,1192.7473580918856
2014-01-16,1203.5243301247644
2014-01-17,1208.0570083437274
2014-01-20,1238.1829086003509
2014-01-21,1270.6850439532252
2014-01-22,1282.6239058389297
2014-01-23,1300.04669626723
2014-01-24,1299.6202200836876
2014-01-27,1301.3020649859966
2014-01-28,1314.9887588369504
2014-01-29,1316.5898226272793
2014-01-30,1325.114405690308
2014-01-31,1333.027984446844
2014-02-03,1308.5848182923503
2014-02-04,1297.526412317899
2014-02-05,1300.8214741295913
2014-02-06,1301.0419652378555
2014-02-07,1299.4181623331
2014-02-10,1294.8672333146794
2014-02-11,1292.2441545120837
2014-02-12,1316.7204901129974
2014-02-13,1310.6642601788687
2014-02-14,1307.9763511719684
2014-02-17,1286.7588668060512
2014-02-18,1293.39122810223
2014-02-19,1310.0789492389838
2014-02-20,1314.9829751256777
2014-02-21,1311.9221446002337
2014-02-24,1306.500519679994
2014-02-25,1303.4765595743459
2014-02-26,1310.0964050194716
2014-02-27,1303.214570901179
2014-02-28,1290.9481339307451
