Date,ZIMBABWE IMI
2010-11-30,1000.0
2010-12-01,990.0965598027902
2010-12-02,978.2331831826086
2010-12-03,962.5164679759419
2010-12-06,975.5534337428246
2010-12-07,953.6731988262231
2010-12-08,946.1566044981574
2010-12-09,946.177554735007
2010-12-10,941.043278896925
2010-12-13,931.3005197683914
2010-12-14,931.5788626591952
2010-12-15,926.1355417627321
2010-12-16,938.9408171921923
2010-12-17,943.0077170253401
2010-12-20,954.7795761784644
2010-12-21,952.8137939472527
2010-12-22,955.4691885780134
2010-12-23,958.0430763273883
2010-12-24,944.8386568708786
2010-12-27,942.611365257404
2010-12-28,954.5583998242408
2010-12-29,955.5424144193125
2010-12-30,962.9104219322796
2010-12-31,958.8204922712877
2011-01-03,968.7453928649617
2011-01-04,972.2752763402484
2011-01-05,998.7550569040353
2011-01-06,1026.165841729413
2011-01-07,1057.9309762011374
2011-01-10,1091.6313631712158
2011-01-11,1118.1969753916921
2011-01-12,1108.25848826494
2011-01-13,1061.0266528671684
2011-01-14,1077.6388943434752
2011-01-17,1077.510016331495
2011-01-18,1060.553188704075
2011-01-19,1037.36567736048
2011-01-20,1046.6379850233125
2011-01-21,1024.2087960636914
2011-01-24,1039.7914614844226
2011-01-25,1053.768622050443
2011-01-26,1060.180392708086
2011-01-27,1056.4302619607452
2011-01-28,1068.7773805763163
2011-01-31,1060.3382426721512
2011-02-01,1053.8594996819547
2011-02-02,1048.7415596846727
2011-02-03,1063.3945670449427
2011-02-04,1067.132252677479
2011-02-07,1060.6338784842026
2011-02-08,1052.7450556018164
2011-02-09,1042.20938150637
2011-02-10,1047.128402688478
2011-02-11,1042.6825410898675
2011-02-14,1047.0780938806784
2011-02-15,1038.2486168680869
2011-02-16,1037.6528670869059
2011-02-17,1034.643799986886
2011-02-18,1029.2662607065683
2011-02-21,1035.2186663745006
2011-02-22,1038.253362813813
2011-02-23,1039.8045368867129
2011-02-24,1040.003349751903
2011-02-25,1054.1350140937027
2011-02-28,1049.1276491669048
2011-03-01,1046.1547804534273
2011-03-02,1045.151872748444
2011-03-03,1039.5729363951245
2011-03-04,1037.2406964338682
2011-03-07,1036.9619794522519
2011-03-08,1049.6491924299985
2011-03-09,1051.6905504020403
2011-03-10,1063.872516202393
2011-03-11,1069.6185028693392
2011-03-14,1069.1649534835042
2011-03-15,1081.456532341503
2011-03-16,1098.27861541035
2011-03-17,1093.2695018794852
2011-03-18,1086.879272582987
2011-03-21,1077.3110100280592
2011-03-22,1072.54822529507
2011-03-23,1062.2927932315024
2011-03-24,1056.569877831347
2011-03-25,1060.8043075778635
2011-03-28,1207.6874907751894
2011-03-29,1197.5744245006883
2011-03-30,1189.7878341041899
2011-03-31,1159.2297892801955
2011-04-01,1158.0526869906553
2011-04-04,1155.0650235853568
2011-04-05,1154.202615713913
2011-04-06,1143.6406138906868
2011-04-07,1144.8419989097274
2011-04-08,1138.7996668309781
2011-04-11,1142.6109091295123
2011-04-12,1140.066868911695
2011-04-13,1141.067020149937
2011-04-14,1150.7427018920985
2011-04-15,1163.1796694447664
2011-04-18,1180.6212230943077
2011-04-19,1170.9603939030017
2011-04-20,1164.1216834787278
2011-04-21,1196.1234039439594
