Date,NIGERIA IMI
2010-11-30,1000.0
2010-12-01,1003.4076245632222
2010-12-02,1002.2352314161035
2010-12-03,979.5486764528093
2010-12-06,982.4720607775797
2010-12-07,967.163351993864
2010-12-08,981.2527182886816
2010-12-09,979.8664553065406
2010-12-10,965.0005368035692
2010-12-13,947.3148490998402
2010-12-14,950.4633434977184
2010-12-15,959.3298014853326
2010-12-16,969.1020157828069
2010-12-17,964.0375422157773
2010-12-20,971.639705343154
2010-12-21,973.7464448212006
2010-12-22,994.4059398569985
2010-12-23,1004.1969489617063
2010-12-24,989.8323555087513
2010-12-27,987.6274292277176
2010-12-28,989.0187715549116
2010-12-29,992.9071035671648
2010-12-30,987.3219580170586
2010-12-31,985.8135906199901
2011-01-03,989.7606814071604
2011-01-04,1014.1029450136779
2011-01-05,1069.3834002292062
2011-01-06,1111.038325985296
2011-01-07,1088.3374745401406
2011-01-10,1074.3222514985202
2011-01-11,1082.9420513100667
2011-01-12,1094.6819718985519
2011-01-13,1084.566818593632
2011-01-14,1101.2329782959187
2011-01-17,1097.0637574732627
2011-01-18,1083.1471107543011
2011-01-19,1091.2656731117488
2011-01-20,1107.5672868770837
2011-01-21,1098.9244090474435
2011-01-24,1090.9036588876827
2011-01-25,1090.173689797307
2011-01-26,1091.4883435842826
2011-01-27,1073.4580812718266
2011-01-28,1072.676168190218
2011-01-31,1032.8546410624178
2011-02-01,1023.0432446449691
2011-02-02,1035.4213438882443
2011-02-03,1043.60080620524
2011-02-04,1049.2461107320987
2011-02-07,1044.142321200225
2011-02-08,1034.7551250350734
2011-02-09,1037.5941421940904
2011-02-10,1039.5591641772105
2011-02-11,1046.19673296102
2011-02-14,1050.0203251855519
2011-02-15,1045.940992142873
2011-02-16,1039.852881575385
2011-02-17,1044.509799521394
2011-02-18,1036.6666297858615
2011-02-21,1030.344078041659
2011-02-22,1034.269745072065
2011-02-23,1037.3429091680725
2011-02-24,1006.3837943985235
2011-02-25,1005.6437127456792
2011-02-28,989.842449995262
2011-03-01,986.4774930869438
2011-03-02,968.4822032914333
2011-03-03,955.1470644704378
2011-03-04,945.7625251023909
