Date,SWITZERLAND QUALITY
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,1026.6602633521989
1999-01-05,1031.4422061068606
1999-01-06,1040.2308035419412
1999-01-07,1033.1388649509138
1999-01-08,1050.8987166658767
1999-01-11,1029.4960279116701
1999-01-12,1027.190399819885
1999-01-13,1002.126868337159
1999-01-14,1001.8348098768075
1999-01-15,1013.0890716706859
1999-01-18,1011.4392935548723
1999-01-19,1011.2581836562637
1999-01-20,1011.6824648362061
1999-01-21,991.4018110149075
1999-01-22,988.2820626970506
1999-01-25,994.9417042983824
1999-01-26,989.9235671739287
1999-01-27,980.3135396168566
1999-01-28,989.3511968830147
1999-01-29,992.6308030367617
1999-02-01,1006.1898748688765
1999-02-02,1009.4027364384518
1999-02-03,1005.0354697388666
1999-02-04,999.4718793233947
1999-02-05,993.4824324777319
1999-02-08,975.8957981870468
1999-02-09,964.7203289767081
1999-02-10,958.8432723260374
1999-02-11,957.5067756143418
1999-02-12,966.5934729275514
1999-02-15,967.1185389008215
1999-02-16,969.4910909164508
1999-02-17,971.6655713609679
1999-02-18,959.8408836227466
1999-02-19,954.3852875910491
1999-02-22,973.4421090625157
1999-02-23,986.8093076701205
1999-02-24,1006.1433918750035
1999-02-25,994.7009842875058
1999-02-26,993.9784403251517
1999-03-01,985.6058989677075
1999-03-02,983.9208033410949
1999-03-03,987.9769711746757
1999-03-04,998.9532342725224
1999-03-05,1014.1611973754342
1999-03-08,1004.8098916974457
1999-03-09,1004.6630669130659
1999-03-10,989.8933601875417
1999-03-11,1008.4723806457984
1999-03-12,998.5767133859903
1999-03-15,1002.024472340119
1999-03-16,999.0946111821886
1999-03-17,996.5851093513317
1999-03-18,997.1789317011065
1999-03-19,992.3839485025709
1999-03-22,983.8661874898994
1999-03-23,970.0204565450833
1999-03-24,964.8705434355478
1999-03-25,977.824961503166
1999-03-26,967.8118351544194
1999-03-29,980.2841856222611
1999-03-30,968.1838066970762
1999-03-31,982.6223846768303
1999-04-01,983.5834276918117
1999-04-02,983.2411788606955
1999-04-05,982.4779754690557
1999-04-06,988.7093572543101
1999-04-07,992.4592066146436
1999-04-08,1008.760145362063
1999-04-09,1004.7721051530048
1999-04-12,995.3317695183464
1999-04-13,995.7785676251218
1999-04-14,993.5721909713822
1999-04-15,973.2787362005963
1999-04-16,969.8397491417101
1999-04-19,978.4845181081545
1999-04-20,961.1327621826507
1999-04-21,960.796564743782
1999-04-22,966.6258591366303
1999-04-23,963.1957813120426
1999-04-26,982.4228688289749
1999-04-27,997.3369137528797
1999-04-28,993.2923170914897
1999-04-29,985.0611773933425
1999-04-30,985.4933283343336
1999-05-03,995.3328553974329
1999-05-04,988.7924062763943
1999-05-05,988.3385907089271
1999-05-06,978.5320396108278
1999-05-07,976.8063299928882
1999-05-10,977.320807064073
1999-05-11,979.4382115128972
1999-05-12,978.020709053922
1999-05-13,979.2565093168192
1999-05-14,968.0013377543204
1999-05-17,953.1751695337852
1999-05-18,963.1931191118563
1999-05-19,966.1558583584838
1999-05-20,974.34974026718
1999-05-21,964.8390075843199
1999-05-24,966.197067865091
1999-05-25,953.0145208646005
1999-05-26,958.8979605530375
1999-05-27,945.4691384231146
1999-05-28,952.7721885273343
1999-05-31,966.5476312333697
1999-06-01,959.9050018428765
1999-06-02,971.41502549102
1999-06-03,981.1925659658644
1999-06-04,994.3507298395587
1999-06-07,1002.5888281159789
1999-06-08,1000.9274386179006
1999-06-09,1003.2727511101011
1999-06-10,979.7230232165756
1999-06-11,979.3967272196085
1999-06-14,985.2499151200726
1999-06-15,989.0755855170556
1999-06-16,993.9250962226768
1999-06-17,999.1010149684282
1999-06-18,1003.1992576156172
1999-06-21,1014.3733039010402
1999-06-22,1002.7214719411621
1999-06-23,995.1284751133736
1999-06-24,986.3998365238548
1999-06-25,977.5757003383694
1999-06-28,975.107759800985
1999-06-29,985.5897540788047
1999-06-30,972.2091676851065
1999-07-01,990.5489660247767
1999-07-02,1006.4712728508629
1999-07-05,1013.6350043021126
1999-07-06,1003.6661862855732
1999-07-07,997.2172476240388
1999-07-08,1000.0398196043112
1999-07-09,993.9000573750504
1999-07-12,991.3771961585528
1999-07-13,983.9035328333456
1999-07-14,987.5375640280864
1999-07-15,992.1306298323728
1999-07-16,984.6758111256653
1999-07-19,985.2821611833664
1999-07-20,972.1797798247418
1999-07-21,974.3867034534525
1999-07-22,965.8872599841765
1999-07-23,953.2107087402111
1999-07-26,947.1294388432551
1999-07-27,962.4426997503019
1999-07-28,957.2499368781123
1999-07-29,948.416177561611
1999-07-30,967.9097655234324
1999-08-02,974.513482690552
1999-08-03,971.9654488294084
1999-08-04,971.0899225489995
1999-08-05,959.0669800445426
1999-08-06,954.6485099924225
1999-08-09,960.1112122703558
1999-08-10,951.8405046277782
1999-08-11,957.5775372239636
