Date,USA QUALITY
1998-12-31,689.4891117308229
1999-01-01,689.4891117308229
1999-01-04,684.9958248772185
1999-01-05,692.093903896163
1999-01-06,710.1226737773089
1999-01-07,710.3280789952671
1999-01-08,717.066136396151
1999-01-11,712.4108656633211
1999-01-12,698.7629424540364
1999-01-13,689.3030512090289
1999-01-14,678.590914346263
1999-01-15,698.7343782973771
1999-01-18,698.3126191658706
1999-01-19,702.5486969245135
1999-01-20,707.2752813600728
1999-01-21,690.979999278538
1999-01-22,683.9438100687357
1999-01-25,691.0578980288766
1999-01-26,708.023687318427
1999-01-27,713.143493731283
1999-01-28,732.2901766609906
1999-01-29,744.5286794841038
1999-02-01,744.1661841750233
1999-02-02,734.4581204735946
1999-02-03,741.1172116648229
1999-02-04,730.1886022652658
1999-02-05,722.0314436301122
1999-02-08,727.6696469148085
1999-02-09,707.1553587752484
1999-02-10,710.1403957356393
1999-02-11,728.9368767444947
1999-02-12,718.0671917061896
1999-02-15,720.7192442542076
1999-02-16,729.5634701951459
1999-02-17,715.0435429956531
1999-02-18,722.2521193147684
1999-02-19,733.403640441963
1999-02-22,755.7129528088924
1999-02-23,760.896996165812
1999-02-24,751.511157822918
1999-02-25,741.3909091571751
1999-02-26,741.800631398625
1999-03-01,742.134228318934
1999-03-02,736.8185127573825
1999-03-03,739.0270538849527
1999-03-04,754.608914392451
1999-03-05,769.4864572477206
1999-03-08,772.5630843425722
1999-03-09,770.3969308906375
1999-03-10,765.7495402947851
1999-03-11,781.5842952872899
1999-03-12,771.4764970377161
1999-03-15,781.1270285730894
1999-03-16,785.4405148627359
1999-03-17,770.943365862952
1999-03-18,783.8834048779121
1999-03-19,775.8949640038782
1999-03-22,778.0003442857216
1999-03-23,758.5268652112076
1999-03-24,759.8515881897583
1999-03-25,777.369525714676
1999-03-26,782.0846537214296
1999-03-29,802.1697261837915
1999-03-30,796.4534968791637
1999-03-31,781.7299908493029
1999-04-01,785.759055904072
1999-04-02,787.5072104664544
1999-04-05,808.294131905312
1999-04-06,803.9525817281447
1999-04-07,803.2104383576259
1999-04-08,814.2519051613513
1999-04-09,822.8308805455748
1999-04-12,820.5451614828783
1999-04-13,819.9022232790873
1999-04-14,797.5574266004978
1999-04-15,794.3262558888367
1999-04-16,791.6193265152615
1999-04-19,766.1958611104367
1999-04-20,779.1402951198754
1999-04-21,807.280825621243
1999-04-22,824.3420022020271
1999-04-23,817.5739474230226
1999-04-26,829.0838285679982
1999-04-27,821.2417584239377
1999-04-28,809.5151703507446
1999-04-29,806.8465899116208
1999-04-30,804.5731353126628
1999-05-03,813.9733794367097
1999-05-04,799.8140161228013
1999-05-05,804.1139313470545
1999-05-06,786.776934938915
1999-05-07,789.8666487077726
1999-05-10,787.5034889721217
1999-05-11,804.0765419348523
1999-05-12,813.7521951660866
1999-05-13,818.1533231464208
1999-05-14,794.6796185064366
1999-05-17,804.6995678846826
1999-05-18,801.6066608262329
1999-05-19,808.5514074219466
1999-05-20,807.8996607594805
1999-05-21,806.3129653613487
1999-05-24,788.2065394073464
1999-05-25,772.177745042429
1999-05-26,792.0038554176408
1999-05-27,782.9294519575363
1999-05-28,795.6973569708277
1999-05-31,797.8337645074039
1999-06-01,789.9864230865726
1999-06-02,800.5429462947344
1999-06-03,804.5067558770315
1999-06-04,830.5907241482718
1999-06-07,831.7632103307755
1999-06-08,809.2721752326125
1999-06-09,809.4275407519617
1999-06-10,793.3710570659044
1999-06-11,784.9548109524574
1999-06-14,786.5273543237817
1999-06-15,791.2847673643088
1999-06-16,818.5885996456432
1999-06-17,824.2636569989038
1999-06-18,817.150554442016
1999-06-21,827.2620444293487
1999-06-22,822.5393213102984
1999-06-23,820.4707867790371
1999-06-24,810.3717616451635
1999-06-25,800.5329138881899
1999-06-28,818.1468048167319
1999-06-29,835.7343183161429
1999-06-30,855.9459975324379
1999-07-01,867.2911199460901
1999-07-02,877.4327756058082
1999-07-05,876.4893456139539
1999-07-06,870.5359604058177
1999-07-07,875.8713224293735
1999-07-08,879.2188683107306
1999-07-09,884.0254675126675
1999-07-12,888.2064965771237
1999-07-13,883.2017213786854
1999-07-14,884.4874934475539
1999-07-15,889.3201171384039
1999-07-16,896.7792873680991
1999-07-19,892.4143214588953
1999-07-20,849.4176897212265
1999-07-21,845.0121079638016
1999-07-22,834.8459956988411
1999-07-23,832.9160335392764
1999-07-26,812.5027737268317
1999-07-27,824.135532967786
1999-07-28,828.0813831216136
