Date,UNITED KINGDOM QUALITY
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,988.3539279130886
1999-01-05,1002.4586892222961
1999-01-06,1039.6198076278404
1999-01-07,1030.8993080372431
1999-01-08,1037.54712245475
1999-01-11,1033.9132570443458
1999-01-12,1016.1326480185564
1999-01-13,988.6802696843511
1999-01-14,982.8946085732914
1999-01-15,1004.090637462277
1999-01-18,1021.0196406815154
1999-01-19,1010.1679702876494
1999-01-20,1025.8712999549116
1999-01-21,1020.845756835955
1999-01-22,999.1357328704419
1999-01-25,1009.3549050110807
1999-01-26,1020.3797014236951
1999-01-27,1035.0327907728786
1999-01-28,1043.2094384889656
1999-01-29,1050.119547414483
1999-02-01,1077.308460605417
1999-02-02,1083.844557360239
1999-02-03,1061.7713996000946
1999-02-04,1071.609942314654
1999-02-05,1055.2651227954482
1999-02-08,1055.1107346012577
1999-02-09,1036.9500509898583
1999-02-10,1029.5542943653531
1999-02-11,1040.2743639599464
1999-02-12,1049.205170423511
1999-02-15,1059.0695087072675
1999-02-16,1088.1078771006364
1999-02-17,1081.0631425635452
1999-02-18,1079.0220783303068
1999-02-19,1084.3459454756157
1999-02-22,1092.5002130777023
1999-02-23,1094.9000546485133
1999-02-24,1110.430809125261
1999-02-25,1095.7669634406095
1999-02-26,1096.2488523259876
1999-03-01,1090.6265087033678
1999-03-02,1098.9251586175417
1999-03-03,1102.9046705931198
1999-03-04,1116.0294843074728
1999-03-05,1130.251596350741
1999-03-08,1127.4434120254882
1999-03-09,1138.3797873678266
1999-03-10,1142.527762998181
1999-03-11,1158.217874682888
1999-03-12,1147.1079411111157
1999-03-15,1134.7387776538865
1999-03-16,1134.2556727738688
1999-03-17,1106.2807095483574
1999-03-18,1099.320889415079
1999-03-19,1120.9131710561398
1999-03-22,1120.9927868339985
1999-03-23,1110.0795749039726
1999-03-24,1104.6041380212516
1999-03-25,1111.0956686391266
1999-03-26,1120.651433081004
1999-03-29,1140.8814604500792
1999-03-30,1136.7903676262788
1999-03-31,1140.7846044190953
1999-04-01,1134.7651151605492
1999-04-02,1136.5102865225904
1999-04-05,1141.5282685870964
1999-04-06,1146.0563866807938
1999-04-07,1147.5831315711441
1999-04-08,1156.0570638420506
1999-04-09,1172.153538529968
1999-04-12,1171.7649908515054
1999-04-13,1187.0844462422208
1999-04-14,1177.7971182388435
1999-04-15,1185.6638793598586
1999-04-16,1185.6080999103895
1999-04-19,1200.9892646599772
1999-04-20,1166.8524105414256
1999-04-21,1169.9052402060793
1999-04-22,1188.3586501953462
1999-04-23,1187.299931700739
1999-04-26,1195.4345848687428
1999-04-27,1206.7913518655635
1999-04-28,1209.499534792339
1999-04-29,1192.4600273217277
1999-04-30,1196.5092696576303
1999-05-03,1197.867974293153
1999-05-04,1201.9436978859405
1999-05-05,1177.3931099415338
1999-05-06,1184.3784756666937
1999-05-07,1172.6608801006125
1999-05-10,1163.9527288432375
1999-05-11,1173.9630811908542
1999-05-12,1178.3218443801738
1999-05-13,1198.0066736178921
1999-05-14,1167.120165234215
1999-05-17,1146.4157491282322
1999-05-18,1151.8308354999924
1999-05-19,1157.5801351194466
1999-05-20,1167.2933555806826
1999-05-21,1159.1455392957228
1999-05-24,1138.1784692528176
1999-05-25,1124.7975712912528
1999-05-26,1130.8032617327815
1999-05-27,1132.2370720500962
1999-05-28,1142.1837586600682
1999-05-31,1145.8579678799993
1999-06-01,1148.8730449484308
1999-06-02,1179.4473608808091
1999-06-03,1184.1664915441102
1999-06-04,1190.2933194346301
1999-06-07,1191.2092915238215
1999-06-08,1182.1850023745426
1999-06-09,1183.271115912824
1999-06-10,1176.8046102894884
1999-06-11,1190.938619534753
1999-06-14,1184.4845662508644
1999-06-15,1179.0545593382922
1999-06-16,1198.1725280424982
1999-06-17,1197.891864474261
1999-06-18,1196.487176646941
1999-06-21,1209.2660237217046
1999-06-22,1204.326231082682
1999-06-23,1182.449769647938
1999-06-24,1166.7659646845857
1999-06-25,1168.3585040076741
1999-06-28,1170.1887988223239
1999-06-29,1158.1226739715787
1999-06-30,1155.4744863861274
1999-07-01,1184.4112475440552
1999-07-02,1183.937112342438
1999-07-05,1191.389963101429
1999-07-06,1186.48318800166
1999-07-07,1187.3249966932974
1999-07-08,1185.0969033828069
1999-07-09,1182.6488001269724
1999-07-12,1188.160877339396
1999-07-13,1169.0063802946308
1999-07-14,1170.3384668733606
1999-07-15,1181.7293450188367
1999-07-16,1188.902480774625
1999-07-19,1185.3392666911714
1999-07-20,1159.8561615907797
1999-07-21,1142.9362225502782
1999-07-22,1146.3320092146203
1999-07-23,1132.741038998403
1999-07-26,1114.43839093337
1999-07-27,1126.4857454659686
1999-07-28,1135.313102640867
1999-07-29,1120.9740059695575
1999-07-30,1143.9331546990745
1999-08-02,1150.3453434235503
1999-08-03,1153.1725003818688
