Date,CANADA QUALITY
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,1008.7049189625129
1999-01-05,1021.9520256573983
1999-01-06,1063.2842954835241
1999-01-07,1064.7933379650913
1999-01-08,1079.1743056080013
1999-01-11,1083.2049918261582
1999-01-12,1064.2527886262953
1999-01-13,1015.3515816490768
1999-01-14,1006.28196696533
1999-01-15,1042.5530052437864
1999-01-18,1047.8567769003455
1999-01-19,1038.6933354340003
1999-01-20,1030.6700838565714
1999-01-21,1039.5410060231166
1999-01-22,1023.743948520403
1999-01-25,1029.0177245369753
1999-01-26,1024.3872789679679
1999-01-27,1024.3157041063928
1999-01-28,1026.38421834228
1999-01-29,1051.271998582471
1999-02-01,1062.3008244774344
1999-02-02,1040.3290248528938
1999-02-03,1048.3257682634883
1999-02-04,1057.8131367836902
1999-02-05,1055.9623895757825
1999-02-08,1058.3041303703692
1999-02-09,1023.5179268760509
1999-02-10,1022.891135892573
1999-02-11,1044.030522515588
1999-02-12,1035.2934510273508
1999-02-15,1047.7448573534234
1999-02-16,1030.544748727089
1999-02-17,1018.7161865468638
1999-02-18,1028.3516272574075
1999-02-19,1041.5057027093949
1999-02-22,1050.6869213367418
1999-02-23,1053.55980920894
1999-02-24,1041.149929521084
1999-02-25,1027.3197551703277
1999-02-26,1039.216082461216
1999-03-01,1023.3960053348733
1999-03-02,1005.7466745972581
1999-03-03,999.7116292885154
1999-03-04,1023.880294423881
1999-03-05,1044.3321880034882
1999-03-08,1054.9410534068613
1999-03-09,1050.2513751630172
1999-03-10,1048.0074055850328
1999-03-11,1053.7121856255392
1999-03-12,1044.3406426699191
1999-03-15,1042.29101549361
1999-03-16,1046.2815339718802
1999-03-17,1039.2154879850386
1999-03-18,1043.739299282891
1999-03-19,1057.4807695719553
1999-03-22,1067.062950547803
1999-03-23,1046.3521893678096
1999-03-24,1049.4570374938824
1999-03-25,1066.160713299784
1999-03-26,1079.5360894000244
1999-03-29,1076.5030727881233
1999-03-30,1056.9751019473847
1999-03-31,1060.6017861346413
1999-04-01,1059.3185269092644
1999-04-02,1066.4956149857483
1999-04-05,1089.5513403796192
1999-04-06,1071.6081933684086
1999-04-07,1068.0092249452955
1999-04-08,1072.4828612964498
1999-04-09,1064.948804015556
1999-04-12,1061.3369544838922
1999-04-13,1066.0399282494523
1999-04-14,1075.6795217076585
1999-04-15,1097.9301313223918
1999-04-16,1122.2736518682104
1999-04-19,1127.2068058879556
1999-04-20,1114.6883299242832
1999-04-21,1127.5715423863778
1999-04-22,1132.1123773089193
1999-04-23,1136.1856989839202
1999-04-26,1129.2439796954932
1999-04-27,1134.414088893275
1999-04-28,1159.6804450463344
1999-04-29,1171.5549338584162
1999-04-30,1170.0406285372717
1999-05-03,1187.1516385734863
1999-05-04,1181.7992057057666
1999-05-05,1183.1607000918073
1999-05-06,1171.0295628908968
1999-05-07,1152.79629993226
1999-05-10,1152.5236067700014
1999-05-11,1170.9330352946365
1999-05-12,1168.225806144708
1999-05-13,1180.263217447055
1999-05-14,1147.2319269375025
1999-05-17,1150.2592514715202
1999-05-18,1159.5732306963762
1999-05-19,1167.5058861832501
1999-05-20,1157.1980417212826
1999-05-21,1177.3846728025662
1999-05-24,1178.3428100682636
1999-05-25,1148.6716705067697
1999-05-26,1161.9590034343653
1999-05-27,1152.9509089967935
1999-05-28,1160.388464818063
1999-05-31,1161.4242071134297
1999-06-01,1156.6614566753344
1999-06-02,1177.6866266103405
1999-06-03,1189.8714388440046
1999-06-04,1211.2585221750505
1999-06-07,1220.718245008562
1999-06-08,1189.4267314926867
1999-06-09,1189.974865370454
1999-06-10,1190.0312201091792
1999-06-11,1194.771879727603
1999-06-14,1205.5646376337731
1999-06-15,1202.6260155077966
1999-06-16,1221.520111587288
1999-06-17,1222.2611218928453
1999-06-18,1215.803010243154
1999-06-21,1210.6163293903182
1999-06-22,1204.8349413217525
1999-06-23,1205.9966234247318
1999-06-24,1197.4825787770617
1999-06-25,1206.3542800743828
1999-06-28,1208.8021289189924
1999-06-29,1207.5940188440952
1999-06-30,1219.2486350655727
1999-07-01,1236.290110331165
1999-07-02,1253.4129982673899
1999-07-05,1274.2705172579608
1999-07-06,1259.4568385588375
1999-07-07,1243.256149190859
1999-07-08,1244.102370275149
1999-07-09,1244.3252616998072
1999-07-12,1240.0210749409182
1999-07-13,1218.881909680393
1999-07-14,1237.995824125084
1999-07-15,1241.6943426965072
1999-07-16,1238.86825448404
1999-07-19,1236.153499238559
1999-07-20,1198.6410331810298
1999-07-21,1173.8298514388475
1999-07-22,1170.025448347314
1999-07-23,1164.3596950287952
1999-07-26,1129.908624777932
1999-07-27,1137.5707721644537
1999-07-28,1148.6863885001526
1999-07-29,1133.708383114233
1999-07-30,1148.892240035775
1999-08-02,1147.4453383153589
1999-08-03,1153.2339036351873
