Date,AUSTRALIA QUALITY
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,1015.5795463452288
1999-01-05,1020.6930299518882
1999-01-06,1052.887284593905
1999-01-07,1079.819809156752
1999-01-08,1082.683980494512
1999-01-11,1083.204017413813
1999-01-12,1073.708578453162
1999-01-13,1038.4345968818693
1999-01-14,1038.4699491363913
1999-01-15,1057.009210975826
1999-01-18,1061.5992396127726
1999-01-19,1076.2222937300248
1999-01-20,1089.1901042898483
1999-01-21,1084.4015088287288
1999-01-22,1072.90654053326
1999-01-25,1067.8109394001647
1999-01-26,1064.385921103879
1999-01-27,1073.2786478660641
1999-01-28,1083.2438038205048
1999-01-29,1093.4089559516735
1999-02-01,1127.8012841360794
1999-02-02,1123.7270263380576
1999-02-03,1134.5455637601494
1999-02-04,1147.7353399310489
1999-02-05,1148.5126925492964
1999-02-08,1148.6565894037835
1999-02-09,1129.359591896323
1999-02-10,1107.7296658288665
1999-02-11,1121.809554336378
1999-02-12,1128.8224498554073
1999-02-15,1127.0609495368083
1999-02-16,1104.9950744214648
1999-02-17,1105.1883127340436
1999-02-18,1106.8085416140475
1999-02-19,1146.9069462005846
1999-02-22,1149.4829892410621
1999-02-23,1143.4519387299306
1999-02-24,1139.152498000297
1999-02-25,1106.1904700745333
1999-02-26,1089.107195533241
1999-03-01,1105.792382311543
1999-03-02,1105.468022103259
1999-03-03,1114.4466333869257
1999-03-04,1126.6302399073568
1999-03-05,1145.2120924042151
1999-03-08,1157.916988965053
1999-03-09,1166.6410184625784
1999-03-10,1159.474144532572
1999-03-11,1171.6808268170014
1999-03-12,1166.3281200149013
1999-03-15,1170.9199925595092
1999-03-16,1163.959228269811
1999-03-17,1143.8638872867468
1999-03-18,1143.4751117435053
1999-03-19,1149.569424827983
1999-03-22,1158.0085936313264
1999-03-23,1171.3210834202043
1999-03-24,1164.5686491646122
1999-03-25,1163.382381756424
1999-03-26,1176.956297331393
1999-03-29,1167.0307648108983
1999-03-30,1159.3873514275317
1999-03-31,1153.7781312765765
1999-04-01,1165.8218587849192
1999-04-02,1162.5501279896537
1999-04-05,1166.7014312074243
1999-04-06,1159.9498108433006
1999-04-07,1154.6131004527438
1999-04-08,1146.464587959144
1999-04-09,1158.864966004111
1999-04-12,1155.8576754897651
1999-04-13,1181.0189376356814
1999-04-14,1182.9407127541308
1999-04-15,1192.3620520549975
1999-04-16,1215.9620009281743
1999-04-19,1228.115119566946
1999-04-20,1224.609463631811
1999-04-21,1220.7274582481264
1999-04-22,1247.1814834096003
1999-04-23,1249.920279318393
1999-04-26,1245.7498726472995
1999-04-27,1252.902656897215
1999-04-28,1252.334196534477
1999-04-29,1253.1342727739557
1999-04-30,1255.5231120484575
1999-05-03,1243.3881597286745
1999-05-04,1235.166246764058
1999-05-05,1208.7111531776684
1999-05-06,1216.7701940137072
1999-05-07,1196.064107047673
1999-05-10,1206.7932972805677
1999-05-11,1216.5977002377354
1999-05-12,1226.6569783555015
1999-05-13,1227.6214345628214
1999-05-14,1217.95404600555
1999-05-17,1193.9724345814482
1999-05-18,1211.0299282649103
1999-05-19,1185.8675205719162
1999-05-20,1183.3754809281588
1999-05-21,1194.3659994069528
1999-05-24,1192.734305970267
1999-05-25,1172.3069424738164
1999-05-26,1178.002808729769
1999-05-27,1180.0606117738632
1999-05-28,1177.5233118000954
1999-05-31,1177.7524743836375
1999-06-01,1170.881399776559
1999-06-02,1189.4757090946332
1999-06-03,1206.03289485518
1999-06-04,1213.9519084768847
1999-06-07,1221.6612248147019
1999-06-08,1219.2044379827323
1999-06-09,1225.2325486994937
1999-06-10,1216.8656716992625
1999-06-11,1216.0280268724036
1999-06-14,1219.9299497265768
1999-06-15,1212.8381200938832
1999-06-16,1225.578723610778
1999-06-17,1237.9470510357723
1999-06-18,1224.8873480222237
1999-06-21,1229.418158061083
1999-06-22,1250.6683993717409
1999-06-23,1246.4502587870281
1999-06-24,1237.754196063487
1999-06-25,1232.6794473039215
1999-06-28,1246.9346143744488
1999-06-29,1246.057568046459
1999-06-30,1254.229743577627
1999-07-01,1281.8781998384407
1999-07-02,1292.9972946492621
1999-07-05,1299.3280602898965
1999-07-06,1296.2352128900798
1999-07-07,1294.3899843279146
1999-07-08,1313.5416706863784
1999-07-09,1294.3671720309567
1999-07-12,1297.6999429790671
1999-07-13,1291.1887173399136
1999-07-14,1281.148773497992
1999-07-15,1288.9739585123334
1999-07-16,1278.9833234330752
1999-07-19,1290.0474225907242
1999-07-20,1277.5706699441093
1999-07-21,1254.95943913547
1999-07-22,1251.4332445584403
1999-07-23,1254.640250769778
1999-07-26,1223.5900289420222
1999-07-27,1221.7576644298235
1999-07-28,1231.9955710279419
1999-07-29,1223.7545403791141
1999-07-30,1219.611077944578
1999-08-02,1211.855078924626
1999-08-03,1235.7366863761526
