Date,JAPAN QUALITY
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,971.4927808784255
1999-01-05,974.0503980171583
1999-01-06,982.0874787090536
1999-01-07,1004.7488631418591
1999-01-08,1009.9980836695453
1999-01-11,1021.5446660042702
1999-01-12,993.702611601147
1999-01-13,964.0260316747657
1999-01-14,981.8168746160433
1999-01-15,986.6938116903365
1999-01-18,983.9976490521068
1999-01-19,988.133943817523
1999-01-20,1013.0976605774802
1999-01-21,1029.448986075712
1999-01-22,1010.0662114623323
1999-01-25,1013.5725415390579
1999-01-26,1023.3723365566165
1999-01-27,1024.031520486317
1999-01-28,1015.7092229265689
1999-01-29,1038.1694237228924
1999-02-01,1042.2771112776716
1999-02-02,1063.1001819353964
1999-02-03,1051.7023187352747
1999-02-04,1049.7440687428336
1999-02-05,1035.036649528616
1999-02-08,1040.4273573418686
1999-02-09,1023.9964781274339
1999-02-10,1020.8360689485028
1999-02-11,1024.973734046679
1999-02-12,1035.401313511245
1999-02-15,1030.6751237430956
1999-02-16,1020.8561119551622
1999-02-17,1009.6868858217007
1999-02-18,1002.7541533576278
1999-02-19,1011.1077305801688
1999-02-22,1032.859190022576
1999-02-23,1039.6222572976371
1999-02-24,1034.7032543464345
1999-02-25,1040.5390805549634
1999-02-26,1053.331500279416
1999-03-01,1044.0343723153458
1999-03-02,1018.5631990043473
1999-03-03,1019.5381452750613
1999-03-04,1017.315206393768
1999-03-05,1067.3132577170054
1999-03-08,1069.3412086668002
1999-03-09,1093.8215407532105
1999-03-10,1131.7237354828578
1999-03-11,1148.2279411004613
1999-03-12,1142.2076914796298
1999-03-15,1168.5926864593018
1999-03-16,1194.8984643931594
1999-03-17,1196.271142717284
1999-03-18,1166.1247330037122
1999-03-19,1215.7259724238033
1999-03-22,1209.7526018585509
1999-03-23,1189.3148926204026
1999-03-24,1161.87619784335
1999-03-25,1191.1072080875308
1999-03-26,1206.4598792934712
1999-03-29,1218.870242205355
1999-03-30,1208.0203582842926
1999-03-31,1217.2089869804347
1999-04-01,1247.7338307014188
1999-04-02,1250.16422239578
1999-04-05,1243.8287026053322
1999-04-06,1265.7603665553077
1999-04-07,1261.1659062038686
1999-04-08,1272.5033383364928
1999-04-09,1259.2045828092691
1999-04-12,1221.4212930837614
1999-04-13,1247.8495298343842
1999-04-14,1277.4509761713578
1999-04-15,1276.2970409321865
1999-04-16,1286.7467956109017
1999-04-19,1292.101629870855
1999-04-20,1278.0014973966317
1999-04-21,1253.7990470433324
1999-04-22,1272.043956563512
1999-04-23,1287.8281300755261
1999-04-26,1302.4699151938826
1999-04-27,1285.5138235929694
1999-04-28,1294.516549389135
1999-04-29,1299.9774236885105
1999-04-30,1278.1270645407399
1999-05-03,1271.482886869187
1999-05-04,1258.1376036434744
1999-05-05,1248.651176504945
1999-05-06,1283.2224670983105
1999-05-07,1258.9794816536782
1999-05-10,1259.201710301125
1999-05-11,1241.8165397797127
1999-05-12,1259.2545296746284
1999-05-13,1252.9089891158628
1999-05-14,1229.248429336275
1999-05-17,1200.8511129280314
1999-05-18,1226.688211650871
1999-05-19,1196.791602482674
1999-05-20,1214.897269697294
1999-05-21,1237.323564246871
1999-05-24,1247.4948680681528
1999-05-25,1240.5967415634154
1999-05-26,1259.6764881943925
1999-05-27,1257.579769852336
1999-05-28,1264.4357607097538
1999-05-31,1257.1061806362889
1999-06-01,1287.2913029072786
1999-06-02,1304.9037439880124
1999-06-03,1287.183920364444
1999-06-04,1294.237096671961
1999-06-07,1318.5945416715845
1999-06-08,1325.2630189546117
1999-06-09,1338.2789747337017
1999-06-10,1357.7556411809153
1999-06-11,1379.759695886255
1999-06-14,1358.7570111282619
1999-06-15,1372.4451536382714
1999-06-16,1387.6045095023426
1999-06-17,1407.334531619096
1999-06-18,1387.767959612521
1999-06-21,1415.9962185737281
1999-06-22,1440.439378726145
1999-06-23,1413.1476897167533
1999-06-24,1410.6696209752347
1999-06-25,1388.9260997124331
1999-06-28,1413.5879001957373
1999-06-29,1439.3478256734754
1999-06-30,1432.5548025742985
1999-07-01,1492.8042351725164
1999-07-02,1517.4115804400408
1999-07-05,1516.397044951095
1999-07-06,1499.817422378168
1999-07-07,1490.5751359426813
1999-07-08,1485.165925821715
1999-07-09,1482.9128204235126
1999-07-12,1520.8609859265885
1999-07-13,1528.8352124936516
1999-07-14,1552.3051107278168
1999-07-15,1570.0459284237697
1999-07-16,1543.3912471458993
1999-07-19,1578.6649155212779
1999-07-20,1541.0010024175565
1999-07-21,1503.877540922514
1999-07-22,1475.6817852766699
1999-07-23,1466.5130613465224
1999-07-26,1446.6503900329699
1999-07-27,1448.4674311630993
1999-07-28,1481.2601960174566
1999-07-29,1502.011940418285
1999-07-30,1518.8673962186638
1999-08-02,1516.1001600260777
1999-08-03,1530.4812862692847
1999-08-04,1501.8514587636157
