Date,MSCI USA HDY INDEX
1997-12-03,849.9646098
1997-12-04,846.87135025
1997-12-05,853.61782114
1997-12-08,852.52830103
1997-12-09,851.16481353
1997-12-10,850.77116465
1997-12-11,841.97169555
1997-12-12,842.97445046
1997-12-15,851.49557224
1997-12-16,852.20106682
1997-12-17,849.1351357
1997-12-18,843.69264262
1997-12-19,835.4637705
1997-12-22,842.18103511
1997-12-23,833.10284288
1997-12-24,830.22199901
1997-12-25,830.22199901
1997-12-26,831.64128786
1997-12-29,843.42611083
1997-12-30,855.98670375
1997-12-31,853.58211752
1998-01-01,853.58211752
1998-01-02,854.34954394
1998-01-05,851.3466287
1998-01-06,842.55203892
1998-01-07,844.1989809
1998-01-08,836.1395841
1998-01-09,814.81904683
1998-01-12,824.14358061
1998-01-13,834.06440435
1998-01-14,840.00655269
1998-01-15,833.03268924
1998-01-16,841.47593436
1998-01-19,841.47593436
1998-01-20,852.70318965
1998-01-21,844.73763907
1998-01-22,839.91742695
1998-01-23,834.81291458
1998-01-26,834.85352354
1998-01-27,842.52397001
1998-01-28,843.83170483
1998-01-29,854.66549063
1998-01-30,846.45887894
1998-02-02,860.23845869
1998-02-03,864.14860071
1998-02-04,864.25309581
1998-02-05,864.08268034
1998-02-06,871.36583604
1998-02-09,869.9102048
1998-02-10,871.26748384
1998-02-11,871.93421213
1998-02-12,874.08968784
1998-02-13,871.42988609
1998-02-16,871.42988609
1998-02-17,876.27895807
1998-02-18,883.66771545
1998-02-19,877.66442922
1998-02-20,881.79957571
1998-02-23,879.96572331
1998-02-24,876.05950694
1998-02-25,883.87574497
1998-02-26,888.87160581
1998-02-27,891.49267953
1998-03-02,896.22116829
1998-03-03,901.26189177
1998-03-04,897.12536196
1998-03-05,890.49124359
1998-03-06,906.02963985
1998-03-09,905.64244368
1998-03-10,914.8315886
1998-03-11,921.16241625
1998-03-12,919.08776552
1998-03-13,918.24728633
1998-03-16,927.87950279
1998-03-17,928.68703476
1998-03-18,934.39043703
1998-03-19,940.58130815
1998-03-20,954.70514567
1998-03-23,949.41121853
1998-03-24,958.68224526
1998-03-25,950.6100736
1998-03-26,946.09427864
1998-03-27,940.61553735
1998-03-30,940.43610091
1998-03-31,944.51927604
1998-04-01,946.04989403
1998-04-02,954.9053994
1998-04-03,954.30183127
1998-04-06,952.11387632
1998-04-07,948.33904896
1998-04-08,937.53999175
1998-04-09,947.34742532
1998-04-10,947.34742532
1998-04-13,949.51563301
1998-04-14,953.76441448
1998-04-15,956.83845074
1998-04-16,953.06220475
1998-04-17,965.68851175
1998-04-20,961.27107101
1998-04-21,957.90769587
1998-04-22,959.78760981
1998-04-23,949.30633031
1998-04-24,937.76815626
1998-04-27,921.92962057
1998-04-28,921.8783521
1998-04-29,926.0228147
1998-04-30,938.09980665
1998-05-01,953.00699851
1998-05-04,958.10673663
1998-05-05,951.9072905
1998-05-06,942.37752928
1998-05-07,932.94361583
1998-05-08,940.29730674
1998-05-11,939.89528982
1998-05-12,946.31748573
1998-05-13,946.29154413
1998-05-14,945.99425761
1998-05-15,940.29996681
1998-05-18,937.18611948
1998-05-19,938.68317924
1998-05-20,950.40794906
1998-05-21,947.9027118
1998-05-22,947.68715219
1998-05-25,947.68715219
1998-05-26,935.38080598
1998-05-27,931.33882635
1998-05-28,936.28855015
1998-05-29,932.32651041
1998-06-01,936.72439699
1998-06-02,936.53148775
1998-06-03,930.18796983
1998-06-04,937.06954754
1998-06-05,955.57957649
1998-06-08,954.99704156
1998-06-09,953.22655696
1998-06-10,949.98504958
1998-06-11,935.18157813
1998-06-12,941.15735835
1998-06-15,922.08335873
1998-06-16,926.93928268
1998-06-17,943.16997581
1998-06-18,940.2998338
1998-06-19,935.31735545
1998-06-22,933.71105563
1998-06-23,942.59725293
1998-06-24,943.09372611
1998-06-25,939.56342513
1998-06-26,941.99770829
1998-06-29,941.76494333
1998-06-30,938.44114017
1998-07-01,952.2304479
1998-07-02,952.13335852
1998-07-03,952.13335852
1998-07-06,958.14120607
1998-07-07,952.82574281
1998-07-08,958.52110895
1998-07-09,946.1889091
1998-07-10,946.76462302
1998-07-13,940.99920176
1998-07-14,954.63078144
1998-07-15,951.42444482
1998-07-16,957.12331094
1998-07-17,957.56835396
1998-07-20,953.67976745
1998-07-21,940.03720977
1998-07-22,945.82902159
1998-07-23,931.05570763
1998-07-24,931.94933026
1998-07-27,936.47037487
1998-07-28,923.68333194
1998-07-29,928.3199849
1998-07-30,936.28208808
1998-07-31,923.57212201
1998-08-03,916.70532827
1998-08-04,886.45356601
1998-08-05,888.41741843
1998-08-06,892.237773
1998-08-07,894.14708719
1998-08-10,887.74526741
1998-08-11,880.27011502
1998-08-12,893.19046604
1998-08-13,888.9646547
1998-08-14,879.9165406
1998-08-17,894.1237472
1998-08-18,902.4884586
1998-08-19,899.1908139
1998-08-20,897.68645887
1998-08-21,891.3594351
1998-08-24,897.29374195
1998-08-25,895.0368989
1998-08-26,888.6823538
1998-08-27,861.94805159
1998-08-28,858.90469843
1998-08-31,822.08789394
1998-09-01,843.19226268
1998-09-02,836.03333392
1998-09-03,833.71807559
1998-09-04,833.73375313
1998-09-07,833.73375313
1998-09-08,867.73424705
1998-09-09,863.87808995
1998-09-10,847.50970107
1998-09-11,869.06992373
1998-09-14,885.35616588
1998-09-15,895.44992139
1998-09-16,901.38915921
1998-09-17,881.57831768
1998-09-18,885.89143108
1998-09-21,885.15275704
1998-09-22,888.7694791
1998-09-23,914.05974624
1998-09-24,897.42971422
1998-09-25,897.88023864
1998-09-28,900.31812311
1998-09-29,909.83922668
1998-09-30,886.41430785
1998-10-01,871.22360334
1998-10-02,892.90125838
1998-10-05,890.94419052
1998-10-06,887.29375552
1998-10-07,879.27782576
1998-10-08,874.24623089
1998-10-09,883.17234188
1998-10-12,882.60246076
1998-10-13,885.154292
1998-10-14,889.48586929
1998-10-15,917.33810139
1998-10-16,922.17357797
1998-10-19,925.67286741
1998-10-20,933.90574468
1998-10-21,930.42976896
1998-10-22,930.13320276
1998-10-23,920.77574491
1998-10-26,924.15335346
1998-10-27,917.58534834
1998-10-28,915.76990652
1998-10-29,928.05279195
1998-10-30,936.95496986
1998-11-02,945.08137913
1998-11-03,950.79511435
1998-11-04,956.06347246
1998-11-05,973.01644804
1998-11-06,975.03287404
1998-11-09,961.47441131
1998-11-10,955.68902625
1998-11-11,949.14751414
1998-11-12,948.89538385
1998-11-13,957.41265213
1998-11-16,963.25307043
1998-11-17,968.79999433
1998-11-18,968.84121178
1998-11-19,974.30544719
1998-11-20,985.48861985
1998-11-23,1001.29820596
1998-11-24,995.89453624
1998-11-25,1001.59922105
1998-11-26,1001.59922105
1998-11-27,1005.45551147
1998-11-30,984.84467911
1998-12-01,982.93389803
1998-12-02,981.91742614
1998-12-03,968.55402457
1998-12-04,985.4674046
1998-12-07,989.18578744
1998-12-08,983.29632927
1998-12-09,984.00115936
1998-12-10,973.1718205
1998-12-11,969.44470087
1998-12-14,957.58700332
1998-12-15,964.60484074
1998-12-16,962.27426315
1998-12-17,978.71259763
1998-12-18,977.65888252
1998-12-21,988.08352047
1998-12-22,982.59297196
1998-12-23,998.77227157
1998-12-24,997.95274459
1998-12-25,997.95274459
1998-12-28,995.62021461
1998-12-29,1011.78409874
1998-12-30,1003.7434976
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,997.5605958855718
1999-01-05,1005.1102655265347
1999-01-06,1031.2311226104162
1999-01-07,1035.9771440813024
1999-01-08,1050.738524578045
1999-01-11,1037.7753010899141
1999-01-12,1018.8332522978526
1999-01-13,1013.135491074126
1999-01-14,992.7151988144483
1999-01-15,1011.175011613688
1999-01-18,1011.175011613688
1999-01-19,1016.3202235536847
1999-01-20,1011.0115657598958
1999-01-21,998.348717866309
1999-01-22,993.6047848570563
1999-01-25,995.6239642864771
1999-01-26,996.9187911718553
1999-01-27,977.9488421456215
1999-01-28,994.8759258764162
1999-01-29,997.64941700092
1999-02-01,989.4428726807963
1999-02-02,981.654301048495
1999-02-03,987.9226022241951
1999-02-04,977.6374668398819
1999-02-05,980.8260420207258
1999-02-08,983.8183900670278
1999-02-09,972.2010020378103
1999-02-10,970.741974397584
1999-02-11,978.216995986003
1999-02-12,966.0254700994338
1999-02-15,966.0254700994338
1999-02-16,968.9163095256207
1999-02-17,967.4922525368477
1999-02-18,979.2944549832794
1999-02-19,977.4630705110151
1999-02-22,996.972831254968
1999-02-23,988.2849323639855
1999-02-24,977.6583262100545
1999-02-25,974.0578226971346
1999-02-26,970.4190529564099
1999-03-01,967.4521238839618
1999-03-02,965.700507140912
1999-03-03,966.9689503330119
1999-03-04,980.7254562883088
1999-03-05,1001.9856883776597
1999-03-08,998.9690289706288
1999-03-09,994.9459470021285
1999-03-10,1007.0735743420367
1999-03-11,1015.3917382160355
1999-03-12,1011.3275032671057
1999-03-15,1013.2049416552624
1999-03-16,1006.6098254548851
1999-03-17,1003.5801041003107
1999-03-18,1019.1388848235316
1999-03-19,1002.1767350443193
1999-03-22,1001.1194465563556
1999-03-23,978.5235936650892
1999-03-24,981.9861011617669
1999-03-25,989.0822671368096
1999-03-26,982.1770810163201
1999-03-29,994.7919401187565
1999-03-30,975.8421833705571
1999-03-31,967.4082273869844
1999-04-01,967.1164085766419
1999-04-02,967.1164085766419
1999-04-05,981.4067856562359
1999-04-06,978.7718293484874
1999-04-07,992.5348372009983
1999-04-08,1005.2471043611471
1999-04-09,1007.085943669768
1999-04-12,1023.7274600721382
1999-04-13,1020.0908840409645
1999-04-14,1018.5409178037856
1999-04-15,1032.8097732106387
1999-04-16,1044.3836080846763
1999-04-19,1053.8443690086867
1999-04-20,1054.3719244416773
1999-04-21,1058.8100198286998
1999-04-22,1060.804167588068
1999-04-23,1052.3285400130342
1999-04-26,1041.00201205266
1999-04-27,1055.9157104269025
1999-04-28,1069.866175666144
1999-04-29,1079.5825803783791
1999-04-30,1064.0302843140673
1999-05-03,1090.3871364780034
1999-05-04,1079.8995887160029
1999-05-05,1090.4393400034896
1999-05-06,1087.1370104713344
1999-05-07,1092.5384227978755
1999-05-10,1085.7416118592948
1999-05-11,1088.5252932577716
1999-05-12,1086.1580228660862
1999-05-13,1097.3198957403013
1999-05-14,1078.7849980008111
1999-05-17,1075.5515531807414
1999-05-18,1064.4682387404966
1999-05-19,1072.3765550960973
1999-05-20,1073.1019268068806
1999-05-21,1077.0123954461617
1999-05-24,1063.6121273201006
1999-05-25,1049.9303686829726
1999-05-26,1066.5937965954822
1999-05-27,1036.80179672455
1999-05-28,1045.2786558042037
1999-05-31,1045.2786558042037
1999-06-01,1047.2594194734738
1999-06-02,1048.0982215473218
1999-06-03,1048.837181085463
1999-06-04,1057.0068755677219
1999-06-07,1064.9239049500104
1999-06-08,1057.9877088415697
1999-06-09,1057.1387552210024
1999-06-10,1054.8006498373961
1999-06-11,1048.315109859108
1999-06-14,1061.0109356571127
1999-06-15,1064.8204591974309
1999-06-16,1071.80874221809
1999-06-17,1077.2852974458401
1999-06-18,1080.3137663528073
1999-06-21,1073.9152207679826
1999-06-22,1067.1828910872703
1999-06-23,1063.056106400446
1999-06-24,1043.8605904602218
1999-06-25,1047.808799273509
1999-06-28,1053.3113786051003
1999-06-29,1065.5841234068673
1999-06-30,1072.9879178536444
1999-07-01,1078.549353892527
1999-07-02,1086.2827202113351
1999-07-05,1086.2827202113351
1999-07-06,1087.64911270084
1999-07-07,1090.346342754281
1999-07-08,1083.0332905851753
1999-07-09,1083.730765908557
1999-07-12,1081.3245719160786
1999-07-13,1074.7008811325222
1999-07-14,1073.526398850179
1999-07-15,1078.06217520497
1999-07-16,1083.4210624350858
1999-07-19,1077.1322323806125
1999-07-20,1066.245559718154
1999-07-21,1066.8300776563515
1999-07-22,1066.2385765997249
1999-07-23,1062.2823398456076
1999-07-26,1060.7716552833833
1999-07-27,1065.8745438591575
1999-07-28,1064.6106022036727
1999-07-29,1047.3661929730583
1999-07-30,1038.2734652169104
1999-08-02,1040.849758560321
1999-08-03,1038.0363626938442
1999-08-04,1030.426279704815
1999-08-05,1040.2904084759666
1999-08-06,1030.0645562670766
1999-08-09,1031.5127170531377
1999-08-10,1019.4907722075523
1999-08-11,1029.562214311359
1999-08-12,1024.0954387392615
1999-08-13,1040.2028537249766
1999-08-16,1037.8339058479867
1999-08-17,1049.6189252517654
1999-08-18,1041.6441978677049
1999-08-19,1035.9605287621068
1999-08-20,1039.0837628567226
1999-08-23,1048.547695363698
1999-08-24,1045.3210784844146
1999-08-25,1046.3504816288767
1999-08-26,1033.8850023742195
1999-08-27,1020.5790382409836
1999-08-30,998.7822902529957
1999-08-31,990.6626625861343
1999-09-01,1001.633690975978
1999-09-02,988.6043399138476
1999-09-03,1012.9969056976253
1999-09-06,1012.9969056976253
1999-09-07,1000.9792247929088
1999-09-08,998.481517547881
1999-09-09,997.6975088344793
1999-09-10,995.0848304322778
1999-09-13,994.910478379316
1999-09-14,982.0899984744343
1999-09-15,974.0218519707196
1999-09-16,973.5764505265893
1999-09-17,982.1634365078118
1999-09-20,973.7496723736184
1999-09-21,956.2289174993116
1999-09-22,953.4256997876292
1999-09-23,939.9183764884617
1999-09-24,938.9781647743985
1999-09-27,942.2486214452773
1999-09-28,943.1106018555968
1999-09-29,937.9765714216579
1999-09-30,950.1753690024517
1999-10-01,942.1013349953786
1999-10-04,958.6871982906713
1999-10-05,951.0741593856789
1999-10-06,968.7019300856542
1999-10-07,961.6755184204015
1999-10-08,970.2444679763368
1999-10-11,966.0481463992578
1999-10-12,951.6780657602661
1999-10-13,939.1878759425814
1999-10-14,940.3106175637923
1999-10-15,911.0538293306554
1999-10-18,922.5439065034606
1999-10-19,926.0683397957225
1999-10-20,933.0381145937245
1999-10-21,926.6076719969061
1999-10-22,944.7546007069396
1999-10-25,935.2131559372165
1999-10-26,928.3952822689953
1999-10-27,949.3702294889872
1999-10-28,980.6874116223049
1999-10-29,985.6232584685683
1999-11-01,982.9113738448265
1999-11-02,977.4049492312662
1999-11-03,974.7622961992472
1999-11-04,977.1579188269657
1999-11-05,977.0937017867602
1999-11-08,984.484753000004
1999-11-09,975.1553882559098
1999-11-10,972.8085062259377
1999-11-11,971.7191851870496
1999-11-12,985.6589047633565
1999-11-15,989.2603520476727
1999-11-16,1004.3177417180864
1999-11-17,1001.0420668966696
1999-11-18,997.3338870250666
1999-11-19,988.0804461290752
1999-11-22,989.8843295688009
1999-11-23,976.1404529013182
1999-11-24,979.3477124633301
1999-11-25,979.3477124633301
1999-11-26,983.6398733938192
1999-11-29,978.2424771050825
1999-11-30,978.9742474598349
1999-12-01,980.6702673613829
1999-12-02,979.4472371663693
1999-12-03,996.0364928380473
1999-12-06,982.8264008379978
1999-12-07,970.9615236393378
1999-12-08,963.277358255713
1999-12-09,966.3778220248032
1999-12-10,965.0860560133747
1999-12-13,958.0162188968366
1999-12-14,955.355223434297
1999-12-15,955.2530762038587
1999-12-16,947.1392017238232
1999-12-17,944.7834954476447
1999-12-20,938.7594095602545
1999-12-21,937.8855916528661
1999-12-22,937.1264497095749
1999-12-23,950.0879168614539
1999-12-24,950.0879168614539
1999-12-27,932.8652057998636
1999-12-28,942.916051713928
1999-12-29,942.4770525667017
1999-12-30,943.4649814154194
1999-12-31,946.1976236261447
2000-01-03,926.3239487899376
2000-01-04,902.8168492408666
2000-01-05,915.739881446311
2000-01-06,935.5182983450837
2000-01-07,949.5263558205015
2000-01-10,939.3086265780603
2000-01-11,931.6757921086805
2000-01-12,933.6042842209963
2000-01-13,942.1650966578358
2000-01-14,945.6265826954302
2000-01-17,945.6265826954302
2000-01-18,932.5649765949936
2000-01-19,929.6435324896729
2000-01-20,914.7371635389296
2000-01-21,917.7615736283401
2000-01-24,902.5042091380827
2000-01-25,892.7358795979434
2000-01-26,902.2841719165895
2000-01-27,902.642029885363
2000-01-28,883.9052017178118
2000-01-31,913.5309375705111
2000-02-01,913.8938442531967
2000-02-02,906.48478592592
2000-02-03,902.1400469349301
2000-02-04,891.5476535798912
2000-02-07,886.9265795214296
2000-02-08,884.4979674048786
2000-02-09,867.6544911979644
2000-02-10,855.2261246850563
2000-02-11,841.2350874390658
2000-02-14,844.4072644269216
2000-02-15,857.310176619206
2000-02-16,852.5537103480669
2000-02-17,846.5239934450474
2000-02-18,821.4942710624257
2000-02-21,821.4942710624257
2000-02-22,828.2831477756154
2000-02-23,815.9307370349969
2000-02-24,798.9541647814872
2000-02-25,789.8009524078453
2000-02-28,809.3049316402759
2000-02-29,817.0425726543912
2000-03-01,826.4403549755223
2000-03-02,834.2464501243024
2000-03-03,842.9332723324698
2000-03-06,828.019726403723
2000-03-07,814.0412277636599
2000-03-08,822.0065354267604
2000-03-09,827.7114141342538
2000-03-10,822.127406284939
2000-03-13,824.2451366971299
2000-03-14,816.8953204599566
2000-03-15,853.1718735314872
2000-03-16,902.0914357391845
2000-03-17,888.5815946633909
2000-03-20,883.5392834832704
2000-03-21,901.6227387991446
2000-03-22,888.9502263829417
2000-03-23,906.2890107869323
2000-03-24,907.2049550670889
2000-03-27,902.5995863345452
2000-03-28,899.8377729626886
2000-03-29,910.104074547677
2000-03-30,913.1184050495194
2000-03-31,915.7986861721439
2000-04-03,948.9260501245352
2000-04-04,949.9103706001372
2000-04-05,939.6199879694367
2000-04-06,946.0827112954804
2000-04-07,931.2426994765657
2000-04-10,936.9592321007842
2000-04-11,950.1458835828286
2000-04-12,963.5110774776477
2000-04-13,955.362870357256
2000-04-14,907.2653146494775
2000-04-17,905.2489375518545
2000-04-18,912.5978681331741
2000-04-19,911.6827697576488
2000-04-20,920.344852574316
2000-04-21,920.344852574316
2000-04-24,934.5134414173557
2000-04-25,954.9754394600236
2000-04-26,939.9380084461599
2000-04-27,926.686078153789
2000-04-28,913.20083431165
2000-05-01,921.0778556442276
2000-05-02,908.0426582908294
2000-05-03,894.6713761235052
2000-05-04,890.2166112382737
2000-05-05,898.1882531429803
2000-05-08,906.6473353520432
2000-05-09,903.7035510198272
2000-05-10,905.5974871012393
2000-05-11,916.4308139210208
2000-05-12,921.583030284488
2000-05-15,943.3268107253854
2000-05-16,940.7959699506208
2000-05-17,929.9902725914666
2000-05-18,932.801712434949
2000-05-19,924.1595261095861
2000-05-22,927.2078507252104
2000-05-23,924.3211284275623
2000-05-24,939.1317691435704
2000-05-25,920.8433891083532
2000-05-26,921.4967911260973
2000-05-29,921.4967911260973
2000-05-30,931.6479138025484
2000-05-31,928.8573012767798
2000-06-01,935.4907379155336
2000-06-02,931.7864425126297
2000-06-05,923.2875694470121
2000-06-06,923.8119566979711
2000-06-07,927.7682789561471
2000-06-08,917.641802228896
2000-06-09,911.0229475909166
2000-06-12,911.8482253417926
2000-06-13,918.9841447461196
2000-06-14,927.6388029910565
2000-06-15,915.4364572128147
2000-06-16,894.0171095204895
2000-06-19,901.530563998519
2000-06-20,888.8869462954874
2000-06-21,890.5472152116139
2000-06-22,889.1323166503331
2000-06-23,888.608648695806
2000-06-26,892.045013961483
2000-06-27,892.7022682221668
2000-06-28,883.9126341484646
2000-06-29,882.0728040386657
2000-06-30,866.7417674252563
2000-07-03,888.3727894155052
2000-07-04,888.3727894155052
2000-07-05,889.0152087234452
2000-07-06,885.6218683764461
2000-07-07,892.3907591305384
2000-07-10,893.4835050227421
2000-07-11,897.7775972842693
2000-07-12,892.0544321254403
2000-07-13,886.0092946124258
2000-07-14,882.1188291293983
2000-07-17,875.0160817241918
2000-07-18,873.513343136817
2000-07-19,874.2416396470703
2000-07-20,871.5900466918098
2000-07-21,868.3307841798206
2000-07-24,870.7207447290134
2000-07-25,874.6786137873678
2000-07-26,859.8366126731505
2000-07-27,871.3000373965884
2000-07-28,867.0459160485863
2000-07-31,864.6594727643511
2000-08-01,879.2205778888905
2000-08-02,884.6820117761293
2000-08-03,892.7909960430137
2000-08-04,897.9453319935603
2000-08-07,901.467606931952
2000-08-08,897.483828234402
2000-08-09,890.4434607894613
2000-08-10,897.1670666157879
2000-08-11,904.9349427039585
2000-08-14,910.1407496411297
2000-08-15,907.1564940771749
2000-08-16,905.3694419090949
2000-08-17,905.0628655593438
2000-08-18,901.1598567171422
2000-08-21,905.5849996428902
2000-08-22,907.6575728127094
2000-08-23,906.4194985756826
2000-08-24,902.8572706826966
2000-08-25,903.0755212527702
2000-08-28,904.7314142320939
2000-08-29,896.4632843437594
2000-08-30,896.5627886165724
2000-08-31,900.2271813186159
2000-09-01,901.5357825583633
2000-09-04,901.5357825583633
2000-09-05,906.8017006227893
2000-09-06,908.2768835956311
2000-09-07,909.5905369597597
2000-09-08,920.4942056185894
2000-09-11,927.9364026443143
2000-09-12,927.2490930907522
2000-09-13,925.6207905603939
2000-09-14,918.6055217880076
2000-09-15,918.1335735113768
2000-09-18,909.3395899598904
