Date,GERMANY HIGH DIVIDEND YIELD
1999-05-26,1015.6361572819287
1999-05-27,989.3096341646681
1999-05-28,1018.9454669166965
1999-05-31,1032.7737525143673
1999-06-01,1031.5114318831947
1999-06-02,1033.188393584782
1999-06-03,1032.8590221521638
1999-06-04,1043.5934328015887
1999-06-07,1055.1427822981725
1999-06-08,1058.4222975260352
1999-06-09,1063.57269798585
1999-06-10,1058.2198015004394
1999-06-11,1076.5953462539183
1999-06-14,1072.628089601905
1999-06-15,1078.991702851917
1999-06-16,1067.9837088341155
1999-06-17,1072.2532566353227
1999-06-18,1066.4809401349582
1999-06-21,1083.5629991741341
1999-06-22,1083.6642327926322
1999-06-23,1077.5052751719616
1999-06-24,1080.6618525161505
1999-06-25,1095.9997349244186
1999-06-28,1094.4833641527187
1999-06-29,1091.1996255528306
1999-06-30,1095.3441916233544
1999-07-01,1107.1953294968978
1999-07-02,1108.4092773445016
1999-07-05,1126.8944946619536
1999-07-06,1139.9436406635868
1999-07-07,1132.181337291771
1999-07-08,1138.6939198325456
1999-07-09,1154.8618759404665
1999-07-12,1142.1631879882327
1999-07-13,1127.0280527626887
1999-07-14,1139.320309186461
1999-07-15,1139.735982502804
1999-07-16,1135.2367386222427
1999-07-19,1131.76127100949
1999-07-20,1133.7061353451963
1999-07-21,1125.1369963221757
1999-07-22,1112.0166917098618
1999-07-23,1101.0217909926478
1999-07-26,1098.6225830005642
1999-07-27,1101.3520540094735
1999-07-28,1111.801469960994
1999-07-29,1079.8566247297329
1999-07-30,1075.2885063022682
1999-08-02,1068.5444341441644
1999-08-03,1071.393417700963
1999-08-04,1096.0842292316015
1999-08-05,1080.3560462585926
1999-08-06,1086.155240270338
1999-08-09,1090.942719607387
1999-08-10,1072.2621404406045
1999-08-11,1064.3695396544192
1999-08-12,1082.0442960909331
1999-08-13,1095.073148383291
1999-08-16,1104.8647044807788
1999-08-17,1093.1663071456385
1999-08-18,1089.5947627451071
1999-08-19,1091.798137281014
1999-08-20,1109.5822436691035
1999-08-23,1119.8731474344743
1999-08-24,1119.354212669323
1999-08-25,1117.4725207516913
1999-08-26,1107.683455541528
1999-08-27,1109.8492824226464
1999-08-30,1101.422761402387
1999-08-31,1082.8162148897845
1999-09-01,1100.8339586522711
1999-09-02,1092.2774229412032
1999-09-03,1101.8214344978783
1999-09-06,1103.1392226251314
1999-09-07,1107.4406731756333
1999-09-08,1101.997787027287
1999-09-09,1101.0500636420898
1999-09-10,1098.3104187206895
1999-09-13,1084.0617364875618
1999-09-14,1086.2503303238725
1999-09-15,1079.4767924930898
1999-09-16,1054.8178418869825
1999-09-17,1058.8299346750832
1999-09-20,1060.0684385244683
1999-09-21,1054.3774976787258
1999-09-22,1043.2607201340459
1999-09-23,1027.6879724798696
1999-09-24,1016.8329483764248
1999-09-27,1027.4623011386536
1999-09-28,1017.1103838595369
1999-09-29,1023.5946873509167
1999-09-30,1027.1665106666453
1999-10-01,1031.0498490979594
1999-10-04,1048.3363241493246
1999-10-05,1064.1573848531673
1999-10-06,1070.73831208045
1999-10-07,1081.5092188575395
1999-10-08,1055.3713511413532
1999-10-11,1058.0227796303357
1999-10-12,1062.5365408846026
1999-10-13,1055.9714621878734
1999-10-14,1054.7586419091454
1999-10-15,1051.7316863818735
1999-10-18,1038.986366849036
1999-10-19,1056.3008109915806
1999-10-20,1059.3049391115837
1999-10-21,1061.6225523866046
1999-10-22,1076.621391505641
1999-10-25,1069.584375669361
1999-10-26,1068.7931812352247
1999-10-27,1056.0267450762688
1999-10-28,1076.1204080320006
1999-10-29,1087.0877119908987
1999-11-01,1087.6603655659117
1999-11-02,1082.360134712026
1999-11-03,1077.638050166208
1999-11-04,1080.7211342995183
1999-11-05,1078.3910872030085
1999-11-08,1069.1086462840994
1999-11-09,1068.8525580158591
1999-11-10,1069.6406249034696
1999-11-11,1061.3295538586922
1999-11-12,1044.247399341116
1999-11-15,1049.1496987612857
1999-11-16,1066.592209687869
1999-11-17,1074.6135074774043
1999-11-18,1070.5223927576433
1999-11-19,1065.114033003489
1999-11-22,1052.8760115151892
1999-11-23,1053.1590606886782
1999-11-24,1041.9977498564133
1999-11-25,1046.2604210970717
1999-11-26,1029.6442282543396
1999-11-29,1019.2820346446387
1999-11-30,1021.2390048743729
1999-12-01,1034.3208127882128
1999-12-02,1023.375443549799
1999-12-03,1033.3698056744497
1999-12-06,1044.5689564842812
1999-12-07,1046.1560070648704
1999-12-08,1043.2518709689482
1999-12-09,1028.5370142764193
1999-12-10,1028.5308420404208
1999-12-13,1027.8892413002595
1999-12-14,1032.3900504234343
1999-12-15,1050.6224378843372
1999-12-16,1097.8052597015014
1999-12-17,1083.0796807910895
1999-12-20,1064.0952525596892
1999-12-21,1075.766636324086
1999-12-22,1082.711332430873
1999-12-23,1135.983480632347
1999-12-24,1135.983480632347
1999-12-27,1144.502959537909
1999-12-28,1146.6572063101967
1999-12-29,1145.5093407820566
1999-12-30,1148.9340443457947
1999-12-31,1148.9340443457947
2000-01-03,1130.5992344202289
2000-01-04,1124.709034195512
2000-01-05,1133.233161087324
2000-01-06,1150.2151869632462
2000-01-07,1171.840479803628
2000-01-10,1175.2623602394706
2000-01-11,1165.9597614672334
2000-01-12,1149.1870029793997
2000-01-13,1151.3225091093875
2000-01-14,1131.790973422739
2000-01-17,1121.7077621854387
2000-01-18,1120.170685584833
2000-01-19,1121.6291371156515
2000-01-20,1118.4239810966917
2000-01-21,1103.494021652585
2000-01-24,1085.8202906413328
2000-01-25,1053.3778370051696
2000-01-26,1047.3631830881918
2000-01-27,1033.7454915177132
2000-01-28,1018.6837234068244
2000-01-31,984.4147503620713
2000-02-01,982.48872835306
2000-02-02,999.6574510543265
2000-02-03,1010.384693683395
2000-02-04,1001.5797110112023
2000-02-07,986.3050792716083
2000-02-08,1009.6730582418156
2000-02-09,1003.9122311149762
2000-02-10,1025.1048911935961
2000-02-11,1017.7992452541286
2000-02-14,1016.4566811475013
2000-02-15,1000.3293651996901
2000-02-16,1017.5527465668644
2000-02-17,1031.6425626601715
2000-02-18,1024.741224997428
2000-02-21,1031.5518677396094
2000-02-22,1075.294436681826
2000-02-23,1072.6506780586553
2000-02-24,1035.9107214318278
2000-02-25,1023.2379768525063
2000-02-28,1011.6251071573995
2000-02-29,1023.6908919266914
2000-03-01,1011.8690659983255
2000-03-02,1017.0614498403065
2000-03-03,997.8266513032512
2000-03-06,993.3300849805624
2000-03-07,999.0824993189052
2000-03-08,998.527940271312
2000-03-09,975.5343924498793
2000-03-10,942.7215031335342
2000-03-13,944.7492383195423
2000-03-14,952.170440381445
2000-03-15,965.1067937336309
2000-03-16,1017.2884144247465
2000-03-17,1014.4562305163234
2000-03-20,1001.4217641662323
2000-03-21,1011.0963879468635
2000-03-22,1000.9137859406866
2000-03-23,999.1494265274915
2000-03-24,1023.8184240376605
2000-03-27,1021.6745843907697
2000-03-28,1021.2547650026266
2000-03-29,1007.1389350380665
2000-03-30,1003.9865957191261
2000-03-31,1005.8463412020768
2000-04-03,1025.1613664565343
2000-04-04,1040.258480858123
2000-04-05,1050.8024518754598
2000-04-06,1022.3514717164686
2000-04-07,1017.376075956461
2000-04-10,1019.7301786844397
2000-04-11,1029.8221008657301
2000-04-12,1034.1531002424301
2000-04-13,1025.6638749869303
2000-04-14,1010.9170436124654
2000-04-17,993.7412586768419
2000-04-18,984.6734127736872
2000-04-19,969.0169958257828
2000-04-20,962.5436903247997
2000-04-21,962.5436903247997
2000-04-24,962.6973694664159
2000-04-25,969.3820247785441
2000-04-26,966.2982741071667
2000-04-27,942.7762234445494
2000-04-28,954.5130347812078
2000-05-01,951.5277265242789
2000-05-02,952.4615025429732
2000-05-03,931.0296460670131
2000-05-04,941.0481472324705
2000-05-05,948.9782775844953
2000-05-08,947.2258583504082
2000-05-09,959.9096605735872
2000-05-10,960.0957163622376
2000-05-11,957.0801183241434
2000-05-12,962.6983409419605
2000-05-15,969.2564880968154
2000-05-16,972.0588003412967
2000-05-17,948.7705282069311
2000-05-18,953.4282294068819
2000-05-19,940.8257363260925
2000-05-22,951.680197466467
2000-05-23,960.3367506617487
2000-05-24,949.0414649962959
2000-05-25,945.8853055797746
2000-05-26,948.903443272342
2000-05-29,957.6324087205292
2000-05-30,965.4200697778963
2000-05-31,953.7627404765011
2000-06-01,969.8409221429525
2000-06-02,989.8713113757603
2000-06-05,997.4607167724963
2000-06-06,1010.5389943016049
2000-06-07,1010.3412173894392
2000-06-08,995.4272432749568
2000-06-09,999.0795053387458
2000-06-12,1002.5948725543851
2000-06-13,1007.0784262252228
2000-06-14,1007.161904009233
2000-06-15,993.6300099680215
2000-06-16,977.3964101787724
2000-06-19,985.0110763373132
2000-06-20,973.2503881860559
2000-06-21,946.4289645198486
2000-06-22,931.4875983182766
2000-06-23,925.6762756201013
2000-06-26,926.7829856498221
2000-06-27,930.3619939149067
2000-06-28,944.5276609903323
2000-06-29,940.5659284572209
2000-06-30,949.4187311684024
2000-07-03,958.3215318676795
2000-07-04,967.0730315427719
2000-07-05,974.1390991156082
2000-07-06,970.8572298767872
2000-07-07,982.2325273957618
2000-07-10,992.1904218871013
2000-07-11,983.7486510471667
2000-07-12,979.9188529723044
2000-07-13,977.0144400044803
2000-07-14,988.9490034076285
2000-07-17,998.9662430140271
2000-07-18,1004.4750983583218
2000-07-19,1000.1204307133539
2000-07-20,1009.0758812978363
2000-07-21,1011.3717186451113
2000-07-24,1014.9542280442683
2000-07-25,1020.9354513018441
2000-07-26,1026.2924725642777
2000-07-27,1009.1043552619558
2000-07-28,1011.3175820230722
2000-07-31,1016.8451822349997
2000-08-01,1008.1603698374839
2000-08-02,1005.992471852293
2000-08-03,993.5365498649418
2000-08-04,995.8836441184524
2000-08-07,1011.2890892257068
2000-08-08,997.0719511290222
2000-08-09,1002.142513175366
2000-08-10,1019.7725537193891
2000-08-11,1018.4338421287562
2000-08-14,1016.7091047405091
2000-08-15,1031.8676978163514
2000-08-16,1034.1881880953956
2000-08-17,1023.0813689183788
2000-08-18,1009.1462401078817
2000-08-21,1006.8292803738674
2000-08-22,1007.9022063745499
2000-08-23,1009.327226446963
2000-08-24,1008.8549550477552
2000-08-25,1016.0165132992519
2000-08-28,1010.4146107632137
2000-08-29,998.5166421753185
2000-08-30,983.2060072953983
2000-08-31,973.7523854771064
2000-09-01,990.1424554778773
2000-09-04,992.7108344901596
2000-09-05,978.2795381464947
2000-09-06,965.4443496385063
2000-09-07,954.942418501387
2000-09-08,945.7557704721712
2000-09-11,942.3718335621445
2000-09-12,927.7778361445384
2000-09-13,923.9458314074393
2000-09-14,921.7943623681988
2000-09-15,917.9738360124898
2000-09-18,901.776526125594
2000-09-19,907.3939436628222
2000-09-20,885.727219806537
2000-09-21,884.1357360782486
2000-09-22,932.657056595519
2000-09-25,916.5326937812268
2000-09-26,926.767354034234
2000-09-27,934.2805944414873
2000-09-28,934.5582824857369
2000-09-29,931.8295635433099
2000-10-02,938.9327037320008
2000-10-03,933.2883512908057
2000-10-04,939.508176489129
2000-10-05,951.0033873683375
2000-10-06,952.234120976868
2000-10-09,941.182063074816
2000-10-10,940.7997804132169
2000-10-11,932.0325159762615
2000-10-12,904.2299084233589
2000-10-13,916.9117331979554
2000-10-16,900.7846153645221
2000-10-17,904.2670400363098
2000-10-18,894.4014583201072
2000-10-19,905.8285191498348
2000-10-20,905.790775226832
2000-10-23,897.7436577518614
2000-10-24,909.9391139608479
2000-10-25,897.2117087692149
2000-10-26,900.6351128906615
2000-10-27,924.5353365112878
2000-10-30,935.9270829773337
2000-10-31,964.1153102525085
2000-11-01,981.798661825707
2000-11-02,986.7225505147898
2000-11-03,1000.6911003989355
2000-11-06,994.8930022048272
2000-11-07,993.0806617514465
2000-11-08,986.6847271119374
2000-11-09,988.8850580021276
2000-11-10,988.4168331337763
2000-11-13,971.6749251833062
2000-11-14,990.6911145689058
2000-11-15,981.1296238201578
2000-11-16,966.7851199532978
2000-11-17,955.6269664169914
2000-11-20,934.4297699881278
2000-11-21,939.003247962895
2000-11-22,921.7824127860872
2000-11-23,925.7146366051824
2000-11-24,924.4947784055207
2000-11-27,933.7079186186822
2000-11-28,941.2677140778718
2000-11-29,943.5046690956418
2000-11-30,933.6014237907358
2000-12-01,955.8317915808611
2000-12-04,964.3553995020845
2000-12-05,986.8255188382943
2000-12-06,977.5402566851079
2000-12-07,982.8393872721063
2000-12-08,990.9121126937788
2000-12-11,976.4438389657214
2000-12-12,966.8811451551458
2000-12-13,957.1807038450032
2000-12-14,960.9495914107915
2000-12-15,960.7299255338393
2000-12-18,976.6393569601711
2000-12-19,974.9122425308498
2000-12-20,975.9799804485336
2000-12-21,972.7874629131031
2000-12-22,990.2434300732078
2000-12-25,990.2434300732078
2000-12-26,996.0340137782221
2000-12-27,1010.2952900249256
2000-12-28,1013.4537411278477
2000-12-29,1042.455696571336
2001-01-01,1042.455696571336
2001-01-02,1046.4574273193787
2001-01-03,1044.0530723655022
2001-01-04,1032.3581293906016
2001-01-05,1035.176910520486
2001-01-08,1030.1144134215224
2001-01-09,1016.8282592864738
2001-01-10,1001.6179326382144
2001-01-11,1026.6865841860877
2001-01-12,1019.2568251701324
2001-01-15,1014.4920986695879
2001-01-16,1011.0536325662529
2001-01-17,1008.0259333333829
2001-01-18,1018.3484590179282
2001-01-19,1009.2066904053114
2001-01-22,1025.6075473364867
2001-01-23,1038.4574130283168
2001-01-24,1016.2432996584854
2001-01-25,1024.6088826362704
2001-01-26,1026.4323369257527
2001-01-29,1025.4772635557817
2001-01-30,1023.5405915368159
2001-01-31,1036.1970931464266
2001-02-01,1044.9698022939765
2001-02-02,1031.247387033579
2001-02-05,1044.360493532981
2001-02-06,1041.5797540432034
2001-02-07,1035.772309579313
2001-02-08,1024.9811206558345
2001-02-09,1018.4445270167199
2001-02-12,1033.6339847414063
2001-02-13,1036.2452150635893
2001-02-14,1040.260230551701
2001-02-15,1031.2921004993395
2001-02-16,1033.671216950438
2001-02-19,1042.8233530040116
2001-02-20,1026.1925195143392
2001-02-21,1027.846677527085
2001-02-22,1009.0361875810565
2001-02-23,990.2046961042861
2001-02-26,1002.5202496374161
2001-02-27,1013.3898807403378
2001-02-28,1017.4046705491417
2001-03-01,1017.7573227362126
2001-03-02,1026.3045221308575
2001-03-05,1025.851383655412
2001-03-06,1028.075981405815
2001-03-07,1027.5358886257034
2001-03-08,1030.4176676960485
2001-03-09,1031.2121201723262
2001-03-12,1018.1551570821397
2001-03-13,981.3710086212494
2001-03-14,947.3671523885234
2001-03-15,962.2918800430365
2001-03-16,933.6508665036156
2001-03-19,920.9680753321936
2001-03-20,931.1290971891361
2001-03-21,903.6011344049962
2001-03-22,853.3624706840061
2001-03-23,878.5124610474473
2001-03-26,902.2935843483757
2001-03-27,935.1344261987699
2001-03-28,928.6289517736019
2001-03-29,931.5664495006341
2001-03-30,931.6519636729839
2001-04-02,928.4150315080764
2001-04-03,919.6482116280193
2001-04-04,928.348706416164
2001-04-05,935.8895305738868
2001-04-06,936.6679197716702
2001-04-09,962.4224261800847
2001-04-10,963.9994409715836
2001-04-11,962.4079615647896
2001-04-12,974.9006318026458
2001-04-13,974.9006318026458
2001-04-16,964.9164796049915
2001-04-17,965.4923675936299
2001-04-18,972.1560961989255
2001-04-19,987.3392796594231
2001-04-20,998.5445556578284
2001-04-23,992.526511466081
2001-04-24,996.3790743857463
2001-04-25,990.3539639248631
2001-04-26,1003.2312209434008
2001-04-27,990.8863471983768
2001-04-30,992.672950953364
2001-05-01,997.9355564121431
2001-05-02,994.83479713795
2001-05-03,983.0878825202485
2001-05-04,990.5942381744381
2001-05-07,982.6835639911362
2001-05-08,978.8211119986366
2001-05-09,976.2238910512076
2001-05-10,981.3898471779692
2001-05-11,973.5321225981515
2001-05-14,962.901259308696
2001-05-15,969.2243046177059
2001-05-16,982.2020105138494
2001-05-17,981.8493309691027
2001-05-18,982.4078676808296
2001-05-21,989.0366955753519
2001-05-22,978.9163632867818
2001-05-23,963.1726768023326
2001-05-24,968.945810066897
2001-05-25,960.2079323821382
2001-05-28,963.6678625241332
2001-05-29,944.2845491526409
2001-05-30,948.1103601905719
2001-05-31,943.8422072651077
2001-06-01,947.3502929782711
2001-06-04,952.7959877771534
2001-06-05,953.1991161197999
2001-06-06,941.4335887836718
2001-06-07,947.7116772917298
2001-06-08,941.4534662707968
2001-06-11,935.8480511232774
2001-06-12,936.4679887463923
2001-06-13,948.6432722116086
2001-06-14,949.725701803115
2001-06-15,936.5455363542223
2001-06-18,929.2740087993026
2001-06-19,927.676874848182
2001-06-20,922.7909879511225
2001-06-21,927.6566016752807
2001-06-22,931.3182205383713
2001-06-25,939.1292750945738
2001-06-26,934.0229349870416
2001-06-27,932.4523191328451
2001-06-28,946.8698000103741
2001-06-29,967.0105261374092
2001-07-02,977.8162388359935
2001-07-03,969.8735914584918
2001-07-04,967.8283026924587
2001-07-05,960.748586165594
2001-07-06,952.2393364332705
2001-07-09,962.297113604085
2001-07-10,964.6314512099415
2001-07-11,975.9957349179022
2001-07-12,976.3749601354299
2001-07-13,988.6952194603576
2001-07-16,982.1449647916855
2001-07-17,981.3123120826398
2001-07-18,988.981760024528
2001-07-19,996.3736252421238
2001-07-20,1002.9686789421303
2001-07-23,994.0197086606745
2001-07-24,982.6329071546328
2001-07-25,969.7882641341317
2001-07-26,977.1791985685481
2001-07-27,985.9810469765632
2001-07-30,996.9374000251106
2001-07-31,1003.995475052554
2001-08-01,996.8831415243492
2001-08-02,982.3415480230058
2001-08-03,978.7495677494707
2001-08-06,976.6390443286302
2001-08-07,967.5896868549838
2001-08-08,925.7184174269753
2001-08-09,921.0090677086513
2001-08-10,916.0873009847191
2001-08-13,917.982443305842
2001-08-14,929.912909889994
2001-08-15,925.2781121966941
2001-08-16,909.8873948576331
2001-08-17,889.8023374809484
2001-08-20,890.4939123224908
2001-08-21,890.3007265566486
2001-08-22,896.4947309146224
2001-08-23,892.3970514698308
2001-08-24,912.1340059923011
2001-08-27,910.7841457834079
2001-08-28,899.0258553955304
2001-08-29,898.9489192807964
2001-08-30,876.3197704875912
2001-08-31,878.4165248861678
2001-09-03,866.9915978957478
2001-09-04,868.829566733748
2001-09-05,848.3845386695159
2001-09-06,840.9631864626149
2001-09-07,826.8726748022516
2001-09-10,810.8403919731086
2001-09-11,767.8486373718378
2001-09-12,777.4953245719189
2001-09-13,783.6892045985504
2001-09-14,748.2204359374781
2001-09-17,773.8802319272946
2001-09-18,767.4755382859156
2001-09-19,754.4226886971916
2001-09-20,712.9546403802364
2001-09-21,691.4847439925696
2001-09-24,734.0148599309927
2001-09-25,731.355719659552
2001-09-26,751.5581865739977
2001-09-27,763.90900601683
2001-09-28,771.6855124210256
2001-10-01,775.4771717543399
2001-10-02,785.3327224288912
2001-10-03,805.0579734326324
2001-10-04,815.936857628295
2001-10-05,816.9952144330052
2001-10-08,824.8572503403173
2001-10-09,819.9136675368181
2001-10-10,835.4237363458092
2001-10-11,827.7485926256422
2001-10-12,826.1109597781827
2001-10-15,815.3788671570442
2001-10-16,829.2183350550853
2001-10-17,826.9031558695997
2001-10-18,812.9493763519162
2001-10-19,797.785328501189
2001-10-22,804.262399450752
2001-10-23,818.4178874645996
2001-10-24,834.1542654754561
2001-10-25,816.4033615611979
2001-10-26,823.0230533088007
2001-10-29,812.6107097850322
2001-10-30,799.2861404764801
2001-10-31,791.6832199356246
2001-11-01,807.6404411121977
2001-11-02,792.9718176271642
2001-11-05,802.7837872697377
2001-11-06,791.6894249204362
2001-11-07,819.0164691334219
2001-11-08,832.3698557894368
2001-11-09,826.0830705762777
2001-11-12,816.814859959845
2001-11-13,823.2704924694049
2001-11-14,831.3270548070974
2001-11-15,836.3647269291355
2001-11-16,856.95059512362
2001-11-19,873.907545550949
2001-11-20,863.8705239345418
2001-11-21,856.7821707055006
2001-11-22,861.7091596784239
2001-11-23,870.3022150201781
2001-11-26,864.3819555136804
2001-11-27,853.8257268559348
2001-11-28,838.0798679994336
2001-11-29,840.4985117459901
2001-11-30,857.7375631605704
2001-12-03,853.7393536357613
2001-12-04,851.776725692977
2001-12-05,877.7017565698043
2001-12-06,882.4437991981113
2001-12-07,868.6969150642459
2001-12-10,855.7975342982719
2001-12-11,858.0083208334571
2001-12-12,849.3538099769543
2001-12-13,840.342289492502
2001-12-14,837.6725901928593
2001-12-17,861.7827806039959
2001-12-18,855.604791515688
2001-12-19,841.2100221167088
2001-12-20,833.8600833478063
2001-12-21,835.524087720802
2001-12-24,827.1872162214738
2001-12-25,827.1872162214738
2001-12-26,827.8937307553152
2001-12-27,855.3176106572043
2001-12-28,859.1128193533349
2001-12-31,867.4915563077901
2002-01-01,867.4915563077901
2002-01-02,879.3429408924644
2002-01-03,892.9769807138094
2002-01-04,899.6947362084868
2002-01-07,882.0113182248988
2002-01-08,886.3316472356983
2002-01-09,881.4481476888424
2002-01-10,876.4807621096134
2002-01-11,869.5775915374933
2002-01-14,851.9201042221252
2002-01-15,847.6270552553622
2002-01-16,833.3029682090987
2002-01-17,850.5531031923341
2002-01-18,853.1643280445907
2002-01-21,849.2350390216493
2002-01-22,843.9762901353333
2002-01-23,862.7061274132332
2002-01-24,856.8964541425237
2002-01-25,845.8016364580163
2002-01-28,841.0137081412479
2002-01-29,826.6993597579759
2002-01-30,827.8435691473984
2002-01-31,836.4752400302727
2002-02-01,833.0929515710556
2002-02-04,825.4184442095994
2002-02-05,823.1818735743485
2002-02-06,801.6706109423252
2002-02-07,798.9212606606085
2002-02-08,796.5391660105192
2002-02-11,814.42849258244
2002-02-12,804.83860903012
2002-02-13,807.0836111484224
2002-02-14,801.9503165091564
2002-02-15,786.8617842257437
2002-02-18,789.1055774083663
2002-02-19,777.5482044568724
2002-02-20,781.0594396888771
2002-02-21,797.2265231076993
2002-02-22,791.5153063459638
2002-02-25,802.6103964174566
2002-02-26,806.2323293588898
2002-02-27,812.7784533890216
2002-02-28,824.4782629477235
2002-03-01,834.880284177619
2002-03-04,858.2968785307854
2002-03-05,848.3293868700755
2002-03-06,860.3635183243324
2002-03-07,867.3069409806777
2002-03-08,875.7930435661227
2002-03-11,870.3875007343967
2002-03-12,861.2028711117421
2002-03-13,864.9279206585118
2002-03-14,875.8803475380594
2002-03-15,894.6811038138577
2002-03-18,892.9270685099692
2002-03-19,897.4199800300396
2002-03-20,890.2856114781988
2002-03-21,883.6319818733278
2002-03-22,887.0410164329645
2002-03-25,877.8076788337622
2002-03-26,889.4253317680074
2002-03-27,875.7031416424787
2002-03-28,881.2907292983348
2002-03-29,881.290729298335
2002-04-01,888.5135957752758
2002-04-02,881.7930661106222
2002-04-03,880.9924291380867
2002-04-04,878.5422773556904
2002-04-05,877.4211445645334
2002-04-08,861.5949664719877
2002-04-09,861.7960346024133
2002-04-10,878.946180359856
2002-04-11,868.082313669012
2002-04-12,874.5699282426998
2002-04-15,884.1973038528474
2002-04-16,904.6931553902962
2002-04-17,903.3837765842244
2002-04-18,899.8299925444401
2002-04-19,900.5003994578541
2002-04-22,893.7946856674175
2002-04-23,890.5699521435839
2002-04-24,889.3468282724832
2002-04-25,872.3052859999134
2002-04-26,859.0883517008538
2002-04-29,865.3206659076518
2002-04-30,870.9340571717686
2002-05-01,875.8633255011174
2002-05-02,864.0915638763685
2002-05-03,855.6162937063782
2002-05-06,856.923402703135
2002-05-07,853.6761464530878
2002-05-08,870.0897896366617
2002-05-09,861.5156128218605
2002-05-10,851.469389914822
2002-05-13,864.5338314857602
2002-05-14,864.6839343105161
2002-05-15,873.9569881265787
2002-05-16,874.211016206137
2002-05-17,884.7806147484334
2002-05-20,879.2021984601304
2002-05-21,875.9564461137268
2002-05-22,879.7417191271354
2002-05-23,868.3865805789595
2002-05-24,867.8036534276416
2002-05-27,877.8930204320998
2002-05-28,880.8625173738943
2002-05-29,883.9799493112977
2002-05-30,863.8264687988924
2002-05-31,874.0519948004387
2002-06-03,874.6236263431852
2002-06-04,865.0279169169643
2002-06-05,863.0560736025395
2002-06-06,874.9633591224239
2002-06-07,868.6909019649735
2002-06-10,870.6684040804056
2002-06-11,867.7906524896109
2002-06-12,874.9572307871076
2002-06-13,870.8452328301746
2002-06-14,850.2540160781996
2002-06-17,862.9960028631488
2002-06-18,866.6871766853378
2002-06-19,866.0691978200107
2002-06-20,864.5854710565636
2002-06-21,869.385856861397
2002-06-24,866.6221048628473
2002-06-25,869.7374391657913
2002-06-26,870.0376325894102
2002-06-27,889.115432719652
2002-06-28,907.0585354057193
2002-07-01,908.4788362076223
