Date,AUSTRALIA HIGH DIVIDEND YIELD
1999-08-03,1198.3655077155638
1999-08-04,1190.0527682351856
1999-08-05,1197.9990310560659
1999-08-06,1200.3656160740775
1999-08-09,1187.581770125862
1999-08-10,1176.6096315370567
1999-08-11,1162.5272693301322
1999-08-12,1168.4817094740717
1999-08-13,1199.0498771664577
1999-08-16,1215.6287901896496
1999-08-17,1190.4094154433067
1999-08-18,1205.484128363376
1999-08-19,1181.7420700024163
1999-08-20,1179.347162754592
1999-08-23,1196.2358600822263
1999-08-24,1198.1703193631256
1999-08-25,1180.4520449395377
1999-08-26,1178.9433982711419
1999-08-27,1167.6305404998016
1999-08-30,1152.3155417998958
1999-08-31,1142.6447848862383
1999-09-01,1171.396032084746
1999-09-02,1184.3841119119963
1999-09-03,1171.0851258919063
1999-09-06,1185.442859917636
1999-09-07,1190.2441775522204
1999-09-08,1193.2181521219943
1999-09-09,1200.5782194228555
1999-09-10,1193.9496118497857
1999-09-13,1194.7593149392417
1999-09-14,1186.2547861534622
1999-09-15,1157.6491215632518
1999-09-16,1144.85455024017
1999-09-17,1153.8888813374288
1999-09-20,1142.068669551833
1999-09-21,1146.9109162761558
1999-09-22,1158.1909516481924
1999-09-23,1169.6734510719323
1999-09-24,1161.0098278214489
1999-09-27,1168.402067503086
1999-09-28,1178.1121816249295
1999-09-29,1166.1246392423989
1999-09-30,1153.3298436900118
1999-10-01,1178.6672264535696
1999-10-04,1177.8268083759417
1999-10-05,1193.9796360535931
1999-10-06,1178.1654442457896
1999-10-07,1180.0103952664203
1999-10-08,1167.0134962119082
1999-10-11,1169.3578327203604
1999-10-12,1175.7436430822527
1999-10-13,1168.9343330463746
1999-10-14,1162.7321609754965
1999-10-15,1143.2176640335485
1999-10-18,1111.0068256289378
1999-10-19,1105.6270268776154
1999-10-20,1126.2721587155993
1999-10-21,1122.236435168028
1999-10-22,1123.864694743642
1999-10-25,1126.035150081774
1999-10-26,1119.1180021995976
1999-10-27,1105.252264172031
1999-10-28,1117.5196098959923
1999-10-29,1116.6296450310763
1999-11-01,1121.6668823547263
1999-11-02,1125.9459126844001
1999-11-03,1148.4208743075017
1999-11-04,1134.861341781169
1999-11-05,1121.4224400642267
1999-11-08,1115.9303994045813
1999-11-09,1118.4417216988193
1999-11-10,1132.7584228605658
1999-11-11,1155.2873291260578
1999-11-12,1164.4272648582207
1999-11-15,1170.3503354873415
1999-11-16,1163.050159578057
1999-11-17,1166.1562776348737
1999-11-18,1179.6958536447244
1999-11-19,1184.4529158110615
1999-11-22,1178.6547450224832
1999-11-23,1173.32978013051
1999-11-24,1150.9413151499296
1999-11-25,1157.7150969206837
1999-11-26,1153.5336358264665
1999-11-29,1160.21613969932
1999-11-30,1139.9429257442328
1999-12-01,1143.7345134920783
1999-12-02,1147.5822368607398
1999-12-03,1148.2303398699366
1999-12-06,1146.2147665379543
1999-12-07,1149.1864557571598
1999-12-08,1156.1569612407488
1999-12-09,1160.2392523295862
1999-12-10,1149.0694869508527
1999-12-13,1145.3914508265811
1999-12-14,1148.2820170114048
1999-12-15,1150.6006944946832
1999-12-16,1166.0200922877507
1999-12-17,1168.6950011022084
1999-12-20,1171.7191939506247
1999-12-21,1168.1694628755283
1999-12-22,1181.183084738685
1999-12-23,1172.004361097097
1999-12-24,1177.6622205546043
1999-12-27,1176.6580124595578
1999-12-28,1177.936095489617
1999-12-29,1187.867577719176
1999-12-30,1197.6932247059194
1999-12-31,1197.6932247059194
2000-01-03,1208.0347341727008
2000-01-04,1181.5334406655807
2000-01-05,1160.925548364997
2000-01-06,1148.3176747264406
2000-01-07,1158.330853111725
2000-01-10,1177.3513347035657
2000-01-11,1166.0302413258014
2000-01-12,1163.3905414108467
2000-01-13,1171.596601630366
2000-01-14,1186.34898019402
2000-01-17,1208.3602468896643
2000-01-18,1215.1757589423594
2000-01-19,1200.6347934849302
2000-01-20,1198.9353432600728
2000-01-21,1176.6231710920902
2000-01-24,1173.7167170652783
2000-01-25,1161.9308228691295
2000-01-26,1155.1826383560579
2000-01-27,1153.8745165545874
2000-01-28,1144.6209056309033
2000-01-31,1125.4717260211005
2000-02-01,1116.3323521491498
2000-02-02,1121.8273882937417
2000-02-03,1118.4254926350607
2000-02-04,1109.5045126718708
2000-02-07,1124.2323610763244
2000-02-08,1119.8134433019923
2000-02-09,1128.9996084962975
2000-02-10,1117.6237088322903
2000-02-11,1098.3737700828697
2000-02-14,1084.714271763302
2000-02-15,1079.5640201249355
2000-02-16,1067.0067599595575
2000-02-17,1056.9393888177774
2000-02-18,1043.3901421260525
2000-02-21,1040.627854712185
2000-02-22,1034.6047305589746
2000-02-23,1031.6319429600412
2000-02-24,1018.0386166260638
2000-02-25,1048.4995276994928
2000-02-28,1031.2235161992928
2000-02-29,1049.4653249537441
2000-03-01,1056.1012628478256
2000-03-02,1058.8817030345501
2000-03-03,1033.5392171701208
2000-03-06,1013.0136694080836
2000-03-07,1023.0090475725066
2000-03-08,1024.2111522604207
2000-03-09,1022.3996399700833
2000-03-10,1030.8351633737147
2000-03-13,1033.6741977027043
2000-03-14,1038.168223175856
2000-03-15,1043.2224486999835
2000-03-16,1049.7725187810631
2000-03-17,1045.7288045590697
2000-03-20,1037.272592507181
2000-03-21,1044.553166724267
2000-03-22,1050.9729851319953
2000-03-23,1044.9913147283053
2000-03-24,1052.696588108268
2000-03-27,1049.789423556154
2000-03-28,1056.3693827293062
2000-03-29,1054.2424596054232
2000-03-30,1045.1957625082518
2000-03-31,1027.1439700268388
2000-04-03,1048.894335881073
2000-04-04,1066.2735722449625
2000-04-05,1096.8393599609813
2000-04-06,1084.2013040369252
2000-04-07,1068.3831874397947
2000-04-10,1074.2872151620172
2000-04-11,1078.3221976979314
2000-04-12,1090.5314598801492
2000-04-13,1078.932926944018
2000-04-14,1077.8096756340449
2000-04-17,1043.3943687993087
2000-04-18,1068.257602004256
2000-04-19,1082.8717332532624
2000-04-20,1081.9470789550198
2000-04-21,1081.9470789550198
2000-04-24,1083.9495047762541
2000-04-25,1085.8609112419776
2000-04-26,1079.8494211435896
2000-04-27,1067.9105932882148
2000-04-28,1056.82915218455
2000-05-01,1036.705264588277
2000-05-02,1066.0487522747794
2000-05-03,1068.8966084830781
2000-05-04,1062.8503540462536
2000-05-05,1097.5457863560473
2000-05-08,1095.1164988294483
2000-05-09,1084.1787942829328
2000-05-10,1073.522942916662
2000-05-11,1067.1715327470765
2000-05-12,1072.9721562746547
2000-05-15,1067.8744951001763
2000-05-16,1086.1528009578667
2000-05-17,1063.58167819494
2000-05-18,1058.0985555673767
2000-05-19,1063.2257713383644
2000-05-22,1069.7807182276492
2000-05-23,1078.9797368323061
2000-05-24,1076.090740782277
2000-05-25,1077.785924929915
2000-05-26,1072.3920883613948
2000-05-29,1092.9558430833526
2000-05-30,1105.8780272742986
2000-05-31,1096.859849904891
2000-06-01,1101.1320704801392
2000-06-02,1120.792367899001
2000-06-05,1131.5750707045063
2000-06-06,1158.8174610931324
2000-06-07,1150.0390797885068
2000-06-08,1144.2062968359176
2000-06-09,1129.1564765515884
2000-06-12,1139.763411856514
2000-06-13,1149.8713415046288
2000-06-14,1156.1313252784619
2000-06-15,1151.846709746361
2000-06-16,1170.2812560258371
2000-06-19,1152.2378559995373
2000-06-20,1163.0854722423283
2000-06-21,1167.4131901635537
2000-06-22,1152.9843518667512
2000-06-23,1157.2446641698666
2000-06-26,1166.2660291776342
2000-06-27,1190.2563857689313
2000-06-28,1197.5289897267135
2000-06-29,1206.709368879024
2000-06-30,1219.0637803607735
2000-07-03,1200.5019826299892
2000-07-04,1189.7279298695412
2000-07-05,1174.680555534549
2000-07-06,1172.6371995347527
2000-07-07,1175.8311981204583
2000-07-10,1179.9739979062092
2000-07-11,1176.8765891034466
2000-07-12,1177.8485905472699
2000-07-13,1163.7038207610083
2000-07-14,1163.1438541860196
2000-07-17,1162.7800847719923
2000-07-18,1159.9734236905244
2000-07-19,1145.6299406524513
2000-07-20,1158.4985204418274
2000-07-21,1178.985010404693
2000-07-24,1173.4698985144819
2000-07-25,1165.3839228206073
2000-07-26,1181.2252236165386
2000-07-27,1171.2549782944175
2000-07-28,1170.7897569142788
2000-07-31,1154.7521749454497
2000-08-01,1157.5211556909812
2000-08-02,1167.8209524965396
2000-08-03,1169.2469762237924
2000-08-04,1171.1623076922547
2000-08-07,1183.5925874061124
2000-08-08,1180.6701748957057
2000-08-09,1169.2620186852637
2000-08-10,1183.9992919091135
2000-08-11,1179.957660757424
2000-08-14,1180.021231604414
2000-08-15,1185.265932208217
2000-08-16,1195.0219538157503
2000-08-17,1212.6267170071558
2000-08-18,1204.9399986950982
2000-08-21,1200.5555813712524
2000-08-22,1206.9682308933077
2000-08-23,1188.323522131455
2000-08-24,1195.9647656915834
2000-08-25,1210.21549477465
2000-08-28,1202.0073110469407
2000-08-29,1203.6800204559083
2000-08-30,1192.7519975532557
2000-08-31,1178.4529702297516
2000-09-01,1185.7153768413978
2000-09-04,1183.4204928929462
2000-09-05,1171.7763841799836
2000-09-06,1153.2644780392982
2000-09-07,1134.9596268930138
2000-09-08,1133.3279176226697
2000-09-11,1134.2932042899959
2000-09-12,1147.0247027752794
2000-09-13,1139.6683609010438
2000-09-14,1124.0753478048546
2000-09-15,1106.6068760599746
2000-09-18,1087.110997358576
2000-09-19,1075.5849924912623
2000-09-20,1083.1483625703218
2000-09-21,1088.3062786512219
2000-09-22,1094.6107081255757
2000-09-25,1100.894786089578
2000-09-26,1113.4522800825694
2000-09-27,1112.4563444750968
2000-09-28,1117.4547918059557
2000-09-29,1107.674758327831
2000-10-02,1124.99477222631
2000-10-03,1133.5885343422465
2000-10-04,1132.2699473352554
2000-10-05,1126.869550370009
2000-10-06,1123.964970404112
2000-10-09,1114.8005824110708
2000-10-10,1117.150652225966
2000-10-11,1131.6754481717176
2000-10-12,1123.3038170926284
2000-10-13,1115.0490208184674
2000-10-16,1109.292920683931
2000-10-17,1099.9750989621298
2000-10-18,1112.042593485079
2000-10-19,1113.559405440347
2000-10-20,1126.5168373499453
2000-10-23,1131.6141860128641
2000-10-24,1130.9953542631272
2000-10-25,1120.5574494136322
2000-10-26,1119.0417067894025
2000-10-27,1126.2942355097514
2000-10-30,1121.8916883606948
2000-10-31,1105.2240309317763
2000-11-01,1128.057583936239
2000-11-02,1127.4776935246705
2000-11-03,1144.7300431012197
2000-11-06,1159.3599001034572
2000-11-07,1165.87911273704
2000-11-08,1165.5203556429833
2000-11-09,1177.1552152804863
2000-11-10,1172.7642144371578
2000-11-13,1160.161574798259
2000-11-14,1156.2526076787167
2000-11-15,1166.6310318508415
2000-11-16,1158.873121507215
2000-11-17,1170.3018840446723
2000-11-20,1166.867088517125
2000-11-21,1150.4405950293633
2000-11-22,1178.167620931752
2000-11-23,1199.5384912461222
2000-11-24,1189.231922660805
2000-11-27,1196.8928314371788
2000-11-28,1191.3723118961939
2000-11-29,1195.8362641965489
2000-11-30,1212.5186221260308
2000-12-01,1244.4591095655092
2000-12-04,1266.9249640693404
2000-12-05,1252.568092442813
2000-12-06,1251.042622226017
2000-12-07,1253.238389476649
2000-12-08,1250.6177760864252
2000-12-11,1238.2003986332281
2000-12-12,1234.4667504817626
2000-12-13,1219.7361832328636
2000-12-14,1212.0141499608203
2000-12-15,1207.6082228103985
2000-12-18,1201.6467704561355
2000-12-19,1215.6467744851834
2000-12-20,1235.208166484171
2000-12-21,1245.3784097920038
2000-12-22,1259.6834482135002
2000-12-25,1259.6834482135002
2000-12-26,1266.0426182396388
2000-12-27,1278.5475858201207
2000-12-28,1266.6328365445984
2000-12-29,1251.4227388446986
2001-01-01,1251.4227388446986
2001-01-02,1282.7987881714928
2001-01-03,1284.6100616333176
2001-01-04,1296.1181517920463
2001-01-05,1300.3247697124398
2001-01-08,1279.9421727453273
2001-01-09,1268.1895806549403
2001-01-10,1257.9475088318943
2001-01-11,1250.483762727305
2001-01-12,1248.6129664196956
2001-01-15,1236.9393334984802
2001-01-16,1228.2652168858126
2001-01-17,1222.2888297698564
2001-01-18,1242.7823504258413
2001-01-19,1257.8889083513327
2001-01-22,1256.852840341811
2001-01-23,1253.20072405044
2001-01-24,1233.0480904120423
2001-01-25,1250.5957180557755
2001-01-26,1247.1521318656262
2001-01-29,1257.3453310741415
2001-01-30,1271.0314738893132
2001-01-31,1278.8259820425528
2001-02-01,1294.958885184842
2001-02-02,1294.183664098147
2001-02-05,1281.668758869846
2001-02-06,1282.046233957781
2001-02-07,1260.98722470273
2001-02-08,1237.9875640578077
2001-02-09,1226.9622763684977
2001-02-12,1236.6629290147307
2001-02-13,1222.8404203837229
2001-02-14,1203.160473213589
2001-02-15,1191.7346607273198
2001-02-16,1208.6361860021088
2001-02-19,1196.9416026766808
2001-02-20,1185.6241498042125
2001-02-21,1202.4602363581266
2001-02-22,1202.557744810993
2001-02-23,1200.7079059479217
2001-02-26,1217.5346497732896
2001-02-27,1214.9776326452004
2001-02-28,1225.7348394010403
2001-03-01,1251.8514924498338
2001-03-02,1258.8499380190744
2001-03-05,1245.6023151349916
2001-03-06,1231.845983071891
2001-03-07,1220.6569471471178
2001-03-08,1200.5362986436096
2001-03-09,1194.64815758916
2001-03-12,1187.4811432331858
2001-03-13,1155.7011541342906
2001-03-14,1153.1929793121708
2001-03-15,1129.85516552845
2001-03-16,1120.377881318851
2001-03-19,1119.4333996003506
2001-03-20,1133.9735339967801
2001-03-21,1120.177733534383
2001-03-22,1095.270010004621
2001-03-23,1083.021705396278
2001-03-26,1098.1002699711926
2001-03-27,1094.7713774922797
2001-03-28,1096.907564300718
2001-03-29,1106.7405176077502
2001-03-30,1094.2455203731981
2001-04-02,1097.57636082706
2001-04-03,1110.1114626949238
2001-04-04,1132.5932639933803
2001-04-05,1142.1139550650435
2001-04-06,1156.5341713000496
2001-04-09,1136.6439037188584
2001-04-10,1144.2639891348504
2001-04-11,1162.4693459364594
2001-04-12,1179.038446468262
2001-04-13,1179.038446468262
2001-04-16,1182.753781799329
2001-04-17,1166.825988584596
2001-04-18,1137.531161116266
2001-04-19,1186.440233297685
2001-04-20,1206.380090997696
2001-04-23,1178.1202220414361
2001-04-24,1180.6084798007053
2001-04-25,1183.4208473952679
2001-04-26,1198.551336911741
2001-04-27,1194.734613597195
2001-04-30,1204.069953267403
2001-05-01,1209.096362929091
2001-05-02,1214.4338505866112
2001-05-03,1231.8283297117814
2001-05-04,1219.903550662969
2001-05-07,1220.211166146475
2001-05-08,1214.9623242725634
2001-05-09,1234.475280297484
2001-05-10,1263.0644601184918
2001-05-11,1260.459024370199
2001-05-14,1254.6180007026812
2001-05-15,1269.1138777601338
2001-05-16,1278.2713652515988
2001-05-17,1297.5043389638083
2001-05-18,1277.309886163677
2001-05-21,1305.2509083760435
2001-05-22,1291.0958543913864
2001-05-23,1286.921975943198
2001-05-24,1291.0459114356322
2001-05-25,1289.598594962615
2001-05-28,1296.2674848308354
2001-05-29,1283.2620227444452
2001-05-30,1274.9122813640456
2001-05-31,1258.3760879866238
2001-06-01,1276.9048060670925
2001-06-04,1289.0825487072898
2001-06-05,1281.7416426845148
2001-06-06,1300.5834088729996
2001-06-07,1325.433578200579
2001-06-08,1331.0109242922892
2001-06-11,1328.34101986874
2001-06-12,1351.0219519114523
2001-06-13,1377.8345665782479
2001-06-14,1372.1976325810583
2001-06-15,1383.190518164113
2001-06-18,1352.3822971997138
2001-06-19,1351.0287068782975
2001-06-20,1361.211206981676
2001-06-21,1361.6015643213989
2001-06-22,1363.409396667587
2001-06-25,1358.121521762519
2001-06-26,1381.2548144530545
2001-06-27,1363.2049856928008
2001-06-28,1343.0065386411588
2001-06-29,1360.1094018440829
2001-07-02,1327.266432106525
2001-07-03,1336.5503911290496
2001-07-04,1340.0518066322404
2001-07-05,1293.5765121210961
2001-07-06,1272.0503067307448
2001-07-09,1262.135042566001
2001-07-10,1283.6969080503882
2001-07-11,1281.6423751210789
2001-07-12,1279.3707987909056
2001-07-13,1291.713946139247
2001-07-16,1309.1749613528243
2001-07-17,1291.8750245036238
2001-07-18,1319.238693114918
2001-07-19,1330.9295229438553
2001-07-20,1302.8416381854447
2001-07-23,1305.0216877373373
2001-07-24,1295.898690956779
2001-07-25,1294.791711365998
2001-07-26,1271.9503211749106
2001-07-27,1253.1044326402375
2001-07-30,1264.6989837536944
2001-07-31,1267.1192904857223
2001-08-01,1313.8655868406936
2001-08-02,1338.2443626170189
2001-08-03,1330.989611970523
2001-08-06,1337.007999868926
2001-08-07,1335.951903864201
2001-08-08,1346.220794301628
2001-08-09,1343.6068167818996
2001-08-10,1341.0968713138152
2001-08-13,1336.0625587906088
2001-08-14,1331.3960572872122
2001-08-15,1358.921268906417
2001-08-16,1359.3591440571129
2001-08-17,1377.0827722611411
2001-08-20,1364.2963220462818
2001-08-21,1370.6490091566643
2001-08-22,1381.1077840072332
2001-08-23,1371.2325343718337
2001-08-24,1375.7973999112367
2001-08-27,1372.3662209761885
2001-08-28,1375.5759138366911
2001-08-29,1374.5002595357307
2001-08-30,1363.4357646956794
2001-08-31,1327.9446858360084
2001-09-03,1284.6802244078715
2001-09-04,1284.6460788634213
2001-09-05,1279.958903681366
2001-09-06,1274.2004994318106
2001-09-07,1254.1018629142072
2001-09-10,1259.8628001071338
2001-09-11,1270.670187932115
2001-09-12,1216.5330434430673
2001-09-13,1210.7392140005506
2001-09-14,1192.6019507280466
2001-09-17,1113.6961799299515
2001-09-18,1116.2109304892415
2001-09-19,1108.2441001159477
2001-09-20,1079.7636372235095
2001-09-21,1056.0931012951512
2001-09-24,1063.056885790178
2001-09-25,1093.2765084280588
2001-09-26,1093.6522808151774
2001-09-27,1087.5028145252572
2001-09-28,1114.494498335697
2001-10-01,1139.8290392795232
2001-10-02,1167.8062049181872
2001-10-03,1175.650139067984
2001-10-04,1169.7499168799698
2001-10-05,1210.0104022542514
2001-10-08,1208.727910400353
2001-10-09,1200.4983572047483
2001-10-10,1196.308211229165
2001-10-11,1210.2676258991123
2001-10-12,1224.082599339262
2001-10-15,1253.7766013414457
2001-10-16,1254.5046938698267
2001-10-17,1285.1342726503076
2001-10-18,1265.4302170637222
2001-10-19,1243.463549300912
2001-10-22,1247.7193972891564
2001-10-23,1269.487937731122
2001-10-24,1276.7954057946695
2001-10-25,1279.5705419286423
2001-10-26,1272.6457634658639
2001-10-29,1282.2236608907008
2001-10-30,1283.3459951830698
2001-10-31,1284.8581032496193
2001-11-01,1295.5146569197325
2001-11-02,1287.780142246232
2001-11-05,1291.223982011688
2001-11-06,1333.5429607954013
2001-11-07,1314.2971399831058
2001-11-08,1336.5579978152853
2001-11-09,1345.621486942895
2001-11-12,1379.6124075155133
2001-11-13,1375.9727740855776
2001-11-14,1388.0759064247022
2001-11-15,1377.8901603584077
2001-11-16,1375.7802370085399
2001-11-19,1367.9425119897226
2001-11-20,1374.6078673310149
2001-11-21,1358.3953843232352
2001-11-22,1353.9935891288364
2001-11-23,1353.8933883816026
2001-11-26,1365.700701248118
2001-11-27,1387.3405537973938
2001-11-28,1372.6158238237144
2001-11-29,1358.9683217698982
2001-11-30,1359.0877840194087
2001-12-03,1344.5604047305133
2001-12-04,1341.9920585408179
2001-12-05,1357.1635731579559
2001-12-06,1349.630264726857
2001-12-07,1337.1384815612212
2001-12-10,1336.3688660623643
2001-12-11,1346.0363436737814
2001-12-12,1350.7315606389654
2001-12-13,1344.1904677142572
2001-12-14,1337.9929497578896
2001-12-17,1341.7770760049943
2001-12-18,1350.8926824902303
2001-12-19,1345.3526029377665
2001-12-20,1333.4735363516268
2001-12-21,1354.4080498446615
2001-12-24,1363.362727063581
2001-12-25,1363.3627270635807
2001-12-26,1362.4244182355949
2001-12-27,1367.0666535927269
2001-12-28,1376.442328560123
2001-12-31,1380.0318178328735
2002-01-01,1380.0318178328735
2002-01-02,1390.8517324350034
2002-01-03,1387.3875074425168
2002-01-04,1398.7978057458856
2002-01-07,1395.6050348183796
2002-01-08,1396.5224138891901
2002-01-09,1387.7010820043301
2002-01-10,1386.6134875927294
2002-01-11,1393.3200575436676
2002-01-14,1386.4360507204747
2002-01-15,1385.7582905877475
2002-01-16,1399.4131112541636
2002-01-17,1387.3436711309375
2002-01-18,1386.439229964701
2002-01-21,1397.5441539728095
2002-01-22,1417.141185151107
2002-01-23,1425.9990852438984
2002-01-24,1431.345299616791
2002-01-25,1432.6744156369175
2002-01-28,1428.6543326128758
2002-01-29,1454.2685671222646
2002-01-30,1423.0589343590448
2002-01-31,1435.8560878883463
2002-02-01,1435.0638329128485
2002-02-04,1450.5469906067929
2002-02-05,1438.914129229827
2002-02-06,1425.3535191033643
2002-02-07,1422.3218456661778
2002-02-08,1451.7441313166082
2002-02-11,1459.3304617317015
2002-02-12,1446.9099085493513
2002-02-13,1455.2761194550365
2002-02-14,1493.4918716925085
2002-02-15,1496.6887063194954
2002-02-18,1495.580976381617
2002-02-19,1492.059849002402
2002-02-20,1473.598946898704
2002-02-21,1478.2863823589146
2002-02-22,1477.6272233522045
2002-02-25,1473.5854542513998
2002-02-26,1479.3831625818214
2002-02-27,1480.1596710381489
2002-02-28,1491.992567843061
2002-03-01,1491.6286759134837
2002-03-04,1485.4364402394392
2002-03-05,1468.6930695303486
2002-03-06,1465.021804665351
2002-03-07,1502.8609604557687
2002-03-08,1483.1909298855621
2002-03-11,1461.6519050964748
2002-03-12,1458.0553272879972
2002-03-13,1461.956324160314
2002-03-14,1476.6074185715192
2002-03-15,1463.8419328613652
2002-03-18,1484.196917180844
2002-03-19,1493.7878628805388
2002-03-20,1517.1386347164646
2002-03-21,1504.8869153038372
2002-03-22,1506.7194347311897
2002-03-25,1497.5874120524204
2002-03-26,1474.0780639853888
2002-03-27,1486.9331912303592
2002-03-28,1501.3917893238638
2002-03-29,1501.3917893238638
2002-04-01,1504.0643060933178
2002-04-02,1475.8203480355135
2002-04-03,1464.702774458784
2002-04-04,1467.5166832883986
2002-04-05,1481.878748302016
2002-04-08,1460.9468129710274
2002-04-09,1457.251014286622
2002-04-10,1470.6669888178733
2002-04-11,1473.5525862957222
2002-04-12,1471.8575377759182
2002-04-15,1479.315735627667
2002-04-16,1488.6558940714317
2002-04-17,1509.4890045882107
2002-04-18,1518.770277381965
2002-04-19,1535.6136677667803
2002-04-22,1535.9161781008497
2002-04-23,1544.4106108840747
2002-04-24,1553.707031014105
2002-04-25,1560.3032952897536
2002-04-26,1576.4189418536782
2002-04-29,1551.1259882366041
2002-04-30,1539.2194878346984
2002-05-01,1552.8004574167953
2002-05-02,1554.7761713207003
2002-05-03,1565.3339789302113
2002-05-06,1557.675311755474
2002-05-07,1571.6031988079253
2002-05-08,1574.1951739758942
2002-05-09,1563.7435005126842
2002-05-10,1572.3638494656136
2002-05-13,1568.1894909329267
2002-05-14,1574.6535972300394
2002-05-15,1591.2225726208985
2002-05-16,1588.5042837058124
2002-05-17,1604.2234264581994
2002-05-20,1605.6814855617301
2002-05-21,1612.2838466791777
