Date,FRANCE HIGH DIVIDEND YIELD
1999-06-11,1217.9131822141285
1999-06-14,1202.0940946006897
1999-06-15,1219.9556945376994
1999-06-16,1230.7533475028417
1999-06-17,1231.9142142142186
1999-06-18,1252.956294102227
1999-06-21,1224.001858179882
1999-06-22,1202.7412921289028
1999-06-23,1198.5981926714712
1999-06-24,1185.9283527776643
1999-06-25,1177.8599341750805
1999-06-28,1174.155794324303
1999-06-29,1183.568346534401
1999-06-30,1191.4235168729967
1999-07-01,1212.1910184831863
1999-07-02,1198.1257617941715
1999-07-05,1256.9215559225017
1999-07-06,1273.2474505342243
1999-07-07,1257.8420115252104
1999-07-08,1246.851143924417
1999-07-09,1253.1335749163375
1999-07-12,1257.2665595216604
1999-07-13,1240.2687564825799
1999-07-14,1243.6193523667857
1999-07-15,1274.0115500626591
1999-07-16,1274.2065811310217
1999-07-19,1264.6347721373168
1999-07-20,1271.9916055786075
1999-07-21,1265.3582232693034
1999-07-22,1246.2135652658985
1999-07-23,1235.0372202430704
1999-07-26,1222.3480063111824
1999-07-27,1243.175009828934
1999-07-28,1241.4836297731536
1999-07-29,1237.2659321612423
1999-07-30,1268.2061219050374
1999-08-02,1269.7956990800112
1999-08-03,1274.2909153004696
1999-08-04,1277.6461946151755
1999-08-05,1262.5306589365025
1999-08-06,1255.4186562141588
1999-08-09,1281.3600319740087
1999-08-10,1286.6641876080946
1999-08-11,1284.6403932980722
1999-08-12,1326.4826133940176
1999-08-13,1321.506568660986
1999-08-16,1323.141563745508
1999-08-17,1309.948029033934
1999-08-18,1320.1057245040909
1999-08-19,1300.0224045524967
1999-08-20,1313.882105824871
1999-08-23,1302.178668449585
1999-08-24,1313.2824905174996
1999-08-25,1334.3191915072998
1999-08-26,1315.837451349701
1999-08-27,1313.002245204011
1999-08-30,1310.0576090473908
1999-08-31,1297.9385006018433
1999-09-01,1326.23508125669
1999-09-02,1326.2568156423702
1999-09-03,1328.5285095079337
1999-09-06,1328.667182136984
1999-09-07,1337.55148612074
1999-09-08,1341.7276160553583
1999-09-09,1351.7099284209082
1999-09-10,1363.6469628624684
1999-09-13,1352.668408562052
1999-09-14,1364.8678374888686
1999-09-15,1327.8850728919665
1999-09-16,1315.0439094736425
1999-09-17,1298.7521736863257
1999-09-20,1301.4060843495315
1999-09-21,1280.044194227781
1999-09-22,1287.957784193022
1999-09-23,1259.5095757393512
1999-09-24,1247.7511705967675
1999-09-27,1273.5486201762437
1999-09-28,1280.2495673960304
1999-09-29,1284.0457731249844
1999-09-30,1306.323211399488
1999-10-01,1311.8033231385875
1999-10-04,1320.721503030306
1999-10-05,1293.1615760838624
1999-10-06,1300.7344821409015
1999-10-07,1311.046042822434
1999-10-08,1277.8328126237316
1999-10-11,1269.5570594036324
1999-10-12,1280.9108452683759
1999-10-13,1299.3309515794488
1999-10-14,1312.9073189781946
1999-10-15,1293.3987835632377
1999-10-18,1291.3898065121562
1999-10-19,1303.7740685943213
1999-10-20,1304.9157446426982
1999-10-21,1316.728056154458
1999-10-22,1337.9663456289325
1999-10-25,1330.0307469315849
1999-10-26,1336.4278935065497
1999-10-27,1319.5323048502948
1999-10-28,1338.3690796690692
1999-10-29,1334.290268364318
1999-11-01,1332.0051986882265
1999-11-02,1320.5972088537294
1999-11-03,1306.2661649306358
1999-11-04,1295.1471664808134
1999-11-05,1274.1041803740393
1999-11-08,1287.291255300556
1999-11-09,1297.5836474307807
1999-11-10,1317.2468915730951
1999-11-11,1329.1191981456757
1999-11-12,1331.655619609742
1999-11-15,1342.3442359836727
1999-11-16,1337.6066163441865
1999-11-17,1373.8428427778401
1999-11-18,1371.0996818789797
1999-11-19,1348.0652290903186
1999-11-22,1318.4268590794109
1999-11-23,1312.4206507628644
1999-11-24,1318.2437404501961
1999-11-25,1342.9345885409805
1999-11-26,1334.0242765150404
1999-11-29,1330.5663250921111
1999-11-30,1312.8551800270945
1999-12-01,1318.3871538831088
1999-12-02,1314.5058340950286
1999-12-03,1310.9861489547707
1999-12-06,1333.0331379534425
1999-12-07,1327.0029721047242
1999-12-08,1329.2086293684717
1999-12-09,1340.333409970721
1999-12-10,1342.1899735061531
1999-12-13,1344.536464871998
1999-12-14,1346.0942855275032
1999-12-15,1365.2475250807004
1999-12-16,1394.76823217768
1999-12-17,1362.931323834643
1999-12-20,1353.480303916318
1999-12-21,1351.6060252320524
1999-12-22,1349.0366067946338
1999-12-23,1378.2692779444847
1999-12-24,1396.0679697310534
1999-12-27,1365.664439543772
1999-12-28,1364.9668354332223
1999-12-29,1366.6323136879616
1999-12-30,1380.4412952187372
1999-12-31,1380.4412952187372
2000-01-03,1400.3749456732173
2000-01-04,1381.6577825828988
2000-01-05,1363.5554266466052
2000-01-06,1359.9433370480351
2000-01-07,1359.91050931223
2000-01-10,1358.0949765579255
2000-01-11,1345.1915607334724
2000-01-12,1334.945548491576
2000-01-13,1338.5375210791601
2000-01-14,1340.5821713393932
2000-01-17,1342.8507572193178
2000-01-18,1302.5052734828046
2000-01-19,1324.1974596180298
2000-01-20,1327.0623143830912
2000-01-21,1317.6568714011921
2000-01-24,1321.6956971681961
2000-01-25,1304.1861152083147
2000-01-26,1292.1864960487758
2000-01-27,1279.4401509459387
2000-01-28,1277.5719639746162
2000-01-31,1254.154048993343
2000-02-01,1259.0975279856334
2000-02-02,1285.552581307746
2000-02-03,1306.7330588492334
2000-02-04,1306.2500477815017
2000-02-07,1295.3041147744661
2000-02-08,1326.207573368187
2000-02-09,1332.5757252508538
2000-02-10,1308.6559883847453
2000-02-11,1305.678680951643
2000-02-14,1293.5774622887957
2000-02-15,1294.4919671146915
2000-02-16,1312.4222527261677
2000-02-17,1335.1076380759164
2000-02-18,1316.9392976488432
2000-02-21,1292.2037239260271
2000-02-22,1316.7141926546237
2000-02-23,1315.0424935255603
2000-02-24,1302.2762671879264
2000-02-25,1287.4831558381127
2000-02-28,1262.990348460155
2000-02-29,1268.7157517393146
2000-03-01,1288.5982773818632
2000-03-02,1282.9695736429267
2000-03-03,1284.1913193574758
2000-03-06,1307.5464740736036
2000-03-07,1300.1312155592973
2000-03-08,1308.8666757505268
2000-03-09,1310.9503390043872
2000-03-10,1300.7776699416065
2000-03-13,1278.7283621053907
2000-03-14,1297.4815140104067
2000-03-15,1299.4866446900642
2000-03-16,1347.7506022161006
2000-03-17,1320.93716816152
2000-03-20,1313.1014378333143
2000-03-21,1323.6807500169168
2000-03-22,1296.9545144347283
2000-03-23,1291.4669927642415
2000-03-24,1290.9577370843472
2000-03-27,1294.026696864149
2000-03-28,1301.8247305719435
2000-03-29,1302.1012086142064
2000-03-30,1318.795030289758
2000-03-31,1326.3601871980397
2000-04-03,1329.8875707408574
2000-04-04,1400.6917688756423
2000-04-05,1379.7825998516062
2000-04-06,1377.7258905423027
2000-04-07,1362.6851267866027
2000-04-10,1340.751068347646
2000-04-11,1353.7364774366624
2000-04-12,1352.3344352638555
2000-04-13,1364.1106998188848
2000-04-14,1350.2606487056553
2000-04-17,1332.015386800069
2000-04-18,1328.2133000100534
2000-04-19,1294.2076294368158
2000-04-20,1306.8013664899365
2000-04-21,1306.8013664899363
2000-04-24,1307.0100096032656
2000-04-25,1329.7473929541643
2000-04-26,1334.1980137931682
2000-04-27,1305.9916162557167
2000-04-28,1321.1239158925491
2000-05-01,1316.9920057029262
2000-05-02,1330.7004363264336
2000-05-03,1288.8163693484048
2000-05-04,1306.809874298151
2000-05-05,1304.5235955555836
2000-05-08,1311.87513875032
2000-05-09,1325.57336268349
2000-05-10,1357.0442990686176
2000-05-11,1358.4159946752245
2000-05-12,1373.500378193506
2000-05-15,1382.2413614341858
2000-05-16,1383.3521282515467
2000-05-17,1347.3554678765067
2000-05-18,1373.5795470827243
2000-05-19,1349.264487881178
2000-05-22,1364.632432843229
2000-05-23,1362.470257500939
2000-05-24,1318.6694176216813
2000-05-25,1330.6490054683718
2000-05-26,1330.3281360292174
2000-05-29,1352.4323101610275
2000-05-30,1363.770255583094
2000-05-31,1387.7726078579965
2000-06-01,1403.945514249239
2000-06-02,1425.0457726773134
2000-06-05,1429.416715055359
2000-06-06,1456.118198271513
2000-06-07,1448.6548156418194
2000-06-08,1429.5214587688145
2000-06-09,1425.8873870777068
2000-06-12,1430.235747583018
2000-06-13,1450.7116813826815
2000-06-14,1455.9588233039024
2000-06-15,1431.669014324396
2000-06-16,1441.5500553720074
2000-06-19,1451.4120453102994
2000-06-20,1440.4425847238347
2000-06-21,1416.4231567990848
2000-06-22,1408.9430012874514
2000-06-23,1402.0405819318842
2000-06-26,1408.3493874106387
2000-06-27,1415.204741758626
2000-06-28,1432.9774341613222
2000-06-29,1428.6815996127277
2000-06-30,1440.3608124528582
2000-07-03,1452.2649625291006
2000-07-04,1461.8822854809882
2000-07-05,1453.3939969102457
2000-07-06,1449.3387407736195
2000-07-07,1448.1116338600575
2000-07-10,1453.2950393325705
2000-07-11,1461.7836517173016
2000-07-12,1450.3901197788093
2000-07-13,1437.1857432848687
2000-07-14,1440.336286805945
2000-07-17,1435.7853452885863
2000-07-18,1425.2592433032537
2000-07-19,1405.4530551898852
2000-07-20,1417.538533036337
2000-07-21,1408.7800823299094
2000-07-24,1412.7034044113338
2000-07-25,1418.944096203802
2000-07-26,1428.9827451374476
2000-07-27,1429.6953183521398
2000-07-28,1414.663709980603
2000-07-31,1430.6367617055614
2000-08-01,1424.5202487391186
2000-08-02,1414.2878808677765
2000-08-03,1378.3873032454933
2000-08-04,1401.3413824001254
2000-08-07,1415.098317748483
2000-08-08,1410.8712618476761
2000-08-09,1409.1983984006847
2000-08-10,1420.9479099855785
2000-08-11,1431.4013349343952
2000-08-14,1434.0859878200124
2000-08-15,1467.8994672229717
2000-08-16,1468.5360916947789
2000-08-17,1472.2285206430051
2000-08-18,1467.0078583904915
2000-08-21,1457.724016611615
2000-08-22,1440.4692639577486
2000-08-23,1438.094502762557
2000-08-24,1429.312796761349
2000-08-25,1440.9938380950862
2000-08-28,1431.4008388576297
2000-08-29,1439.4291628219216
2000-08-30,1426.232640240836
2000-08-31,1393.9609694197468
2000-09-01,1440.4632616772203
2000-09-04,1459.5741563322274
2000-09-05,1434.3448511992203
2000-09-06,1429.8015357243826
2000-09-07,1426.0716797698533
2000-09-08,1400.4680999890338
2000-09-11,1414.4739423563854
2000-09-12,1413.5628895373738
2000-09-13,1395.3344265194414
2000-09-14,1376.6158825028795
2000-09-15,1392.5225319319868
2000-09-18,1368.5325778396175
2000-09-19,1351.2239682849017
2000-09-20,1324.1395205371368
2000-09-21,1303.532076225484
2000-09-22,1335.8439680518318
2000-09-25,1315.5831408473045
2000-09-26,1332.5137628152277
2000-09-27,1334.4373627340956
2000-09-28,1342.6577513882057
2000-09-29,1341.3752027948651
2000-10-02,1361.5367010484988
2000-10-03,1352.9608030582497
2000-10-04,1324.683183710139
2000-10-05,1334.0846375873066
2000-10-06,1347.2539953541193
2000-10-09,1323.0610245711305
2000-10-10,1338.8065456879801
2000-10-11,1311.4385635014394
2000-10-12,1309.6774035469573
2000-10-13,1303.0439303854425
2000-10-16,1271.51562135498
2000-10-17,1279.6712666591154
2000-10-18,1265.6740208730198
2000-10-19,1266.6172062818057
2000-10-20,1264.5879563439123
2000-10-23,1275.24220569515
2000-10-24,1290.3571231295102
2000-10-25,1276.6196265196124
2000-10-26,1260.6907824241032
2000-10-27,1272.7254781401111
2000-10-30,1290.124715950544
2000-10-31,1330.0187094619118
2000-11-01,1349.7081334214297
2000-11-02,1348.2487317960235
2000-11-03,1342.6092291316818
2000-11-06,1328.410593971582
2000-11-07,1344.7104111102271
2000-11-08,1335.8897931065706
2000-11-09,1330.3261768601037
2000-11-10,1330.6045467478414
2000-11-13,1320.9468018119942
2000-11-14,1336.2967972301476
2000-11-15,1344.2230051312715
2000-11-16,1330.514030897485
2000-11-17,1314.0959579572213
2000-11-20,1295.622805964361
2000-11-21,1303.0481630130812
2000-11-22,1272.968160396393
2000-11-23,1289.2593924056168
2000-11-24,1302.2836498864747
2000-11-27,1316.9710849775263
2000-11-28,1322.1105741360973
2000-11-29,1325.732834103159
2000-11-30,1326.4865479856994
2000-12-01,1330.2270363127072
2000-12-04,1325.3520320348136
2000-12-05,1341.3828042813748
2000-12-06,1319.4457328442147
2000-12-07,1342.7041074256977
2000-12-08,1314.9109615773891
2000-12-11,1310.0141292714002
2000-12-12,1312.7142037185165
2000-12-13,1319.3531535114419
2000-12-14,1310.5441700950512
2000-12-15,1323.2309887144872
2000-12-18,1340.4960210481136
2000-12-19,1355.3073926649406
2000-12-20,1349.8876882866316
2000-12-21,1366.0823187369667
2000-12-22,1392.6054244460026
2000-12-25,1392.6054244460026
2000-12-26,1400.7488748677995
2000-12-27,1424.1775022527263
2000-12-28,1428.4471101104386
2000-12-29,1450.5159554735867
2001-01-01,1450.5159554735867
2001-01-02,1452.9466442057299
2001-01-03,1434.2226165652692
2001-01-04,1435.7332304713623
2001-01-05,1453.0577679864755
2001-01-08,1462.2078092813888
2001-01-09,1436.0907686367232
2001-01-10,1421.3053086819314
2001-01-11,1454.3821272421346
2001-01-12,1460.7627958392723
2001-01-15,1457.9379986712959
2001-01-16,1432.1048470954286
2001-01-17,1416.815755800342
2001-01-18,1421.9611170361563
2001-01-19,1391.0457527276913
2001-01-22,1407.7260356515173
2001-01-23,1405.6748250290962
2001-01-24,1400.1590068827422
2001-01-25,1414.0211485789316
2001-01-26,1416.47005516274
2001-01-29,1412.106106661381
2001-01-30,1420.5329541434821
2001-01-31,1438.4806370497554
2001-02-01,1432.0491251615838
2001-02-02,1424.7913297734194
2001-02-05,1447.0357345854695
2001-02-06,1441.4058369016564
2001-02-07,1430.862103841393
2001-02-08,1417.4095035884104
2001-02-09,1426.7904853964692
2001-02-12,1438.9136647794708
2001-02-13,1424.4583792328085
2001-02-14,1421.5495885516077
2001-02-15,1399.8089590673644
2001-02-16,1405.7353575352595
2001-02-19,1420.4364677421684
2001-02-20,1398.7755802600202
2001-02-21,1392.875771113963
2001-02-22,1375.461741604241
2001-02-23,1363.2143244853573
2001-02-26,1376.0774010335417
2001-02-27,1394.0035950080508
2001-02-28,1388.9945764414344
2001-03-01,1413.6007839923948
2001-03-02,1406.6712355604677
2001-03-05,1404.1462297140076
2001-03-06,1400.967856350988
2001-03-07,1411.848855549894
2001-03-08,1420.4237736455054
2001-03-09,1418.4212926143496
2001-03-12,1396.0649066956703
2001-03-13,1352.275367764193
2001-03-14,1327.9136944185693
2001-03-15,1346.9038421808395
2001-03-16,1316.8144495168674
2001-03-19,1312.733232848723
2001-03-20,1331.3208293311397
2001-03-21,1310.1038999264001
2001-03-22,1243.1240183156428
2001-03-23,1265.4863168838697
2001-03-26,1298.2771568597389
2001-03-27,1334.4040316220535
2001-03-28,1310.0375234348955
2001-03-29,1310.2278722223632
2001-03-30,1322.8004160265903
2001-04-02,1324.94716381274
2001-04-03,1295.885301357804
2001-04-04,1334.6923850648425
2001-04-05,1332.135119176522
2001-04-06,1345.3115251618794
2001-04-09,1352.549996700319
2001-04-10,1354.752017152607
2001-04-11,1349.104947470045
2001-04-12,1371.8329344726835
2001-04-13,1371.8329344726835
2001-04-16,1357.7837192391225
2001-04-17,1357.67991491549
2001-04-18,1353.8044416691957
2001-04-19,1376.439613806972
2001-04-20,1390.7771249175041
2001-04-23,1380.9860952776096
2001-04-24,1388.6359467536893
2001-04-25,1395.0602240905325
2001-04-26,1411.9226286475111
2001-04-27,1423.6909401741161
2001-04-30,1411.797663724818
2001-05-01,1419.2822376569225
2001-05-02,1393.7355417559052
2001-05-03,1373.9040832096546
2001-05-04,1387.4701286761388
2001-05-07,1395.4709835414105
2001-05-08,1392.0478841777967
2001-05-09,1386.805296966931
2001-05-10,1412.9366808536613
2001-05-11,1396.461266224473
2001-05-14,1388.4165519251285
2001-05-15,1417.5594318356198
2001-05-16,1428.0412103740346
2001-05-17,1433.5184093106775
2001-05-18,1446.60853799834
2001-05-21,1449.333274089607
2001-05-22,1431.349351029019
2001-05-23,1414.1658700598405
2001-05-24,1419.4516328063548
2001-05-25,1407.7684830103526
2001-05-28,1420.0135246864118
2001-05-29,1408.4290816560738
2001-05-30,1401.7042533004771
2001-05-31,1387.6836982937998
2001-06-01,1393.4680374557067
2001-06-04,1395.3612245820275
2001-06-05,1417.5310149997947
2001-06-06,1402.7604677936563
2001-06-07,1402.6322379722217
2001-06-08,1399.3910641289951
2001-06-11,1387.0498417538834
2001-06-12,1384.2499233012593
2001-06-13,1401.147652165916
2001-06-14,1398.8071934840566
2001-06-15,1404.2847659815866
2001-06-18,1370.3115315966745
2001-06-19,1382.186744463802
2001-06-20,1371.766588734123
2001-06-21,1367.4870831366488
2001-06-22,1379.5317231688261
2001-06-25,1404.9549620198952
2001-06-26,1381.088348325152
2001-06-27,1373.4918521032455
2001-06-28,1352.6188031306042
2001-06-29,1364.5621814047295
2001-07-02,1366.4215766896236
2001-07-03,1350.6007037759898
2001-07-04,1357.2482595178608
2001-07-05,1344.294758752742
2001-07-06,1337.1472194124874
2001-07-09,1348.2828661707415
2001-07-10,1339.9985714068814
2001-07-11,1335.306489103934
2001-07-12,1327.3044154031907
2001-07-13,1345.56746024763
2001-07-16,1346.6732135838374
2001-07-17,1331.9812416684315
2001-07-18,1323.4537003417113
2001-07-19,1335.2944935843122
2001-07-20,1340.8681985163566
2001-07-23,1339.1328801216744
2001-07-24,1328.6021049157005
2001-07-25,1313.1102688146027
2001-07-26,1331.4503122629255
2001-07-27,1348.6927466680274
2001-07-30,1367.1721161906094
2001-07-31,1376.5674923033173
2001-08-01,1388.5345951221095
2001-08-02,1386.430573789277
2001-08-03,1385.7347543672156
2001-08-06,1378.9860915525996
2001-08-07,1378.4369901803573
2001-08-08,1373.308600758896
2001-08-09,1375.392399492559
2001-08-10,1377.4536240563668
2001-08-13,1408.2723507751139
2001-08-14,1416.5748364410592
2001-08-15,1441.8177768366643
2001-08-16,1441.059361862966
2001-08-17,1426.3917765683843
2001-08-20,1423.7163351086965
2001-08-21,1430.126617410413
2001-08-22,1447.5529948400715
2001-08-23,1438.675498249491
2001-08-24,1457.8851938572
2001-08-27,1449.4960279563866
2001-08-28,1427.2377326326994
2001-08-29,1435.7022945740007
2001-08-30,1408.9502544154884
2001-08-31,1422.5236890127205
2001-09-03,1407.2858863181411
2001-09-04,1392.753322802697
2001-09-05,1380.7744466306376
2001-09-06,1379.7354388248782
2001-09-07,1375.8732296033813
2001-09-10,1354.8295346706902
2001-09-11,1300.8345351244416
2001-09-12,1303.9812058582875
2001-09-13,1304.648634759276
2001-09-14,1269.7222965000367
2001-09-17,1286.6530784251374
2001-09-18,1292.0815934929178
2001-09-19,1258.4439571986131
2001-09-20,1193.6213698133245
2001-09-21,1144.6265500639495
2001-09-24,1195.5355789239777
2001-09-25,1224.8089287723883
2001-09-26,1251.3260007122853
2001-09-27,1273.1058162262873
2001-09-28,1272.1488605598513
2001-10-01,1258.3941986434165
2001-10-02,1283.1567913709484
2001-10-03,1278.95863826832
2001-10-04,1312.7674536897437
2001-10-05,1318.5484874349254
2001-10-08,1317.561940513296
2001-10-09,1315.295962363497
2001-10-10,1338.8652846038253
2001-10-11,1329.2324705836436
2001-10-12,1340.60721532826
2001-10-15,1312.4604789062678
2001-10-16,1322.8212807681005
2001-10-17,1335.0376548182462
2001-10-18,1308.2742368085399
2001-10-19,1275.4275540528656
2001-10-22,1284.3556392676785
2001-10-23,1301.276968880682
2001-10-24,1306.166708698023
2001-10-25,1299.2777418894457
2001-10-26,1320.5081981057854
2001-10-29,1325.4995839797937
2001-10-30,1301.4689002948874
2001-10-31,1307.2208807291295
2001-11-01,1315.1454928061976
2001-11-02,1309.6388804378903
2001-11-05,1315.5556100892848
2001-11-06,1299.539377714359
2001-11-07,1307.3537334787882
2001-11-08,1316.5803356064
2001-11-09,1310.840475973648
2001-11-12,1283.9526612776872
2001-11-13,1307.6599134213013
2001-11-14,1295.6786432176305
2001-11-15,1269.8745435805613
2001-11-16,1285.8718835988093
2001-11-19,1289.7693865173328
2001-11-20,1298.7290374524803
2001-11-21,1297.6548550149287
2001-11-22,1309.906141100653
2001-11-23,1301.4288229715748
2001-11-26,1288.9189816371484
2001-11-27,1279.0232090804875
2001-11-28,1278.1896615244682
2001-11-29,1281.3884271900374
2001-11-30,1293.6645275409194
2001-12-03,1289.9269612494616
2001-12-04,1307.7309976342187
2001-12-05,1341.8687804458511
2001-12-06,1349.9190574606353
2001-12-07,1339.988055822362
2001-12-10,1317.935174936494
2001-12-11,1320.5818190817993
2001-12-12,1325.057076664772
2001-12-13,1303.2718226822847
2001-12-14,1295.6132627997492
2001-12-17,1341.8769887047833
2001-12-18,1335.9098153447703
2001-12-19,1326.0149776102285
2001-12-20,1319.8228995171503
2001-12-21,1321.58241551455
2001-12-24,1309.8240558937373
2001-12-25,1309.8240558937375
2001-12-26,1310.9427986814844
2001-12-27,1342.5323067408442
2001-12-28,1349.4302283445795
2001-12-31,1362.5909223384144
2002-01-01,1362.5909223384144
2002-01-02,1368.515034423794
2002-01-03,1385.3850039339961
2002-01-04,1386.4588607007113
2002-01-07,1365.044384484192
2002-01-08,1356.9448247903495
2002-01-09,1361.519677312392
2002-01-10,1350.9163633132353
2002-01-11,1357.7716914968285
2002-01-14,1337.3843913441708
2002-01-15,1347.347058613169
2002-01-16,1311.6417664431585
2002-01-17,1327.4512412607203
2002-01-18,1323.360971230425
2002-01-21,1316.0149160703627
2002-01-22,1322.7598638005916
2002-01-23,1340.8982601041428
2002-01-24,1339.7798600565525
2002-01-25,1322.332320732628
2002-01-28,1337.8110705624815
2002-01-29,1310.7181024081085
2002-01-30,1294.4378537357636
2002-01-31,1319.0859954938744
2002-02-01,1326.7037250722012
2002-02-04,1319.7248257640179
2002-02-05,1298.5675429600547
2002-02-06,1296.4594345278645
2002-02-07,1306.2564253569844
2002-02-08,1309.4140257015906
2002-02-11,1326.4251903386953
2002-02-12,1325.7458661391117
2002-02-13,1320.6740069805767
2002-02-14,1333.8586991802365
2002-02-15,1327.021125214225
2002-02-18,1319.140608205005
2002-02-19,1296.7873267884984
2002-02-20,1286.3679760357804
2002-02-21,1309.277257346287
2002-02-22,1311.3019667621638
2002-02-25,1317.8462360259275
2002-02-26,1324.264815058811
2002-02-27,1340.3698091543865
2002-02-28,1349.6863673627347
2002-03-01,1351.50047379331
2002-03-04,1375.3602540598786
2002-03-05,1369.8718338959616
2002-03-06,1381.9718494686078
2002-03-07,1399.1998720520612
2002-03-08,1396.9482553615394
2002-03-11,1392.9831147526986
2002-03-12,1384.4341811076642
2002-03-13,1378.7023656248778
2002-03-14,1391.7551451594425
2002-03-15,1398.5817316265754
2002-03-18,1400.8613571949015
2002-03-19,1412.959437527982
2002-03-20,1411.8948176770257
2002-03-21,1399.2609738387116
2002-03-22,1401.3639161497067
2002-03-25,1388.8996061355588
2002-03-26,1402.935840916348
2002-03-27,1404.3034173019248
2002-03-28,1423.7259181453626
2002-03-29,1423.7259181453626
2002-04-01,1435.3944650444216
2002-04-02,1427.8054020716113
2002-04-03,1433.355046296825
2002-04-04,1408.6872090925583
2002-04-05,1397.3169497292606
2002-04-08,1372.698904595183
2002-04-09,1377.5233144533975
2002-04-10,1395.0285752684956
2002-04-11,1384.728568999683
2002-04-12,1379.2218467541607
2002-04-15,1392.7194429607257
2002-04-16,1420.6147045962737
2002-04-17,1428.155828401666
2002-04-18,1440.1308426470073
2002-04-19,1446.4413515581311
2002-04-22,1436.8332821361262
2002-04-23,1433.1202266982693
2002-04-24,1425.7599287148544
2002-04-25,1415.1074363579712
2002-04-26,1416.9521644672134
2002-04-29,1418.5943091902561
2002-04-30,1425.6707197707062
2002-05-01,1433.7396584798728
2002-05-02,1429.2498285111967
2002-05-03,1444.4535699527607
2002-05-06,1443.3647213955876
2002-05-07,1424.3130044355746
2002-05-08,1448.062691826854
2002-05-09,1441.8456895721213
2002-05-10,1432.0210102330004
2002-05-13,1442.8738314107475
2002-05-14,1447.6370758275043
2002-05-15,1462.0963320592352
2002-05-16,1459.511948188179
2002-05-17,1474.8876979227216
2002-05-20,1465.146883605323
