Date,BOTSWANA IMI
2010-11-30,1000.0
2010-12-01,1007.6454946372735
2010-12-02,1003.1763389090149
2010-12-03,991.7465457787155
2010-12-06,998.1663938041486
2010-12-07,947.7139908571971
2010-12-08,900.3784710713568
2010-12-09,902.2956595233713
2010-12-10,898.3087213533734
2010-12-13,875.1032127876466
2010-12-14,831.5253404253954
2010-12-15,834.0128954435551
2010-12-16,839.6664812231644
2010-12-17,843.3401817372081
2010-12-20,856.2380489394018
2010-12-21,858.8318221944536
2010-12-22,858.0228799458922
2010-12-23,868.9210943076549
2010-12-24,866.1183175661515
2010-12-27,864.9245606175946
2010-12-28,871.8041081596111
2010-12-29,870.9395529217811
2010-12-30,876.1572217276212
2010-12-31,871.3274023914457
2011-01-03,874.816102887475
2011-01-04,876.6063406294892
2011-01-05,878.9609599254039
2011-01-06,882.5489551631705
2011-01-07,903.4178438551486
2011-01-10,917.9809535724855
2011-01-11,948.3069902192552
2011-01-12,947.2970431706176
2011-01-13,937.040597186966
2011-01-14,931.6535572741612
2011-01-17,957.4580047111797
2011-01-18,956.2662086055448
2011-01-19,954.4205084441785
2011-01-20,949.3530598855394
2011-01-21,940.6571202884285
2011-01-24,938.8307358931035
2011-01-25,938.6538157785135
2011-01-26,943.9274781222368
2011-01-27,943.1053308200538
2011-01-28,945.6287451941477
2011-01-31,927.6588612529634
2011-02-01,926.5049775636716
2011-02-02,922.7838197634829
2011-02-03,930.4332663993539
2011-02-04,924.5909046025486
2011-02-07,925.9728695873382
2011-02-08,920.0486473152448
2011-02-09,919.8813881614033
2011-02-10,922.0241579899506
2011-02-11,927.4458586693263
2011-02-14,938.8827734703787
2011-02-15,964.064983211872
2011-02-16,965.0972430325072
2011-02-17,964.0051964679006
2011-02-18,968.7206078485758
2011-02-21,966.3820723651081
2011-02-22,964.0029218446737
2011-02-23,966.170902445094
2011-02-24,943.0383120575544
2011-02-25,952.6276079180337
2011-02-28,950.0469374975645
2011-03-01,950.1370872373093
2011-03-02,950.7934109447351
2011-03-03,951.7458377400503
2011-03-04,946.4380196356854
2011-03-07,952.7206875629505
2011-03-08,948.7669369182147
2011-03-09,951.9585481891116
2011-03-10,958.1665395478361
2011-03-11,948.4419174093136
2011-03-14,956.5358452147769
2011-03-15,948.186073455912
2011-03-16,951.2930082360787
2011-03-17,935.6534051031249
2011-03-18,933.7969168766932
2011-03-21,940.545071973624
2011-03-22,941.2375464493816
2011-03-23,945.8547443896789
2011-03-24,944.4812119240081
2011-03-25,948.2206737359243
2011-03-28,949.5261094812955
2011-03-29,952.6832466028388
2011-03-30,954.32944338566
2011-03-31,948.0503841847207
2011-04-01,955.1027580534833
2011-04-04,950.8531021258065
2011-04-05,947.0490834224134
2011-04-06,941.0856078335289
2011-04-07,946.9494672385463
2011-04-08,945.2344782468398
2011-04-11,946.3930749829968
2011-04-12,941.7965506240527
2011-04-13,908.2669109640767
2011-04-14,906.8557469093577
2011-04-15,904.716822313793
2011-04-18,934.5023285731382
2011-04-19,928.0267046338375
2011-04-20,930.1055572335181
2011-04-21,931.3930107621632
2011-04-22,931.3930107621632
2011-04-25,931.763439322877
2011-04-26,930.2578529647316
2011-04-27,937.2165340628782
2011-04-28,939.8785646033721
2011-04-29,951.0283759121029
