Date,UK IMI COUNTRY ESG LEADERS 5% ISS CAPP
2013-05-31,1000.0
2013-06-03,998.2842099800986
2013-06-04,1001.309244013164
2013-06-05,987.5860958327814
2013-06-06,985.2558309857957
2013-06-07,999.1735897742955
2013-06-10,998.4318782813168
2013-06-11,989.9241494350895
2013-06-12,993.9919844171692
2013-06-13,994.041474840787
2013-06-14,999.7992377117981
2013-06-17,1006.4746761165875
2013-06-18,1007.2368756177442
2013-06-19,1005.9636956941673
2013-06-20,965.7467419660051
2013-06-21,953.3247532936459
2013-06-24,936.6502472822935
2013-06-25,949.8090417195883
2013-06-26,957.3553868805901
2013-06-27,962.2182972685811
2013-06-28,957.6063478460369
2013-07-01,979.1773570853946
2013-07-02,975.6830315615858
2013-07-03,977.2239703553845
2013-07-04,992.0461693753892
2013-07-05,975.0359314029095
2013-07-08,991.4995474337619
2013-07-09,992.4200981462334
2013-07-10,999.2244067303418
2013-07-11,1017.7897842797558
2013-07-12,1019.2908572014048
2013-07-15,1023.6274126359928
2013-07-16,1018.6286681214444
2013-07-17,1022.2214955034475
2013-07-18,1034.1956709985554
2013-07-19,1039.1980113186285
2013-07-22,1047.510673077239
2013-07-23,1039.9676355174956
2013-07-24,1042.161653954784
2013-07-25,1034.4614353684972
2013-07-26,1033.160942877352
2013-07-29,1033.3932641785768
2013-07-30,1037.0685876934187
2013-07-31,1035.1301774757478
2013-08-01,1046.93391039219
2013-08-02,1050.2758656821434
2013-08-05,1054.9902543702385
2013-08-06,1058.8034264661017
2013-08-07,1058.5112809964303
2013-08-08,1064.1803716230133
2013-08-09,1064.364920700375
2013-08-12,1058.0234868387095
2013-08-13,1060.4531896185558
2013-08-14,1064.804375051713
2013-08-15,1044.1721137643226
2013-08-16,1053.9483239802803
2013-08-19,1056.3526355336435
2013-08-20,1054.3471900322147
2013-08-21,1050.1619070898375
2013-08-22,1049.9517621524624
2013-08-23,1060.0879732906299
2013-08-26,1059.0682330399256
2013-08-27,1045.3278875310364
2013-08-28,1038.0840424685566
2013-08-29,1047.2455836854506
2013-08-30,1034.3448262806521
2013-09-02,1061.3580203808735
2013-09-03,1053.9883165029244
2013-09-04,1062.032326839352
2013-09-05,1069.5555379604975
2013-09-06,1075.8502619981614
2013-09-09,1082.6126477738026
2013-09-10,1095.6531619518084
2013-09-11,1102.4164209240296
2013-09-12,1101.4314786146329
2013-09-13,1106.5616169337743
2013-09-16,1118.6739528078272
2013-09-17,1108.5666415282162
2013-09-18,1108.6129828626824
2013-09-19,1123.8366020544656
2013-09-20,1115.7485856277033
2013-09-23,1109.586340030681
2013-09-24,1112.5286935937736
2013-09-25,1113.942195432949
2013-09-26,1109.8225508864468
2013-09-27,1112.366059361113
2013-09-30,1111.1052805830204
2013-10-01,1118.0002299844887
2013-10-02,1113.2954881040653
2013-10-03,1106.9691209043701
2013-10-04,1099.8782444792937
2013-10-07,1095.4176751790856
2013-10-08,1084.647911366673
2013-10-09,1067.6225561489362
2013-10-10,1089.5239436655706
2013-10-11,1097.0348204146176
2013-10-14,1108.8152628242026
2013-10-15,1115.5876329032697
2013-10-16,1117.972170831792
2013-10-17,1134.8934397593832
2013-10-18,1150.0101929306675
2013-10-21,1153.4099951288813
2013-10-22,1160.025938494932
2013-10-23,1156.0966147577058
2013-10-24,1162.0073761286299
2013-10-25,1161.6229148561429
2013-10-28,1157.463719903173
2013-10-29,1159.4925877946257
2013-10-30,1161.7542799782977
2013-10-31,1158.9835796993682
2013-11-01,1146.499311334968
2013-11-04,1150.0586414632746
2013-11-05,1150.864020214734
2013-11-06,1153.6387388821483
2013-11-07,1146.355382165079
2013-11-08,1141.403112992459
2013-11-11,1143.4793735234882
2013-11-12,1139.1307205009007
2013-11-13,1129.5297870843303
2013-11-14,1143.531000647203
2013-11-15,1145.7318480565725
2013-11-18,1151.552070039363
