Date,USA LARGE CAP ESG LEADERS
2010-08-31,100.0
2010-09-01,102.67958929875161
2010-09-02,103.51001182224731
2010-09-03,104.83928969021815
2010-09-06,104.83928969021815
2010-09-07,103.77011463481668
2010-09-08,104.23006678423407
2010-09-09,104.71618050454973
2010-09-10,105.16728924073584
2010-09-13,106.28058081869507
2010-09-14,106.36225662522503
2010-09-15,106.8488943178268
2010-09-16,106.8622093255718
2010-09-17,107.153314575191
2010-09-20,108.56135886635612
2010-09-21,108.367626488735
2010-09-22,107.99433816315546
2010-09-23,107.222277210733
2010-09-24,109.36162296287372
2010-09-27,108.87288685580464
2010-09-28,109.32066948823284
2010-09-29,109.02618892169838
2010-09-30,108.61445575391214
2010-10-01,109.05920315018795
2010-10-04,108.2376832051903
2010-10-05,110.29469677294057
2010-10-06,110.35711446753143
2010-10-07,110.05311180685763
2010-10-08,110.74434915410295
2010-10-11,110.76898226853775
2010-10-12,111.11435347899994
2010-10-13,111.97847747359144
2010-10-14,111.81849192748362
2010-10-15,112.24410167512126
2010-10-18,113.11417697826117
2010-10-19,111.50926187631173
2010-10-20,112.6585359545102
2010-10-21,113.08980932092491
2010-10-22,113.32788449012789
2010-10-25,113.4990655695956
2010-10-26,113.3812808061286
2010-10-27,113.03856033012647
2010-10-28,113.2121826165406
2010-10-29,113.19969107688497
2010-11-01,113.27511502135216
2010-11-02,114.01901953310283
2010-11-03,114.45446034645298
2010-11-04,116.40172109247364
2010-11-05,116.92313665072317
2010-11-08,116.65014844818919
2010-11-09,115.79053585295037
2010-11-10,116.19305314336319
2010-11-11,115.27206728434183
2010-11-12,113.98923626088043
2010-11-15,113.99944548250531
2010-11-16,112.21607425363068
2010-11-17,112.34614107897035
2010-11-18,113.89461697454496
2010-11-19,114.19866464460361
2010-11-22,114.01108803340557
2010-11-23,112.45263924215259
2010-11-24,114.02926199261606
2010-11-25,114.02926199261606
2010-11-26,113.16667672587897
2010-11-29,112.93296614693507
2010-11-30,112.16772202440872
2010-12-01,114.30523276050397
2010-12-02,115.61322608138782
2010-12-03,115.86814174239379
2010-12-06,115.69077283765486
2010-12-07,115.69776830979762
2010-12-08,116.22419934953001
2010-12-09,116.60955120845084
2010-12-10,117.11421931962306
2010-12-13,117.08292092274334
2010-12-14,117.318706445127
2010-12-15,116.85288197579223
2010-12-16,117.57009151167549
2010-12-17,117.77567112627938
2010-12-20,117.98174696617282
2010-12-21,118.52674358798839
2010-12-22,118.65200311747567
2010-12-23,118.52187270642463
2010-12-24,118.52187270642463
2010-12-27,118.52557726265461
2010-12-28,118.55105263361052
2010-12-29,118.69669326882205
2010-12-30,118.49204856648085
2010-12-31,118.50780365489669
2011-01-03,119.53458006763107
2011-01-04,119.32924866100129
2011-01-05,119.97920031403186
2011-01-06,119.74208040176926
2011-01-07,119.49873948499925
2011-01-10,119.32315697832537
2011-01-11,119.70625226869646
2011-01-12,120.73321299124218
2011-01-13,120.60119900807462
2011-01-14,121.34501916615574
2011-01-17,121.34501916615574
2011-01-18,121.64229840200231
2011-01-19,120.74035892607735
2011-01-20,120.77239914949632
2011-01-21,120.89394110397829
2011-01-24,121.58453495242664
2011-01-25,121.60546004622739
2011-01-26,121.79174783329191
2011-01-27,121.68447387933467
2011-01-28,119.53600778456648
2011-01-31,120.3130697707829
2011-02-01,121.89549502798342
2011-02-02,121.53539781384575
2011-02-03,121.63746979936555
2011-02-04,122.09308233432958
2011-02-07,122.83094873208935
2011-02-08,123.4833407676059
2011-02-09,123.11844897304579
2011-02-10,122.91639793270294
2011-02-11,123.66552178370273
2011-02-14,123.70073766808098
2011-02-15,123.24387090180309
2011-02-16,123.92904315537132
2011-02-17,124.1179200769472
2011-02-18,124.5408471142783
2011-02-21,124.5408471142783
2011-02-22,122.11174508157154
2011-02-23,120.95116561190248
2011-02-24,120.842438714118
2011-02-25,122.06491630434634
2011-02-28,122.72853646702671
2011-03-01,120.80112762291576
2011-03-02,121.00273519934076
2011-03-03,123.03318699047522
2011-03-04,122.16347245502399
2011-03-07,121.08477453910118
2011-03-08,122.17612549325374
2011-03-09,122.25863970680847
2011-03-10,120.23918816561378
2011-03-11,120.9619418403024
2011-03-14,120.15225391487705
2011-03-15,118.82833473865944
2011-03-16,116.55917051793024
2011-03-17,117.89676085029122
2011-03-18,118.50479906994286
2011-03-21,119.9987988854095
2011-03-22,119.63097760425734
2011-03-23,120.02483578042553
2011-03-24,121.13534020979631
2011-03-25,121.50344034016432
2011-03-28,121.12023560514326
2011-03-29,121.82597246628477
2011-03-30,122.53043623727253
2011-03-31,122.33079771341541
2011-04-01,123.08441918258431
2011-04-04,123.1429951850059
2011-04-05,122.9332770426216
2011-04-06,123.39507104263585
2011-04-07,123.1811274237579
2011-04-08,122.68830222530364
2011-04-11,122.58933508899352
2011-04-12,121.9890548103508
2011-04-13,122.11197031813465
2011-04-14,122.21032427311921
2011-04-15,122.49175160372774
2011-04-18,121.22870005024156
2011-04-19,121.71970128145162
2011-04-20,123.26939056771859
2011-04-21,123.72119176848388
2011-04-22,123.72119176848388
2011-04-25,123.50702260674025
2011-04-26,124.91689889531187
2011-04-27,125.72770164670617
2011-04-28,126.29296804920739
2011-04-29,126.67268961799319
2011-05-02,126.68136944484665
2011-05-03,126.42044522073112
2011-05-04,125.70650470244891
2011-05-05,124.74763766454433
2011-05-06,125.2342510035117
2011-05-09,125.79063098403557
2011-05-10,126.82711448438285
2011-05-11,125.80142202806441
2011-05-12,126.57624365149492
2011-05-13,125.56467421393748
2011-05-16,124.91196137614035
2011-05-17,124.79231376065233
2011-05-18,125.71204624055272
2011-05-19,125.92931319814947
2011-05-20,124.99666240180491
2011-05-23,123.54196407581627
2011-05-24,123.40654345218235
2011-05-25,123.61743822287501
2011-05-26,123.91420206567561
2011-05-27,124.34855618783587
2011-05-30,124.34855618783587
2011-05-31,125.58541377247704
2011-06-01,122.84735763937498
2011-06-02,122.73272138604345
2011-06-03,121.43771153199181
2011-06-06,120.55938945737206
2011-06-07,120.4276499094091
2011-06-08,119.78682183248895
2011-06-09,120.54069528088152
2011-06-10,118.79733918740169
2011-06-13,118.8456350195989
2011-06-14,120.31641048365822
2011-06-15,118.3739221080406
2011-06-16,118.63416403093903
2011-06-17,118.911819264767
2011-06-20,119.78592885681424
2011-06-21,121.23310139449329
2011-06-22,120.48614252671688
2011-06-23,120.23895105106737
2011-06-24,118.9152985253533
2011-06-27,119.84244688340075
2011-06-28,121.47035337437183
2011-06-29,122.26538100521296
2011-06-30,123.59624968686971
2011-07-01,125.35468029279312
2011-07-04,125.35468029279312
2011-07-05,125.16324836021107
2011-07-06,125.48633677598541
2011-07-07,126.79824835877744
2011-07-08,125.83859087923469
2011-07-11,123.76958677828502
2011-07-12,123.38791986375756
2011-07-13,123.6659649552501
2011-07-14,122.80679786492746
2011-07-15,123.71001768818427
2011-07-18,122.56357109733908
2011-07-19,124.50884240543827
2011-07-20,124.13140806050227
2011-07-21,125.55021031306315
2011-07-22,125.58695622050763
2011-07-25,124.77602801477676
2011-07-26,124.18287062830018
2011-07-27,121.57462650640535
2011-07-28,121.39766741249221
2011-07-29,120.65797700793291
2011-08-01,120.02847854612139
2011-08-02,117.13766120703025
2011-08-03,117.70486465858384
2011-08-04,112.53633141403745
2011-08-05,112.75185562122618
2011-08-08,105.89714889186492
2011-08-09,110.38973108785713
2011-08-10,105.78315380328412
2011-08-11,110.79214406124575
2011-08-12,111.45391993663802
2011-08-15,113.19624453534891
2011-08-16,112.2876933130123
2011-08-17,112.09785897127888
2011-08-18,107.11019035194364
2011-08-19,105.45893667228549
2011-08-22,105.8587848309976
2011-08-23,109.21513736940231
2011-08-24,110.64847480127003
2011-08-25,108.77810914759186
2011-08-26,110.35199569349466
2011-08-29,113.4019778439405
2011-08-30,113.55305242944029
2011-08-31,114.20257219661856
2011-09-01,112.9654782214733
2011-09-02,110.20441745091152
2011-09-05,110.20441745091152
2011-09-06,109.39128825560661
2011-09-07,112.42646119486228
2011-09-08,111.32893620119101
2011-09-09,108.4702969817488
2011-09-12,109.27477093749572
2011-09-13,110.35206065084698
2011-09-14,111.82721050361104
2011-09-15,113.78819910214129
2011-09-16,114.57929060016394
2011-09-19,113.41561215812311
2011-09-20,113.33669384651826
2011-09-21,110.44263831096119
2011-09-22,107.24831945635144
2011-09-23,107.97386982693911
2011-09-26,110.37553708331019
2011-09-27,111.75865887267948
2011-09-28,109.60571408422825
2011-09-29,110.58541182517793
2011-09-30,108.02228523020896
2011-10-03,105.18099888195687
2011-10-04,107.44980188177841
2011-10-05,109.10003362778117
2011-10-06,111.17775962139143
2011-10-07,110.47631402652983
2011-10-10,113.86083840349534
2011-10-11,113.67780024508815
2011-10-12,114.76531373897141
2011-10-13,114.59596647721415
2011-10-14,116.37482298722499
2011-10-17,114.07510359904653
2011-10-18,116.06140060973584
2011-10-19,115.04019880736503
2011-10-20,115.53703038969967
2011-10-21,118.04271019392652
2011-10-24,119.35562969765351
2011-10-25,117.16357189175119
2011-10-26,118.31296860863648
2011-10-27,121.95944028211925
2011-10-28,122.12728189873638
2011-10-31,119.56151717445769
2011-11-01,116.34152914016721
2011-11-02,118.03276504137872
2011-11-03,120.13591425502716
2011-11-04,119.39171725929316
2011-11-07,120.16116501915097
2011-11-08,121.58070977635141
2011-11-09,117.35058917973544
2011-11-10,118.57260252027997
2011-11-11,121.05607913653252
2011-11-14,120.05488426742515
2011-11-15,120.76157641113234
2011-11-16,119.05547978438814
2011-11-17,117.00494558126795
2011-11-18,117.01510920724314
2011-11-21,114.73240721988894
2011-11-22,114.34808459857975
2011-11-23,111.99763983869553
2011-11-24,111.99763983869553
2011-11-25,111.76231404695093
2011-11-28,115.02230407386945
2011-11-29,115.19853147564604
2011-11-30,119.9699746061954
2011-12-01,119.74461769970976
2011-12-02,119.5922645275146
2011-12-05,120.7039755748607
2011-12-06,120.86060153513831
2011-12-07,121.2503260918564
2011-12-08,118.80759052449186
2011-12-09,120.7859000781064
2011-12-12,118.93936642071785
2011-12-13,117.84742541593052
2011-12-14,116.59719307713094
2011-12-15,116.96207264080527
2011-12-16,117.1111324148776
2011-12-19,115.81195889877144
2011-12-20,118.9245120187162
2011-12-21,118.4624872341681
2011-12-22,119.10563283237279
2011-12-23,120.20933006542569
2011-12-26,120.20933006542569
2011-12-27,120.28723656716646
2011-12-28,118.88864257484715
2011-12-29,120.12510247379701
2011-12-30,119.5867992184766
2012-01-02,119.5867992184766
2012-01-03,121.27434625573997
2012-01-04,121.44413490049443
2012-01-05,121.72251512190891
2012-01-06,121.42781212064041
2012-01-09,121.52976602775156
2012-01-10,122.52036624455897
2012-01-11,122.52798879302088
2012-01-12,123.00062757964326
2012-01-13,122.3779715206337
2012-01-16,122.3779715206337
2012-01-17,123.07148794627834
2012-01-18,124.27887351992223
2012-01-19,124.91067595693423
2012-01-20,124.99340587002199
2012-01-23,124.92624440173007
2012-01-24,124.96617852733264
2012-01-25,125.5954217973797
2012-01-26,125.095702794674
2012-01-27,124.89306767143584
2012-01-30,124.5634351183141
2012-01-31,124.5001595341914
2012-02-01,125.5440161522351
2012-02-02,125.70319081835954
2012-02-03,127.51079216139559
2012-02-06,127.3599874732365
2012-02-07,127.5518780520627
2012-02-08,127.64416718020215
2012-02-09,127.50318472218919
2012-02-10,126.6683150026665
2012-02-13,127.3748298672044
2012-02-14,127.24178813461596
2012-02-15,126.85221041211602
2012-02-16,128.1970870968856
2012-02-17,128.27641048984046
2012-02-20,128.27641048984046
2012-02-21,128.01872520400102
2012-02-22,127.54969332245877
2012-02-23,128.23277651652526
2012-02-24,128.42939433717856
2012-02-27,128.58539621044412
2012-02-28,128.9144208067333
2012-02-29,128.17195477090965
2012-03-01,128.7086100728443
2012-03-02,128.43168028217724
2012-03-05,128.1847491884639
2012-03-06,126.36180370886102
2012-03-07,127.05476726135618
2012-03-08,128.1476984518988
2012-03-09,128.58456526467498
2012-03-12,128.6201063082602
2012-03-13,130.6830883945439
2012-03-14,130.50968313696438
2012-03-15,131.35921398365306
2012-03-16,131.50521972250522
2012-03-19,131.88001101328388
2012-03-20,131.47608067451213
2012-03-21,131.31418638335057
2012-03-22,130.50870080619993
2012-03-23,130.81160765012925
2012-03-26,132.45768897930338
2012-03-27,132.15176544148767
2012-03-28,131.74698924088148
2012-03-29,131.66644971917418
2012-03-30,132.19626101343556
2012-04-02,133.1352533747705
2012-04-03,132.63143752800963
2012-04-04,131.46610850133365
2012-04-05,131.50087674479948
2012-04-06,131.50087674479948
2012-04-09,130.0609190130065
2012-04-10,127.99727116002138
2012-04-11,128.9367297715727
2012-04-12,130.61816739302972
2012-04-13,129.18629691892303
2012-04-16,129.31171669526043
2012-04-17,130.90203805771424
2012-04-18,130.08045953564925
2012-04-19,129.51284495603588
2012-04-20,129.76103618084713
2012-04-23,128.7425864191031
2012-04-24,129.25036292019774
2012-04-25,130.66583277702026
2012-04-26,131.41984649841064
2012-04-27,131.56877859573314
2012-04-30,131.34649552932376
2012-05-01,131.90034553268535
2012-05-02,131.8291013366681
2012-05-03,130.895038433644
2012-05-04,128.93842407201498
2012-05-07,128.78634162972597
