Date,USA BROAD ESG LEADERS
2010-08-31,100.0
2010-09-01,102.94707581614469
2010-09-02,103.95598936658774
2010-09-03,105.3649472028077
2010-09-06,105.3649472028077
2010-09-07,104.06710272014055
2010-09-08,104.61707189141713
2010-09-09,105.01187198849934
2010-09-10,105.43887021150954
2010-09-13,106.87095165136286
2010-09-14,106.8388827843553
2010-09-15,107.28232340012374
2010-09-16,107.14886620705789
2010-09-17,107.44144600387258
2010-09-20,109.06114977265331
2010-09-21,108.69272206010491
2010-09-22,108.04730118077295
2010-09-23,107.17353938209384
2010-09-24,109.57717947024511
2010-09-27,109.0650408688185
2010-09-28,109.78190339923253
2010-09-29,109.56882537904396
2010-09-30,109.28090916916307
2010-10-01,109.69841020212512
2010-10-04,108.74958761651854
2010-10-05,110.99225739795497
2010-10-06,110.80576968902882
2010-10-07,110.60203733592428
2010-10-08,111.38706099813598
2010-10-11,111.43027425802515
2010-10-12,111.76348264686973
2010-10-13,112.74309837352816
2010-10-14,112.45281159573692
2010-10-15,112.80491398485302
2010-10-18,113.55724555054788
2010-10-19,111.7752262607687
2010-10-20,112.94969520778183
2010-10-21,113.21942553537153
2010-10-22,113.6321061340892
2010-10-25,113.88540571541041
2010-10-26,113.79752166597567
2010-10-27,113.50724905780501
2010-10-28,113.56705937921774
2010-10-29,113.72967757130476
2010-11-01,113.79766025046162
2010-11-02,114.8804079789901
2010-11-03,115.19657550922813
2010-11-04,117.29754572257089
2010-11-05,117.75324688375073
2010-11-08,117.54222070223442
2010-11-09,116.55728806202984
2010-11-10,117.19719961317006
2010-11-11,116.51661135123058
2010-11-12,115.13547045423785
2010-11-15,115.12430916441306
2010-11-16,113.30509752636098
2010-11-17,113.53887724115498
2010-11-18,115.16908897846683
2010-11-19,115.57493513915662
2010-11-22,115.60076763701807
2010-11-23,114.0461917669956
2010-11-24,115.88834208985571
2010-11-25,115.88834208985571
2010-11-26,115.11822071063717
2010-11-29,114.89032832499927
2010-11-30,114.19365613993146
2010-12-01,116.49286849207172
2010-12-02,118.03165844471418
2010-12-03,118.45155028816471
2010-12-06,118.35423463548605
2010-12-07,118.42083668177126
2010-12-08,118.7753484447934
2010-12-09,119.1669208484091
2010-12-10,119.857418039879
2010-12-13,119.72334075058637
2010-12-14,119.93528826522012
2010-12-15,119.42377057146157
2010-12-16,120.3013674339587
2010-12-17,120.5298223707463
2010-12-20,120.77587065564086
2010-12-21,121.52534855208201
2010-12-22,121.74498991376633
2010-12-23,121.52412388293098
2010-12-24,121.52412388293098
2010-12-27,121.57013582143622
2010-12-28,121.50837442548111
2010-12-29,121.68975256566635
2010-12-30,121.52290547327522
2010-12-31,121.37385061309404
2011-01-03,122.64317597493182
2011-01-04,122.12282826725821
2011-01-05,122.81567221027969
2011-01-06,122.56454655267335
2011-01-07,122.30803277737573
2011-01-10,122.29666095645851
2011-01-11,122.68374177871355
2011-01-12,123.71307551972144
2011-01-13,123.53673731475469
2011-01-14,124.30236189916764
2011-01-17,124.30236189916764
2011-01-18,124.7156599735214
2011-01-19,123.32574809956863
2011-01-20,123.03040640273245
2011-01-21,123.00457821263846
2011-01-24,123.81234146279598
2011-01-25,123.81680752076447
2011-01-26,124.44736092372725
2011-01-27,124.62797470102959
2011-01-28,122.26779548204566
2011-01-31,123.11002968375975
2011-02-01,124.92812462624698
2011-02-02,124.5468971548215
2011-02-03,124.79969719530975
