Date,SWITZERLAND ESG LEADERS
2007-09-28,1000.0
2007-10-01,1006.2691722818049
2007-10-02,1003.2759318680299
2007-10-03,1000.1305283483663
2007-10-04,999.8079327338621
2007-10-05,998.7415192960665
2007-10-08,994.3616513285539
2007-10-09,1003.1396060269398
2007-10-10,1012.6546570075519
2007-10-11,1019.8366618342504
2007-10-12,1008.8833856803307
2007-10-15,1008.7571833867086
2007-10-16,987.6646870827561
2007-10-17,986.9814389210903
2007-10-18,995.7038635280724
2007-10-19,983.0610414989
2007-10-22,968.4635602306561
2007-10-23,972.0936529908521
2007-10-24,969.2462985002188
2007-10-25,975.1141030907656
2007-10-26,981.8776880138817
2007-10-29,983.8920751936362
2007-10-30,980.9206880496943
2007-10-31,992.2195654629198
2007-11-01,984.4076144625164
2007-11-02,976.4051364288499
2007-11-05,971.7456067972922
2007-11-06,984.101482230847
2007-11-07,987.1262696453738
2007-11-08,983.3093806391254
2007-11-09,972.2625869304411
2007-11-12,969.3738778206141
2007-11-13,976.8551765581076
2007-11-14,997.0180008210531
2007-11-15,989.5890378234975
2007-11-16,984.5378166265291
2007-11-19,963.5156077032268
2007-11-20,979.3422558704726
2007-11-21,974.0249106550403
2007-11-22,1005.9708537580198
2007-11-23,1021.0333419240244
2007-11-26,1008.7008213262126
2007-11-27,1019.176048708244
2007-11-28,1019.2929553026388
2007-11-29,1030.1777592209244
2007-11-30,1028.45915071059
2007-12-03,1010.9496558950441
2007-12-04,1016.332061432928
2007-12-05,1022.8799098041872
2007-12-06,1009.9673097893599
2007-12-07,1014.7394019108297
2007-12-10,1023.40639142013
2007-12-11,1015.0076697501314
2007-12-12,1013.0520139206385
2007-12-13,989.3511264048407
2007-12-14,981.0046321424252
2007-12-17,966.9205169095708
2007-12-18,961.789385994688
2007-12-19,955.3812065151569
2007-12-20,957.5087626923204
2007-12-21,963.2788792356708
2007-12-24,961.9894049608498
2007-12-25,961.9894049608498
2007-12-26,968.303152957072
2007-12-27,976.2291291415268
2007-12-28,985.2749378410272
2007-12-31,982.5335907984985
2008-01-01,982.5335907984985
2008-01-02,995.0135559036809
2008-01-03,983.2098020710864
2008-01-04,974.9125971307989
2008-01-07,974.2232334190417
2008-01-08,1005.2977224505001
2008-01-09,1019.050543108312
2008-01-10,1024.808055155141
2008-01-11,1013.3414854657015
2008-01-14,1019.2358033138252
2008-01-15,994.9826447244097
2008-01-16,978.8403316758736
2008-01-17,968.7061268543474
2008-01-18,961.7805729511045
2008-01-21,917.6207412917279
2008-01-22,935.7819814068683
2008-01-23,923.1228717806937
2008-01-24,953.25150538262
2008-01-25,942.9496989776939
2008-01-28,934.1056309105484
2008-01-29,938.7898708107188
2008-01-30,941.0557209473006
2008-01-31,951.7468125900486
2008-02-01,966.4142416348111
2008-02-04,955.4660397380218
2008-02-05,923.2398743255238
