Date,SWEDEN COUNTRY ESG LEADERS
2009-05-29,1000.0
2009-06-01,1056.8898231548221
2009-06-02,1040.9440972685113
2009-06-03,978.7812421803251
2009-06-04,980.7519161010546
2009-06-05,965.4169456702964
2009-06-08,960.7307025195457
2009-06-09,968.0299584688273
2009-06-10,1005.7229577212411
2009-06-11,1024.585213783142
2009-06-12,1015.050775855626
2009-06-15,971.5485448559276
2009-06-16,978.4618830295639
2009-06-17,939.1717439948729
2009-06-18,949.2612408346384
2009-06-19,945.54065128182
2009-06-22,900.5766786025432
2009-06-23,902.6484986678157
2009-06-24,958.158976356936
2009-06-25,937.6151743128534
2009-06-26,975.1428475668805
2009-06-29,1005.7809642550171
2009-06-30,991.8687723728086
2009-07-01,1035.7539122821524
2009-07-02,985.0034678120905
2009-07-03,986.0984317479156
2009-07-06,962.9410946253257
2009-07-07,961.3790210765309
2009-07-08,943.6560538865489
2009-07-09,955.9682342741953
2009-07-10,946.8196149239598
2009-07-13,964.7838150421
2009-07-14,975.8750425516055
2009-07-15,1027.4981085342865
2009-07-16,1025.9882123391449
2009-07-17,1044.2963451770427
2009-07-20,1060.761451147715
2009-07-21,1093.0717269141667
2009-07-22,1090.3954341028973
2009-07-23,1141.410756708233
2009-07-24,1153.913133436731
2009-07-27,1138.599518948236
2009-07-28,1132.5279050551017
2009-07-29,1136.5888968536624
2009-07-30,1181.275061361197
2009-07-31,1205.944078772889
2009-08-03,1264.1075243994906
2009-08-04,1226.0535809872113
2009-08-05,1219.811048424312
2009-08-06,1222.852174003822
2009-08-07,1247.978926955317
2009-08-10,1222.8548316389797
2009-08-11,1171.6375782717953
2009-08-12,1218.0687249102054
2009-08-13,1244.9824078734136
2009-08-14,1221.9087665961804
2009-08-17,1172.9030770242478
2009-08-18,1205.3143883288133
2009-08-19,1205.1330208298602
2009-08-20,1240.5288373102853
2009-08-21,1311.2131584866952
2009-08-24,1324.30587832443
2009-08-25,1315.6944761312604
2009-08-26,1279.9213351314431
2009-08-27,1269.3437321692772
2009-08-28,1314.0634765682385
2009-08-31,1281.1650799126876
2009-09-01,1241.7405188879832
2009-09-02,1205.9296410552415
2009-09-03,1213.4820222838675
2009-09-04,1233.3666940155838
2009-09-07,1271.7214840804222
2009-09-08,1290.4518412333223
2009-09-09,1326.0680250292307
2009-09-10,1308.1252028461854
2009-09-11,1316.2657805993754
2009-09-14,1305.1806678479675
2009-09-15,1307.6352776817027
