Date,UK ESG LEADERS
2007-09-28,1000.0
2007-10-01,1008.9274229675104
2007-10-02,1009.8321578396929
2007-10-03,1014.4162057401767
2007-10-04,1020.5593336119102
2007-10-05,1025.689402863402
2007-10-08,1013.5895228977217
2007-10-09,1021.276077450942
2007-10-10,1028.4642912179968
2007-10-11,1038.7008563933991
2007-10-12,1032.5914389029876
2007-10-15,1023.2788009169824
2007-10-16,1011.0776905208342
2007-10-17,1027.7068879872504
2007-10-18,1019.3728911936448
2007-10-19,1007.2426615962784
2007-10-22,993.9732904928226
2007-10-23,1010.3746383464919
2007-10-24,1003.8116788921191
2007-10-25,1022.7721736784987
2007-10-26,1033.9976580459875
2007-10-29,1045.965992644914
2007-10-30,1042.5179060771618
2007-10-31,1058.7185553326751
2007-11-01,1040.851276915122
2007-11-02,1031.6741369554268
2007-11-05,1020.5713807466835
2007-11-06,1022.7941082969201
2007-11-07,1012.4817206579999
2007-11-08,1009.6997650378652
2007-11-09,992.3985773313797
2007-11-12,985.6909491011544
2007-11-13,1007.0147200380034
2007-11-14,1012.6700306903352
2007-11-15,991.7744964415582
2007-11-16,980.0844722578017
2007-11-19,958.7843877859266
2007-11-20,978.7849084756109
2007-11-21,948.9610984212604
2007-11-22,969.780205791284
2007-11-23,981.082252681278
2007-11-26,975.6276843165792
2007-11-27,969.8866721587311
2007-11-28,997.4179285252161
2007-11-29,997.1555545343316
2007-11-30,1009.680664962379
2007-12-03,1011.9418381134338
2007-12-04,994.2064913411591
2007-12-05,1005.3809529088071
2007-12-06,1004.7413879131285
2007-12-07,1016.9710669255144
2007-12-10,1027.873644227792
2007-12-11,1020.6813546697324
2007-12-12,1026.1349760218093
2007-12-13,995.0501480344223
2007-12-14,994.1131879389819
2007-12-17,973.5616262372756
2007-12-18,974.5707407691158
2007-12-19,968.6166826601628
2007-12-20,967.833004402994
2007-12-21,981.7710274790327
2007-12-24,984.3152096410658
2007-12-25,984.3152096410658
2007-12-26,987.5770049578467
2007-12-27,993.4141044560919
2007-12-28,991.8699206008832
2007-12-31,987.7411836248062
2008-01-01,987.7411836248062
2008-01-02,973.9016885441018
2008-01-03,974.2224428962876
2008-01-04,957.8960804177148
2008-01-07,960.4600842756897
2008-01-08,963.3310638247729
2008-01-09,942.5172046037163
2008-01-10,934.5532219897315
2008-01-11,931.0155357163933
2008-01-14,930.5583159178873
2008-01-15,909.2794177826657
2008-01-16,898.8062349660908
2008-01-17,905.2833721395026
2008-01-18,894.2241662375077
2008-01-21,844.6941409652452
2008-01-22,878.3245317858483
2008-01-23,856.4254993772939
2008-01-24,899.5684147546077
2008-01-25,901.3777561926956
2008-01-28,892.2841699883937
2008-01-29,909.0259272162663
2008-01-30,900.1290497760282
2008-01-31,905.5077585676548
2008-02-01,917.1464450182152
2008-02-04,917.7267863639233
2008-02-05,884.2162823709685
2008-02-06,883.8630772574403
2008-02-07,852.758639704834
2008-02-08,865.5852486925023
2008-02-11,853.065517281366
2008-02-12,889.0427485868343
2008-02-13,884.8012949823684
2008-02-14,888.1334941291989
2008-02-15,870.105659330575
2008-02-18,886.4935900397808
2008-02-19,886.0024941559759
2008-02-20,869.015345249647
2008-02-21,883.6114549004305
2008-02-22,880.0255008616566
2008-02-25,897.6649386592107
2008-02-26,915.9653093184818
2008-02-27,921.6425183651353
2008-02-28,905.3354123555391
2008-02-29,893.7233096755682
2008-03-03,883.6296918479188
2008-03-04,876.1249114252103
2008-03-05,893.4248963070763
2008-03-06,889.1464558685835
2008-03-07,882.5242294604437
2008-03-10,875.0589936054424
2008-03-11,879.9199181687547
2008-03-12,896.5567250631333
2008-03-13,888.2378996454721
2008-03-14,874.5695358728642
2008-03-17,836.7262648119641
2008-03-18,880.2296455604812
2008-03-19,860.7967617066641
2008-03-20,859.8567323716296
2008-03-21,859.8567323716296
2008-03-24,861.1580996388656
2008-03-25,894.0591942535989
2008-03-26,886.7294935426394
2008-03-27,900.3384731296075
2008-03-28,887.9791895563058
2008-03-31,882.6096980240364
2008-04-01,905.5884953597616
2008-04-02,918.1039583634245
2008-04-03,918.0575534536808
2008-04-04,920.4921331046374
2008-04-07,927.9834475645697
2008-04-08,910.1059418090756
2008-04-09,909.2071853742564
2008-04-10,909.4767521988875
2008-04-11,892.9144499491997
2008-04-14,886.7998691427894
2008-04-15,887.4230256605895
2008-04-16,910.603688092372
2008-04-17,903.604339325274
2008-04-18,924.8105556207832
2008-04-21,912.7665124743298
2008-04-22,915.5610347098387
2008-04-23,914.7417114994934
2008-04-24,914.6340225290236
2008-04-25,930.4902365524887
2008-04-28,934.2449299907626
2008-04-29,918.668530977415
2008-04-30,926.6703015701339
2008-05-01,926.838352144861
2008-05-02,947.0238277374904
2008-05-05,944.2185771464408
2008-05-06,944.0758956047923
2008-05-07,936.7547597848808
2008-05-08,941.3366541817384
2008-05-09,925.7357015113116
2008-05-12,936.3081500182725
2008-05-13,926.8838752533508
2008-05-14,919.7007656144895
2008-05-15,924.9237053308217
2008-05-16,933.9643816535873
2008-05-19,938.768767395904
2008-05-20,924.2580313917396
2008-05-21,914.3032087615454
2008-05-22,924.2843048564974
2008-05-23,916.3848584825354
2008-05-26,916.4542167734113
2008-05-27,909.9022139491245
2008-05-28,918.4968546286557
2008-05-29,912.3901104514375
2008-05-30,915.1999582825366
2008-06-02,902.484560396022
2008-06-03,915.6753053391191
2008-06-04,903.5970494845249
2008-06-05,911.0881298348377
2008-06-06,903.8140579933771
2008-06-09,897.4591000646385
2008-06-10,882.4677047092928
2008-06-11,866.4778515812428
2008-06-12,870.4664631497733
2008-06-13,873.9664661137057
2008-06-16,878.4629738966293
2008-06-17,880.0523866431097
2008-06-18,869.4809019425213
2008-06-19,869.4065153408975
2008-06-20,858.9525001235853
2008-06-23,858.4129189387095
2008-06-24,854.5035694160623
2008-06-25,863.6907245832332
2008-06-26,845.5683895595014
2008-06-27,845.8358823203711
2008-06-30,856.1520991002487
2008-07-01,835.867704949991
2008-07-02,834.8286044623187
2008-07-03,839.4146801018255
2008-07-04,828.9633791825711
2008-07-07,837.2736997275917
2008-07-08,836.1926269042716
2008-07-09,854.7623757374029
2008-07-10,835.5916597254957
2008-07-11,809.9702107356611
2008-07-14,816.7340768908767
