Date,UNITED KINGDOM COUNTRY ESG LEADERS
2012-05-31,1000.0
2012-06-01,981.153509937424
2012-06-04,984.0965546022296
2012-06-05,983.39278305195
2012-06-06,1014.0536953818598
2012-06-07,1032.4279955063644
2012-06-08,1022.852020941957
2012-06-11,1026.139703224714
2012-06-12,1036.6014274437712
2012-06-13,1036.926564917729
2012-06-14,1029.872178141569
2012-06-15,1035.0250944190336
2012-06-18,1038.9385583601802
2012-06-19,1061.579265005159
2012-06-20,1070.7685455762833
2012-06-21,1057.2720384670463
2012-06-22,1037.9350789166524
2012-06-25,1025.6865512923273
2012-06-26,1027.1284497394172
2012-06-27,1041.7787948631524
2012-06-28,1035.4209487708993
2012-06-29,1062.8387103362932
2012-07-02,1074.8840223616987
2012-07-03,1084.4324018740012
2012-07-04,1077.0276195477743
2012-07-05,1073.9247172375115
2012-07-06,1068.0569795577926
2012-07-09,1064.850519290128
2012-07-10,1071.6050996099523
2012-07-11,1073.4922063489723
2012-07-12,1053.8376395997977
2012-07-13,1076.0404840630213
2012-07-16,1081.5765855951838
2012-07-17,1072.1304709943076
2012-07-18,1089.3764475275461
2012-07-19,1099.4222471251335
2012-07-20,1082.4703804618578
2012-07-23,1052.5949096600648
2012-07-24,1047.577891243732
2012-07-25,1043.2328031056015
2012-07-26,1080.352321320604
2012-07-27,1091.8738925157136
2012-07-30,1099.6334737170432
2012-07-31,1086.3033909540015
2012-08-01,1099.1838060776606
2012-08-02,1083.1801532628847
2012-08-03,1112.3678093392846
2012-08-06,1113.7874429511776
2012-08-07,1112.3385348004074
2012-08-08,1121.326063199182
2012-08-09,1121.0341146643443
2012-08-10,1123.6070420733322
2012-08-13,1122.5101918049659
2012-08-14,1129.5641224557035
2012-08-15,1129.6555016267291
2012-08-16,1129.096929401359
2012-08-17,1128.484979328353
2012-08-20,1124.7285664475114
2012-08-21,1136.181692871533
2012-08-22,1122.588036894107
2012-08-23,1128.0036565895166
2012-08-24,1125.7895636760268
2012-08-27,1124.6861624785836
2012-08-28,1125.9134417162054
2012-08-29,1124.1340842630532
2012-08-30,1119.417490678153
2012-08-31,1124.2469020377944
2012-09-03,1133.0959386199684
2012-09-04,1114.3270968818795
2012-09-05,1116.3067433226877
2012-09-06,1140.9907085528603
2012-09-07,1146.4219265428078
2012-09-10,1143.9303212462946
2012-09-11,1144.9787519216902
2012-09-12,1143.6756404408077
2012-09-13,1153.9160903340821
2012-09-14,1182.5738880780016
2012-09-17,1179.829682550191
2012-09-18,1173.0259488381907
2012-09-19,1172.915443969725
2012-09-20,1168.987182258511
2012-09-21,1173.1779971819285
2012-09-24,1166.4407476583258
2012-09-25,1172.5510071146834
2012-09-26,1148.0760158827832
2012-09-27,1152.4339048011711
2012-09-28,1143.9777095713118
2012-10-01,1159.1173520922496
2012-10-02,1157.4759376282946
2012-10-03,1157.4239666393337
2012-10-04,1166.8911440368904
2012-10-05,1177.9679015628699
2012-10-08,1159.563734241149
2012-10-09,1151.3447959550467
2012-10-10,1144.9766219271899
2012-10-11,1156.2683933776661
2012-10-12,1153.8543547369088
2012-10-15,1153.541835218871
2012-10-16,1167.2191507627113
2012-10-17,1178.1742903530367
2012-10-18,1176.0512900796234
2012-10-19,1166.7051755120904
2012-10-22,1164.3312896499713
2012-10-23,1141.5136752743397
2012-10-24,1149.1072443531966
2012-10-25,1158.9705186167773
2012-10-26,1154.7602124268278
2012-10-29,1147.0406720065264
2012-10-30,1159.2638282140824
2012-10-31,1143.4562418988876
2012-11-01,1154.207030414382
2012-11-02,1147.7734104572228
2012-11-05,1138.0422818064253
2012-11-06,1147.8091369517692
2012-11-07,1132.2616752833706
2012-11-08,1128.0389031943948
2012-11-09,1122.919923271005
2012-11-12,1118.0007145769473
2012-11-13,1120.794952609635
2012-11-14,1109.2520519844816
2012-11-15,1101.6044411656042
2012-11-16,1087.6098749811536
2012-11-19,1113.7418673511102
2012-11-20,1120.7838821948098
2012-11-21,1125.1190223940287
2012-11-22,1135.9953538401203
2012-11-23,1145.4146678758789
2012-11-26,1140.7522643177117
2012-11-27,1143.5761134451382
2012-11-28,1144.0722167007118
2012-11-29,1161.9033649016014
2012-11-30,1161.2040720240238
2012-12-03,1168.2125164583097
2012-12-04,1167.8869708658324
2012-12-05,1167.4861705785272
2012-12-06,1168.8751290219768
2012-12-07,1167.4314039114186
2012-12-10,1171.8371663513487
2012-12-11,1170.9319561754414
2012-12-12,1174.0259110406496
2012-12-13,1173.5485195428678
2012-12-14,1169.5597809986405
2012-12-17,1170.279983371382
2012-12-18,1177.4914454684279
2012-12-19,1186.6243322702617
2012-12-20,1185.8153820871112
2012-12-21,1175.4876255310473
2012-12-24,1174.929320792568
2012-12-25,1174.929320792568
2012-12-26,1175.0750755774325
2012-12-27,1174.0364032329373
2012-12-28,1170.2256184129014
2012-12-31,1172.9189942040891
2013-01-01,1172.9189942040891
2013-01-02,1201.4227129185135
2013-01-03,1195.0433062611994
2013-01-04,1193.7838237913786
2013-01-07,1191.2134711456076
2013-01-08,1186.4915864894858
2013-01-09,1193.2583909382759
2013-01-10,1202.1388633097822
2013-01-11,1210.218977883316
2013-01-14,1202.731277587929
2013-01-15,1208.1474100677733
2013-01-16,1196.9634621599353
2013-01-17,1199.6725700530267
2013-01-18,1194.6048422697093
2013-01-21,1196.4440835594085
2013-01-22,1199.7261682375536
2013-01-23,1202.960321697681
2013-01-24,1212.7270578287291
2013-01-25,1219.3617511381665
2013-01-28,1211.1184262919278
2013-01-29,1221.9295709782018
2013-01-30,1221.9258886351377
2013-01-31,1219.5248268527093
2013-02-01,1223.8008784149913
2013-02-04,1205.9785269496942
2013-02-05,1208.8195893848324
2013-02-06,1209.096305084964
2013-02-07,1203.8505446275603
2013-02-08,1221.7538296476741
2013-02-11,1209.6313923926882
2013-02-12,1218.5234027432512
2013-02-13,1216.1370121576838
2013-02-14,1208.7040978088567
2013-02-15,1210.5544427421414
2013-02-18,1205.933899881039
2013-02-19,1214.7700568110702
2013-02-20,1207.1900191721513
2013-02-21,1185.2726195465928
2013-02-22,1196.4090734761924
2013-02-25,1183.8303269041674
2013-02-26,1172.3842605917064
2013-02-27,1184.8148625012423
2013-02-28,1195.5465308025439
2013-03-01,1187.805719727943
2013-03-04,1191.8545738673338
2013-03-05,1214.241672804245
2013-03-06,1213.377290502224
2013-03-07,1210.4563008168489
2013-03-08,1209.5382159118474
2013-03-11,1211.4790234421248
2013-03-12,1210.345881068428
2013-03-13,1213.6039222997736
2013-03-14,1234.524875501841
2013-03-15,1235.37709017716
2013-03-18,1228.7072952911833
2013-03-19,1228.879620423668
2013-03-20,1229.840556943729
2013-03-21,1222.538014117995
2013-03-22,1226.6536562794488
2013-03-25,1222.229259363653
2013-03-26,1224.665485070686
2013-03-27,1214.9725598861419
2013-03-28,1226.8230937154924
2013-03-29,1226.8230937154924
2013-04-01,1230.7012265811347
2013-04-02,1240.9761498064522
2013-04-03,1226.139692524696
2013-04-04,1213.8870897748723
2013-04-05,1208.2135737456556
2013-04-08,1210.4345077311866
2013-04-09,1217.1330275287712
2013-04-10,1235.1895063007162
2013-04-11,1246.3670987709627
2013-04-12,1238.5677254809905
