Date,CANADA ESG LEADERS
2007-09-28,1000.0
2007-10-01,1010.7178147348974
2007-10-02,994.8565717853392
2007-10-03,988.7400486495688
2007-10-04,997.7084806179073
2007-10-05,1029.9306968677713
2007-10-08,1025.228055565042
2007-10-09,1031.138275421507
2007-10-10,1034.6375495370937
2007-10-11,1039.056596210955
2007-10-12,1043.6196742094842
2007-10-15,1036.03194044413
2007-10-16,1023.8175101467081
2007-10-17,1037.004025001132
2007-10-18,1043.7199354986558
2007-10-19,1029.2995751574933
2007-10-22,1019.8635159305544
2007-10-23,1038.943030831
2007-10-24,1033.8766196741924
2007-10-25,1038.4469297285914
2007-10-26,1057.7021079974188
2007-10-29,1077.1802219080794
2007-10-30,1069.8654436133552
2007-10-31,1103.410908283779
2007-11-01,1082.6959187009413
2007-11-02,1099.9794366280198
2007-11-05,1093.9985799804838
2007-11-06,1113.2500080480615
2007-11-07,1106.1256419679264
2007-11-08,1090.4390037686005
2007-11-09,1046.729459854535
2007-11-12,994.914371156059
2007-11-13,1014.6786703907171
2007-11-14,1028.2191110063898
2007-11-15,981.6572887605064
2007-11-16,989.3560106177691
2007-11-19,968.8834078480844
2007-11-20,976.2115675838328
2007-11-21,958.1385036986092
2007-11-22,970.8840138969496
2007-11-23,975.5334827719098
2007-11-26,964.6038895165877
2007-11-27,972.0804561739684
2007-11-28,1001.6828280056951
2007-11-29,1001.2993777043379
2007-11-30,993.2670052716609
2007-12-03,989.7398715972677
2007-12-04,978.6041248954018
2007-12-05,986.7616449950771
2007-12-06,992.9942159404253
2007-12-07,1000.7247881759764
2007-12-10,1007.3174368817837
2007-12-11,984.2790214638624
2007-12-12,993.0356514281839
2007-12-13,981.9626603413215
2007-12-14,978.4631151462728
2007-12-17,966.7463336060802
2007-12-18,959.5785974847332
2007-12-19,969.9907169355854
2007-12-20,979.6377382650505
2007-12-21,1005.3531024168199
2007-12-24,1019.7155581989794
2007-12-25,1019.7155581989794
2007-12-26,1024.745428992028
2007-12-27,1025.9207163830285
2007-12-28,1041.6242024233463
2007-12-31,1029.0098224673786
2008-01-01,1029.0098224673786
2008-01-02,1025.799251727316
2008-01-03,1032.4094918826597
2008-01-04,1004.64405848825
2008-01-07,987.1149821277377
2008-01-08,988.6567621128737
2008-01-09,984.769099178022
2008-01-10,988.8946644050491
2008-01-11,979.3212405260323
2008-01-14,987.4409490336202
2008-01-15,955.309904080168
2008-01-16,929.972896730249
2008-01-17,903.6200430409782
2008-01-18,902.1439906526876
2008-01-21,852.240485097501
2008-01-22,907.0775963424663
2008-01-23,906.9192195225951
2008-01-24,939.4954561203557
2008-01-25,943.4395926381118
2008-01-28,953.3395319100904
2008-01-29,963.3894868036551
2008-01-30,963.3339800101893
2008-01-31,964.6009007958131
2008-02-01,981.9085466847406
2008-02-04,979.9911417857335
2008-02-05,943.5910650645415
2008-02-06,944.8517255035479
2008-02-07,945.145896739905
2008-02-08,963.4736279073846
2008-02-11,974.5955627899947
2008-02-12,975.2809745843333
2008-02-13,984.7405908941042
2008-02-14,983.6004105295425
2008-02-15,977.5546843781347
2008-02-18,972.4124682824528
2008-02-19,987.5378085030336
2008-02-20,992.765767609838
2008-02-21,1000.5268343608327
2008-02-22,1003.5661048499198
2008-02-25,1026.442870523509
2008-02-26,1041.0421332440428
2008-02-27,1050.3778103793193
2008-02-28,1064.3145470349837
2008-02-29,1034.8189882127117
2008-03-03,1023.0174317693042
2008-03-04,1019.0268481697357
2008-03-05,1032.3663870096009
2008-03-06,1019.1687067845604
2008-03-07,1011.1074774380428
2008-03-10,975.562594235207
2008-03-11,1014.4660420921529
2008-03-12,1014.7381467807036
2008-03-13,1034.8079254294541
2008-03-14,1012.2656791500964
2008-03-17,977.5395967158579
2008-03-18,1000.4128941675195
2008-03-19,954.4975661085884
2008-03-20,940.0530024610315
2008-03-21,940.0530024610315
2008-03-24,965.8471959988514
2008-03-25,995.583778231595
2008-03-26,998.4226046854118
2008-03-27,998.8744597487103
2008-03-28,984.7909513226832
2008-03-31,982.5954531490612
2008-04-01,987.2956779537556
2008-04-02,1004.1853036495648
2008-04-03,1021.2882106468564
2008-04-04,1032.064775459661
2008-04-07,1032.812396128832
2008-04-08,1032.2195657814102
2008-04-09,1024.7101563215012
2008-04-10,1040.3883687175166
2008-04-11,1019.7642254965532
2008-04-14,1023.715117554147
2008-04-15,1037.0653994438835
2008-04-16,1076.118931633503
2008-04-17,1065.8367399880103
2008-04-18,1079.7512129983759
2008-04-21,1095.698555787961
2008-04-22,1089.3869126552538
2008-04-23,1061.3725705822794
2008-04-24,1056.3785688305873
2008-04-25,1072.0253725522298
2008-04-28,1058.7291573291648
2008-04-29,1038.6650848761474
2008-04-30,1052.1010562239167
2008-05-01,1051.9487631736306
2008-05-02,1074.5414771821975
2008-05-05,1080.7012970173591
2008-05-06,1095.9973534843784
2008-05-07,1097.7665453777324
2008-05-08,1110.9529632095746
2008-05-09,1109.783631123854
2008-05-12,1123.3314685440403
2008-05-13,1122.051961891814
2008-05-14,1124.8373112841884
2008-05-15,1145.3655747986847
2008-05-16,1161.5549499173878
2008-05-19,1167.6998143743267
2008-05-20,1174.5533132154408
2008-05-21,1154.0266968031594
2008-05-22,1155.1802546364336
2008-05-23,1147.276302327865
2008-05-26,1149.2489506731383
2008-05-27,1126.332721005565
2008-05-28,1145.7896488984154
2008-05-29,1151.716412959847
2008-05-30,1152.4083569145594
2008-06-02,1152.0381299806188
2008-06-03,1139.5517918387734
2008-06-04,1129.6137355440637
2008-06-05,1144.139899149822
2008-06-06,1143.2816635532272
2008-06-09,1139.5103421506965
2008-06-10,1124.6537901842414
2008-06-11,1127.8238690912294
2008-06-12,1109.6872149453363
2008-06-13,1120.5237095632979
2008-06-16,1140.47911411616
2008-06-17,1157.4548815558992
2008-06-18,1153.260334286951
2008-06-19,1142.8329788916349
2008-06-20,1122.091480941927
2008-06-23,1131.8679668266986
2008-06-24,1108.5585585625104
2008-06-25,1116.0158227667928
2008-06-26,1099.2417021450049
2008-06-27,1103.0344636503796
2008-06-30,1105.8075487734482
2008-07-01,1096.6199585632194
2008-07-02,1062.0199061482874
2008-07-03,1071.450678604782
2008-07-04,1063.1789627711307
2008-07-07,1047.8614879026024
2008-07-08,1059.6716201488764
2008-07-09,1053.6928918370877
2008-07-10,1063.1968964502
2008-07-11,1056.6024402694325
2008-07-14,1059.8668652323859
2008-07-15,1036.5425465762398
2008-07-16,1049.7408336462215
2008-07-17,1049.2674636575102
2008-07-18,1048.1617137891258
2008-07-21,1065.2879495792008
2008-07-22,1061.1968758804546
2008-07-23,1049.1912355908662
2008-07-24,1018.9133269853028
2008-07-25,1029.7506834283952
2008-07-28,1013.7465310276968
2008-07-29,1017.5036559618578
2008-07-30,1052.0976753106575
2008-07-31,1042.2566333827954
2008-08-01,1030.9061760016086
2008-08-04,1027.1085477055433
2008-08-05,997.9063150454449
2008-08-06,1013.9450949062863
2008-08-07,1001.0727346635604
2008-08-08,986.484879945262
2008-08-11,975.3191128063576
2008-08-12,976.2275816944405
2008-08-13,987.7260573075489
2008-08-14,993.2225509224603
2008-08-15,967.4293298868508
2008-08-18,973.8140767850874
2008-08-19,968.0982282587764
2008-08-20,988.9939808923422
2008-08-21,1022.6148937341322
2008-08-22,1014.8896001840034
2008-08-25,998.9388896330607
2008-08-26,998.1604411449666
2008-08-27,1011.7141306794547
2008-08-28,1024.188981661761
2008-08-29,1014.191881607677
2008-09-01,1005.6050759864313
2008-09-02,965.36649896354
2008-09-03,960.7631507966881
2008-09-04,932.1432902209768
2008-09-05,935.7193119446091
2008-09-08,917.9683218647979
