Date,USA ESG LEADERS
2010-08-31,100.0
2010-09-01,102.82919187724637
2010-09-02,103.75032502483577
2010-09-03,105.12874237277
2010-09-06,105.12874237277
2010-09-07,103.94896373169901
2010-09-08,104.43645736914843
2010-09-09,104.87779423711126
2010-09-10,105.3575636033115
2010-09-13,106.54826511629213
2010-09-14,106.57343915236814
2010-09-15,107.01787423225092
2010-09-16,106.96185435964591
2010-09-17,107.24357120885425
2010-09-20,108.76532131260448
2010-09-21,108.46899286720344
2010-09-22,108.00653040789106
2010-09-23,107.16122164987812
2010-09-24,109.39642046908452
2010-09-27,108.88993845307442
2010-09-28,109.4509290672858
2010-09-29,109.22404223058732
2010-09-30,108.86882447757581
2010-10-01,109.34273395881455
2010-10-04,108.52952717018537
2010-10-05,110.69011008347624
2010-10-06,110.67042318546679
2010-10-07,110.39472209984658
2010-10-08,111.14048721015588
2010-10-11,111.17090404708041
2010-10-12,111.49756143052747
2010-10-13,112.35774148440368
2010-10-14,112.10960738396993
2010-10-15,112.47596602671096
2010-10-18,113.25717097325139
2010-10-19,111.63565405843038
2010-10-20,112.8330273619011
2010-10-21,113.21153717288487
2010-10-22,113.4527052604115
2010-10-25,113.6852425425041
2010-10-26,113.5188938721026
2010-10-27,113.1783113670143
2010-10-28,113.28779571201588
2010-10-29,113.39573120384313
2010-11-01,113.46781899737525
2010-11-02,114.30776590565934
2010-11-03,114.66014294029782
2010-11-04,116.76546071216757
2010-11-05,117.27477187296068
2010-11-08,117.01171667995553
2010-11-09,116.0536215533361
2010-11-10,116.54825640058424
2010-11-11,115.80001589225913
2010-11-12,114.4144577357071
2010-11-15,114.40861290725532
2010-11-16,112.56749174401168
2010-11-17,112.78851626307267
2010-11-18,114.36689414719292
2010-11-19,114.78476296192756
2010-11-22,114.66680432453246
2010-11-23,113.10027317112335
2010-11-24,114.79809963778963
2010-11-25,114.79809963778963
2010-11-26,113.97061911335693
2010-11-29,113.73733164463117
2010-11-30,113.01012585399513
2010-12-01,115.20804953511278
2010-12-02,116.63237047645706
2010-12-03,116.93971760721341
2010-12-06,116.81045010395226
2010-12-07,116.81764585863367
2010-12-08,117.23473542974007
2010-12-09,117.63603682988509
2010-12-10,118.1833561104154
2010-12-13,118.15176279994941
2010-12-14,118.35266966676514
2010-12-15,117.86345620724738
2010-12-16,118.64032710014015
2010-12-17,118.88527513792722
2010-12-20,119.14287707854058
2010-12-21,119.75671924768298
2010-12-22,119.90543976341255
2010-12-23,119.7028472642932
2010-12-24,119.7028472642932
2010-12-27,119.72477295641966
2010-12-28,119.73194198679151
2010-12-29,119.90248751022841
2010-12-30,119.72930480092496
2010-12-31,119.71223867707671
2011-01-03,120.81022414952346
2011-01-04,120.4332025862496
2011-01-05,121.02334263781977
2011-01-06,120.64993927894747
2011-01-07,120.40053287696013
2011-01-10,120.27721373497435
2011-01-11,120.68466578585956
2011-01-12,121.71877419101108
2011-01-13,121.57821508643146
2011-01-14,122.30119405751462
2011-01-17,122.30119405751462
2011-01-18,122.6349636123436
2011-01-19,121.53703692259181
2011-01-20,121.49259318525421
2011-01-21,121.61457251716567
2011-01-24,122.34797390351918
2011-01-25,122.35892612808608
2011-01-26,122.72526911282932
2011-01-27,122.74056226477747
2011-01-28,120.58661591586268
2011-01-31,121.50310815314681
2011-02-01,123.13705045220958
2011-02-02,122.72233817007758
2011-02-03,122.9697864382861
2011-02-04,123.45557917560906
2011-02-07,124.20891506299681
2011-02-08,124.80769702226317
2011-02-09,124.41575849686014
2011-02-10,124.39935526751096
2011-02-11,125.20415139073008
2011-02-14,125.32013671613807
2011-02-15,124.86132528956291
2011-02-16,125.63455657855481
2011-02-17,125.87071312232841
2011-02-18,126.23725519991909
2011-02-21,126.23725519991909
2011-02-22,123.63745284344247
2011-02-23,122.48367457821129
2011-02-24,122.36834104657997
2011-02-25,123.80379835496255
2011-02-28,124.45193824032805
2011-03-01,122.34529058597772
2011-03-02,122.59213095969382
2011-03-03,124.69008680652246
2011-03-04,123.80504415152052
2011-03-07,122.69276554376
2011-03-08,123.79380881013512
2011-03-09,123.86791352938982
2011-03-10,121.70500337741251
2011-03-11,122.53099987785997
2011-03-14,121.76042473305836
2011-03-15,120.44789890978124
2011-03-16,118.2800443300998
2011-03-17,119.66670932628314
2011-03-18,120.31470509367487
2011-03-21,121.93425550187489
2011-03-22,121.49576434262725
2011-03-23,121.82214210940352
2011-03-24,122.95166168262688
2011-03-25,123.39459459665845
2011-03-28,122.92359174554377
2011-03-29,123.70757533633346
2011-03-30,124.52779499457678
2011-03-31,124.39934851317938
2011-04-01,125.20614905162859
2011-04-04,125.28151801781755
2011-04-05,125.12065867947587
2011-04-06,125.49480373298991
2011-04-07,125.23348666980591
2011-04-08,124.68308960086529
2011-04-11,124.47404741987096
2011-04-12,123.72908859807535
2011-04-13,123.89195790536463
2011-04-14,124.000646837185
2011-04-15,124.45242393623772
2011-04-18,123.10245909455676
2011-04-19,123.64024206464038
2011-04-20,125.25376416013526
2011-04-21,125.76541622135746
2011-04-22,125.76541622135746
2011-04-25,125.55051565265107
2011-04-26,126.9062971989239
2011-04-27,127.64368827005516
2011-04-28,128.1608350793529
2011-04-29,128.5250296052104
2011-05-02,128.45757586141713
2011-05-03,128.04427510837675
2011-05-04,127.22189859381548
2011-05-05,126.29307664847396
2011-05-06,126.80158281642655
2011-05-09,127.43440530329904
2011-05-10,128.5559564627957
2011-05-11,127.42769684588714
2011-05-12,128.16814391212336
2011-05-13,127.11575000620519
2011-05-16,126.45428692608363
2011-05-17,126.28409767739456
2011-05-18,127.33633535059904
2011-05-19,127.5662674566785
2011-05-20,126.63239840708562
2011-05-23,125.10713695042509
2011-05-24,124.99626219828436
2011-05-25,125.3213900899564
2011-05-26,125.7319746782907
2011-05-27,126.19832819481252
