Date,ACWI SMALL VALUE
1998-12-31,352.3957487752252
1999-01-01,352.38044262406316
1999-01-04,352.8770805742277
1999-01-05,353.75631979003794
1999-01-06,358.2022626194444
1999-01-07,359.8373180703667
1999-01-08,363.67916322353045
1999-01-11,366.07007238416287
1999-01-12,361.840543889289
1999-01-13,352.94616065129617
1999-01-14,351.42124594655445
1999-01-15,355.8284575903977
1999-01-18,356.60773454087604
1999-01-19,357.46844134842786
1999-01-20,357.64517797436935
1999-01-21,354.9264399860894
1999-01-22,352.76751932294076
1999-01-25,352.87633213507166
1999-01-26,353.6625459097094
1999-01-27,353.91996185744034
1999-01-28,356.09816786139623
1999-01-29,358.9308256698215
1999-02-01,361.07716068141065
1999-02-02,359.96411529044815
1999-02-03,360.1302958072319
1999-02-04,360.2619608489152
1999-02-05,358.4676564085518
1999-02-08,358.94483528664136
1999-02-09,354.66567629728314
1999-02-10,351.5115626430762
1999-02-11,354.38495427284477
1999-02-12,352.9846656383175
1999-02-15,353.91663576720214
1999-02-16,353.98891122649593
1999-02-17,350.0081572444403
1999-02-18,350.23649009349487
1999-02-19,353.05742093900574
1999-02-22,356.863052218267
1999-02-23,358.0469217038351
1999-02-24,356.728700590834
1999-02-25,354.1801029145513
1999-02-26,357.0179722145049
1999-03-01,358.9958004223012
1999-03-02,358.6266062254788
1999-03-03,358.2422083733033
1999-03-04,360.25869108897507
1999-03-05,363.1932660044604
1999-03-08,362.79843289651285
1999-03-09,363.1025376211643
1999-03-10,363.73526376177335
1999-03-11,368.138110031025
1999-03-12,366.3622425996949
1999-03-15,367.8080522749805
1999-03-16,369.25463019584856
1999-03-17,366.4191292982783
1999-03-18,366.9150478156766
1999-03-19,369.6648211837202
1999-03-22,369.1939177214894
1999-03-23,366.5942535586378
1999-03-24,365.25175731641076
1999-03-25,369.81362595122425
1999-03-26,373.25395833779834
1999-03-29,376.03821436724553
1999-03-30,373.70456860502594
1999-03-31,373.6623922636849
1999-04-01,373.80921228947074
1999-04-02,374.9342874858595
1999-04-05,377.4152822442557
1999-04-06,376.56895905020554
1999-04-07,375.6859474245927
1999-04-08,376.99593275407733
1999-04-09,381.36869238789944
1999-04-12,381.85082819085414
1999-04-13,385.61448800474545
1999-04-14,388.3077922710014
1999-04-15,393.07994949992064
1999-04-16,398.9802682350418
1999-04-19,402.73781900338895
1999-04-20,400.60390547207635
1999-04-21,403.66290757200244
1999-04-22,405.44198130149306
1999-04-23,406.4428907356738
1999-04-26,408.46858572646994
1999-04-27,407.814242580439
1999-04-28,410.4818662737296
1999-04-29,412.7042221921246
1999-04-30,414.2557569017631
1999-05-03,416.47836360593215
1999-05-04,416.9054177501289
1999-05-05,415.3363095150481
1999-05-06,414.9919495295623
1999-05-07,414.6985481945598
1999-05-10,417.1699948271675
1999-05-11,420.5363203406223
1999-05-12,421.9391558817653
1999-05-13,423.50418754646216
1999-05-14,418.38419879577344
1999-05-17,414.9272268340205
1999-05-18,415.5151138440894
1999-05-19,415.4245449462136
1999-05-20,417.79387238871715
1999-05-21,420.91197442072377
1999-05-24,417.9313307921306
1999-05-25,414.47393793206084
1999-05-26,418.40542344785763
1999-05-27,418.3027950336913
1999-05-28,420.091598250627
1999-05-31,420.90567099767776
1999-06-01,421.08816022744384
1999-06-02,424.33289383146774
1999-06-03,424.7392334653587
1999-06-04,428.60690920311674
1999-06-07,432.09045933372164
1999-06-08,428.4075207646977
1999-06-09,429.48608603569596
1999-06-10,428.23605066718494
1999-06-11,428.50764257113605
1999-06-14,428.7934595479634
1999-06-15,429.1351664989058
1999-06-16,435.53633509352903
1999-06-17,437.775983006132
1999-06-18,436.05743278184747
1999-06-21,440.84941944959394
1999-06-22,441.6852572988135
1999-06-23,441.147772441748
1999-06-24,438.2190155004591
1999-06-25,434.4084402688523
