Date,ZHONG HUA SMALL VALUE
2007-05-31,1000.0
2007-06-01,1004.8977003403119
2007-06-04,992.4095223455847
2007-06-05,994.4256420200853
2007-06-06,999.0218682213329
2007-06-07,1004.2567440796299
2007-06-08,1003.6829129065684
2007-06-11,1014.1582674645755
2007-06-12,1018.9590677292206
2007-06-13,1023.7069517855997
2007-06-14,1028.26255788215
2007-06-15,1027.3075870717273
2007-06-18,1029.1996157877538
2007-06-19,1030.1493972431995
2007-06-20,1034.141554368803
2007-06-21,1042.6384453750477
2007-06-22,1037.3693218953556
2007-06-25,1025.1405888296847
2007-06-26,1025.066905923392
2007-06-27,1017.8038964179191
2007-06-28,1014.1122529289922
2007-06-29,1009.5817833064616
2007-07-02,999.7283102877188
2007-07-03,1021.9870322329654
2007-07-04,1019.6912015776712
2007-07-05,1024.5987148396564
2007-07-06,1033.4477935758919
2007-07-09,1060.2389372642428
2007-07-10,1054.2839911212275
2007-07-11,1041.2776650315811
2007-07-12,1050.5789286765312
2007-07-13,1059.0927369018357
2007-07-16,1055.643149654328
2007-07-17,1068.5480136790063
2007-07-18,1054.6366577679207
2007-07-19,1059.3224421398086
2007-07-20,1074.475624472378
2007-07-23,1087.0696750553595
2007-07-24,1097.6550389821248
2007-07-25,1115.3588967097692
2007-07-26,1110.006742626269
2007-07-27,1083.3684733550115
2007-07-30,1088.0995405416943
2007-07-31,1108.4557706374214
2007-08-01,1064.4587240213461
2007-08-02,1051.9280670039611
2007-08-03,1047.9650382767704
2007-08-06,1012.8716836847875
2007-08-07,1000.5124857125513
2007-08-08,1018.8888346211482
2007-08-09,1040.7258451752066
2007-08-10,1009.5747912485007
2007-08-13,1011.0215801475649
2007-08-14,1017.3831908375107
2007-08-15,995.1779120480467
2007-08-16,948.6041698724443
2007-08-17,906.0953747867113
2007-08-20,962.0505102884962
2007-08-21,970.8230579519118
2007-08-22,987.9556633276371
2007-08-23,1016.8377022855775
2007-08-24,1017.0901974591159
2007-08-27,1056.9821551231344
2007-08-28,1034.0804238687524
2007-08-29,1014.2889024217128
2007-08-30,1037.4357775785843
2007-08-31,1056.7996677287247
2007-09-03,1071.2818174753463
2007-09-04,1074.7679017121684
2007-09-05,1067.9831182136152
2007-09-06,1067.1337163630199
2007-09-07,1071.736898507672
2007-09-10,1077.0782890149967
2007-09-11,1062.8293177212245
2007-09-12,1068.268493396474
2007-09-13,1074.4024489156125
2007-09-14,1087.5351465372098
2007-09-17,1084.1718692973036
2007-09-18,1082.312695051512
2007-09-19,1097.4681123206497
2007-09-20,1094.8396357760744
2007-09-21,1102.8757841139748
2007-09-24,1111.8296643109443
2007-09-25,1103.9072016580587
2007-09-26,1104.688294515338
2007-09-27,1113.9253670848607
2007-09-28,1118.1824666551795
2007-10-01,1116.3903107889296
2007-10-02,1156.7637690650965
2007-10-03,1134.467191297169
2007-10-04,1122.0783553630813
2007-10-05,1148.7579211407042
2007-10-08,1151.3769753443592
2007-10-09,1159.5465279971115
2007-10-10,1166.043335661229
2007-10-11,1169.875612715256
2007-10-12,1167.0676882133503
2007-10-15,1165.9403119682006
2007-10-16,1160.652487815513
2007-10-17,1164.2975557003329
2007-10-18,1159.5823801322858
2007-10-19,1163.2822819406958
2007-10-22,1141.4581382366835
2007-10-23,1151.547475846308
2007-10-24,1157.2534161782228
2007-10-25,1156.2789902000627
2007-10-26,1161.5024416313304
2007-10-29,1182.154023397296
2007-10-30,1176.0272167217531
2007-10-31,1172.7400673590582
2007-11-01,1182.8855004666552
2007-11-02,1160.203530457424
2007-11-05,1128.4055963419908
2007-11-06,1130.0006741743366
2007-11-07,1141.491793866606
2007-11-08,1113.049749606524
2007-11-09,1106.6163613904666
2007-11-12,1062.8443532197296
2007-11-13,1043.3693144723236
2007-11-14,1076.6848755343985
2007-11-15,1067.6622653585978
2007-11-16,1041.6306494289313
2007-11-19,1031.9886667532
2007-11-20,1013.7437321615724
2007-11-21,988.6662433334772
2007-11-22,955.0911383116232
2007-11-23,953.5271910128153
2007-11-26,967.7817810107219
2007-11-27,951.9678767625725
2007-11-28,967.4008462953433
2007-11-29,995.1232136367137
2007-11-30,1016.7567181423697
2007-12-03,1021.6541939196537
2007-12-04,1015.9907826125624
2007-12-05,1029.254062472959
2007-12-06,1037.2768743000613
2007-12-07,1032.2857091310989
2007-12-10,1021.6763290653508
2007-12-11,1026.7264184901276
2007-12-12,1014.2527817050747
2007-12-13,1009.9844121119812
2007-12-14,1013.5729270757053
2007-12-17,986.8178276810785
2007-12-18,980.238118293546
2007-12-19,989.3586503158718
2007-12-20,997.9526347767627
2007-12-21,1007.0032677525259
2007-12-24,1018.9482639970759
2007-12-25,1019.097344779171
2007-12-26,1012.6798734701197
2007-12-27,1010.7245032006969
2007-12-28,996.6993912738757
2007-12-31,1019.20105646627
2008-01-01,1019.20105646627
2008-01-02,1011.1892470890139
2008-01-03,1000.4052578209715
2008-01-04,1004.3615332163778
2008-01-07,998.5470540907432
2008-01-08,996.6424743630234
2008-01-09,1001.9620089343474
2008-01-10,995.789395005586
2008-01-11,988.3962236569631
2008-01-14,970.706783285843
2008-01-15,956.573047484517
2008-01-16,928.4203181088889
2008-01-17,926.9462698447552
2008-01-18,928.6273140318445
2008-01-21,910.5027577807394
2008-01-22,831.0643314547603
2008-01-23,862.5798539924145
2008-01-24,853.4870052383662
2008-01-25,876.6863654606185
2008-01-28,848.4344283435963
2008-01-29,855.6239851503497
2008-01-30,846.2381998950249
2008-01-31,849.4945536612613
2008-02-01,848.4588598369317
2008-02-04,870.8807632845133
2008-02-05,881.3016593245136
2008-02-06,863.2344573831944
2008-02-07,872.5237427125273
2008-02-08,872.9772632111508
2008-02-11,868.1266093776836
2008-02-12,861.95707285279
2008-02-13,866.141045832371
2008-02-14,878.8947153078885
2008-02-15,876.6892419214773
2008-02-18,879.9908455454889
2008-02-19,883.1507749513834
2008-02-20,878.5455964408789
2008-02-21,869.7561541007383
2008-02-22,861.7728512395122
2008-02-25,853.4172642588584
2008-02-26,850.9853783619593
2008-02-27,849.7954561967706
2008-02-28,846.6390675447138
2008-02-29,849.9439780629126
2008-03-03,840.9477928515485
2008-03-04,828.6567673164283
2008-03-05,816.4293702890596
2008-03-06,811.8011729541446
2008-03-07,798.7761469260467
2008-03-10,781.4307522627862
2008-03-11,779.7924520052549
2008-03-12,774.0277025820888
2008-03-13,751.2529142742313
2008-03-14,739.7120686280323
2008-03-17,704.1208330411515
2008-03-18,685.7618296621733
2008-03-19,705.1993278077712
2008-03-20,704.5088889060031
2008-03-21,705.1269231300611
2008-03-24,705.2577169909213
2008-03-25,714.1829317453079
2008-03-26,713.7120548256984
2008-03-27,714.3941623597324
2008-03-28,728.3541355762962
2008-03-31,731.6557140688236
2008-04-01,742.575229276119
2008-04-02,751.4790587623113
2008-04-03,759.4550820055402
2008-04-04,754.3157059752766
2008-04-07,763.5008733766236
2008-04-08,763.465534299212
2008-04-09,749.3439277656421
2008-04-10,755.1251616039892
2008-04-11,754.4607716191161
2008-04-14,737.4999119634674
2008-04-15,742.0555407637547
2008-04-16,731.1742848853561
2008-04-17,734.2329339959067
2008-04-18,736.1427237381206
2008-04-21,735.5910191277105
2008-04-22,738.2703907197229
2008-04-23,752.9023113399018
2008-04-24,776.4209207849067
2008-04-25,778.4785701225394
2008-04-28,783.2326097453579
2008-04-29,789.1627429635265
2008-04-30,797.7282336359018
2008-05-01,803.9805956920526
2008-05-02,813.2976747041032
2008-05-05,813.9582093093043
2008-05-06,813.0114710615355
2008-05-07,807.1158517397728
2008-05-08,810.0352593326929
2008-05-09,808.3108786804618
2008-05-12,804.6556380016592
2008-05-13,807.6638955336366
2008-05-14,813.0798165178655
2008-05-15,813.8058517474469
2008-05-16,812.6867700848585
2008-05-19,817.1890238882941
2008-05-20,797.3884474682206
2008-05-21,789.6372166075984
2008-05-22,786.7596508420514
2008-05-23,785.0814931444771
2008-05-26,774.7600926572844
2008-05-27,782.5754472686916
2008-05-28,785.2443649678256
2008-05-29,796.0105304925819
2008-05-30,790.8455630758959
2008-06-02,801.6271264008477
2008-06-03,798.0636382298868
2008-06-04,802.651600937733
2008-06-05,796.1600899597476
2008-06-06,785.0019801407567
2008-06-09,785.3419701387724
2008-06-10,768.0285414764392
2008-06-11,761.771124800536
2008-06-12,752.9454484967783
2008-06-13,750.207742643481
2008-06-16,747.4098117262149
