Date,AC PACIFIC ex JAPAN SMALL VALUE
1998-12-31,272.3505592017933
1999-01-01,272.3541966344607
1999-01-04,275.5557327409222
1999-01-05,278.4341240960476
1999-01-06,287.57822993711284
1999-01-07,293.3489181311362
1999-01-08,297.21354133786116
1999-01-11,302.1921822605641
1999-01-12,303.4324596338053
1999-01-13,294.24699355336804
1999-01-14,288.6874754455277
1999-01-15,294.52939100135745
1999-01-18,296.1024776100319
1999-01-19,294.7617932690756
1999-01-20,294.4925222598958
1999-01-21,287.43431033587177
1999-01-22,279.788048021088
1999-01-25,272.33544861676893
1999-01-26,271.5009958392931
1999-01-27,278.40653860335294
1999-01-28,279.4587620221741
1999-01-29,281.91420838836285
1999-02-01,284.5266154939022
1999-02-02,281.3896411752829
1999-02-03,279.5474615828509
1999-02-04,280.1926312229734
1999-02-05,278.87612564502507
1999-02-08,279.84668061663535
1999-02-09,274.0144359534637
1999-02-10,273.28913124736715
1999-02-11,277.12636327912463
1999-02-12,280.7065663536622
1999-02-15,281.9110383643878
1999-02-16,281.50859613404384
1999-02-17,279.6448270914318
1999-02-18,278.38013991585757
1999-02-19,279.728795335758
1999-02-22,280.3013181464602
1999-02-23,280.21022986332224
1999-02-24,278.0834492165096
1999-02-25,273.85914396052044
1999-02-26,278.8737162692095
1999-03-01,280.32716637090647
1999-03-02,280.99662444536057
1999-03-03,281.7478314701546
1999-03-04,283.7839389201575
1999-03-05,285.7221157717458
1999-03-08,289.0165075399573
1999-03-09,289.57007025036575
1999-03-10,289.4636170932443
1999-03-11,294.0174141606371
1999-03-12,293.48686404925263
1999-03-15,295.03742484433184
1999-03-16,295.0423459626668
1999-03-17,292.0751283976314
1999-03-18,292.10779822525484
1999-03-19,297.9826836414911
1999-03-22,300.14879321577246
1999-03-23,302.9078514298821
1999-03-24,301.5943896390849
1999-03-25,304.1890574413681
1999-03-26,307.6976868861769
1999-03-29,306.81071812673787
1999-03-30,306.558834258357
1999-03-31,306.2074255556834
1999-04-01,309.2587871144177
1999-04-02,311.45313742472547
1999-04-05,314.43319314812175
1999-04-06,316.37163861720086
1999-04-07,316.857269999898
1999-04-08,318.68240023655704
1999-04-09,324.3926245668341
1999-04-12,323.12240646089805
1999-04-13,328.93931684223475
1999-04-14,332.6502105057725
1999-04-15,341.06933852573985
1999-04-16,348.07499225574725
1999-04-19,359.2646780955194
1999-04-20,359.4877654732119
1999-04-21,361.81291378066066
1999-04-22,365.60957098867397
1999-04-23,366.2842969978154
1999-04-26,372.2638376073894
1999-04-27,374.19354482290305
1999-04-28,375.35444747705105
1999-04-29,377.18266583782724
1999-04-30,385.7385081453611
1999-05-03,391.7543447247127
1999-05-04,403.3078479487608
1999-05-05,405.0091188226068
1999-05-06,408.2384188832772
1999-05-07,400.6362857735134
1999-05-10,401.77070671144685
1999-05-11,402.47922424544515
1999-05-12,401.1066513692017
1999-05-13,395.4826168467463
1999-05-14,391.9773348385583
1999-05-17,386.58271342642155
1999-05-18,391.3718502547774
1999-05-19,389.9203988226158
1999-05-20,387.2300594333156
1999-05-21,390.39540351487096
1999-05-24,390.31134378197277
1999-05-25,387.3676874974953
1999-05-26,393.54410383586816
1999-05-27,396.27780519102316
1999-05-28,396.43552441253456
1999-05-31,395.65742227042347
1999-06-01,394.53981688978314
1999-06-02,399.0464715671493
1999-06-03,400.59404764313416
1999-06-04,403.5487020086478
1999-06-07,410.7431803735059
1999-06-08,413.77050298995994
1999-06-09,414.3596868550702
1999-06-10,415.3689350794757
1999-06-11,420.25314984213423
1999-06-14,424.092255791096
1999-06-15,418.5648947536763
1999-06-16,425.5160816317477
1999-06-17,429.90728225084007
1999-06-18,426.52740974977036
1999-06-21,436.46117319477224
1999-06-22,442.41155942665137
1999-06-23,449.60141234121073
1999-06-24,448.3470023010809
1999-06-25,442.0563743531523
1999-06-28,446.5301273323191
1999-06-29,447.7721478422167
1999-06-30,448.18068358897426
1999-07-01,456.7553602857245
1999-07-02,462.5535142266096
1999-07-05,464.21253171021766
1999-07-06,461.58225456570256
1999-07-07,459.4785124749509
1999-07-08,465.81509201719473
1999-07-09,467.49234240054994
1999-07-12,466.47020926469753
1999-07-13,457.3255683770892
1999-07-14,449.90787396294445
1999-07-15,448.2410568001414
1999-07-16,444.36485654962684
1999-07-19,444.21616608639397
1999-07-20,438.9485844144264
1999-07-21,428.6865629235326
1999-07-22,427.71376112662966
1999-07-23,420.32726244218185
1999-07-26,402.1721348948711
1999-07-27,408.0165862705346
1999-07-28,415.7696350382188
1999-07-29,416.1553156373409
1999-07-30,414.696377126485
1999-08-02,413.8533204160888
1999-08-03,417.140674258264
1999-08-04,413.41537413397793
1999-08-05,403.75919803723934
1999-08-06,402.3689879497652
1999-08-09,403.6675606260201
1999-08-10,394.907481964755
1999-08-11,390.2464036233563
1999-08-12,394.9465244871403
1999-08-13,393.08553088407695
1999-08-16,396.9352201077315
1999-08-17,393.18738197782056
1999-08-18,398.0574679478035
1999-08-19,400.0234210402032
1999-08-20,401.3695457235648
1999-08-23,410.318500758939
1999-08-24,410.43210031441447
1999-08-25,414.8385828377785
1999-08-26,412.8624652884582
1999-08-27,408.91433919679423
1999-08-30,406.3328154266593
1999-08-31,401.855980822617
1999-09-01,397.91898292396667
1999-09-02,390.5188763078586
1999-09-03,391.1103216665364
1999-09-06,392.1399918913358
1999-09-07,392.1601035054695
1999-09-08,388.0392744645518
1999-09-09,393.58411785194
1999-09-10,400.3274424765243
1999-09-13,407.745935141409
1999-09-14,404.5858184532641
1999-09-15,400.6167639583837
1999-09-16,396.1731038586782
1999-09-17,396.7071762379166
1999-09-20,394.19089835510937
1999-09-21,391.38110903012125
1999-09-22,386.963593773081
1999-09-23,388.55876130462065
1999-09-24,384.32770897788976
1999-09-27,380.28624110544524
1999-09-28,377.3886158755868
1999-09-29,372.5302535253518
1999-09-30,369.47193392578106
1999-10-01,370.9923788163624
1999-10-04,371.45542673056286
1999-10-05,371.99079742751996
1999-10-06,374.2433454433885
1999-10-07,376.41361031996536
1999-10-08,378.8857112320884
1999-10-11,379.06776566782275
1999-10-12,376.5396390838598
1999-10-13,372.79390932065644
1999-10-14,372.6622446226423
1999-10-15,365.08609247152947
1999-10-18,358.43069467824006
1999-10-19,359.4773722013034
1999-10-20,366.8098254171363
1999-10-21,367.947227833041
1999-10-22,374.0856576113367
1999-10-25,372.0546561218488
1999-10-26,373.6544128599802
1999-10-27,371.36323704682934
1999-10-28,374.89301149792686
1999-10-29,376.05069042994364
1999-11-01,381.93413011404044
1999-11-02,381.97200279011315
1999-11-03,383.47440220004046
1999-11-04,386.24214231655645
1999-11-05,388.490236046572
1999-11-08,389.61686882799137
1999-11-09,389.8491345570556
1999-11-10,390.1541073140305
1999-11-11,394.75865879359066
1999-11-12,398.50605880034857
1999-11-15,401.48440502463427
1999-11-16,401.8885015901587
1999-11-17,394.6915120744565
1999-11-18,397.18177580358275
1999-11-19,398.9243699783248
1999-11-22,396.9137553026277
1999-11-23,396.93225387683145
1999-11-24,396.76634647432894
1999-11-25,393.36406121185746
1999-11-26,392.44074649203935
1999-11-29,393.66394923051206
1999-11-30,396.07470699805697
1999-12-01,395.61868937678037
1999-12-02,397.8111804760982
1999-12-03,399.72678015147443
1999-12-06,391.4086872333343
1999-12-07,388.91795094925385
1999-12-08,390.35902802799444
1999-12-09,393.7894690857435
1999-12-10,397.9432187728372
1999-12-13,402.09179914658125
1999-12-14,403.9181654300075
1999-12-15,400.04349583341747
1999-12-16,394.80055075469556
1999-12-17,397.1688821817318
1999-12-20,396.4965865506097
1999-12-21,393.2360097747822
1999-12-22,394.96328555831775
1999-12-23,392.8260043941162
1999-12-24,395.6716466632535
1999-12-27,399.1761139043761
1999-12-28,400.9167632905281
1999-12-29,403.8525320582285
1999-12-30,408.7041471395096
1999-12-31,408.7671198663665
2000-01-03,409.45346757198257
2000-01-04,406.3713514337672
2000-01-05,394.27183326570776
2000-01-06,386.5309496071468
2000-01-07,394.9597855957515
2000-01-10,401.0724865900559
2000-01-11,396.08309478775885
2000-01-12,398.91898992900957
2000-01-13,399.56743237450036
2000-01-14,405.0070178273197
2000-01-17,408.7441482226142
2000-01-18,405.37632991816866
2000-01-19,399.02283907853587
2000-01-20,400.028850345019
2000-01-21,400.4940082078772
2000-01-24,402.34609752358296
2000-01-25,397.45791987363253
2000-01-26,401.1651564861756
2000-01-27,413.1816558031951
2000-01-28,413.5442707353055
2000-01-31,411.5729847348072
2000-02-01,414.3862648769666
2000-02-02,416.0125252896336
2000-02-03,412.2027122539179
2000-02-04,415.943020255471
2000-02-07,417.56152327383035
2000-02-08,412.41859339288555
2000-02-09,413.0665177633492
2000-02-10,415.2878291196594
2000-02-11,413.8260305011305
2000-02-14,412.17081346676946
2000-02-15,409.86815857087714
2000-02-16,412.9810832992758
2000-02-17,415.7424225351086
2000-02-18,414.6388392746798
2000-02-21,411.90213461738847
2000-02-22,396.4969945251138
2000-02-23,401.57670119781864
2000-02-24,397.9916696459892
2000-02-25,402.7711934716547
2000-02-28,400.1636579573757
2000-02-29,402.033867116992
2000-03-01,400.8227858627287
2000-03-02,402.99997181377285
2000-03-03,403.1327810297002
2000-03-06,405.17591163362147
2000-03-07,406.1110104172363
2000-03-08,407.8552899617762
2000-03-09,405.93586261572506
2000-03-10,408.8362492651291
2000-03-13,402.19180485912494
2000-03-14,400.08400983678115
2000-03-15,391.77464006773215
2000-03-16,387.4446546260355
2000-03-17,391.93968886231886
2000-03-20,388.49203689112426
2000-03-21,390.97854179411365
2000-03-22,397.3421679262222
2000-03-23,398.46183481907514
2000-03-24,400.6556468234285
2000-03-27,406.3543395774305
2000-03-28,409.00280673117146
2000-03-29,412.36787425936006
2000-03-30,406.9027468206206
2000-03-31,405.1425139766939
2000-04-03,399.85983113006915
2000-04-04,397.86159303286325
2000-04-05,392.84058576267114
2000-04-06,395.55537432046435
2000-04-07,398.4276672484847
2000-04-10,401.66338011716664
2000-04-11,397.78405238419714
2000-04-12,400.0567155558207
2000-04-13,397.3275874820523
2000-04-14,397.1333566183452
2000-04-17,372.5395216896992
