Date,AC ASIA SMALL VALUE
1998-12-31,330.8949992373641
1999-01-01,330.8967558917062
1999-01-04,329.38770746269745
1999-01-05,331.0467190723007
1999-01-06,335.6553665800614
1999-01-07,342.7757660814695
1999-01-08,345.20826252538603
1999-01-11,352.7830580820968
1999-01-12,345.6940752528901
1999-01-13,334.4567318211717
1999-01-14,333.1468618247154
1999-01-15,336.24892418389993
1999-01-18,337.7139523283765
1999-01-19,338.8107666661486
1999-01-20,340.40805349586685
1999-01-21,339.07393224883214
1999-01-22,333.30185385686787
1999-01-25,331.76225217537797
1999-01-26,332.94839788507386
1999-01-27,335.4817964952428
1999-01-28,335.0527205155267
1999-01-29,337.80093513154645
1999-02-01,342.02554242363277
1999-02-02,344.51236309579116
1999-02-03,341.4395208681875
1999-02-04,341.6574895811403
1999-02-05,337.8650064486084
1999-02-08,337.0265678707954
1999-02-09,330.80682386118286
1999-02-10,330.96392708446723
1999-02-11,333.3475655171403
1999-02-12,335.4720259130229
1999-02-15,335.5839498993836
1999-02-16,333.54596246240675
1999-02-17,330.13827836802176
1999-02-18,327.74257695383864
1999-02-19,328.03790007912113
1999-02-22,332.24340297598286
1999-02-23,332.67213846368116
1999-02-24,331.63838641155155
1999-02-25,333.4130380879975
1999-02-26,340.57756232326005
1999-03-01,341.05091778728945
1999-03-02,338.86826287174983
1999-03-03,337.484199353777
1999-03-04,336.6420238698931
1999-03-05,344.90624464703876
1999-03-08,345.5887802133923
1999-03-09,347.20733916081537
1999-03-10,351.33334646047047
1999-03-11,356.3518513219307
1999-03-12,356.3179843258558
1999-03-15,362.5666427056248
1999-03-16,370.1907970983297
1999-03-17,366.4919279104546
1999-03-18,364.9278407012816
1999-03-19,375.40286828636215
1999-03-22,375.53672239586183
1999-03-23,376.94374290512707
1999-03-24,374.97085233735504
1999-03-25,381.28814976175886
1999-03-26,382.66988453884943
1999-03-29,384.49143358513396
1999-03-30,381.79969017621556
1999-03-31,388.5766086819241
1999-04-01,389.41634611623743
1999-04-02,392.3439603497128
1999-04-05,397.8805498679256
1999-04-06,401.7314023130073
1999-04-07,403.76990104440637
1999-04-08,408.11814566444554
1999-04-09,412.7455507031512
1999-04-12,410.3277901735531
1999-04-13,416.5960038975478
1999-04-14,420.3256028239455
1999-04-15,426.41570006290806
1999-04-16,433.16573020740185
1999-04-19,438.6692351073019
1999-04-20,436.38825044657756
1999-04-21,431.26592984411826
1999-04-22,433.1048616816521
1999-04-23,435.2510893476491
1999-04-26,442.19603059469875
1999-04-27,440.41016970153646
1999-04-28,444.6613835746085
1999-04-29,446.32417324427274
1999-04-30,450.65258584836226
1999-05-03,452.0982130896329
1999-05-04,454.6194670256008
1999-05-05,453.7876680980583
1999-05-06,459.33800376745995
1999-05-07,456.4227664379462
1999-05-10,460.1202738822129
1999-05-11,460.48048776912674
1999-05-12,463.5944368442767
1999-05-13,458.9793159949123
1999-05-14,454.55082103570936
1999-05-17,445.46233725517334
1999-05-18,445.7699986919766
1999-05-19,439.334916972059
1999-05-20,439.74785393855467
1999-05-21,442.7768314713292
1999-05-24,443.31939385677106
1999-05-25,442.7921083430955
1999-05-26,450.63685833755903
1999-05-27,452.4413123257925
1999-05-28,450.3930969969888
1999-05-31,449.85687559945507
1999-06-01,455.87224031235826
1999-06-02,462.98509104123923
1999-06-03,461.1375498093131
1999-06-04,464.23217342299597
1999-06-07,473.4063220070063
1999-06-08,474.57599184463015
1999-06-09,479.7036950284218
1999-06-10,484.7948999021295
1999-06-11,489.43996978321724
1999-06-14,487.8382174560467
1999-06-15,484.67995175530586
1999-06-16,493.5665307694742
1999-06-17,500.3054968635675
1999-06-18,496.61375983496407
1999-06-21,505.47432938492125
1999-06-22,511.3116225731207
1999-06-23,513.4911877520066
1999-06-24,509.82385172550426
1999-06-25,503.5042687008325
1999-06-28,511.0350619589171
1999-06-29,515.7473611393087
1999-06-30,517.0822583743419
1999-07-01,529.0957382660335
1999-07-02,535.5804199133704
1999-07-05,540.1160220054727
1999-07-06,539.8103668865447
1999-07-07,541.4789585960789
1999-07-08,542.3751643067441
1999-07-09,542.6714333822816
1999-07-12,550.4638308352731
1999-07-13,548.6082515523486
1999-07-14,548.1439907367227
1999-07-15,546.291817173657
1999-07-16,541.2304920617624
1999-07-19,550.4419700827721
1999-07-20,538.8968013615087
1999-07-21,536.1822548534611
1999-07-22,530.6284637552506
1999-07-23,525.4698376377527
1999-07-26,513.2320772870622
1999-07-27,514.4715130452205
1999-07-28,519.8288166810717
1999-07-29,520.5986341744356
1999-07-30,520.8791040041834
1999-08-02,521.228729675054
1999-08-03,520.3399961129604
1999-08-04,517.1945378754846
1999-08-05,504.83608511608224
1999-08-06,500.4212528415539
1999-08-09,503.2318451279136
1999-08-10,502.20846093609333
1999-08-11,500.445622879679
1999-08-12,504.2018842902075
1999-08-13,505.83221469460926
1999-08-16,517.8433158422591
1999-08-17,520.3881116099036
1999-08-18,527.1601013811203
1999-08-19,526.0692168680574
1999-08-20,528.9601801974851
1999-08-23,536.6286132512618
1999-08-24,540.1934911453754
1999-08-25,546.6145281908921
1999-08-26,543.700124364283
1999-08-27,540.4568663083953
1999-08-30,542.9000518422694
1999-08-31,540.1698009743196
1999-09-01,540.9573685481342
1999-09-02,533.8386108111389
1999-09-03,536.0601170375753
1999-09-06,541.5205171076606
1999-09-07,535.063899034439
1999-09-08,530.4185444911789
1999-09-09,543.852451316029
1999-09-10,551.7638689078639
1999-09-13,571.4990580636255
1999-09-14,570.6855569567567
1999-09-15,574.720908683434
1999-09-16,565.3894356913107
1999-09-17,558.9942552300166
1999-09-20,559.3904604911539
1999-09-21,562.0760767054662
1999-09-22,552.2703910524
1999-09-23,554.9879544862509
1999-09-24,541.7422412323793
1999-09-27,532.6269088835229
1999-09-28,533.9891208124251
1999-09-29,524.4437296586489
1999-09-30,533.7548201798919
1999-10-01,538.2123149855149
1999-10-04,534.2379244064733
1999-10-05,529.2215101380143
1999-10-06,527.0366143970444
1999-10-07,528.4181418360333
1999-10-08,531.6754395888761
1999-10-11,534.3433844790164
1999-10-12,532.111364308891
1999-10-13,521.1577971325038
1999-10-14,520.1351016286
1999-10-15,513.5647613273615
1999-10-18,504.55074262511494
1999-10-19,504.44962439185883
1999-10-20,514.9282467682775
1999-10-21,512.1547795723925
1999-10-22,518.1542264696587
1999-10-25,521.3545886183887
1999-10-26,524.3995789843844
1999-10-27,525.8893829004478
1999-10-28,521.6587074976338
1999-10-29,529.0395720814565
1999-11-01,529.264794367809
1999-11-02,532.6727398788781
1999-11-03,529.8896819819576
1999-11-04,535.7811828508552
1999-11-05,530.4459085778833
1999-11-08,532.7878694956743
1999-11-09,534.4068550073843
1999-11-10,532.5651081124846
1999-11-11,524.5430713144264
1999-11-12,523.6337999463342
1999-11-15,517.8057122972714
1999-11-16,515.8852471233812
1999-11-17,518.1486718772595
1999-11-18,529.114794835377
1999-11-19,531.449557470261
1999-11-22,535.2800697225947
1999-11-23,538.9604509250861
1999-11-24,536.9900259641172
1999-11-25,529.9171051829873
1999-11-26,539.3550479511712
1999-11-29,542.7929792721001
1999-11-30,542.0616352852984
1999-12-01,540.5339895260548
1999-12-02,540.4002633098548
1999-12-03,542.3050499410576
1999-12-06,528.458354892664
1999-12-07,528.66368463105
1999-12-08,523.3004125669326
1999-12-09,524.611433788865
1999-12-10,531.0683180559796
1999-12-13,530.2839781403626
1999-12-14,528.4655124770765
1999-12-15,524.3370128594148
1999-12-16,514.6462278875892
1999-12-17,513.5561563722465
